review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
REV0000733,ORD0000733,5,,Decent quality.,2017-04-01,2018-03-02
REV0000734,ORD0000734,4,,Exceeded expectations.,2017-06-05,2017-04-24
REV0000735,ORD0000735,4,,,2018-01-01,2018-08-03
REV0000736,ORD0000736,5,Bad,Great product!,2017-11-21,2018-06-24
REV0000737,ORD0000737,5,Great,A bit disappointing.,2017-04-26,2017-09-25
REV0000738,ORD0000738,5,,Not what I expected.,2017-11-24,2017-02-20
REV0000739,ORD0000739,2,Great,Not what I expected.,2018-02-16,2017-07-04
REV0000740,ORD0000740,4,OK,Very satisfied.,2017-09-11,2017-09-11
REV0000741,ORD0000741,5,,Decent quality.,2018-07-11,2018-08-07
REV0000742,ORD0000742,5,Excellent,Poor quality.,2017-12-24,2017-11-15
REV0000743,ORD0000743,5,,Average product.,2018-03-09,2017-04-30
REV0000744,ORD0000744,5,OK,,2017-05-23,2018-02-28
REV0000745,ORD0000745,1,,Great product!,2018-04-21,2018-06-22
REV0000746,ORD0000746,3,,Average product.,2018-05-29,2017-06-24
REV0000747,ORD0000747,5,OK,Average product.,2018-09-05,2017-04-20
REV0000748,ORD0000748,5,,Poor quality.,2018-06-10,2017-10-23
REV0000749,ORD0000749,5,,Arrived on time.,2018-03-25,2018-08-16
REV0000750,ORD0000750,5,OK,Very satisfied.,2017-11-10,2018-08-29
REV0000751,ORD0000751,5,Great,A bit disappointing.,2017-06-19,2017-11-26
REV0000752,ORD0000752,5,Great,Arrived on time.,2018-06-30,2017-05-14
REV0000753,ORD0000753,4,Bad,Very satisfied.,2018-02-15,2017-02-23
REV0000754,ORD0000754,4,OK,A bit disappointing.,2018-04-28,2018-04-02
REV0000755,ORD0000755,5,Great,Great product!,2018-02-11,2017-05-26
REV0000756,ORD0000756,5,Great,Exceeded expectations.,2017-04-12,2018-03-14
REV0000757,ORD0000757,4,OK,,2017-06-05,2018-08-17
REV0000758,ORD0000758,4,,Arrived on time.,2018-03-09,2017-08-29
REV0000759,ORD0000759,4,OK,A bit disappointing.,2017-09-06,2017-04-16
REV0000760,ORD0000760,4,Great,,2018-03-29,2017-12-04
REV0000761,ORD0000761,5,,,2017-10-29,2017-04-12
REV0000762,ORD0000762,2,,Arrived on time.,2017-03-25,2018-09-28
REV0000763,ORD0000763,5,,Arrived on time.,2017-04-18,2018-09-22
REV0000764,ORD0000764,5,Bad,,2017-03-07,2018-08-20
REV0000765,ORD0000765,4,,Decent quality.,2018-05-12,2018-09-08
REV0000766,ORD0000766,5,,Would not buy again.,2018-04-10,2017-05-04
REV0000767,ORD0000767,5,Great,Arrived on time.,2018-02-16,2017-07-05
REV0000768,ORD0000768,5,,Average product.,2017-02-24,2018-01-06
REV0000769,ORD0000769,1,,,2018-07-17,2017-04-11
REV0000770,ORD0000770,4,,Not what I expected.,2017-08-25,2017-09-10
REV0000771,ORD0000771,4,OK,Exceeded expectations.,2017-09-18,2017-10-20
REV0000772,ORD0000772,5,,Very satisfied.,2017-09-15,2017-03-20
REV0000773,ORD0000773,5,,,2017-08-15,2018-06-09
REV0000774,ORD0000774,5,Great,Would not buy again.,2018-02-04,2017-03-24
REV0000775,ORD0000775,4,Excellent,Would not buy again.,2017-12-04,2017-11-10
REV0000776,ORD0000776,3,,,2018-01-17,2017-10-24
REV0000777,ORD0000777,5,Fine,Arrived on time.,2017-07-26,2017-09-27
REV0000778,ORD0000778,1,OK,Average product.,2018-04-09,2018-09-17
REV0000779,ORD0000779,5,,Average product.,2018-08-16,2017-04-22
REV0000780,ORD0000780,5,,Arrived on time.,2017-09-18,2017-10-18
REV0000781,ORD0000781,4,,A bit disappointing.,2018-05-01,2017-06-05
REV0000782,ORD0000782,5,,Not what I expected.,2017-08-14,2018-09-06
REV0000783,ORD0000783,5,Bad,Exceeded expectations.,2018-09-10,2018-09-10
REV0000784,ORD0000784,5,OK,Would not buy again.,2017-12-25,2017-04-08
REV0000785,ORD0000785,5,,Poor quality.,2018-02-10,2017-05-24
REV0000786,ORD0000786,5,,Great product!,2017-07-30,2018-01-10
REV0000787,ORD0000787,5,,Not what I expected.,2018-01-04,2018-02-01
REV0000788,ORD0000788,4,Great,Arrived on time.,2017-07-25,2018-05-19
REV0000789,ORD0000789,5,,Very satisfied.,2018-07-20,2017-05-24
REV0000790,ORD0000790,4,Excellent,Would not buy again.,2017-04-14,2018-03-27
REV0000791,ORD0000791,5,Excellent,A bit disappointing.,2017-04-05,2017-04-26
REV0000792,ORD0000792,3,OK,Arrived on time.,2017-08-31,2018-04-29
REV0000793,ORD0000793,5,,,2017-08-17,2017-01-25
REV0000794,ORD0000794,5,,Decent quality.,2017-05-19,2018-01-27
REV0000795,ORD0000795,5,,Decent quality.,2017-02-27,2017-10-02
REV0000796,ORD0000796,4,OK,A bit disappointing.,2018-08-08,2017-01-28
REV0000797,ORD0000797,5,,Decent quality.,2018-03-16,2017-06-06
REV0000798,ORD0000798,5,,Exceeded expectations.,2017-06-09,2017-01-24
REV0000799,ORD0000799,5,OK,Great product!,2017-04-13,2017-02-17
REV0000800,ORD0000800,2,Fine,Would not buy again.,2017-06-09,2018-03-19
REV0000801,ORD0000801,5,Excellent,Would not buy again.,2017-01-30,2017-07-02
REV0000802,ORD0000802,4,Poor,Not what I expected.,2017-09-23,2017-12-24
REV0000803,ORD0000803,3,OK,Would not buy again.,2017-02-16,2018-04-20
REV0000804,ORD0000804,4,,Would not buy again.,2017-11-28,2017-01-28
REV0000805,ORD0000805,3,Great,Would not buy again.,2018-08-06,2018-06-02
REV0000806,ORD0000806,3,,Great product!,2018-06-20,2018-09-28
REV0000807,ORD0000807,4,,,2017-08-06,2017-09-16
REV0000808,ORD0000808,5,,Would not buy again.,2018-02-04,2017-07-08
REV0000809,ORD0000809,4,Great,Exceeded expectations.,2018-04-11,2018-03-17
REV0000810,ORD0000810,4,OK,Average product.,2017-03-17,2017-12-21
REV0000811,ORD0000811,5,,Exceeded expectations.,2017-06-20,2017-12-28
REV0000812,ORD0000812,5,Great,Very satisfied.,2018-04-15,2017-04-27
REV0000813,ORD0000813,5,,Great product!,2018-02-02,2017-07-11
REV0000814,ORD0000814,5,,Would not buy again.,2017-07-05,2018-02-02
REV0000815,ORD0000815,4,,Decent quality.,2017-08-09,2018-01-22
REV0000816,ORD0000816,1,,Poor quality.,2018-02-20,2017-08-08
REV0000817,ORD0000817,5,Bad,Not what I expected.,2017-08-21,2017-09-27
REV0000818,ORD0000818,4,,Arrived on time.,2017-08-15,2018-08-16
REV0000819,ORD0000819,1,OK,A bit disappointing.,2017-05-03,2017-02-11
REV0000820,ORD0000820,4,,A bit disappointing.,2018-06-13,2018-05-13
REV0000821,ORD0000821,5,Great,Would not buy again.,2018-04-15,2017-05-18
REV0000822,ORD0000822,5,,Arrived on time.,2018-03-10,2018-06-16
REV0000823,ORD0000823,5,Fine,,2018-01-19,2017-08-10
REV0000824,ORD0000824,5,Excellent,Would not buy again.,2017-11-06,2018-06-10
REV0000825,ORD0000825,5,,A bit disappointing.,2017-03-21,2018-01-12
REV0000826,ORD0000826,5,,Arrived on time.,2017-09-14,2018-03-22
REV0000827,ORD0000827,2,Great,Arrived on time.,2017-03-16,2017-04-06
REV0000828,ORD0000828,4,OK,Not what I expected.,2018-02-08,2018-05-28
REV0000829,ORD0000829,3,,Average product.,2018-06-08,2017-06-28
REV0000830,ORD0000830,5,Great,Average product.,2017-07-02,2018-01-20
REV0000831,ORD0000831,5,,Arrived on time.,2017-12-15,2017-10-09
REV0000832,ORD0000832,5,Great,Decent quality.,2017-05-27,2018-02-09
REV0000833,ORD0000833,5,Great,Exceeded expectations.,2018-01-22,2017-09-16
REV0000834,ORD0000834,5,Great,Great product!,2018-03-17,2018-05-15
REV0000835,ORD0000835,5,,Poor quality.,2017-03-16,2017-09-04
REV0000836,ORD0000836,2,OK,Very satisfied.,2018-03-31,2018-06-13
REV0000837,ORD0000837,5,,Great product!,2017-01-15,2018-04-24
REV0000838,ORD0000838,2,Great,A bit disappointing.,2017-04-06,2018-03-03
REV0000839,ORD0000839,1,Great,Average product.,2017-04-05,2017-06-10
REV0000840,ORD0000840,5,Excellent,Great product!,2018-09-02,2018-08-15
REV0000841,ORD0000841,2,,Very satisfied.,2017-08-21,2018-06-14
REV0000842,ORD0000842,4,,Decent quality.,2018-06-02,2018-02-17
REV0000843,ORD0000843,5,Great,Would not buy again.,2017-07-30,2018-03-28
REV0000844,ORD0000844,4,Great,Poor quality.,2017-07-10,2017-05-12
REV0000845,ORD0000845,5,,,2018-02-14,2018-02-16
REV0000846,ORD0000846,4,OK,Decent quality.,2017-05-12,2017-03-07
REV0000847,ORD0000847,2,,Very satisfied.,2017-05-10,2018-03-08
REV0000848,ORD0000848,3,Great,Arrived on time.,2018-04-26,2017-04-18
REV0000849,ORD0000849,5,Excellent,Exceeded expectations.,2018-09-01,2017-05-28
REV0000850,ORD0000850,4,,Poor quality.,2017-09-12,2018-06-28
REV0000851,ORD0000851,4,,Very satisfied.,2017-05-23,2018-06-18
REV0000852,ORD0000852,5,Great,Arrived on time.,2017-05-24,2018-09-17
REV0000853,ORD0000853,5,,Decent quality.,2017-11-04,2018-03-10
REV0000854,ORD0000854,5,Great,Exceeded expectations.,2018-08-08,2017-12-24
REV0000855,ORD0000855,3,,Arrived on time.,2018-09-17,2018-04-06
REV0000856,ORD0000856,4,Bad,,2017-11-02,2017-07-19
REV0000857,ORD0000857,4,Bad,A bit disappointing.,2017-01-26,2018-06-18
REV0000858,ORD0000858,5,Excellent,Would not buy again.,2018-02-06,2017-08-22
REV0000859,ORD0000859,5,,Decent quality.,2018-01-29,2018-03-08
REV0000860,ORD0000860,1,OK,Decent quality.,2018-04-25,2017-06-12
REV0000861,ORD0000861,5,Great,Great product!,2017-12-20,2017-09-14
REV0000862,ORD0000862,5,,Decent quality.,2017-01-16,2017-09-22
REV0000863,ORD0000863,4,Bad,Very satisfied.,2017-12-21,2017-07-03
REV0000864,ORD0000864,3,,,2017-08-22,2018-07-02
REV0000865,ORD0000865,5,,Poor quality.,2018-05-11,2017-08-14
REV0000866,ORD0000866,5,OK,Arrived on time.,2017-06-04,2018-09-10
REV0000867,ORD0000867,5,Bad,Decent quality.,2017-04-03,2018-04-25
REV0000868,ORD0000868,4,,Arrived on time.,2017-07-25,2017-04-25
REV0000869,ORD0000869,5,,Arrived on time.,2018-02-07,2018-08-16
REV0000870,ORD0000870,5,,Arrived on time.,2017-08-19,2017-11-07
REV0000871,ORD0000871,5,Great,Arrived on time.,2018-03-26,2018-04-15
REV0000872,ORD0000872,5,,Decent quality.,2018-07-12,2017-03-27
REV0000873,ORD0000873,5,,Very satisfied.,2017-11-07,2018-02-19
REV0000874,ORD0000874,5,,Great product!,2017-06-03,2018-03-25
REV0000875,ORD0000875,3,OK,Would not buy again.,2018-02-08,2018-10-08
REV0000876,ORD0000876,5,Great,Arrived on time.,2018-04-25,2018-04-02
REV0000877,ORD0000877,5,Great,Poor quality.,2017-02-26,2018-01-09
REV0000878,ORD0000878,2,Bad,A bit disappointing.,2017-10-13,2017-04-20
REV0000879,ORD0000879,5,Poor,Very satisfied.,2017-04-15,2017-09-06
REV0000880,ORD0000880,3,,Decent quality.,2017-07-06,2017-07-31
REV0000881,ORD0000881,4,Bad,Decent quality.,2018-06-30,2018-09-02
REV0000882,ORD0000882,2,Great,Decent quality.,2017-09-02,2017-03-14
REV0000883,ORD0000883,4,,Very satisfied.,2018-04-16,2018-02-11
REV0000884,ORD0000884,5,,Very satisfied.,2017-11-05,2018-09-13
REV0000885,ORD0000885,4,Bad,Poor quality.,2017-03-22,2017-03-16
REV0000886,ORD0000886,4,,,2018-08-01,2018-08-06
REV0000887,ORD0000887,5,Excellent,Would not buy again.,2018-02-03,2017-03-01
REV0000888,ORD0000888,5,Great,Poor quality.,2017-06-28,2017-09-30
REV0000889,ORD0000889,5,Bad,Very satisfied.,2017-04-29,2017-11-16
REV0000890,ORD0000890,5,Excellent,,2018-05-21,2017-04-29
REV0000891,ORD0000891,5,Great,Great product!,2017-07-24,2018-03-04
REV0000892,ORD0000892,5,Great,Exceeded expectations.,2017-05-26,2017-07-19
REV0000893,ORD0000893,4,Great,Great product!,2017-08-26,2018-01-20
REV0000894,ORD0000894,4,,Very satisfied.,2017-02-26,2018-09-16
REV0000895,ORD0000895,5,Great,Exceeded expectations.,2017-04-05,2018-04-01
REV0000896,ORD0000896,5,,Would not buy again.,2017-07-22,2018-07-16
REV0000897,ORD0000897,5,Great,A bit disappointing.,2017-06-28,2018-05-04
REV0000898,ORD0000898,5,,,2017-06-01,2017-09-27
REV0000899,ORD0000899,4,,Poor quality.,2017-07-31,2018-09-12
REV0000900,ORD0000900,5,,A bit disappointing.,2018-01-08,2018-07-24
REV0000901,ORD0000901,5,Great,Very satisfied.,2017-05-15,2018-06-26
REV0000902,ORD0000902,5,Great,Very satisfied.,2017-09-30,2018-01-15
REV0000903,ORD0000903,5,,A bit disappointing.,2017-11-04,2017-06-05
REV0000904,ORD0000904,4,,Decent quality.,2017-04-27,2017-08-20
REV0000905,ORD0000905,1,Fine,Very satisfied.,2017-04-01,2017-05-27
REV0000906,ORD0000906,3,Bad,Exceeded expectations.,2018-07-01,2017-08-30
REV0000907,ORD0000907,5,Great,Arrived on time.,2018-04-21,2017-08-01
REV0000908,ORD0000908,5,,Would not buy again.,2018-03-22,2017-07-01
REV0000909,ORD0000909,5,,Arrived on time.,2018-07-22,2017-09-16
REV0000910,ORD0000910,5,,Great product!,2017-07-10,2018-06-03
REV0000911,ORD0000911,4,OK,Not what I expected.,2018-05-12,2018-06-19
REV0000912,ORD0000912,4,,Arrived on time.,2017-09-12,2017-02-03
REV0000913,ORD0000913,5,Bad,Would not buy again.,2018-01-02,2017-06-10
REV0000914,ORD0000914,5,Poor,,2018-01-28,2018-07-31
REV0000915,ORD0000915,4,,A bit disappointing.,2017-11-11,2018-09-05
REV0000916,ORD0000916,5,,,2017-02-02,2018-10-03
REV0000917,ORD0000917,4,Great,,2017-09-01,2017-01-20
REV0000918,ORD0000918,5,,Very satisfied.,2017-11-10,2017-08-28
REV0000919,ORD0000919,5,,Arrived on time.,2017-06-14,2017-09-17
REV0000920,ORD0000920,4,,Decent quality.,2017-05-19,2018-08-22
REV0000921,ORD0000921,5,Great,Great product!,2018-03-08,2018-05-14
REV0000922,ORD0000922,5,,Very satisfied.,2018-07-03,2017-03-29
REV0000923,ORD0000923,5,OK,Average product.,2017-07-31,2018-09-20
REV0000924,ORD0000924,4,Great,Arrived on time.,2018-02-13,2017-11-14
REV0000925,ORD0000925,5,,Arrived on time.,2018-07-22,2017-12-17
REV0000926,ORD0000926,5,,Great product!,2017-02-16,2018-08-24
REV0000927,ORD0000927,5,OK,Arrived on time.,2018-08-20,2018-03-08
REV0000928,ORD0000928,2,,Decent quality.,2017-07-28,2017-12-08
REV0000929,ORD0000929,3,,Not what I expected.,2017-11-15,2017-03-20
REV0000930,ORD0000930,5,,Exceeded expectations.,2017-04-02,2017-03-27
REV0000931,ORD0000931,4,OK,Great product!,2018-01-01,2017-07-10
REV0000932,ORD0000932,3,,Decent quality.,2018-01-14,2018-05-11
REV0000933,ORD0000933,5,,Average product.,2018-01-10,2017-02-11
REV0000934,ORD0000934,4,,Exceeded expectations.,2017-07-16,2018-06-18
REV0000935,ORD0000935,5,,A bit disappointing.,2017-03-27,2018-04-15
REV0000936,ORD0000936,5,,Very satisfied.,2017-10-25,2018-10-09
REV0000937,ORD0000937,4,,Average product.,2018-08-12,2017-11-19
REV0000938,ORD0000938,2,,Average product.,2017-04-02,2018-04-16
REV0000939,ORD0000939,4,,Not what I expected.,2017-07-12,2018-05-11
REV0000940,ORD0000940,5,,Great product!,2018-01-11,2017-11-13
REV0000941,ORD0000941,5,,Would not buy again.,2018-04-05,2017-07-23
REV0000942,ORD0000942,5,,Very satisfied.,2017-06-11,2017-09-16
REV0000943,ORD0000943,1,Bad,,2018-04-25,2017-06-19
REV0000944,ORD0000944,5,OK,,2018-05-10,2018-10-08
REV0000945,ORD0000945,4,,Would not buy again.,2017-03-25,2018-08-02
REV0000946,ORD0000946,3,OK,A bit disappointing.,2018-04-06,2017-03-31
REV0000947,ORD0000947,3,Bad,Poor quality.,2018-01-29,2017-08-13
REV0000948,ORD0000948,4,Great,,2018-05-28,2018-02-16
REV0000949,ORD0000949,5,,Poor quality.,2017-08-31,2017-12-09
REV0000950,ORD0000950,4,,Average product.,2018-01-16,2018-03-22
REV0000951,ORD0000951,5,,,2017-08-21,2018-03-20
REV0000952,ORD0000952,3,Great,,2017-02-23,2018-04-04
REV0000953,ORD0000953,3,,Great product!,2018-07-27,2017-12-04
REV0000954,ORD0000954,1,,,2017-08-12,2018-05-26
REV0000955,ORD0000955,5,,A bit disappointing.,2017-03-11,2018-04-23
REV0000956,ORD0000956,5,Bad,Average product.,2018-07-13,2017-09-05
REV0000957,ORD0000957,3,Bad,Great product!,2017-11-05,2018-06-13
REV0000958,ORD0000958,3,Bad,Exceeded expectations.,2018-01-01,2018-06-28
REV0000959,ORD0000959,3,,Very satisfied.,2018-02-21,2018-10-08
REV0000960,ORD0000960,3,,Very satisfied.,2017-04-21,2018-03-17
REV0000961,ORD0000961,2,,Exceeded expectations.,2017-03-24,2017-06-24
REV0000962,ORD0000962,5,,Not what I expected.,2018-02-22,2017-12-04
REV0000963,ORD0000963,5,,Decent quality.,2017-10-30,2017-09-26
REV0000964,ORD0000964,3,,Exceeded expectations.,2017-07-27,2017-08-29
REV0000965,ORD0000965,5,,Great product!,2017-10-18,2018-06-18
REV0000966,ORD0000966,3,Bad,,2017-04-11,2018-02-01
REV0000967,ORD0000967,5,,A bit disappointing.,2017-11-04,2018-07-19
REV0000968,ORD0000968,5,Great,Would not buy again.,2017-10-01,2018-06-26
REV0000969,ORD0000969,5,,Exceeded expectations.,2018-03-30,2017-05-21
REV0000970,ORD0000970,2,OK,Great product!,2018-07-24,2018-04-06
REV0000971,ORD0000971,5,Great,Not what I expected.,2018-06-11,2017-06-09
REV0000972,ORD0000972,4,Poor,Decent quality.,2017-12-30,2017-07-10
REV0000973,ORD0000973,5,Excellent,Poor quality.,2018-06-17,2018-04-21
REV0000974,ORD0000974,5,Poor,Decent quality.,2017-11-01,2018-10-07
REV0000975,ORD0000975,5,Bad,A bit disappointing.,2018-05-12,2018-04-05
REV0000976,ORD0000976,4,,Very satisfied.,2017-10-08,2017-05-16
REV0000977,ORD0000977,4,,Average product.,2017-11-04,2017-04-15
REV0000978,ORD0000978,4,Poor,Decent quality.,2017-12-26,2017-07-10
REV0000979,ORD0000979,1,Bad,Decent quality.,2017-03-24,2017-11-07
REV0000980,ORD0000980,3,,Not what I expected.,2017-10-17,2018-08-02
REV0000981,ORD0000981,5,,Not what I expected.,2018-01-14,2017-05-09
REV0000982,ORD0000982,5,OK,Exceeded expectations.,2018-06-21,2018-08-29
REV0000983,ORD0000983,4,Great,Would not buy again.,2017-07-13,2017-04-26
REV0000984,ORD0000984,5,,Very satisfied.,2017-01-18,2017-09-19
REV0000985,ORD0000985,5,Great,,2018-08-11,2018-03-12
REV0000986,ORD0000986,5,Poor,Great product!,2017-09-29,2017-07-14
REV0000987,ORD0000987,1,Great,Would not buy again.,2018-09-18,2017-06-17
REV0000988,ORD0000988,5,,Poor quality.,2018-02-11,2018-09-11
REV0000989,ORD0000989,5,OK,Would not buy again.,2017-06-29,2017-05-06
REV0000990,ORD0000990,5,OK,Average product.,2017-07-17,2018-02-07
REV0000991,ORD0000991,4,OK,Decent quality.,2017-02-20,2018-01-29
REV0000992,ORD0000992,5,Excellent,Average product.,2018-05-02,2018-06-09
REV0000993,ORD0000993,5,,A bit disappointing.,2018-09-18,2018-05-19
REV0000994,ORD0000994,3,,Very satisfied.,2017-10-08,2018-03-10
REV0000995,ORD0000995,5,,A bit disappointing.,2018-06-22,2017-09-06
REV0000996,ORD0000996,5,,,2017-12-25,2018-08-18
REV0000997,ORD0000997,1,,Average product.,2017-04-23,2018-05-31
REV0000998,ORD0000998,5,Great,Exceeded expectations.,2017-12-10,2018-07-07
REV0000999,ORD0000999,5,Poor,,2018-09-08,2018-06-12
