order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
ORD0000533,CUST000270,delivered,2017-04-28,2017-04-29,2017-05-03,2017-05-14,2017-05-26
ORD0000534,CUST000279,delivered,2017-08-02,2017-08-03,2017-08-04,2017-08-12,2017-08-27
ORD0000535,CUST000115,delivered,2017-06-22,2017-06-22,2017-06-23,2017-07-01,2017-07-16
ORD0000536,CUST000544,delivered,2018-01-14,2018-01-15,2018-01-19,2018-01-27,2018-02-01
ORD0000537,CUST000265,delivered,2018-05-24,2018-05-24,2018-05-27,2018-06-04,2018-06-14
ORD0000538,CUST000546,delivered,2018-03-21,2018-03-21,2018-03-25,2018-03-31,2018-04-07
ORD0000539,CUST000415,delivered,2018-04-18,2018-04-19,2018-04-21,2018-05-01,2018-05-06
ORD0000540,CUST000493,delivered,2018-06-17,2018-06-17,2018-06-20,2018-07-01,2018-07-14
ORD0000541,CUST000561,delivered,2017-04-21,2017-04-21,2017-04-25,2017-04-29,2017-05-17
ORD0000542,CUST000741,delivered,2017-11-05,2017-11-05,2017-11-08,2017-11-13,2017-11-24
ORD0000543,CUST000664,shipped,2018-04-29,2018-04-30,2018-05-04,2018-05-12,2018-05-13
ORD0000544,CUST000662,shipped,2017-05-27,2017-05-27,2017-05-31,2017-06-08,2017-06-23
ORD0000545,CUST000608,canceled,2017-03-02,2017-03-03,2017-03-05,2017-03-19,2017-03-19
ORD0000546,CUST000389,delivered,2018-04-23,2018-04-23,2018-04-25,2018-05-06,2018-05-03
ORD0000547,CUST000684,delivered,2017-10-25,2017-10-26,2017-10-27,2017-10-30,2017-11-13
ORD0000548,CUST000014,delivered,2017-05-31,2017-06-01,2017-06-03,2017-06-11,2017-06-17
ORD0000549,CUST000265,delivered,2018-07-15,2018-07-15,2018-07-17,2018-07-29,2018-07-26
ORD0000550,CUST000293,delivered,2017-02-07,2017-02-08,2017-02-09,2017-02-20,2017-03-03
ORD0000551,CUST000116,delivered,2018-06-15,2018-06-16,2018-06-20,2018-07-04,2018-07-09
ORD0000552,CUST000699,delivered,2017-11-30,2017-12-01,2017-12-05,2017-12-19,2017-12-21
ORD0000553,CUST000294,delivered,2018-07-10,2018-07-11,2018-07-14,2018-07-21,2018-07-20
ORD0000554,CUST000390,delivered,2017-09-10,2017-09-10,2017-09-13,2017-09-19,2017-09-28
ORD0000555,CUST000698,delivered,2017-02-18,2017-02-18,2017-02-21,2017-03-02,2017-03-12
ORD0000556,CUST000794,delivered,2017-06-16,2017-06-17,2017-06-18,2017-06-23,2017-07-06
ORD0000557,CUST000224,delivered,2018-01-26,2018-01-26,2018-01-27,2018-02-09,2018-02-13
ORD0000558,CUST000073,delivered,2017-11-28,2017-11-28,2017-11-30,2017-12-07,2017-12-13
ORD0000559,CUST000610,delivered,2017-11-11,2017-11-11,2017-11-14,2017-11-22,2017-12-05
ORD0000560,CUST000047,delivered,2017-10-30,2017-10-30,2017-11-03,2017-11-16,2017-11-22
ORD0000561,CUST000055,shipped,2018-04-25,2018-04-25,2018-04-28,2018-05-07,2018-05-19
ORD0000562,CUST000750,delivered,2017-10-27,2017-10-27,2017-10-29,2017-11-07,2017-11-25
ORD0000563,CUST000437,delivered,2017-02-18,2017-02-19,2017-02-22,2017-02-27,2017-03-15
ORD0000564,CUST000106,delivered,2017-03-19,2017-03-19,2017-03-20,2017-03-26,2017-04-05
ORD0000565,CUST000136,delivered,2018-08-02,2018-08-03,2018-08-04,2018-08-17,2018-08-15
ORD0000566,CUST000133,shipped,2018-06-11,2018-06-12,2018-06-13,2018-06-18,2018-06-27
ORD0000567,CUST000587,delivered,2017-02-09,2017-02-10,2017-02-14,2017-02-22,2017-02-20
ORD0000568,CUST000083,delivered,2018-01-07,2018-01-08,2018-01-09,2018-01-14,2018-02-04
ORD0000569,CUST000332,canceled,2017-08-12,2017-08-13,2017-08-15,2017-08-19,2017-08-30
ORD0000570,CUST000762,delivered,2017-08-28,2017-08-29,2017-08-31,2017-09-14,2017-09-24
ORD0000571,CUST000680,delivered,2018-01-31,2018-01-31,2018-02-01,2018-02-04,2018-02-18
ORD0000572,CUST000448,delivered,2018-04-25,2018-04-26,2018-04-30,2018-05-14,2018-05-10
ORD0000573,CUST000292,delivered,2017-11-17,2017-11-18,2017-11-20,2017-12-01,2017-12-02
ORD0000574,CUST000115,delivered,2017-08-14,2017-08-14,2017-08-16,2017-08-30,2017-08-31
ORD0000575,CUST000675,delivered,2017-12-02,2017-12-03,2017-12-05,2017-12-15,2017-12-24
ORD0000576,CUST000442,delivered,2018-07-23,2018-07-24,2018-07-27,2018-08-06,2018-08-04
ORD0000577,CUST000699,invoiced,2018-04-06,2018-04-07,2018-04-10,2018-04-19,2018-04-26
ORD0000578,CUST000434,delivered,2017-03-13,2017-03-14,2017-03-16,2017-03-23,2017-04-08
ORD0000579,CUST000540,delivered,2017-06-28,2017-06-28,2017-06-30,2017-07-04,2017-07-19
ORD0000580,CUST000196,shipped,2018-08-10,2018-08-10,2018-08-11,2018-08-14,2018-08-31
ORD0000581,CUST000158,shipped,2018-07-05,2018-07-06,2018-07-08,2018-07-14,2018-07-28
ORD0000582,CUST000347,delivered,2018-01-25,2018-01-26,2018-01-27,2018-02-09,2018-02-14
ORD0000583,CUST000353,delivered,2018-05-21,2018-05-21,2018-05-23,2018-06-03,2018-06-18
ORD0000584,CUST000019,delivered,2017-03-17,2017-03-18,2017-03-21,2017-03-31,2017-04-12
ORD0000585,CUST000725,delivered,2017-12-13,2017-12-13,2017-12-15,2017-12-19,2017-12-27
ORD0000586,CUST000154,delivered,2017-07-31,2017-07-31,2017-08-03,2017-08-16,2017-08-28
ORD0000587,CUST000298,invoiced,2018-07-22,2018-07-22,2018-07-24,2018-08-03,2018-08-10
ORD0000588,CUST000630,delivered,2018-07-07,2018-07-08,2018-07-09,2018-07-12,2018-08-03
ORD0000589,CUST000562,delivered,2018-01-23,2018-01-23,2018-01-26,2018-02-01,2018-02-11
ORD0000590,CUST000121,delivered,2017-09-01,2017-09-01,2017-09-02,2017-09-12,2017-09-16
ORD0000591,CUST000730,delivered,2017-03-22,2017-03-23,2017-03-26,2017-04-05,2017-04-06
ORD0000592,CUST000216,delivered,2018-08-16,2018-08-16,2018-08-20,2018-08-23,2018-09-10
ORD0000593,CUST000434,delivered,2017-05-09,2017-05-09,2017-05-10,2017-05-15,2017-06-03
ORD0000594,CUST000786,invoiced,2017-10-12,2017-10-13,2017-10-15,2017-10-28,2017-11-05
ORD0000595,CUST000611,delivered,2017-04-19,2017-04-20,2017-04-24,2017-05-04,2017-05-17
ORD0000596,CUST000371,delivered,2018-08-14,2018-08-15,2018-08-17,2018-08-20,2018-09-09
ORD0000597,CUST000182,canceled,2017-08-14,2017-08-15,2017-08-17,2017-08-25,2017-09-11
ORD0000598,CUST000243,invoiced,2017-01-26,2017-01-26,2017-01-28,2017-02-02,2017-02-09
ORD0000599,CUST000718,delivered,2018-07-19,2018-07-19,2018-07-21,2018-07-25,2018-08-10
ORD0000600,CUST000251,delivered,2018-06-08,2018-06-08,2018-06-11,2018-06-19,2018-07-04
ORD0000601,CUST000753,delivered,2018-04-18,2018-04-19,2018-04-20,2018-04-26,2018-05-11
ORD0000602,CUST000130,delivered,2017-03-11,2017-03-12,2017-03-14,2017-03-22,2017-04-03
ORD0000603,CUST000335,delivered,2018-01-28,2018-01-29,2018-01-31,2018-02-07,2018-02-18
ORD0000604,CUST000777,delivered,2017-01-25,2017-01-26,2017-01-28,2017-02-07,2017-02-17
ORD0000605,CUST000444,delivered,2018-05-16,2018-05-17,2018-05-18,2018-05-29,2018-06-04
ORD0000606,CUST000755,delivered,2018-05-31,2018-06-01,2018-06-04,2018-06-11,2018-06-26
ORD0000607,CUST000272,delivered,2017-09-30,2017-10-01,2017-10-02,2017-10-09,2017-10-24
ORD0000608,CUST000653,canceled,2017-01-07,2017-01-08,2017-01-10,2017-01-21,2017-01-28
ORD0000609,CUST000267,delivered,2017-06-13,2017-06-14,2017-06-17,2017-06-30,2017-07-10
ORD0000610,CUST000117,delivered,2017-03-25,2017-03-25,2017-03-26,2017-04-06,2017-04-09
ORD0000611,CUST000288,delivered,2017-02-28,2017-03-01,2017-03-05,2017-03-12,2017-03-10
ORD0000612,CUST000583,delivered,2017-04-29,2017-04-29,2017-05-03,2017-05-09,2017-05-10
ORD0000613,CUST000735,delivered,2017-08-26,2017-08-27,2017-08-28,2017-09-08,2017-09-22
ORD0000614,CUST000004,shipped,2017-10-10,2017-10-11,2017-10-12,2017-10-19,2017-11-08
ORD0000615,CUST000493,delivered,2018-02-05,2018-02-06,2018-02-07,2018-02-14,2018-02-21
ORD0000616,CUST000607,delivered,2018-05-10,2018-05-10,2018-05-13,2018-05-21,2018-05-21
ORD0000617,CUST000362,delivered,2018-05-06,2018-05-06,2018-05-07,2018-05-18,2018-05-19
ORD0000618,CUST000714,delivered,2017-04-29,2017-04-29,2017-04-30,2017-05-07,2017-05-22
ORD0000619,CUST000546,delivered,2017-09-24,2017-09-25,2017-09-27,2017-09-30,2017-10-21
ORD0000620,CUST000138,delivered,2018-06-10,2018-06-10,2018-06-13,2018-06-24,2018-06-22
ORD0000621,CUST000376,delivered,2017-05-29,2017-05-29,2017-06-01,2017-06-10,2017-06-24
ORD0000622,CUST000371,delivered,2018-05-27,2018-05-27,2018-05-30,2018-06-10,2018-06-11
ORD0000623,CUST000205,delivered,2017-03-25,2017-03-26,2017-03-28,2017-04-09,2017-04-04
ORD0000624,CUST000362,delivered,2017-03-20,2017-03-20,2017-03-21,2017-03-27,2017-03-31
ORD0000625,CUST000296,delivered,2017-08-17,2017-08-18,2017-08-21,2017-08-31,2017-08-27
ORD0000626,CUST000509,delivered,2017-09-17,2017-09-17,2017-09-20,2017-09-27,2017-10-07
ORD0000627,CUST000787,delivered,2017-12-08,2017-12-08,2017-12-12,2017-12-23,2017-12-27
ORD0000628,CUST000104,delivered,2018-05-10,2018-05-11,2018-05-13,2018-05-23,2018-06-08
ORD0000629,CUST000635,delivered,2018-08-20,2018-08-20,2018-08-21,2018-08-24,2018-09-03
ORD0000630,CUST000174,delivered,2018-04-13,2018-04-13,2018-04-16,2018-04-25,2018-04-28
ORD0000631,CUST000274,delivered,2018-07-02,2018-07-02,2018-07-03,2018-07-17,2018-07-13
ORD0000632,CUST000211,delivered,2018-01-24,2018-01-24,2018-01-25,2018-01-28,2018-02-17
ORD0000633,CUST000092,delivered,2017-09-14,2017-09-14,2017-09-17,2017-09-22,2017-10-05
ORD0000634,CUST000682,delivered,2017-05-30,2017-05-31,2017-06-01,2017-06-14,2017-06-18
ORD0000635,CUST000789,delivered,2018-03-14,2018-03-14,2018-03-17,2018-03-21,2018-04-12
ORD0000636,CUST000217,delivered,2018-06-16,2018-06-17,2018-06-19,2018-06-23,2018-07-08
ORD0000637,CUST000564,shipped,2017-02-13,2017-02-14,2017-02-15,2017-02-22,2017-02-27
ORD0000638,CUST000792,delivered,2017-10-25,2017-10-26,2017-10-27,2017-10-31,2017-11-10
ORD0000639,CUST000380,delivered,2017-11-11,2017-11-12,2017-11-16,2017-11-25,2017-11-21
ORD0000640,CUST000011,delivered,2017-03-28,2017-03-29,2017-03-31,2017-04-13,2017-04-12
ORD0000641,CUST000147,delivered,2017-07-22,2017-07-22,2017-07-24,2017-07-30,2017-08-17
ORD0000642,CUST000340,delivered,2017-01-21,2017-01-21,2017-01-23,2017-01-27,2017-02-10
ORD0000643,CUST000171,delivered,2017-08-26,2017-08-27,2017-08-30,2017-09-13,2017-09-08
ORD0000644,CUST000414,delivered,2017-04-24,2017-04-24,2017-04-27,2017-05-06,2017-05-13
ORD0000645,CUST000264,delivered,2018-01-30,2018-01-31,2018-02-01,2018-02-04,2018-02-26
ORD0000646,CUST000456,delivered,2018-01-16,2018-01-17,2018-01-20,2018-02-02,2018-02-06
ORD0000647,CUST000114,delivered,2017-09-21,2017-09-22,2017-09-23,2017-10-01,2017-10-10
ORD0000648,CUST000441,delivered,2018-03-05,2018-03-05,2018-03-09,2018-03-12,2018-03-19
ORD0000649,CUST000076,delivered,2017-05-27,2017-05-28,2017-06-01,2017-06-04,2017-06-08
ORD0000650,CUST000136,delivered,2017-01-17,2017-01-17,2017-01-20,2017-01-28,2017-02-04
ORD0000651,CUST000131,delivered,2018-08-15,2018-08-16,2018-08-18,2018-08-21,2018-09-04
ORD0000652,CUST000501,delivered,2017-11-20,2017-11-21,2017-11-23,2017-11-28,2017-12-05
ORD0000653,CUST000024,delivered,2017-05-03,2017-05-03,2017-05-06,2017-05-19,2017-05-28
ORD0000654,CUST000238,delivered,2017-06-29,2017-06-30,2017-07-03,2017-07-09,2017-07-09
ORD0000655,CUST000636,delivered,2017-05-18,2017-05-18,2017-05-22,2017-06-03,2017-06-01
ORD0000656,CUST000661,delivered,2018-03-02,2018-03-03,2018-03-04,2018-03-12,2018-03-15
ORD0000657,CUST000383,canceled,2018-03-05,2018-03-05,2018-03-07,2018-03-14,2018-03-28
ORD0000658,CUST000430,delivered,2018-04-23,2018-04-23,2018-04-25,2018-04-30,2018-05-10
ORD0000659,CUST000472,delivered,2018-04-24,2018-04-25,2018-04-27,2018-05-01,2018-05-20
ORD0000660,CUST000033,delivered,2018-02-02,2018-02-03,2018-02-06,2018-02-15,2018-02-27
ORD0000661,CUST000427,delivered,2017-04-22,2017-04-23,2017-04-27,2017-05-01,2017-05-20
ORD0000662,CUST000322,delivered,2017-10-30,2017-10-30,2017-11-02,2017-11-05,2017-11-27
ORD0000663,CUST000381,delivered,2018-01-21,2018-01-22,2018-01-26,2018-01-30,2018-02-04
ORD0000664,CUST000452,shipped,2018-02-07,2018-02-08,2018-02-09,2018-02-19,2018-02-25
ORD0000665,CUST000227,delivered,2018-03-10,2018-03-10,2018-03-13,2018-03-22,2018-03-27
ORD0000666,CUST000132,delivered,2017-02-19,2017-02-19,2017-02-21,2017-02-28,2017-03-08
ORD0000667,CUST000768,delivered,2017-03-14,2017-03-15,2017-03-18,2017-03-29,2017-04-12
ORD0000668,CUST000533,delivered,2017-08-17,2017-08-18,2017-08-19,2017-08-31,2017-09-05
ORD0000669,CUST000504,delivered,2017-01-04,2017-01-04,2017-01-07,2017-01-18,2017-01-16
ORD0000670,CUST000181,delivered,2018-03-31,2018-04-01,2018-04-02,2018-04-06,2018-04-15
ORD0000671,CUST000376,delivered,2017-08-22,2017-08-22,2017-08-26,2017-09-02,2017-09-16
ORD0000672,CUST000576,delivered,2018-04-05,2018-04-06,2018-04-09,2018-04-21,2018-04-21
ORD0000673,CUST000012,delivered,2017-06-01,2017-06-01,2017-06-04,2017-06-15,2017-06-26
ORD0000674,CUST000261,delivered,2017-08-02,2017-08-03,2017-08-04,2017-08-09,2017-08-22
ORD0000675,CUST000235,delivered,2018-07-03,2018-07-04,2018-07-06,2018-07-20,2018-07-22
ORD0000676,CUST000478,delivered,2018-01-10,2018-01-10,2018-01-12,2018-01-20,2018-01-26
ORD0000677,CUST000447,delivered,2018-01-02,2018-01-03,2018-01-05,2018-01-14,2018-01-28
ORD0000678,CUST000619,delivered,2017-11-21,2017-11-22,2017-11-25,2017-12-09,2017-12-01
ORD0000679,CUST000421,delivered,2018-01-21,2018-01-21,2018-01-24,2018-02-07,2018-02-07
ORD0000680,CUST000499,delivered,2017-10-05,2017-10-06,2017-10-09,2017-10-16,2017-10-17
ORD0000681,CUST000674,delivered,2018-03-22,2018-03-22,2018-03-23,2018-04-02,2018-04-14
ORD0000682,CUST000363,delivered,2018-03-14,2018-03-15,2018-03-17,2018-03-29,2018-04-04
ORD0000683,CUST000188,delivered,2018-02-07,2018-02-08,2018-02-10,2018-02-21,2018-03-01
ORD0000684,CUST000033,delivered,2018-05-27,2018-05-27,2018-05-30,2018-06-05,2018-06-08
ORD0000685,CUST000489,delivered,2017-02-22,2017-02-22,2017-02-25,2017-03-06,2017-03-17
ORD0000686,CUST000207,delivered,2017-09-10,2017-09-10,2017-09-11,2017-09-19,2017-10-05
ORD0000687,CUST000671,invoiced,2017-11-20,2017-11-21,2017-11-24,2017-11-30,2017-12-07
ORD0000688,CUST000282,delivered,2018-06-19,2018-06-19,2018-06-21,2018-07-05,2018-06-29
ORD0000689,CUST000374,canceled,2017-10-27,2017-10-28,2017-11-01,2017-11-08,2017-11-10
ORD0000690,CUST000507,delivered,2017-11-13,2017-11-14,2017-11-17,2017-11-23,2017-11-23
ORD0000691,CUST000126,delivered,2017-09-10,2017-09-10,2017-09-12,2017-09-20,2017-10-04
ORD0000692,CUST000114,delivered,2017-02-05,2017-02-05,2017-02-09,2017-02-12,2017-02-22
ORD0000693,CUST000487,delivered,2018-06-09,2018-06-09,2018-06-13,2018-06-21,2018-06-25
ORD0000694,CUST000205,delivered,2018-01-15,2018-01-15,2018-01-17,2018-01-23,2018-02-05
ORD0000695,CUST000365,delivered,2017-01-10,2017-01-10,2017-01-13,2017-01-17,2017-02-06
ORD0000696,CUST000181,delivered,2017-05-05,2017-05-06,2017-05-09,2017-05-19,2017-05-21
ORD0000697,CUST000436,delivered,2018-04-25,2018-04-25,2018-04-27,2018-05-04,2018-05-21
ORD0000698,CUST000393,canceled,2018-06-23,2018-06-23,2018-06-25,2018-07-04,2018-07-05
ORD0000699,CUST000765,invoiced,2017-12-24,2017-12-25,2017-12-27,2018-01-03,2018-01-03
ORD0000700,CUST000660,delivered,2017-02-03,2017-02-03,2017-02-05,2017-02-10,2017-02-28
ORD0000701,CUST000647,delivered,2018-07-02,2018-07-03,2018-07-05,2018-07-15,2018-07-25
ORD0000702,CUST000489,invoiced,2017-02-10,2017-02-11,2017-02-15,2017-02-24,2017-03-09
ORD0000703,CUST000394,delivered,2018-08-18,2018-08-19,2018-08-23,2018-09-02,2018-09-04
ORD0000704,CUST000141,delivered,2017-08-12,2017-08-12,2017-08-16,2017-08-21,2017-08-30
ORD0000705,CUST000437,invoiced,2017-10-14,2017-10-15,2017-10-18,2017-10-28,2017-11-08
ORD0000706,CUST000651,delivered,2017-12-05,2017-12-06,2017-12-10,2017-12-22,2017-12-22
ORD0000707,CUST000514,canceled,2017-04-02,2017-04-02,2017-04-06,2017-04-20,2017-04-13
ORD0000708,CUST000779,delivered,2018-03-15,2018-03-16,2018-03-20,2018-03-29,2018-04-05
ORD0000709,CUST000353,delivered,2018-08-30,2018-08-31,2018-09-03,2018-09-07,2018-09-23
ORD0000710,CUST000730,delivered,2017-04-08,2017-04-08,2017-04-09,2017-04-22,2017-05-03
ORD0000711,CUST000121,delivered,2018-02-10,2018-02-11,2018-02-12,2018-02-15,2018-03-07
ORD0000712,CUST000091,delivered,2018-07-01,2018-07-01,2018-07-04,2018-07-17,2018-07-27
ORD0000713,CUST000756,delivered,2017-07-19,2017-07-19,2017-07-20,2017-07-23,2017-08-06
ORD0000714,CUST000379,canceled,2017-05-18,2017-05-18,2017-05-22,2017-05-27,2017-06-01
ORD0000715,CUST000664,delivered,2017-02-06,2017-02-06,2017-02-09,2017-02-18,2017-02-18
ORD0000716,CUST000251,delivered,2017-01-19,2017-01-19,2017-01-22,2017-01-29,2017-01-29
ORD0000717,CUST000182,delivered,2018-06-20,2018-06-20,2018-06-23,2018-07-02,2018-07-09
ORD0000718,CUST000092,delivered,2017-07-12,2017-07-12,2017-07-14,2017-07-18,2017-07-25
ORD0000719,CUST000111,delivered,2017-05-10,2017-05-11,2017-05-14,2017-05-17,2017-06-06
ORD0000720,CUST000096,delivered,2017-05-24,2017-05-24,2017-05-25,2017-05-28,2017-06-09
ORD0000721,CUST000028,delivered,2018-07-09,2018-07-09,2018-07-12,2018-07-24,2018-08-06
ORD0000722,CUST000440,delivered,2017-05-02,2017-05-03,2017-05-07,2017-05-12,2017-05-29
ORD0000723,CUST000405,delivered,2017-11-04,2017-11-05,2017-11-08,2017-11-17,2017-11-21
ORD0000724,CUST000417,delivered,2018-03-22,2018-03-22,2018-03-26,2018-04-02,2018-04-05
ORD0000725,CUST000710,delivered,2017-10-06,2017-10-07,2017-10-10,2017-10-19,2017-10-25
ORD0000726,CUST000206,delivered,2017-05-12,2017-05-13,2017-05-17,2017-05-25,2017-05-27
ORD0000727,CUST000348,delivered,2017-10-10,2017-10-11,2017-10-12,2017-10-22,2017-10-21
ORD0000728,CUST000209,delivered,2017-04-13,2017-04-14,2017-04-16,2017-04-25,2017-04-30
ORD0000729,CUST000688,delivered,2018-01-17,2018-01-17,2018-01-18,2018-01-28,2018-01-27
ORD0000730,CUST000240,delivered,2017-11-28,2017-11-29,2017-11-30,2017-12-12,2017-12-26
ORD0000731,CUST000105,delivered,2017-11-07,2017-11-08,2017-11-10,2017-11-19,2017-11-25
ORD0000732,CUST000675,shipped,2017-01-31,2017-01-31,2017-02-04,2017-02-15,2017-02-13
ORD0000733,CUST000325,canceled,2017-04-22,2017-04-23,2017-04-27,2017-05-02,2017-05-20
ORD0000734,CUST000535,delivered,2018-06-18,2018-06-19,2018-06-21,2018-07-05,2018-07-05
ORD0000735,CUST000517,delivered,2017-05-10,2017-05-11,2017-05-15,2017-05-28,2017-05-31
ORD0000736,CUST000710,delivered,2017-10-11,2017-10-11,2017-10-12,2017-10-22,2017-10-25
ORD0000737,CUST000032,delivered,2018-02-21,2018-02-22,2018-02-25,2018-03-01,2018-03-11
ORD0000738,CUST000304,canceled,2018-04-27,2018-04-27,2018-04-30,2018-05-08,2018-05-07
ORD0000739,CUST000331,invoiced,2017-09-13,2017-09-13,2017-09-16,2017-09-24,2017-10-06
ORD0000740,CUST000431,delivered,2017-11-10,2017-11-10,2017-11-14,2017-11-25,2017-11-20
ORD0000741,CUST000330,delivered,2017-07-31,2017-07-31,2017-08-01,2017-08-10,2017-08-24
ORD0000742,CUST000270,shipped,2017-07-15,2017-07-16,2017-07-20,2017-07-27,2017-07-27
ORD0000743,CUST000689,delivered,2017-04-10,2017-04-11,2017-04-13,2017-04-17,2017-04-28
ORD0000744,CUST000471,delivered,2018-03-27,2018-03-28,2018-04-01,2018-04-05,2018-04-19
ORD0000745,CUST000250,delivered,2017-10-06,2017-10-07,2017-10-11,2017-10-24,2017-10-29
ORD0000746,CUST000468,delivered,2018-07-27,2018-07-27,2018-07-29,2018-08-01,2018-08-08
ORD0000747,CUST000218,shipped,2018-02-23,2018-02-23,2018-02-27,2018-03-02,2018-03-12
ORD0000748,CUST000799,delivered,2018-08-19,2018-08-19,2018-08-22,2018-08-25,2018-09-09
ORD0000749,CUST000784,delivered,2017-03-31,2017-03-31,2017-04-02,2017-04-05,2017-04-17
ORD0000750,CUST000153,delivered,2017-04-30,2017-04-30,2017-05-04,2017-05-17,2017-05-11
ORD0000751,CUST000669,delivered,2017-05-03,2017-05-03,2017-05-06,2017-05-20,2017-05-21
ORD0000752,CUST000020,delivered,2017-09-17,2017-09-17,2017-09-18,2017-09-26,2017-10-05
ORD0000753,CUST000646,delivered,2017-02-21,2017-02-22,2017-02-24,2017-02-28,2017-03-09
ORD0000754,CUST000427,delivered,2018-02-28,2018-03-01,2018-03-04,2018-03-13,2018-03-28
ORD0000755,CUST000090,delivered,2017-11-08,2017-11-08,2017-11-10,2017-11-19,2017-11-29
ORD0000756,CUST000312,shipped,2017-06-04,2017-06-05,2017-06-08,2017-06-21,2017-06-18
ORD0000757,CUST000742,delivered,2018-02-25,2018-02-25,2018-02-27,2018-03-07,2018-03-07
ORD0000758,CUST000288,delivered,2017-11-02,2017-11-02,2017-11-05,2017-11-10,2017-11-20
ORD0000759,CUST000577,invoiced,2017-01-26,2017-01-26,2017-01-29,2017-02-06,2017-02-05
ORD0000760,CUST000728,delivered,2017-10-22,2017-10-23,2017-10-25,2017-11-03,2017-11-17
ORD0000761,CUST000282,delivered,2017-06-25,2017-06-26,2017-06-28,2017-07-02,2017-07-18
ORD0000762,CUST000729,delivered,2018-04-11,2018-04-11,2018-04-12,2018-04-16,2018-04-26
ORD0000763,CUST000159,delivered,2018-06-29,2018-06-29,2018-07-03,2018-07-12,2018-07-18
ORD0000764,CUST000283,delivered,2017-09-20,2017-09-21,2017-09-24,2017-10-08,2017-10-14
ORD0000765,CUST000745,delivered,2017-01-15,2017-01-15,2017-01-19,2017-01-28,2017-02-02
ORD0000766,CUST000590,delivered,2017-12-10,2017-12-11,2017-12-15,2017-12-19,2017-12-20
ORD0000767,CUST000255,delivered,2017-04-28,2017-04-28,2017-04-30,2017-05-04,2017-05-13
ORD0000768,CUST000241,delivered,2018-08-12,2018-08-13,2018-08-17,2018-08-31,2018-08-30
ORD0000769,CUST000038,delivered,2018-04-13,2018-04-14,2018-04-18,2018-04-29,2018-05-04
ORD0000770,CUST000585,delivered,2017-06-21,2017-06-21,2017-06-23,2017-07-06,2017-07-12
ORD0000771,CUST000259,delivered,2017-09-19,2017-09-19,2017-09-21,2017-10-01,2017-10-09
ORD0000772,CUST000276,delivered,2017-04-01,2017-04-02,2017-04-04,2017-04-11,2017-04-26
ORD0000773,CUST000143,delivered,2017-12-01,2017-12-02,2017-12-06,2017-12-19,2017-12-21
ORD0000774,CUST000141,delivered,2018-08-26,2018-08-26,2018-08-28,2018-09-11,2018-09-08
ORD0000775,CUST000428,invoiced,2017-09-26,2017-09-27,2017-10-01,2017-10-08,2017-10-07
ORD0000776,CUST000137,delivered,2017-05-01,2017-05-01,2017-05-04,2017-05-14,2017-05-19
ORD0000777,CUST000508,delivered,2017-02-06,2017-02-07,2017-02-09,2017-02-18,2017-02-25
ORD0000778,CUST000462,canceled,2017-07-28,2017-07-29,2017-08-01,2017-08-06,2017-08-22
ORD0000779,CUST000386,delivered,2017-10-15,2017-10-15,2017-10-16,2017-10-22,2017-11-08
ORD0000780,CUST000256,canceled,2017-05-12,2017-05-12,2017-05-15,2017-05-27,2017-05-23
ORD0000781,CUST000255,delivered,2017-01-30,2017-01-31,2017-02-03,2017-02-12,2017-02-19
ORD0000782,CUST000356,delivered,2017-08-29,2017-08-29,2017-09-01,2017-09-06,2017-09-26
ORD0000783,CUST000066,delivered,2018-06-21,2018-06-22,2018-06-25,2018-07-05,2018-07-04
ORD0000784,CUST000315,delivered,2017-05-03,2017-05-04,2017-05-05,2017-05-14,2017-05-16
ORD0000785,CUST000733,delivered,2018-08-03,2018-08-04,2018-08-07,2018-08-21,2018-08-26
ORD0000786,CUST000167,shipped,2017-08-28,2017-08-28,2017-08-31,2017-09-14,2017-09-17
ORD0000787,CUST000150,delivered,2018-01-08,2018-01-08,2018-01-12,2018-01-19,2018-01-27
ORD0000788,CUST000670,invoiced,2017-02-17,2017-02-17,2017-02-19,2017-03-02,2017-03-05
ORD0000789,CUST000626,delivered,2018-08-05,2018-08-06,2018-08-07,2018-08-11,2018-09-02
ORD0000790,CUST000220,delivered,2017-02-20,2017-02-21,2017-02-24,2017-03-10,2017-03-15
ORD0000791,CUST000530,delivered,2018-02-12,2018-02-12,2018-02-15,2018-02-18,2018-02-23
ORD0000792,CUST000473,delivered,2017-05-31,2017-05-31,2017-06-03,2017-06-08,2017-06-26
ORD0000793,CUST000764,delivered,2017-04-05,2017-04-05,2017-04-08,2017-04-13,2017-04-18
ORD0000794,CUST000013,delivered,2017-12-28,2017-12-28,2017-12-29,2018-01-06,2018-01-16
ORD0000795,CUST000095,delivered,2017-06-03,2017-06-04,2017-06-06,2017-06-10,2017-06-19
ORD0000796,CUST000201,delivered,2017-11-02,2017-11-02,2017-11-05,2017-11-11,2017-12-01
ORD0000797,CUST000325,delivered,2017-11-01,2017-11-02,2017-11-06,2017-11-10,2017-11-26
ORD0000798,CUST000303,delivered,2017-10-07,2017-10-07,2017-10-09,2017-10-17,2017-10-30
ORD0000799,CUST000651,delivered,2018-01-17,2018-01-17,2018-01-20,2018-02-03,2018-02-04
