station_id,date,tmax,tmin_f,precip_in,wind_speed_kmh,humidity_pct,visibility_mi,snow_in,weather_event,station_city,data_source
STN0026,2022-02-11,59.9,42.2,0.2,1.5,76.6,10.7,0.9,Snow,Boston,NOAA
STN0024,2023-08-07,87.6,72.7,0.2,9.3,49.4,11.1,0.0,None,Portland,Regional
STN0047,2020-05-27,40.8,22.1,0.19,0.7,58.1,9.1,0.0,Snow,Atlanta,Regional
STN0022,2024-03-14,42.1,28.6,0.43,34.4,115,6.0,0.0,Snow,Denver,Regional
STN0049,2021-08-13,5.8,27.0,trace,17.1,56.2,8.5,0.0,Clear,Phoenix,NOAA
STN0004,2020-01-14,57.1,48.3,0.01,10.0,72.7,9.2,0.0,Clear,Dallas,NOAA
STN0037,2021-03-10,38.0,27.6,0.04,3.1,50.7,4.1,0.0,Hail,Minneapolis,WMO
STN0030,2021-03-18,63.9,45.0,0.12,25.2,72.1,2.7,0.0,Rain,Phoenix,WMO
STN0013,2020-01-26,61.4,48.1,0.37,20.8,61.7,5.4,0.5,Clear,Minneapolis,WMO
STN0012,2023-05-05,47.7,39.2,0.08,0.5,81.6,3.1,0.0,None,Seattle,Estimated
STN0036,2020-06-22,84.2,73.9,trace,16.2,48.8,7.5,0.0,Snow,Portland,Regional
STN0032,2024-03-26,63.7,49.9,0.27,4.4,57.7,6.7,0.0,Clear,Denver,Estimated
STN0031,2022-04-07,88.4,70.3,0.03,27.0,35.5,9.3,0.0,Rain,Boston,NOAA
STN0003,2023-08-04,60.7,47.6,0.0,0.8,60.3,11.1,0.0,Rain,Chicago,Estimated
STN0030,2021-09-12,64.5,46.1,0.07,3.3,54.4,9.9,0.0,None,Phoenix,WMO
STN0050,2020-08-29,11.4,32.6,0.21,40.9,79.3,10.3,0.0,Hail,Portland,Regional
STN0001,2020-11-25,64.8,52.0,0.02,5.4,115,11.8,0.0,Thunderstorm,Seattle,Regional
STN0024,2023-03-25,80.7,61.5,0.06,4.3,54.4,8.0,0.0,Hail,Atlanta,NOAA
STN0025,2023-07-31,56.0,46.2,0.22,0.1,49.8,1.2,0.5,Clear,Phoenix,Estimated
STN0045,2021-05-03,76.4,62.6,0.06,12.2,62.5,3.8,0.0,Fog,Atlanta,WMO
STN0015,2021-10-14,47.1,37.7,0.05,1.1,97.8,10.5,0.0,Thunderstorm,Seattle,WMO
STN0024,2024-09-21,81.7,73.0,0.18,11.8,10.0,9.6,0.4,Hail,Denver,NOAA
STN0036,2024-04-04,52.2,43.3,0.02,5.4,61.1,11.1,0.0,None,Seattle,Estimated
STN0004,2022-01-24,83.7,74.2,0.02,6.7,83.1,15.0,0.0,Hail,Boston,Regional
STN0041,2021-03-16,19.1,46.6,0.02,5.6,52.7,9.7,0.0,Thunderstorm,Phoenix,Estimated
STN0042,2021-07-04,98.5,82.9,0.04,6.8,71.5,8.7,0.0,Rain,Chicago,NOAA
STN0036,2022-09-10,4.2,18.3,0.04,15.6,83.2,10.0,0.2,Fog,Minneapolis,Regional
STN0033,2022-10-31,32.5,17.0,0.06,8.5,57.0,5.4,0.0,Fog,Denver,NOAA
STN0038,2020-12-02,51.4,34.6,0.24,32.3,50.3,11.3,0.0,Snow,Chicago,Regional
STN0040,2020-04-30,34.5,23.9,0.01,27.4,78.8,8.5,0.0,Thunderstorm,Boston,NOAA
STN0046,2022-06-23,34.6,19.0,0.02,28.1,70.9,14.0,0.0,Thunderstorm,Denver,Estimated
STN0022,2023-12-27,78.7,65.3,0.14,40.4,60.9,4.2,0.0,Hail,Minneapolis,WMO
STN0023,2020-10-05,64.9,43.9,0.04,0.9,73.0,9.0,0.0,Clear,Denver,Estimated
STN0032,2020-10-22,54.4,33.3,0.09,21.7,79.3,7.1,0.0,Rain,Miami,WMO
STN0010,2021-03-18,56.5,45.7,0.02,1.7,61.0,5.8,0.0,Rain,Boston,NOAA
STN0043,2023-01-22,51.9,35.2,0.13,4.1,67.5,10.9,0.0,Rain,Dallas,NOAA
STN0039,2021-06-06,101.3,84.4,0.42,1.9,71.4,8.0,0.0,None,Portland,WMO
STN0032,2021-04-26,48.8,32.9,0.03,4.4,53.7,13.0,1.0,Snow,Phoenix,NOAA
STN0016,2024-12-23,35.9,26.2,0.16,2.0,83.4,7.4,0.0,Thunderstorm,Dallas,Regional
STN0018,2020-11-10,82.5,65.3,0.07,17.9,43.4,7.8,0.0,None,Boston,Estimated
STN0022,2020-12-11,15.7,41.1,0.26,23.8,59.6,15.0,0.0,Clear,Seattle,WMO
STN0034,2024-08-24,109.9,97.1,0.11,25.8,75.8,4.9,0.0,Hail,Denver,NOAA
STN0039,2022-10-01,53.4,38.2,0.06,10.4,43.0,6.6,0.0,Thunderstorm,Phoenix,NOAA
STN0034,2020-03-19,83.6,74.0,0.05,14.0,77.7,0.0,0.0,None,Dallas,WMO
STN0047,2022-02-14,88.8,67.8,0.26,13.5,65.4,7.7,0.0,None,Atlanta,Estimated
STN0049,2022-10-28,53.5,44.0,0.05,12.0,85.9,11.1,0.0,Snow,Phoenix,Regional
STN0036,2021-04-07,48.7,37.8,0.01,2.5,115,10.2,0.0,Thunderstorm,Seattle,Estimated
STN0019,2022-09-28,81.3,69.1,0.01,15.2,59.1,9.4,0.0,Rain,Minneapolis,NOAA
STN0030,2023-03-30,77.6,58.0,0.11,0.2,66.2,6.4,0.0,Thunderstorm,Dallas,NOAA
STN0022,2021-04-02,34.0,16.2,0.03,28.2,66.8,8.4,0.0,None,Portland,NOAA
STN0032,2024-01-23,40.2,32.1,0.03,0.5,98.4,7.8,0.0,Fog,Dallas,NOAA
STN0041,2022-04-06,9.2,-1.4,0.1,23.6,115,9.0,0.0,None,Miami,Estimated
STN0019,2024-10-25,25.6,59.6,0.55,23.7,59.5,9.5,0.0,Thunderstorm,Boston,Regional
STN0026,2020-06-09,59.2,45.5,0.25,25.7,58.5,7.9,0.0,None,Chicago,Regional
STN0003,2021-08-15,61.4,53.0,0.21,24.6,65.4,9.1,0.0,None,Portland,WMO
STN0037,2023-08-10,27.8,6.3,0.05,999,41.6,8.7,0.0,Clear,Miami,NOAA
STN0025,2024-06-22,40.8,30.7,0.38,0.4,55.1,7.0,0.0,Snow,Miami,WMO
STN0023,2021-02-08,54.5,39.4,0.02,38.6,43.8,9.2,0.0,Clear,Dallas,NOAA
STN0027,2024-11-24,50.2,38.7,0.06,0.9,46.1,5.2,0.0,Hail,Atlanta,Estimated
STN0011,2020-12-19,67.6,49.3,0.0,10.2,76.5,9.5,0.0,Hail,Portland,WMO
STN0030,2022-01-29,25.4,58.9,0.06,18.5,62.5,5.7,0.0,Thunderstorm,Phoenix,Estimated
STN0038,2021-07-28,46.1,101.3,0.01,7.2,48.6,8.9,0.0,Clear,Atlanta,NOAA
STN0018,2022-02-13,64.6,47.4,T,4.6,59.3,10.4,0.2,Clear,Minneapolis,WMO
STN0007,2024-07-05,89.5,68.8,0.08,3.2,57.6,6.2,0.0,Hail,Portland,NOAA
STN0020,2023-08-30,46.7,27.3,0.21,6.9,62.9,12.1,0.0,Rain,Portland,Regional
,2023-12-25,28.2,14.4,0.03,2.3,34.9,14.4,0.0,Thunderstorm,Portland,NOAA
STN0019,2021-04-08,57.2,43.0,Trace,38.4,42.4,7.0,0.0,None,Portland,WMO
STN0032,2024-09-25,29.9,9.5,0.03,0.1,36.1,8.6,0.0,Snow,Atlanta,Estimated
STN0006,2022-03-06,65.3,56.8,0.0,2.1,45.8,12.6,0.0,Snow,Boston,Estimated
STN0038,2023-04-05,47.8,39.5,0.0,9.5,49.0,3.6,0.0,Rain,Phoenix,NOAA
STN0012,2023-06-28,22.0,11.1,0.05,10.0,43.4,9.1,0.1,Snow,Minneapolis,WMO
STN0045,2023-04-25,103.2,83.6,0.1,19.9,102,8.1,0.0,Thunderstorm,Chicago,Regional
STN0037,2023-01-03,53.2,43.1,T,25.8,107,11.7,0.0,Snow,Phoenix,NOAA
STN0014,2022-05-26,29.0,17.0,0.13,4.2,76.9,8.3,0.0,Rain,Chicago,NOAA
STN0029,2023-03-28,29.3,68.0,trace,15.1,51.8,10.4,0.0,Fog,Seattle,WMO
STN0006,2024-07-10,49.0,38.4,0.2,9.2,65.8,6.5,0.0,Clear,Denver,WMO
STN0005,2021-12-12,89.0,76.8,0.12,10.1,60.8,11.9,0.1,Clear,Boston,WMO
STN0048,2022-07-21,48.9,34.4,0.02,4.5,51.0,5.6,0.0,Thunderstorm,Denver,Estimated
STN0041,2020-11-24,53.1,41.9,0.0,12.1,85.8,11.6,0.0,Fog,Phoenix,Regional
STN0008,2021-10-10,72.6,50.7,0.02,4.0,98.1,9.2,0.0,None,Boston,WMO
STN0015,2023-11-10,78.1,67.8,0.04,2.1,35.5,1.9,0.0,Fog,Boston,NOAA
STN0010,2023-03-15,81.9,62.0,0.23,4.0,87.9,9.2,0.0,Snow,Denver,Estimated
STN0020,2021-01-20,63.0,48.4,0.02,3.7,51.4,10.8,0.0,Hail,Miami,Regional
STN0015,2022-09-24,76.6,66.8,0.18,29.0,57.3,5.3,0.0,Clear,Seattle,Estimated
STN0017,2024-01-22,27.4,71.7,0.04,2.9,67.1,6.5,0.0,Rain,Minneapolis,Estimated
STN0027,2020-08-14,20.8,54.4,0.17,0.4,89.9,9.3,0.0,Hail,Chicago,Regional
STN0010,2020-04-23,61.9,49.0,0.31,2.2,67.1,7.5,0.0,Snow,Minneapolis,WMO
STN0045,2021-12-18,33.2,21.9,0.09,5.3,69.4,10.0,0.0,Fog,Chicago,WMO
STN0037,2023-04-13,78.2,56.8,0.12,18.0,77.4,8.4,0.0,Fog,Portland,WMO
STN0039,2021-07-26,65.9,51.4,0.16,4.0,80.2,5.0,0.0,Thunderstorm,Dallas,Regional
STN0009,2024-02-08,55.9,34.9,0.04,4.0,71.2,15.0,2.7,Hail,Atlanta,WMO
STN0036,2024-03-26,93.1,82.8,0.01,0.5,80.3,8.0,0.0,Fog,Boston,NOAA
STN0042,2022-08-30,33.6,23.0,0.01,7.7,51.2,9.4,0.0,Thunderstorm,Chicago,Regional
STN0009,2021-11-22,101.2,84.9,Trace,7.8,30.8,14.3,0.0,Hail,Atlanta,NOAA
STN0038,2020-03-17,18.1,52.7,0.2,4.4,94.8,11.6,0.0,Clear,Minneapolis,NOAA
STN0018,2024-02-09,72.0,61.4,0.0,3.8,43.3,10.6,0.0,Fog,Dallas,Estimated
STN0040,2024-06-22,56.3,47.0,0.01,21.2,52.4,12.2,0.0,Snow,Portland,Regional
STN0024,2022-03-18,28.3,19.2,0.02,8.5,56.0,10.7,0.0,Snow,Boston,NOAA
STN0041,2022-08-01,61.9,43.4,0.49,5.0,52.9,10.7,0.0,Rain,Chicago,Regional
STN0008,2023-10-07,72.4,60.4,0.12,0.4,48.9,10.7,0.0,Hail,Boston,WMO
STN0020,2023-06-23,26.6,58.2,trace,1.6,70.3,8.5,0.0,Clear,Phoenix,Estimated
STN0014,2020-09-04,60.6,50.0,0.16,16.4,70.5,12.2,0.0,Clear,Boston,Estimated
STN0013,2023-05-12,16.8,3.8,0.05,9.3,73.2,11.0,0.0,Rain,Atlanta,Estimated
STN0016,2024-08-15,31.1,17.9,0.05,17.2,72.0,2.1,0.0,None,Seattle,WMO
STN0020,2023-10-02,110.1,95.1,0.06,11.4,54.5,11.6,0.0,Thunderstorm,Portland,WMO
STN0007,2022-05-27,5.0,20.8,0.1,2.6,54.5,6.6,0.0,Snow,Seattle,Regional
STN0036,2022-08-13,35.8,76.7,0.0,55.8,82.1,9.7,0.0,Hail,Seattle,Regional
STN0028,2021-04-19,44.5,36.4,0.0,2.9,52.6,4.0,0.0,Clear,Minneapolis,NOAA
STN0042,2023-04-21,16.1,47.3,0.31,15.7,52.3,7.3,0.0,None,Seattle,Regional
STN0036,2021-03-16,78.8,59.2,0.01,3.7,78.7,7.9,0.0,Snow,Seattle,WMO
STN0008,2021-09-16,47.0,39.0,0.1,15.6,61.7,10.6,0.0,Snow,Denver,Estimated
STN0004,2021-04-29,100.0,84.5,0.07,15.4,52.9,7.2,0.0,None,Seattle,WMO
STN0022,2021-09-04,19.3,55.1,0.06,13.3,53.1,2.5,0.0,Rain,Atlanta,NOAA
STN0025,2021-10-31,23.9,61.3,0.38,58.2,82.2,7.5,0.3,Rain,Portland,Regional
STN0013,2020-05-31,59.1,45.2,0.49,4.4,72.5,7.9,0.0,Thunderstorm,Minneapolis,NOAA
STN0040,2023-08-03,79.5,66.0,0.02,0.3,66.3,10.9,0.0,Rain,Phoenix,Regional
STN0030,2022-03-16,99.7,79.2,T,4.2,41.0,9.4,0.0,Thunderstorm,Dallas,WMO
STN0038,2024-09-29,16.7,46.6,0.44,6.0,66.3,6.7,0.0,Thunderstorm,Phoenix,Regional
STN0006,2020-11-26,39.5,82.4,0.01,5.2,58.2,9.8,0.0,Fog,Chicago,WMO
STN0041,2023-05-06,51.5,33.3,0.19,27.6,107,14.5,0.0,Fog,Chicago,NOAA
STN0011,2020-11-23,81.8,68.9,0.0,32.5,51.2,12.5,0.8,Hail,Atlanta,Estimated
STN0023,2022-09-26,75.8,60.9,0.07,9.7,74.5,3.3,0.0,Hail,Dallas,NOAA
STN0022,2022-06-15,41.5,28.0,0.01,25.4,84.4,15.0,0.0,Snow,Boston,Estimated
STN0042,2022-03-30,69.7,50.1,Trace,9.7,43.0,12.6,0.0,Rain,Denver,Regional
STN0014,2023-04-10,65.2,54.6,0.06,20.9,45.2,13.8,0.2,Snow,Portland,WMO
STN0013,2024-02-21,46.2,25.1,0.0,1.4,74.5,4.4,0.0,Rain,Atlanta,WMO
STN0017,2021-08-01,72.9,56.8,0.15,21.3,54.6,7.8,0.0,Fog,Seattle,WMO
STN0019,2024-03-31,68.2,51.6,0.14,8.9,71.9,10.8,0.0,None,Atlanta,WMO
STN0010,2020-12-03,63.4,48.2,trace,56.9,54.4,5.6,0.0,Thunderstorm,Boston,Regional
STN0009,2021-06-19,63.5,47.7,0.04,2.6,72.4,10.6,0.0,Hail,Seattle,NOAA
,2021-07-21,63.0,45.7,0.11,19.9,37.3,13.9,0.0,Snow,Minneapolis,NOAA
STN0024,2024-10-06,13.8,39.7,0.11,13.8,71.9,8.0,0.0,None,Boston,Regional
STN0018,2020-08-04,68.1,57.1,0.1,9.9,24.2,14.1,0.0,Rain,Seattle,WMO
STN0020,2021-12-22,50.8,34.6,0.01,3.3,78.7,11.1,0.0,Thunderstorm,Seattle,Estimated
STN0036,2022-02-14,123.4,110.4,0.02,18.3,61.4,3.4,0.0,None,Portland,NOAA
STN0013,2023-12-31,1.1,17.1,0.07,2.3,69.9,6.4,0.0,Clear,Portland,NOAA
STN0046,2022-06-06,52.1,36.4,0.01,1.2,66.3,12.3,0.0,Thunderstorm,Miami,NOAA
,2024-10-31,12.2,43.4,0.01,3.7,31.3,5.9,0.0,Fog,Minneapolis,Estimated
STN0009,2023-09-13,109.9,91.6,0.01,2.7,86.6,12.2,0.0,Thunderstorm,Atlanta,Regional
STN0016,2023-07-08,2.2,21.6,0.18,3.3,68.0,10.8,0.0,Hail,Portland,WMO
STN0010,2020-10-21,74.4,58.7,T,15.1,75.6,9.9,0.0,Rain,Portland,Regional
STN0014,2022-03-30,70.5,53.1,0.13,2.5,47.6,7.3,0.0,None,Miami,WMO
STN0019,2022-12-06,72.3,55.2,0.0,30.1,66.3,9.9,0.0,None,Minneapolis,WMO
STN0007,2021-01-15,92.2,73.7,0.02,17.2,38.4,14.0,0.0,Fog,Seattle,WMO
STN0001,2020-08-04,91.7,80.8,0.15,3.5,64.7,7.8,0.0,Fog,Atlanta,Estimated
STN0022,2020-09-04,55.1,45.6,0.09,5.8,45.1,10.8,0.0,Hail,Miami,Estimated
STN0036,2023-12-11,69.3,51.9,0.05,12.9,100.0,15.0,0.0,Rain,Boston,Regional
STN0016,2023-04-14,24.0,12.7,T,2.4,72.9,9.8,0.0,Snow,Seattle,NOAA
STN0044,2021-05-28,19.6,57.6,0.02,49.7,86.0,7.5,0.0,Snow,Dallas,WMO
STN0019,2023-09-08,47.5,37.7,0.04,3.5,57.5,7.5,0.0,Clear,Portland,WMO
STN0046,2023-06-23,16.1,48.5,0.32,1.1,69.2,2.7,0.0,Snow,Portland,Regional
STN0012,2024-01-30,27.9,6.0,0.1,41.1,78.3,5.4,0.0,None,Boston,Estimated
STN0027,2024-07-19,73.9,63.7,0.22,11.1,42.7,10.0,0.0,Clear,Boston,WMO
STN0039,2024-05-29,27.7,15.5,0.07,0.7,49.9,11.9,0.0,Hail,Denver,Estimated
STN0003,2020-11-26,68.3,47.4,0.03,17.3,79.5,7.7,0.0,Snow,Portland,NOAA
STN0047,2023-11-05,38.0,16.5,0.17,0.9,58.1,11.9,0.0,Snow,Phoenix,NOAA
STN0019,2021-12-18,46.3,35.1,0.12,1.9,48.5,11.7,0.0,Rain,Dallas,Estimated
STN0025,2022-01-06,90.4,70.1,0.08,2.7,50.6,6.7,0.0,Rain,Seattle,WMO
STN0032,2023-03-27,77.9,68.0,0.36,6.0,40.0,7.2,0.0,Fog,Miami,Estimated
STN0033,2023-01-04,90.3,71.6,0.02,0.9,26.7,5.0,0.0,Rain,Dallas,WMO
STN0002,2022-02-05,99.3,91.1,Trace,7.7,31.5,11.2,0.0,Fog,Denver,Regional
STN0044,2024-12-30,48.0,34.3,0.01,12.0,62.8,9.0,0.0,Hail,Chicago,NOAA
STN0032,2020-11-15,98.0,86.5,0.0,5.6,74.1,11.7,0.0,Snow,Portland,NOAA
STN0050,2020-06-25,32.8,14.9,0.07,0.0,100.0,8.8,0.0,None,Seattle,Estimated
STN0024,2020-02-23,81.4,73.2,0.07,999,61.3,6.2,0.0,Clear,Minneapolis,WMO
STN0031,2024-01-26,54.1,39.6,trace,5.6,39.0,11.3,0.0,Clear,Phoenix,Estimated
STN0023,2022-01-12,44.5,26.7,0.0,27.2,61.5,3.1,0.0,None,Atlanta,Regional
STN0045,2022-03-09,78.5,69.8,0.02,5.5,74.7,8.0,0.0,Hail,Boston,Regional
STN0042,2023-03-31,85.8,65.2,0.3,0.6,80.5,6.7,0.0,Clear,Dallas,WMO
STN0046,2022-03-06,85.1,72.0,0.09,7.3,78.8,13.6,0.6,Snow,Portland,Estimated
STN0026,2022-11-14,69.7,59.4,0.11,28.6,72.3,14.2,0.0,Snow,Atlanta,NOAA
STN0040,2020-04-16,67.9,56.7,0.01,24.7,63.7,10.3,0.0,Clear,Phoenix,Regional
STN0018,2020-10-12,76.6,63.9,0.06,19.4,75.3,7.3,0.0,Hail,Dallas,Regional
STN0024,2024-08-28,71.7,60.9,0.0,7.4,40.7,14.2,0.0,Fog,Atlanta,Regional
STN0039,2022-04-02,76.9,61.8,0.16,2.5,25.9,6.9,0.0,None,Chicago,Estimated
STN0005,2020-11-01,69.5,52.6,0.05,3.1,99.7,4.8,0.0,Snow,Portland,NOAA
STN0036,2021-11-05,83.5,69.4,0.01,0.0,61.2,3.0,0.1,Thunderstorm,Minneapolis,WMO
STN0001,2021-09-03,29.2,15.2,0.07,4.9,71.6,9.3,0.0,None,Chicago,Estimated
STN0030,2021-05-15,62.1,43.2,0.08,0.5,115,3.9,0.0,Rain,Dallas,Estimated
STN0024,2021-06-20,1.4,22.4,0.13,13.4,89.8,13.3,0.0,Snow,Boston,Estimated
STN0024,2023-08-24,71.1,54.4,0.18,9.1,82.8,7.3,0.0,Thunderstorm,Dallas,WMO
STN0025,2020-07-13,38.4,80.6,0.13,3.8,33.8,5.1,2.9,Thunderstorm,Boston,WMO
STN0025,2021-07-19,54.6,43.5,0.02,19.1,56.3,12.3,0.0,Snow,Chicago,WMO
STN0021,2022-05-04,67.8,51.1,0.12,1.0,66.8,11.6,0.0,Clear,Atlanta,WMO
STN0023,2022-09-13,81.6,60.3,0.13,15.1,39.3,14.0,0.0,Hail,Chicago,Estimated
STN0029,2024-05-26,19.5,4.1,0.18,15.0,70.8,3.9,0.4,Thunderstorm,Miami,WMO
STN0039,2024-08-12,53.5,31.8,0.09,6.7,80.8,3.3,0.0,Snow,Phoenix,NOAA
STN0028,2021-06-27,73.0,60.7,0.03,26.1,67.8,13.7,0.0,Hail,Seattle,Estimated
STN0033,2022-09-11,1.3,-14.6,0.07,13.9,33.8,0.6,0.0,Clear,Denver,Estimated
STN0042,2020-02-10,6.4,31.1,0.07,14.9,43.3,5.4,0.4,Fog,Minneapolis,NOAA
STN0050,2023-01-31,89.2,81.1,trace,40.0,59.8,9.2,0.0,Fog,Miami,WMO
STN0006,2020-10-06,87.1,65.1,0.03,24.2,57.5,5.0,0.0,Clear,Seattle,Estimated
STN0036,2020-05-13,73.2,61.8,0.0,9.0,57.9,9.6,0.5,Clear,Minneapolis,NOAA
STN0012,2023-05-11,84.4,62.8,0.08,0.4,57.2,5.6,0.0,None,Boston,NOAA
STN0010,2020-11-21,69.7,52.6,0.04,0.0,29.5,12.9,0.0,Thunderstorm,Seattle,Regional
STN0040,2022-05-21,77.2,56.5,0.19,23.6,76.5,11.2,0.0,Hail,Denver,Estimated
STN0004,2020-07-03,58.1,36.6,0.21,12.9,73.3,9.8,0.0,Snow,Miami,WMO
STN0043,2023-09-23,19.7,51.6,0.08,41.0,71.4,7.9,0.0,Fog,Minneapolis,NOAA
STN0039,2023-10-28,51.1,29.1,0.02,10.8,69.7,5.9,0.0,None,Portland,Estimated
STN0050,2022-11-15,92.8,74.1,0.03,16.0,56.9,8.6,0.0,Fog,Miami,Regional
STN0034,2024-03-06,98.5,83.2,0.35,42.4,51.1,5.3,0.0,Fog,Boston,Regional
STN0044,2022-03-08,95.4,78.2,0.02,14.4,43.7,14.8,0.0,None,Chicago,WMO
STN0006,2020-12-06,56.0,45.3,0.09,9.4,89.8,10.0,0.0,Clear,Seattle,Estimated
STN0045,2020-10-03,44.0,35.8,T,7.3,61.6,6.4,0.0,Fog,Phoenix,Regional
STN0009,2021-02-04,93.1,81.5,0.22,24.5,32.1,13.7,0.0,Thunderstorm,Dallas,NOAA
STN0016,2020-12-31,77.0,62.9,0.02,5.7,61.5,8.9,0.4,Hail,Miami,Estimated
STN0007,2021-08-13,72.2,61.0,0.24,13.7,24.5,13.2,0.0,Hail,Chicago,WMO
STN0021,2021-01-26,51.1,35.9,0.06,7.4,66.5,13.1,0.0,Rain,Chicago,Regional
STN0038,2022-12-15,74.4,57.2,0.37,41.1,64.6,10.3,0.0,Clear,Denver,Regional
STN0014,2020-09-27,41.1,23.9,0.11,6.1,52.2,5.2,0.0,Rain,Miami,NOAA
STN0042,2023-02-09,26.1,58.4,0.11,16.7,45.1,7.3,0.0,Hail,Chicago,Estimated
STN0031,2021-09-02,95.3,73.8,0.08,31.4,72.1,15.0,0.0,Rain,Minneapolis,Estimated
STN0032,2023-06-08,100.9,80.4,0.11,14.2,60.5,7.3,0.0,Hail,Miami,Estimated
STN0047,2022-07-25,80.6,63.9,0.1,2.5,27.0,8.2,0.0,None,Boston,Regional
STN0022,2024-07-10,34.6,23.7,0.19,2.9,83.7,7.6,0.0,Thunderstorm,Minneapolis,WMO
STN0018,2022-03-14,69.3,48.1,0.07,1.9,45.1,6.2,0.0,Clear,Denver,NOAA
STN0050,2021-06-22,112.1,101.7,0.08,12.3,38.3,11.1,0.0,Fog,Minneapolis,WMO
STN0028,2022-12-11,45.9,35.8,0.1,9.5,86.5,5.0,0.0,Rain,Phoenix,NOAA
STN0031,2023-04-17,63.7,51.3,Trace,9.8,81.1,6.5,0.0,Thunderstorm,Atlanta,WMO
STN0015,2022-03-13,96.1,80.1,0.13,15.1,54.4,9.9,0.0,Fog,Atlanta,Regional
STN0011,2022-10-19,78.6,61.1,0.02,1.7,39.5,8.2,0.0,Fog,Portland,Regional
STN0009,2022-05-09,119.6,111.4,0.16,17.6,45.6,9.5,0.0,Thunderstorm,Seattle,WMO
STN0012,2021-07-12,48.9,30.0,0.37,0.2,54.1,8.9,0.0,Snow,Portland,NOAA
STN0010,2021-07-26,6.2,32.7,0.0,0.0,83.9,5.5,0.0,None,Chicago,Estimated
STN0038,2024-07-14,91.9,79.7,0.16,3.3,85.3,13.4,0.0,Clear,Denver,Estimated
STN0003,2023-05-18,3.7,26.2,0.01,1.6,65.0,12.4,0.0,Hail,Portland,Regional
STN0032,2020-06-23,60.7,48.0,0.2,4.3,73.7,6.1,0.0,Fog,Seattle,Regional
STN0048,2024-10-22,63.6,45.0,0.23,26.1,58.2,10.4,0.0,Thunderstorm,Atlanta,Estimated
STN0039,2023-07-24,31.0,79.2,0.06,39.8,46.3,7.5,0.0,Hail,Seattle,WMO
STN0021,2020-04-01,78.5,67.7,0.22,2.3,35.0,12.3,0.0,None,Chicago,Regional
STN0003,2023-08-22,75.1,66.8,0.05,9.4,67.8,11.6,0.0,Clear,Chicago,Regional
STN0042,2022-12-12,56.1,37.2,0.56,16.0,78.2,12.8,0.0,Snow,Boston,Regional
STN0001,2024-07-29,91.7,69.9,0.08,1.8,52.8,6.2,0.0,Clear,Miami,Estimated
STN0035,2022-06-12,153.6,136.4,0.0,4.4,83.4,4.9,0.0,Snow,Chicago,NOAA
STN0034,2022-08-04,80.2,63.9,0.0,9.9,55.1,3.4,0.0,Rain,Denver,WMO
STN0010,2021-07-28,67.2,46.5,0.04,0.3,63.5,15.0,0.0,Thunderstorm,Portland,Estimated
STN0037,2021-08-10,36.4,24.8,trace,7.8,58.0,11.7,0.0,Snow,Phoenix,NOAA
STN0009,2023-02-02,51.0,42.1,0.21,1.9,84.3,12.7,0.0,Fog,Minneapolis,Regional
STN0012,2024-02-20,60.3,45.2,0.15,6.4,70.9,4.7,0.0,Fog,Miami,Regional
STN0041,2024-06-14,11.8,41.6,0.21,0.1,60.9,10.9,0.0,Clear,Atlanta,Estimated
STN0049,2023-11-08,64.6,50.3,0.32,5.5,63.4,3.8,0.0,Hail,Seattle,NOAA
STN0014,2023-01-18,104.1,89.7,0.45,1.0,40.6,10.4,0.0,Fog,Miami,Regional
STN0047,2022-07-02,92.4,79.9,0.02,16.3,21.8,9.1,0.0,Clear,Seattle,WMO
STN0046,2021-09-12,61.5,46.7,trace,4.3,52.4,8.1,0.1,Clear,Seattle,WMO
STN0039,2023-11-03,38.4,25.1,0.14,2.5,58.5,7.4,0.0,Hail,Phoenix,NOAA
STN0008,2021-08-03,94.4,84.8,0.27,7.9,71.6,12.5,0.0,None,Dallas,WMO
STN0015,2021-05-04,63.9,43.8,0.33,999,59.1,7.4,0.0,Hail,Denver,Estimated
STN0034,2024-05-03,27.0,9.2,0.03,0.4,53.6,13.1,0.0,Snow,Minneapolis,Estimated
STN0050,2022-12-12,80.7,72.1,0.63,-10,107,8.9,0.0,Fog,Atlanta,Estimated
STN0041,2021-10-08,87.6,78.0,0.06,10.6,71.5,10.1,0.0,Rain,Phoenix,Regional
STN0022,2024-04-28,11.6,2.2,0.3,4.7,65.8,10.7,0.0,Rain,Phoenix,Estimated
STN0012,2024-10-23,46.9,38.0,0.06,24.7,76.6,10.4,0.0,None,Dallas,Regional
STN0049,2021-08-03,62.6,53.8,0.0,13.2,62.5,9.7,0.0,Clear,Miami,NOAA
STN0014,2022-08-10,81.2,71.0,T,50.4,82.6,15.0,0.0,Fog,Dallas,Regional
STN0018,2022-06-01,53.7,33.8,0.14,6.1,52.1,12.4,0.0,Rain,Atlanta,NOAA
,2023-07-05,46.7,27.1,0.05,28.6,61.3,1.3,0.0,Fog,Seattle,WMO
STN0029,2024-10-02,81.0,62.0,0.04,3.3,66.3,8.4,0.0,Snow,Miami,Estimated
STN0014,2022-09-28,12.6,38.1,0.09,20.7,73.9,13.5,0.0,Snow,Minneapolis,Estimated
STN0001,2023-12-28,76.9,58.8,0.2,2.7,69.5,6.6,0.0,Fog,Minneapolis,Regional
STN0022,2022-12-23,40.5,22.2,0.07,25.8,70.6,9.0,0.0,Snow,Portland,Regional
