device_id,timestamp,sensor_type,temperature_c,humidity_pct,pressure_hpa,vibration_ms2,machine_status,battery_pct,firmware_version
dev_041,2024-01-14 14:02:39,humidity,22.63,89.1,1003.89,3.9856,normal,50.7,v1.3.0
dev_034,2024-01-14 14:04:39,humidity,21.55,77.0,1021.79,0.0342,normal,96.9,v1.2.1
dev_046,2024-01-14 14:07:26,temperature,8.21,75.0,997.45,2.1532,normal,56.0,v1.2.1
dev_019,2024-01-14 14:17:33,combined,9.47,52.6,1017.86,2.2201,normal,97.3,v1.3.0
dev_001,2024-01-14 15:03:08,vibration,23.49,44.9,1022.02,3.514,normal,100.0,v1.2.1
dev_042,2024-01-14 15:04:00,humidity,23.95,63.6,1006.01,1.2595,normal,60.8,v1.2.1
dev_042,2024-01-14 15:09:08,pressure,14.47,49.1,1003.01,1.9805,normal,78.3,v2.0.0
dev_034,2024-01-14 15:09:28,combined,25.0,41.3,1009.15,0.0002,normal,74.9,v1.3.0
dev_017,2024-01-14 15:26:54,humidity,16.52,41.4,1009.26,1.9566,normal,82.0,v1.3.0
dev_007,2024-01-14 15:30:11,humidity,24.7,68.6,1007.16,2.7107,normal,53.8,v2.0.0
dev_050,2024-01-14 15:54:54,temperature,7.8,24.2,1007.6,4.0387,normal,50.3,v1.2.1
dev_015,2024-01-03 10:43:18,temperature,29.25,51.7,1012.86,9.3432,normal,60.9,v1.3.0
dev_030,2024-01-14 16:21:16,humidity,10.84,72.3,996.92,2.3443,normal,88.6,v2.0.0
dev_010,2024-01-14 16:42:46,combined,27.42,44.7,1023.73,0.6216,normal,60.8,v1.3.0
dev_050,2024-01-14 16:48:18,temperature,14.72,43.5,987.38,5.0093,normal,78.1,v2.0.0
dev_015,2024-01-14 17:05:23,vibration,12.92,80.2,1028.06,2.251,normal,82.7,v1.2.1
dev_006,2024-01-14 17:08:22,vibration,32.18,60.9,1024.48,0.1376,normal,81.2,v1.2.1
dev_001,2024-01-14 17:19:28,pressure,19.67,84.7,1003.24,21.5433,normal,51.2,v2.0.0
dev_046,2024-01-14 17:32:25,vibration,17.07,90.0,1024.36,0.7075,error,86.0,v1.3.0
dev_020,2024-01-14 17:32:38,temperature,15.48,55.9,1001.45,1.6592,normal,63.7,v1.3.0
dev_037,2024-01-14 17:57:50,temperature,21.12,48.7,1022.31,0.1183,normal,70.5,v2.0.0
dev_010,2024-01-14 18:00:01,vibration,6.63,38.0,1005.53,0.4804,normal,51.7,v1.2.1
dev_030,2024-01-14 18:03:31,pressure,18.37,45.4,1015.63,3.8157,normal,94.6,v1.3.0
dev_042,2024-01-14 18:16:12,temperature,26.47,40.8,1013.44,0.0165,normal,80.6,v1.3.0
dev_048,2024-01-14 18:26:30,combined,17.03,52.5,994.74,3.8119,normal,68.1,v1.2.1
dev_002,2024-01-14 18:48:30,temperature,34.14,43.2,1014.2,3.6822,normal,71.1,v1.2.1
dev_005,2024-01-14 18:52:31,combined,24.57,64.9,1042.21,2.5751,normal,49.7,v2.0.0
dev_009,2024-01-14 18:56:25,humidity,28.76,33.9,1007.71,5.0444,normal,29.8,v1.3.0
dev_017,2024-01-14 18:59:21,humidity,13.92,47.9,1007.6,3.6862,normal,78.9,v1.2.1
dev_019,2024-01-14 19:02:52,temperature,26.76,38.9,1010.57,0.636,normal,51.9,v1.2.1
dev_009,2024-01-14 19:27:30,temperature,14.65,51.0,1024.77,0.537,maintenance,100.0,v1.2.1
dev_004,2024-01-14 19:39:57,temperature,14.51,56.1,1015.09,0.2993,normal,100.0,v1.3.0
dev_008,2024-01-14 19:47:35,combined,31.39,11.1,1007.68,2.8226,normal,97.4,v1.3.0
dev_018,2024-01-14 19:47:56,vibration,40.49,38.8,1008.01,2.8655,normal,47.7,v1.2.1
dev_048,2024-01-14 19:52:53,temperature,32.28,60.8,1021.16,1.5399,normal,85.0,v2.0.0
dev_005,2024-01-14 20:10:34,pressure,17.65,48.8,1009.36,2.0701,normal,74.1,v2.0.0
dev_049,2024-01-14 20:14:45,pressure,16.26,64.8,1013.02,6.9421,normal,61.8,v1.2.1
dev_047,2024-01-14 20:15:29,pressure,10.08,50.2,1019.71,0.6648,normal,84.1,v1.3.0
dev_044,2024-01-14 20:33:01,pressure,31.56,64.2,1010.01,0.5154,normal,92.9,v1.2.1
dev_030,2024-01-28 11:52:49,temperature,33.77,60.2,1011.74,0.8357,normal,84.0,v1.2.1
dev_017,2024-01-14 20:44:31,vibration,31.07,50.1,1004.73,0.3834,normal,93.2,v1.2.1
dev_010,2024-01-14 20:46:29,pressure,29.78,61.7,1018.13,0.891,warning,53.0,v2.0.0
dev_046,2024-01-14 20:47:03,vibration,20.9,60.1,1031.66,0.0919,normal,100.0,v1.2.1
dev_018,2024-01-14 20:52:43,combined,17.12,59.9,982.67,1.4001,normal,74.6,v1.2.1
dev_043,2024-01-14 20:55:00,temperature,22.43,90.2,1033.74,0.4258,normal,69.8,v1.3.0
dev_046,2024-01-14 20:58:37,humidity,26.36,74.1,1006.87,1.6344,normal,100.0,v1.3.0
dev_049,2024-01-14 21:04:13,humidity,-0.13,70.6,1010.15,5.1096,normal,63.5,v1.2.1
dev_035,2024-01-14 21:11:50,combined,26.39,65.1,1001.04,2.8162,normal,71.0,v1.2.1
dev_026,2024-01-14 21:42:22,pressure,9.43,53.1,1017.38,3.7778,normal,83.4,v2.0.0
dev_012,2024-01-14 21:50:01,temperature,37.48,86.3,1006.14,0.3106,normal,95.0,v1.3.0
dev_022,2024-01-10 06:28:55,combined,25.08,39.6,1001.46,1.3388,normal,92.6,v1.2.1
dev_005,2024-01-14 22:01:01,pressure,28.23,90.7,1002.95,10.8796,normal,75.3,v1.2.1
dev_008,2024-01-23 19:27:04,combined,25.9,59.1,1025.36,6.0918,normal,90.9,v1.2.1
dev_038,2024-01-14 22:13:30,humidity,27.14,50.7,1015.87,0.5129,normal,76.8,v1.3.0
dev_048,2024-01-14 22:49:19,combined,23.37,56.3,1014.61,0.5786,normal,65.3,v1.3.0
dev_003,2024-01-14 23:02:40,humidity,22.86,46.6,1016.49,5.399,normal,86.3,v1.3.0
dev_016,2024-01-14 23:14:55,combined,32.59,47.1,1026.5,3.1821,normal,75.9,v1.3.0
dev_046,2024-01-14 23:22:01,humidity,19.33,43.6,1024.12,1.8092,warning,38.2,v1.3.0
dev_040,2024-01-14 23:24:58,temperature,27.52,65.4,1019.19,2.7246,normal,47.2,v1.2.1
dev_039,2024-01-14 23:28:47,combined,11.85,31.2,1013.56,15.7984,normal,73.2,v1.2.1
dev_032,2024-01-14 23:33:33,temperature,31.56,47.6,1023.1,2.2095,normal,47.1,v1.3.0
dev_020,2024-01-14 23:50:16,humidity,13.21,60.3,1018.93,2.7966,normal,24.1,v2.0.0
dev_038,2024-01-19 05:27:19,humidity,15.06,33.1,1030.0,0.1979,normal,83.6,v1.2.1
dev_028,2024-01-15 00:27:10,vibration,30.44,74.8,1012.95,2.2654,normal,49.7,v1.2.1
dev_031,2024-01-15 00:39:35,humidity,17.18,60.8,1028.47,0.3339,normal,55.7,v1.2.1
dev_001,2024-01-15 00:40:01,humidity,7.39,65.4,1021.06,0.1187,normal,100.0,v1.2.1
dev_014,2024-01-15 00:54:08,temperature,14.37,66.6,993.45,1.0092,maintenance,100.0,v1.3.0
dev_008,2024-01-15 00:55:40,pressure,25.86,53.7,1021.46,4.0709,warning,63.1,v1.2.1
dev_025,2024-01-15 00:59:27,pressure,17.86,48.7,1014.48,1.8723,normal,54.0,v1.3.0
dev_024,2024-01-15 01:01:37,combined,37.84,42.5,1016.92,2.3326,normal,81.5,v1.2.1
dev_047,2024-01-15 01:01:40,vibration,7.73,59.9,1021.33,0.371,normal,82.4,v2.0.0
dev_031,2024-01-15 01:07:16,humidity,26.62,59.2,1025.55,0.0597,normal,62.8,v1.2.1
dev_029,2024-01-12 03:48:45,vibration,24.53,49.6,1013.83,5.4394,normal,80.5,v1.2.1
dev_010,2024-01-15 01:29:39,humidity,27.66,31.4,1031.62,2.0929,normal,55.3,v1.3.0
dev_021,2024-01-15 01:41:09,vibration,17.52,49.5,1006.95,1.011,normal,58.5,v1.2.1
dev_043,2024-01-15 01:41:31,vibration,6.51,80.3,998.36,8.1408,normal,77.2,v1.3.0
dev_021,2024-01-15 01:42:19,humidity,21.87,50.9,1009.33,0.5591,normal,85.2,v1.2.1
dev_036,2024-01-07 15:27:52,humidity,11.55,49.6,1011.26,5.5342,normal,71.2,v1.2.1
dev_043,2024-01-15 01:43:04,vibration,9.06,51.5,992.55,2.0899,normal,61.8,v1.3.0
dev_003,2024-01-15 01:53:55,combined,17.25,77.0,1031.31,4.4672,normal,50.1,v2.0.0
dev_033,2024-01-15 02:15:55,humidity,18.47,64.1,1013.2,7.9829,normal,86.8,v1.3.0
dev_017,2024-01-15 02:17:01,pressure,24.44,55.4,1011.61,3.2188,normal,96.7,v1.3.0
dev_020,2024-01-15 02:20:01,temperature,20.22,53.0,1018.21,3.259,normal,100.0,v1.2.1
dev_040,2024-01-15 02:34:53,combined,13.46,60.9,1031.73,0.5575,normal,35.6,v2.0.0
dev_019,2024-01-15 02:35:46,humidity,15.52,58.5,1006.15,0.2632,normal,73.9,v1.2.1
dev_005,2024-01-15 02:38:54,pressure,18.88,66.8,1028.67,2.5508,normal,85.2,v1.3.0
dev_035,2024-01-15 02:46:12,pressure,20.47,41.5,1014.51,3.7359,maintenance,85.8,v1.2.1
dev_047,2024-01-15 02:49:50,vibration,13.84,85.1,997.13,0.2173,normal,78.1,v1.2.1
dev_012,2024-01-15 02:51:01,combined,19.92,39.1,1002.55,3.0994,warning,72.9,v1.3.0
dev_010,2024-01-15 02:52:39,combined,18.19,51.6,1006.18,4.3734,normal,78.7,v1.2.1
dev_004,2024-01-15 03:09:11,humidity,24.52,43.2,1016.04,0.9064,error,73.0,v1.2.1
dev_011,2024-01-15 03:19:37,pressure,34.76,36.0,1010.89,0.6503,normal,43.6,v1.2.1
dev_049,2024-01-15 03:35:12,pressure,20.54,47.9,1009.46,0.0385,error,94.6,v1.3.0
dev_035,2024-01-15 03:39:47,pressure,18.86,52.8,997.54,1.7758,normal,60.4,v1.2.1
dev_050,2024-01-15 03:40:19,combined,16.91,54.2,992.03,0.9413,normal,63.4,v1.2.1
dev_005,2024-01-15 03:46:18,combined,23.07,44.3,1003.06,1.1325,normal,84.7,v1.2.1
dev_034,2024-01-15 03:50:35,combined,13.85,72.2,1009.93,2.753,warning,67.2,v1.2.1
dev_015,2024-01-15 03:54:46,combined,27.25,72.7,1000.76,1.2666,maintenance,62.6,v1.2.1
dev_038,2024-01-15 03:57:04,temperature,5.18,53.7,1000.83,3.2164,normal,100.0,v1.2.1
dev_002,2024-01-15 04:10:23,combined,33.21,52.7,1026.04,0.0294,normal,95.5,v1.3.0
dev_030,2024-01-15 04:19:10,temperature,27.18,90.2,1004.35,0.2069,maintenance,66.2,v1.2.1
dev_046,2024-01-15 04:23:31,temperature,27.99,54.6,1009.36,1.7598,normal,67.7,v1.3.0
dev_022,2024-01-15 04:24:07,pressure,17.94,52.8,1002.05,0.2692,normal,87.4,v1.2.1
dev_017,2024-01-15 04:28:57,vibration,33.54,86.2,1013.84,0.4822,normal,57.4,v1.3.0
dev_036,2024-01-15 04:29:27,pressure,21.65,62.1,1016.22,5.6321,normal,91.2,v1.3.0
dev_046,2024-01-15 04:41:25,temperature,31.32,67.4,1029.48,0.1598,normal,100.0,v1.2.1
dev_017,2024-01-15 04:52:51,pressure,33.27,57.4,1009.51,7.7537,normal,84.3,v1.2.1
dev_015,2024-01-15 04:55:43,pressure,40.03,59.0,1025.94,8.1679,warning,79.3,v1.2.1
dev_030,2024-01-15 05:11:01,temperature,36.18,45.8,1018.06,4.3421,normal,81.9,v1.2.1
dev_021,2024-01-15 05:21:36,humidity,16.03,69.9,1012.87,3.075,normal,45.3,v1.2.1
dev_009,2024-01-15 05:22:05,combined,28.03,38.0,1018.32,6.1148,normal,66.7,v1.2.1
dev_036,2024-01-15 05:34:00,temperature,29.75,49.9,1013.31,5.0547,normal,60.2,v1.3.0
dev_023,2024-01-15 05:41:37,humidity,21.84,42.8,1036.44,0.3602,error,66.7,v1.2.1
dev_034,2024-01-15 05:46:22,temperature,17.08,54.1,1016.29,1.7957,normal,50.7,v1.3.0
dev_050,2024-01-15 05:52:29,temperature,23.16,44.0,1022.02,4.6672,normal,95.7,v1.2.1
dev_027,2024-01-15 05:55:55,combined,5.29,67.1,1009.6,1.3048,normal,45.7,v1.3.0
dev_010,2024-01-15 06:03:28,combined,19.37,45.6,995.05,0.1767,warning,70.5,v1.3.0
dev_029,2024-01-15 06:10:37,temperature,24.3,68.7,1009.04,2.1801,normal,100.0,v2.0.0
dev_026,2024-01-15 06:17:02,pressure,26.55,24.0,1004.37,2.4073,normal,72.4,v1.2.1
dev_014,2024-01-15 06:29:30,pressure,32.03,31.8,1020.4,0.7509,normal,100.0,v1.2.1
dev_016,2024-01-15 06:29:44,combined,8.65,57.4,1003.6,2.8883,error,60.2,v1.2.1
dev_030,2024-01-15 06:34:13,vibration,24.15,28.2,1024.17,2.3745,normal,81.0,v1.2.1
dev_026,2024-01-15 06:34:29,combined,17.88,35.5,1024.2,1.2721,normal,86.7,v1.3.0
dev_010,2024-01-15 06:36:03,vibration,24.11,59.4,1014.79,0.2742,normal,90.6,v1.2.1
dev_034,2024-01-15 06:45:41,combined,28.03,86.8,1002.04,0.345,normal,96.3,v1.3.0
dev_027,2024-01-15 07:07:38,humidity,2.09,53.6,1015.92,2.2975,normal,74.5,v2.0.0
dev_015,2024-01-15 07:26:14,vibration,23.65,70.2,1007.72,2.6461,normal,100.0,v1.3.0
dev_017,2024-01-15 07:36:42,combined,40.59,54.0,1027.35,4.6383,normal,100.0,v1.2.1
dev_025,2024-01-15 07:41:01,combined,19.83,80.3,966.73,2.6136,normal,78.4,v1.3.0
dev_014,2024-01-15 07:49:11,pressure,10.68,48.4,1018.99,2.194,warning,72.1,v1.3.0
dev_049,2024-01-15 08:13:55,temperature,40.01,57.4,1014.31,1.2337,normal,76.8,v1.2.1
dev_010,2024-01-15 08:19:08,temperature,18.57,42.1,1012.77,1.4489,normal,83.9,v1.3.0
dev_045,2024-01-15 08:20:20,vibration,8.88,25.3,1030.4,7.2165,normal,86.0,v2.0.0
dev_030,2024-01-15 08:45:29,temperature,19.17,64.1,1020.89,0.0085,normal,77.7,v1.3.0
dev_034,2024-01-15 08:45:41,vibration,23.39,72.5,1013.92,3.8695,error,88.1,v1.2.1
dev_048,2024-01-15 08:53:47,vibration,30.86,58.9,1017.54,0.5866,normal,100.0,v1.3.0
dev_037,2024-01-15 09:01:52,humidity,22.05,36.1,991.02,4.0647,normal,63.0,v1.2.1
dev_049,2024-01-15 09:13:18,humidity,18.84,73.0,1008.78,0.3604,normal,50.0,v1.2.1
dev_002,2024-01-15 09:15:06,vibration,29.0,60.0,1009.64,0.7906,normal,43.6,v1.2.1
dev_043,2024-01-15 09:23:21,pressure,27.85,68.8,1025.83,5.9029,normal,100.0,v2.0.0
dev_013,2024-01-15 09:27:12,temperature,5.18,32.2,1009.08,4.9056,normal,87.5,v1.2.1
dev_001,2024-01-15 09:30:21,pressure,18.22,41.0,1010.21,0.5048,normal,76.4,v1.2.1
dev_034,2024-01-15 09:39:44,combined,32.65,70.2,1009.55,0.1889,normal,93.2,v1.3.0
dev_050,2024-01-15 09:40:24,pressure,28.19,61.6,1018.05,2.6645,normal,82.4,v1.3.0
dev_039,2024-01-15 09:54:04,vibration,11.55,49.2,1028.88,2.6751,normal,80.0,v1.2.1
dev_016,2024-01-15 10:18:03,humidity,27.49,68.2,1022.49,8.2578,normal,51.6,v1.2.1
dev_034,2024-01-15 10:24:41,combined,27.62,43.3,1008.13,1.5109,normal,81.4,v1.3.0
dev_006,2024-01-15 10:46:38,pressure,22.74,48.9,1012.32,2.21,normal,70.9,v2.0.0
dev_035,2024-01-15 10:54:32,vibration,28.74,65.7,1023.17,1.2055,normal,100.0,v1.2.1
dev_026,2024-01-06 04:48:01,humidity,25.46,63.4,1010.85,0.2005,normal,60.1,v1.3.0
dev_049,2024-01-15 11:14:11,temperature,25.39,24.9,1018.54,7.6684,normal,59.7,v1.2.1
dev_021,2024-01-15 11:27:37,vibration,28.95,37.0,999.97,1.2091,normal,56.3,v1.2.1
dev_033,2024-01-15 11:28:23,pressure,13.4,52.5,1000.95,2.4505,maintenance,69.1,v1.2.1
dev_002,2024-01-15 11:29:11,pressure,8.32,30.2,1021.1,1.042,warning,84.5,v1.2.1
dev_005,2024-01-15 11:35:38,pressure,26.34,59.1,1002.5,2.167,normal,38.2,v2.0.0
dev_014,2024-01-15 11:40:26,pressure,24.94,17.8,1003.45,5.4028,normal,58.2,v1.3.0
dev_030,2024-01-15 11:41:21,pressure,23.92,26.5,1016.04,0.1858,normal,67.2,v2.0.0
dev_033,2024-01-15 12:07:46,combined,20.53,55.2,1015.17,5.3454,normal,57.2,v1.2.1
dev_040,2024-01-15 12:26:28,vibration,17.48,59.5,1012.22,2.1855,normal,38.5,v1.2.1
dev_045,2024-01-15 12:45:38,temperature,12.8,49.0,1010.14,4.6785,normal,65.1,v1.2.1
dev_032,2024-01-15 13:00:30,temperature,22.28,59.4,1002.74,0.0582,normal,12.2,v1.2.1
dev_007,2024-01-15 13:01:28,humidity,22.28,64.0,1013.34,5.6985,normal,57.9,v1.2.1
dev_010,2024-01-24 20:26:02,combined,27.99,65.1,1006.05,1.0614,normal,100.0,v1.2.1
dev_043,2024-01-15 13:16:49,vibration,11.68,59.8,1033.07,0.4272,warning,80.8,v1.2.1
dev_021,2024-01-15 13:33:47,pressure,32.73,35.9,1010.99,0.9297,normal,76.9,v1.2.1
dev_038,2024-01-15 13:42:31,vibration,13.19,50.3,1008.94,1.4051,normal,100.0,v1.2.1
dev_048,2024-01-15 13:50:35,pressure,18.45,62.8,1011.41,1.3471,normal,43.5,v1.2.1
dev_022,2024-01-15 14:22:33,combined,20.65,48.9,1012.83,0.8303,normal,55.0,v1.2.1
dev_035,2024-01-15 14:41:00,humidity,13.97,55.7,1028.89,2.3719,normal,74.6,v1.2.1
dev_039,2024-01-15 14:43:09,humidity,19.65,53.2,1025.69,2.4813,normal,67.8,v1.2.1
dev_020,2024-01-15 14:47:30,humidity,3.08,41.0,997.08,2.4036,normal,100.0,v1.2.1
dev_014,2024-01-15 14:47:45,temperature,20.92,39.5,1013.63,0.1075,warning,84.4,v2.0.0
dev_008,2024-01-15 14:49:01,temperature,33.66,47.2,1015.85,0.0357,normal,64.8,v2.0.0
dev_034,2024-01-15 15:11:39,pressure,28.71,33.9,1015.39,2.6747,error,62.3,v1.2.1
dev_009,2024-01-15 15:17:42,pressure,12.01,61.1,1017.59,0.4951,normal,66.9,v1.2.1
dev_007,2024-01-15 15:22:33,pressure,27.84,40.2,1022.51,1.7327,normal,100.0,v1.3.0
dev_020,2024-01-15 15:24:43,humidity,30.29,50.2,1009.15,0.4943,normal,67.9,v2.0.0
dev_030,2024-01-15 15:32:31,temperature,30.4,83.2,1010.14,0.2958,normal,73.2,v1.3.0
dev_036,2024-01-15 15:36:23,combined,26.79,60.1,1004.01,0.9963,normal,77.9,v2.0.0
dev_022,2024-01-15 15:41:48,pressure,22.89,59.3,1008.61,0.4536,normal,44.5,v1.3.0
dev_042,2024-01-15 15:50:32,pressure,8.32,45.8,1023.59,0.9789,normal,41.4,v1.3.0
dev_020,2024-01-15 16:03:06,humidity,30.23,48.6,1010.53,1.4967,normal,49.0,v1.3.0
dev_011,2024-01-15 16:13:27,combined,24.12,43.6,1011.74,0.0078,normal,39.3,v1.2.1
dev_019,2024-01-15 16:25:14,humidity,26.52,61.7,1016.81,0.7343,normal,76.7,v1.3.0
dev_007,2024-01-15 16:28:45,vibration,7.91,64.4,1012.98,2.8099,normal,63.8,v2.0.0
dev_004,2024-01-15 16:30:26,vibration,29.38,36.6,1021.44,1.0969,normal,34.1,v1.2.1
dev_047,2024-01-15 16:32:45,vibration,30.81,58.0,1020.63,3.2812,warning,85.0,v1.3.0
dev_016,2024-01-15 16:34:32,combined,26.11,52.1,1003.02,0.4245,normal,62.5,v1.2.1
dev_003,2024-01-07 05:18:00,temperature,15.25,23.0,1022.53,1.3616,normal,72.7,v1.2.1
dev_033,2024-01-15 17:01:27,combined,10.52,63.7,1025.87,1.488,normal,75.5,v2.0.0
dev_006,2024-01-15 17:02:00,temperature,12.51,39.5,1032.74,1.1219,normal,89.8,v1.2.1
dev_004,2024-01-15 17:03:29,temperature,14.29,52.9,1014.8,6.4675,normal,43.1,v1.2.1
dev_041,2024-01-15 17:04:37,pressure,12.73,35.0,1029.16,0.272,normal,72.0,v1.2.1
dev_032,2024-01-15 17:07:17,humidity,34.59,49.7,1006.21,0.9985,normal,55.7,v1.3.0
dev_006,2024-01-15 17:22:20,temperature,19.47,57.7,1007.74,1.8332,normal,53.5,v1.2.1
dev_017,2024-01-15 17:26:20,temperature,28.67,43.8,1004.39,0.9466,normal,51.4,v1.3.0
dev_045,2024-01-15 17:33:42,vibration,24.99,68.0,1017.54,3.3803,normal,88.4,v1.3.0
dev_033,2024-01-15 17:36:37,vibration,31.91,54.8,1017.35,3.7063,normal,88.7,v1.3.0
dev_039,2024-01-15 17:51:09,temperature,12.97,70.4,1012.39,4.7919,normal,70.4,v1.2.1
dev_036,2024-01-13 10:38:19,pressure,21.54,40.6,1014.64,1.5159,normal,66.9,v1.2.1
dev_041,2024-01-15 18:16:21,pressure,21.85,52.4,1018.21,3.3196,normal,67.9,v1.2.1
dev_015,2024-01-15 18:17:02,vibration,34.67,70.7,1017.83,0.8592,normal,100.0,v1.2.1
dev_030,2024-01-15 18:30:06,temperature,36.41,52.8,1015.88,4.6191,normal,83.1,v1.2.1
dev_004,2024-01-15 18:44:14,pressure,18.21,89.2,1012.28,3.8621,normal,66.8,v1.2.1
dev_004,2024-01-15 18:46:27,pressure,20.23,50.6,1011.13,0.9387,normal,91.0,v1.2.1
dev_031,2024-01-15 18:59:26,humidity,22.32,46.2,1008.44,2.5835,normal,75.1,v1.3.0
dev_001,2024-01-15 19:08:20,pressure,18.46,46.2,996.52,0.9329,normal,93.3,v1.2.1
dev_010,2024-01-15 19:09:25,humidity,29.17,54.9,1011.99,0.9378,normal,100.0,v1.2.1
dev_019,2024-01-15 19:42:30,combined,18.74,34.0,1015.19,13.3279,normal,78.2,v1.2.1
dev_025,2024-01-15 19:51:24,combined,11.93,74.2,1001.59,0.3192,warning,95.9,v1.2.1
dev_034,2024-01-15 20:00:26,humidity,23.4,77.0,1000.31,0.2194,warning,100.0,v1.2.1
dev_013,2024-01-15 20:06:12,pressure,34.54,51.6,1000.2,0.1227,normal,93.0,v1.2.1
dev_022,2024-01-15 20:07:19,vibration,30.73,51.4,1019.33,4.4851,normal,54.3,v1.3.0
dev_021,2024-01-15 20:07:36,vibration,17.11,54.2,1002.12,1.4108,normal,93.9,v1.2.1
dev_029,2024-01-15 20:13:51,vibration,7.91,65.7,1015.22,3.6349,normal,67.6,v1.2.1
dev_046,2024-01-15 20:23:30,combined,23.43,75.3,1000.88,5.8109,normal,100.0,v1.3.0
dev_014,2024-01-15 20:32:18,combined,33.76,64.7,1016.84,1.5897,normal,100.0,v1.2.1
dev_021,2024-01-15 20:38:25,combined,36.32,63.2,1010.65,5.22,normal,81.9,v1.3.0
dev_033,2024-01-15 20:39:44,pressure,15.35,48.4,1017.36,1.283,warning,59.6,v1.3.0
dev_023,2024-01-15 20:41:18,combined,12.1,34.5,1002.61,1.4773,normal,100.0,v1.3.0
dev_011,2024-01-15 20:46:38,pressure,13.19,63.5,1006.59,0.0496,normal,79.4,v1.2.1
dev_034,2024-01-15 20:52:40,pressure,16.28,64.5,1024.31,3.5784,normal,78.1,v1.2.1
dev_031,2024-01-15 21:00:27,combined,31.27,62.5,1021.94,1.8094,normal,86.3,v1.2.1
dev_043,2024-01-15 21:05:44,vibration,17.51,66.0,1002.58,2.8208,normal,92.3,v1.3.0
dev_045,2024-01-15 21:09:05,humidity,22.62,68.5,1024.8,2.5869,normal,65.9,v2.0.0
dev_031,2024-01-15 21:11:00,temperature,11.78,67.8,1005.14,0.4284,normal,90.2,v1.3.0
dev_030,2024-01-15 21:14:45,pressure,2.98,45.2,1010.29,2.9748,normal,100.0,v1.3.0
dev_033,2024-01-15 21:25:39,pressure,21.31,52.3,1010.3,0.7435,normal,55.9,v1.2.1
dev_009,2024-01-15 21:37:15,humidity,15.87,56.6,1022.56,1.1061,normal,50.6,v1.2.1
dev_045,2024-01-15 21:42:35,pressure,32.34,58.4,1006.08,0.7774,normal,70.2,v1.2.1
dev_003,2024-01-15 21:46:13,vibration,35.19,73.2,1010.12,3.0184,normal,92.6,v1.2.1
dev_018,2024-01-15 21:52:35,humidity,10.05,57.5,1008.79,0.2598,normal,72.2,v1.3.0
dev_038,2024-01-15 21:58:23,vibration,21.46,42.5,995.04,0.3333,normal,72.7,v1.2.1
dev_002,2024-01-30 14:12:28,pressure,27.01,55.5,1019.0,1.7044,normal,74.3,v1.2.1
dev_003,2024-01-15 22:06:40,pressure,15.06,71.7,1015.95,1.2701,normal,70.4,v1.3.0
dev_007,2024-01-15 22:17:59,combined,22.07,69.2,1011.6,1.4328,error,69.7,v1.3.0
dev_033,2024-01-15 22:19:07,humidity,12.02,26.5,1012.15,0.4217,error,79.8,v1.2.1
dev_010,2024-01-15 22:27:48,combined,24.1,49.4,1016.43,0.0214,normal,71.0,v1.2.1
dev_018,2024-01-15 22:40:01,combined,24.39,40.2,1008.31,3.4925,normal,86.8,v1.2.1
dev_033,2024-01-15 22:56:42,vibration,26.8,36.9,1012.83,0.9065,normal,89.6,v2.0.0
dev_034,2024-01-15 22:59:08,vibration,18.64,69.2,1018.02,0.5221,normal,47.2,v1.2.1
dev_001,2024-01-15 23:10:42,pressure,26.43,71.1,1043.51,0.7651,normal,51.4,v1.3.0
dev_037,2024-01-15 23:14:37,temperature,21.45,19.2,1008.27,6.1039,normal,71.9,v1.3.0
dev_034,2024-01-15 23:24:47,vibration,3.77,75.1,1021.22,4.0779,normal,100.0,v1.2.1
dev_030,2024-01-15 23:58:35,combined,21.47,65.5,1013.8,0.2929,normal,100.0,v1.2.1
dev_007,2024-01-16 00:08:58,temperature,23.77,95.0,1013.02,1.1952,normal,67.8,v1.3.0
dev_034,2024-01-16 00:16:22,humidity,14.43,18.0,1006.36,0.3299,normal,100.0,v1.3.0
dev_034,2024-01-16 00:30:56,temperature,20.51,64.6,1015.37,3.2133,normal,62.2,v1.3.0
dev_020,2024-01-16 00:35:44,pressure,8.27,45.6,1013.37,6.1743,warning,55.4,v2.0.0
dev_018,2024-01-16 00:37:25,humidity,18.09,43.2,1014.6,1.705,normal,68.9,v1.2.1
dev_012,2024-01-16 00:39:38,combined,-5.82,67.0,1019.15,3.7831,normal,56.5,v2.0.0
dev_027,2024-01-16 00:48:28,vibration,32.07,51.7,988.62,0.3279,normal,46.3,v1.3.0
dev_029,2024-01-16 00:58:23,humidity,16.84,71.5,1019.32,0.9654,normal,100.0,v1.3.0
dev_026,2024-01-16 01:00:21,pressure,24.94,39.4,1014.32,0.8229,normal,85.5,v1.2.1
dev_031,2024-01-16 01:14:38,temperature,38.88,74.4,1024.94,0.0041,normal,84.0,v1.3.0
dev_004,2024-01-16 01:23:40,vibration,8.71,55.9,1011.0,1.1667,normal,56.9,v1.3.0
dev_029,2024-01-16 01:24:27,combined,28.42,46.2,1025.57,0.709,normal,58.2,v1.2.1
dev_008,2024-01-16 01:25:34,pressure,22.14,57.9,1000.93,8.5365,warning,66.7,v1.2.1
dev_020,2024-01-16 01:33:52,vibration,23.98,85.3,1004.62,0.3794,normal,100.0,v1.3.0
