employee_id,q01_engagement,q02_engagement,q03_engagement,q04_engagement,q05_engagement,q06_engagement,q07_engagement,q08_engagement,q09_engagement,q10_engagement,q01_satisfaction,q02_satisfaction,q03_satisfaction,q04_satisfaction,q05_satisfaction,q06_satisfaction,q07_satisfaction,q08_satisfaction,q09_satisfaction,q10_satisfaction,q01_mgr_effectiveness,q02_mgr_effectiveness,q03_mgr_effectiveness,q04_mgr_effectiveness,q05_mgr_effectiveness,q01_additional,q02_additional,q03_additional,q04_additional,q05_additional,q06_additional,q07_additional,q08_additional,q09_additional,q10_additional,would_recommend,likely_to_stay,department,tenure_years,age_group,work_location,survey_date
EMP_01436,2,2,4,4,2,3,4,2,3,3,6,5,6,4,7,1,5,6,4,6,7,10,3,10,6,3,1,3,3,2,4,4,4,3,4,0,7,HR,8.6,45-54,Remote,2024-01-15 10:00:00
EMP_01437,Don't know,4,1,4,3,5,N/A,2,2,4,6,5,3,5,5,6,7,5,3,3,9,8,4,10,8,5,3,5,3,3,3,2,5,3,5,yes,5,Finance,4.6,45-54,Remote,2024-01-15 10:00:00
EMP_01438,4,5,5,5,3,4,3,4,3,3,,7,3,4,5,6,6,4,5,6,7,5,7,7,8,3,3,4,4,4,4,2,4,2,3,No,6,Marketing,9.2,25-34,On-site,2024-01-15 10:00:00
EMP_01439,1,3,4,2,5,5,3,3,7,3,6,4,6,3,,4,4,7,5,5,4,7,4,10,8,4,3,2,1,5,5,3,3,3,4,0,3,HR,0.2,35-44,Hybrid,2024-01-15 10:00:00
EMP_01440,4,5,4,4,4,4,0,5,3,3,,4,,4,7,,5,7,7,2,6,8,10,9,6,3,2,4,5,3,3,3,3,4,4,no,7,Operations,8.3,25-34,Remote,2024-02-01
EMP_01441,5,n/a,4,4,3,3,5,n/a,4,4,7,5,4,5,4,5,4,4,5,3,2,5,7,1,5,4,4,3,3,2,4,1,3,2,4,no,5,HR,4.3,45-54,Hybrid,2024-01-15 10:00:00
EMP_01442,1,3,4,4,3,5,4,5,NA,4,1,,5,4,6,5,5,2,5,3,9,7,6,6,4,2,3,4,3,4,5,4,3,5,4,no,6,Finance,3.0,25-34,Remote,2024-01-15 10:00:00
EMP_01443,1,3,5,3,3,4,5,5,5,4,3,7,,,4,4,3,,2,,7,3,3,8,6,4,5,4,5,3,5,3,4,3,2,Maybe,2,Engineering,6.9,25-34,Remote,2024-02-22
EMP_01444,4,2,4,4,4,4,3,5,4,5,3,3,5,3,2,6,4,5,5,5,8,10,4,7,8,4,2,2,4,2,3,5,5,4,4,yes,6,Marketing,5.1,35-44,Remote,2024-01-04
EMP_01445,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,5,Sales,9.8,55+,Remote,2024-01-15 10:00:00
EMP_01446,5,2,0,5,5,5,5,3,4,3,4,,5,4,4,3,1,5,5,6,3,5,5,4,6,2,3,4,5,3,3,2,4,4,5,No,4,HR,3.2,55+,Remote,2024-02-24
EMP_01447,3,3,4,5,5,3,4,3,3,4,5,4,1,3,4,4,7,4,6,3,7,6,6,9,2,5,4,4,2,4,3,2,3,4,3,1,6,Engineering,2.7,25-34,On-site,2024-01-15 10:00:00
EMP_01448,3,3,2,2,1,3,4,5,4,3,2,3,3,6,7,4,4,4,5,4,6,9,8,5,3,4,4,5,3,4,3,3,2,2,5,no,2,Sales,1.3,35-44,Hybrid,2024-01-15 10:00:00
EMP_01449,4,2,2,2,3,4,5,4,4,4,6,4,4,5,1,7,5,2,,3,7,3,2,2,7,4,4,1,3,2,5,4,2,3,3,Yes,2,Operations,0.9,35-44,Remote,2024-01-15 10:00:00
EMP_01450,3,1,5,7,3,3,4,5,3,5,4,4,5,,3,,6,,4,2,7,2,7,5,3,5,3,3,1,4,3,2,2,4,3,Yes,5,Product,3.8,35-44,Hybrid,2024-01-15 10:00:00
EMP_01451,6,4,4,5,5,3,4,4,4,5,3,4,,5,6,,3,3,5,5,9,4,5,9,6,4,3,4,3,5,4,1,5,4,5,no,7,Sales,2.5,55+,Hybrid,2024-01-15 10:00:00
EMP_01452,4,5,2,3,5,3,5,5,3,3,5,4,6,7,3,4,7,3,5,5,2,2,4,7,8,2,5,5,2,3,3,5,4,4,2,yes,3,HR,2.7,18-24,Hybrid,2024-01-15 10:00:00
EMP_01453,4,3,n/a,2,3,1,2,4,1,4,7,3,5,4,6,3,3,4,6,2,7,6,7,3,6,3,5,3,4,3,5,3,4,1,5,1,5,Sales,8.3,18-24,Hybrid,2024-02-23
EMP_01454,4,5,4,n/a,3,2,n/a,5,3,2,6,2,6,3,6,4,3,6,3,5,5,9,10,7,7,2,1,3,4,3,2,4,5,3,3,Maybe,5,HR,2.3,25-34,On-site,2024-01-15 10:00:00
EMP_01455,4,3,4,3,2,5,3,3,4,1,,4,2,4,3,4,5,4,4,7,7,2,8,4,8,4,4,3,3,3,2,3,3,4,4,0,6,Engineering,10.3,18-24,Hybrid,2024-01-15 10:00:00
EMP_01456,2,3,2,5,3,2,3,4,4,5,2,2,7,5,5,,3,5,6,1,9,4,5,8,2,4,4,3,1,5,4,4,4,5,1,Yes,4,HR,2.8,35-44,On-site,2024-01-05
EMP_01457,3,3,2,5,2,5,3,4,2,2,2,,7,3,,4,,3,4,5,4,8,4,8,2,2,3,4,4,2,4,1,5,4,5,Maybe,3,Legal,15.3,35-44,Hybrid,2024-02-18
EMP_01458,3,3,3,NA,3,3,3,3,3,3,3,3,3,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,no,5,Marketing,13.9,35-44,Remote,2024-02-16
EMP_01459,5,N/A,4,3,4,5,4,5,3,1,5,,,6,2,,3,3,3,4,10,8,9,8,7,5,5,2,3,3,1,1,3,3,4,0,2,HR,3.2,18-24,Hybrid,2024-01-11
EMP_01460,2,5,3,1,4,3,5,4,2,4,4,6,5,4,6,5,5,,4,1,2,6,7,10,8,2,3,3,3,5,2,3,2,4,2,no,1,HR,3.9,35-44,Hybrid,2024-02-11
EMP_01461,4,1,2,2,5,5,3,5,2,5,6,5,5,1,6,3,6,6,,4,0,8,5,5,7,4,5,5,4,4,4,4,3,2,4,no,7,Legal,2.2,45-54,Hybrid,2024-01-15 10:00:00
EMP_01462,7,3,2,3,4,5,4,4,3,3,,4,4,7,5,4,,1,4,6,6,5,4,7,10,3,2,4,2,4,1,3,3,4,4,yes,6,Sales,13.4,18-24,Hybrid,2024-01-09
EMP_01463,3,5,4,4,5,5,4,3,7,4,5,7,4,1,4,6,5,6,4,3,7,5,9,6,7,3,3,4,5,5,4,2,5,2,4,No,1,Engineering,2.0,45-54,On-site,2024-02-03
EMP_01464,4,NA,4,4,2,3,4,4,4,3,5,,,4,1,7,7,4,3,6,10,5,9,9,7,3,2,3,4,4,3,2,4,2,4,No,2,Product,23.4,25-34,On-site,2024-01-22
EMP_01465,3,2,5,2,4,4,4,4,5,2,,5,2,4,,7,4,3,7,4,9,9,3,7,5,4,2,3,3,4,3,5,4,2,3,1,1,Marketing,0.6,35-44,Remote,2024-01-15 10:00:00
EMP_01466,3,NA,2,3,4,4,3,5,4,2,3,5,3,4,6,4,4,5,6,6,8,5,7,6,9,2,5,3,2,3,3,5,2,1,5,Maybe,2,Marketing,4.1,35-44,On-site,2024-01-25
EMP_01467,3,2,2,2,3,3,3,N/A,4,3,3,5,3,4,4,4,5,5,7,6,3,6,7,2,5,2,5,5,4,4,1,3,4,3,3,Yes,1,Marketing,10.2,55+,Remote,2024-01-04
EMP_01468,3,2,5,3,2,3,3,3,2,4,3,5,5,5,6,,7,6,5,1,7,10,7,6,3,3,4,4,2,4,2,4,4,2,4,No,6,Sales,0.0,55+,Remote,2024-01-14
EMP_01469,4,3,5,4,4,4,4,3,3,3,6,3,4,3,5,6,6,6,,7,9,6,10,8,2,3,3,5,3,5,5,3,3,3,2,No,5,Operations,11.3,55+,Remote,2024-02-18
EMP_01470,3,3,4,2,2,3,3,3,4,3,4,,4,5,6,5,6,3,5,2,9,6,3,5,10,5,3,4,4,4,3,5,2,4,3,no,3,Operations,1.8,45-54,Remote,2024-01-15 10:00:00
EMP_01471,3,4,4,4,3,4,4,4,?,4,3,5,7,4,3,6,6,4,4,6,5,6,8,9,6,4,4,1,2,4,3,2,3,5,3,1,4,Finance,3.3,45-54,Hybrid,2024-02-16
EMP_01472,2,4,3,3,3,3,3,2,5,4,2,2,5,7,7,3,4,5,5,6,4,7,5,8,10,5,3,3,2,4,4,3,4,5,4,yes,5,Finance,0.3,18-24,Remote,2024-01-12
EMP_01473,4,4,5,5,2,3,N/A,3,3,3,6,5,5,6,4,3,1,,5,5,8,9,4,4,4,4,5,2,5,5,3,3,3,3,5,yes,7,HR,0.4,18-24,Hybrid,2024-01-15 10:00:00
EMP_01474,2,5,0,5,Don't know,3,5,5,4,?,4,4,4,4,5,2,4,4,5,6,8,4,10,7,5,5,4,4,3,3,5,2,4,5,4,1,1,Operations,1.6,45-54,On-site,2024-02-26
EMP_01475,4,5,3,4,3,2,2,5,3,3,7,4,6,5,4,6,5,3,4,,6,5,6,9,6,3,1,4,2,4,3,5,4,5,1,no,6,Product,6.2,45-54,Hybrid,2024-01-12
EMP_01476,4,2,4,4,3,5,3,6,3,2,7,5,6,5,3,5,5,7,5,,6,7,2,8,4,4,3,2,5,3,5,4,3,5,5,0,5,Sales,3.1,25-34,On-site,2024-01-09
EMP_01477,5,5,4,1,4,3,2,4,2,5,3,5,5,6,2,6,4,6,6,3,7,7,7,10,8,1,2,3,4,1,3,5,4,1,5,no,7,Marketing,1.8,35-44,On-site,2024-01-15 10:00:00
EMP_01478,3,3,3,Don't know,4,3,4,4,n/a,n/a,5,5,5,3,7,5,7,3,3,4,9,10,3,6,10,3,3,5,4,3,4,2,3,3,2,1,5,Product,0.8,25-34,Hybrid,2024-01-05
EMP_01479,5,4,4,4,n/a,5,3,N/A,2,3,,,3,3,2,5,7,3,4,1,8,7,8,9,8,2,5,4,3,3,3,1,5,2,3,No,4,Engineering,4.5,55+,Hybrid,2024-02-17
EMP_01480,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,No,4,Legal,1.8,18-24,Remote,2024-01-28
EMP_01481,?,5,3,2,4,4,4,5,2,4,5,4,4,6,5,7,4,5,7,3,5,7,4,0,6,5,2,3,4,3,4,3,2,4,3,Maybe,3,Product,4.7,55+,Remote,2024-01-24
EMP_01482,3,4,3,3,3,3,5,4,4,2,,4,5,5,5,5,5,3,3,7,4,8,5,8,10,4,2,5,3,2,2,1,4,3,1,no,2,Marketing,0.1,55+,Remote,2024-01-15 10:00:00
EMP_01483,4,3,3,5,3,4,3,7,4,3,7,7,,7,,5,5,6,7,,10,6,5,10,10,3,2,4,4,2,5,3,4,1,1,No,5,Marketing,0.1,35-44,Hybrid,2024-02-06
EMP_01484,3,3,3,3,3,3,4,4,5,4,4,6,5,4,7,4,7,,4,6,5,4,5,7,4,5,3,2,4,4,4,4,4,3,3,Maybe,2,Finance,0.3,18-24,Remote,2024-01-19
EMP_01485,3,6,5,2,4,5,4,0,4,Don't know,7,5,5,4,7,4,4,2,6,4,10,5,3,10,8,1,2,4,5,3,4,3,1,2,5,no,6,Operations,0.7,35-44,On-site,2024-02-19
EMP_01486,5,NA,Don't know,3,2,4,5,2,2,4,5,5,,3,5,1,6,5,3,4,8,5,2,6,8,3,2,4,1,2,4,4,5,4,3,no,4,Sales,1.2,55+,On-site,2024-01-15 10:00:00
EMP_01487,4,4,3,4,5,3,4,3,5,4,5,1,3,,4,3,7,7,2,6,6,3,7,6,10,2,2,3,5,3,3,3,5,4,5,no,6,Engineering,1.0,35-44,On-site,2024-02-08
EMP_01488,4,4,4,4,4,3,4,4,3,3,4,5,3,5,2,4,3,6,4,4,7,3,3,6,5,4,3,4,3,4,1,4,4,3,4,1,6,Engineering,2.4,18-24,Remote,2024-02-21
EMP_01489,4,3,3,5,7,NA,3,2,2,4,,5,5,7,4,3,4,2,4,6,7,10,10,8,6,3,2,2,5,4,5,2,3,3,2,no,4,Operations,3.4,25-34,Hybrid,2024-01-26
EMP_01490,5,3,3,4,4,5,3,2,3,3,2,7,3,5,3,4,5,5,7,4,5,5,9,10,6,2,4,2,2,3,2,3,2,4,3,Yes,5,HR,4.5,18-24,Hybrid,2024-01-15 10:00:00
EMP_01491,5,4,3,3,3,4,N/A,3,5,4,3,3,5,6,4,3,4,6,7,5,9,7,10,4,7,2,5,1,5,3,5,3,3,1,4,no,1,Product,0.5,45-54,Hybrid,2024-02-09
EMP_01492,3,4,4,3,4,1,5,2,3,3,3,1,4,3,2,6,5,4,6,6,4,8,5,7,7,3,2,3,5,2,4,1,4,4,3,No,6,Marketing,3.3,55+,Remote,2024-01-28
EMP_01493,3,4,4,3,5,3,3,4,4,2,6,5,4,5,4,4,6,4,2,5,7,8,2,5,6,5,2,5,3,3,2,1,4,3,3,Maybe,5,Operations,7.7,55+,Hybrid,2024-02-21
EMP_01494,3,4,5,7,3,4,1,3,3,3,5,4,7,6,5,6,3,7,5,3,3,10,6,8,9,4,2,4,2,4,2,2,4,3,3,1,6,Legal,4.5,25-34,Hybrid,2024-01-26
EMP_01495,5,3,5,4,3,5,4,4,3,2,6,4,5,4,,5,5,5,5,6,5,4,7,8,7,4,3,3,4,4,4,4,5,3,3,1,1,Product,2.3,18-24,Hybrid,2024-02-23
EMP_01496,5,4,4,4,4,4,4,5,5,3,4,5,3,6,,2,4,4,,3,6,4,6,7,7,2,5,3,4,3,3,4,4,3,4,Yes,5,Marketing,2.3,18-24,Remote,2024-01-15 10:00:00
EMP_01497,5,4,4,3,4,5,3,4,3,2,3,5,5,4,3,1,,7,6,5,8,5,8,5,6,1,2,4,3,5,2,3,4,4,5,Yes,6,Marketing,1.8,18-24,Remote,2024-02-20
EMP_01498,Don't know,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Maybe,2,Marketing,17.0,35-44,Remote,2024-01-10
EMP_01499,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Yes,2,Legal,0.7,25-34,Hybrid,2024-01-15 10:00:00
EMP_01500,5,1,4,5,5,NA,4,5,5,4,2,7,4,3,7,5,,5,7,5,7,10,8,7,8,5,4,3,4,4,3,5,4,5,5,0,1,Marketing,0.4,45-54,Hybrid,2024-01-15 10:00:00
EMP_01501,4,4,4,4,3,4,n/a,4,?,5,6,6,6,5,1,4,4,5,6,3,10,3,0,4,9,3,4,3,4,1,5,3,3,5,4,0,7,Sales,0.7,45-54,On-site,2024-01-15 10:00:00
EMP_01502,5,5,2,2,5,4,5,3,5,2,,3,3,5,7,3,1,3,6,4,5,10,10,4,6,2,2,2,3,1,4,3,3,1,4,0,4,Sales,7.0,45-54,Remote,2024-01-15 10:00:00
EMP_01503,3,3,2,3,3,4,3,5,4,3,5,3,5,5,7,7,4,7,6,2,5,7,9,5,7,4,5,5,2,2,5,5,3,3,3,yes,5,Legal,2.7,25-34,Hybrid,2024-01-16
EMP_01037,1,4,5,?,3,4,2,5,3,?,,7,6,5,,7,7,6,5,5,7,8,5,8,6,3,3,3,4,4,4,2,3,4,5,Maybe,4,HR,1.2,18-24,Hybrid,2024-01-15 10:00:00
EMP_01505,3,5,2,5,3,5,3,4,2,3,2,5,5,7,7,5,2,5,7,,5,8,5,8,3,4,3,4,1,2,5,3,2,4,1,yes,5,Legal,1.5,55+,Hybrid,2024-01-08
EMP_01506,2,3,5,4,3,3,2,4,4,2,7,5,7,1,5,6,4,5,5,3,8,3,5,7,6,3,4,2,4,4,4,3,3,3,4,Maybe,7,Engineering,3.0,45-54,Remote,2024-01-04
EMP_01507,3,2,2,4,4,4,5,2,4,2,1,4,7,3,6,3,4,5,7,2,5,7,9,9,7,3,2,1,2,3,3,3,1,2,4,Maybe,5,Product,8.5,18-24,Hybrid,2024-02-27
EMP_01508,3,3,3,2,Don't know,4,N/A,3,5,4,2,3,5,4,5,,3,7,7,4,3,6,5,10,6,1,5,3,3,2,4,3,5,4,2,yes,3,HR,1.3,35-44,On-site,2024-02-09
EMP_01509,5,3,4,5,3,4,2,4,N/A,3,,,3,2,5,4,2,5,2,3,6,5,8,3,6,3,5,4,3,4,2,5,4,3,5,yes,1,Engineering,1.8,35-44,Hybrid,2024-02-06
EMP_01510,5,5,4,NA,4,3,4,5,4,5,3,6,4,4,5,4,3,3,4,6,8,8,2,2,3,3,3,4,3,3,4,3,5,3,5,No,6,Finance,5.7,45-54,Remote,2024-01-19
EMP_01511,2,5,3,3,5,4,N/A,4,3,3,4,5,,4,2,7,5,5,4,6,5,7,6,4,7,4,3,4,2,3,3,5,3,4,4,yes,1,HR,3.8,55+,On-site,2024-01-15 10:00:00
EMP_01512,3,5,3,4,4,4,3,4,5,2,3,2,6,6,5,4,4,2,2,5,8,5,6,7,7,3,4,3,3,3,4,3,4,4,4,No,2,Sales,1.8,55+,Remote,2024-02-23
EMP_01513,4,6,n/a,5,5,5,2,0,5,2,5,,4,3,,7,7,5,6,5,9,7,9,5,6,4,4,3,5,4,2,3,3,4,3,Yes,3,Legal,3.3,18-24,On-site,2024-01-07
EMP_01514,4,3,3,7,2,4,4,4,4,4,4,4,7,,6,5,6,5,4,6,8,5,9,8,5,3,5,2,2,4,2,3,4,1,4,Yes,7,Legal,8.4,55+,Hybrid,2024-01-15 10:00:00
EMP_01515,4,3,4,4,4,3,2,n/a,4,1,5,2,7,5,6,6,5,6,6,4,1,6,9,9,8,4,2,2,2,5,1,3,4,5,3,0,1,Marketing,1.3,18-24,Hybrid,2024-02-14
EMP_01516,3,2,5,5,3,4,5,5,4,5,,,4,7,6,7,5,4,1,6,7,7,6,8,2,3,3,4,4,3,3,4,3,5,3,0,1,Marketing,1.6,55+,Hybrid,2024-01-15 10:00:00
EMP_01517,3,3,4,4,2,3,3,n/a,4,4,,4,,1,,4,6,3,7,3,7,5,7,8,8,3,4,5,2,3,5,4,4,5,4,0,3,HR,3.3,25-34,Hybrid,2024-02-15
EMP_01518,5,4,5,2,3,3,5,5,4,5,4,2,4,4,3,5,5,,1,4,8,10,1,7,10,2,5,2,4,3,1,3,3,5,3,Maybe,1,Sales,0.0,25-34,Remote,2024-02-26
EMP_01519,3,4,4,5,1,5,2,4,4,3,5,,,4,4,4,5,3,6,3,5,5,10,1,10,3,4,2,3,2,3,3,4,4,4,yes,2,Engineering,1.3,35-44,Remote,2024-01-16
EMP_01520,5,Don't know,3,3,5,n/a,4,?,2,NA,7,6,6,4,6,5,,2,6,4,6,9,6,7,7,1,4,3,2,2,3,5,3,2,4,yes,3,Legal,0.3,18-24,On-site,2024-01-15 10:00:00
EMP_01521,4,3,3,2,3,4,4,5,3,2,2,1,4,3,6,4,5,5,,5,9,7,7,5,5,2,4,4,3,3,3,4,3,2,3,0,3,Operations,1.3,55+,On-site,2024-01-22
EMP_01522,3,7,4,4,N/A,4,2,5,2,2,6,3,4,6,2,5,,4,5,4,7,6,4,7,6,2,5,3,3,5,4,3,4,4,3,yes,6,Sales,0.5,55+,Hybrid,2024-01-15 10:00:00
EMP_01523,3,4,2,2,4,4,4,4,4,4,2,3,6,7,5,4,4,5,4,5,1,8,8,4,3,3,4,4,5,3,1,4,2,5,2,Maybe,6,Legal,0.4,45-54,Hybrid,2024-01-15 10:00:00
EMP_01524,5,4,5,4,3,3,4,3,3,4,4,2,6,,5,,5,5,5,2,7,6,6,9,7,3,3,3,4,2,2,3,5,3,2,yes,3,Operations,0.2,18-24,On-site,2024-01-15 10:00:00
EMP_01525,3,2,3,1,3,3,3,2,3,4,3,5,4,3,3,5,3,3,6,3,10,10,10,8,4,5,1,3,2,2,5,5,4,2,2,yes,5,Finance,2.9,25-34,Hybrid,2024-01-26
EMP_01526,2,N/A,3,5,5,4,3,3,4,3,5,4,1,2,3,3,4,5,,3,5,6,9,8,10,5,5,3,5,4,2,2,3,1,2,Yes,4,Finance,2.6,55+,Remote,2024-02-20
EMP_01527,n/a,2,3,3,4,4,4,2,3,5,5,7,5,6,,2,3,4,6,,4,6,10,9,4,4,3,1,5,2,4,4,3,3,3,0,4,Legal,0.4,18-24,Remote,2024-01-02
EMP_01528,4,5,n/a,1,4,4,4,5,5,5,3,5,3,3,5,3,7,5,4,2,3,8,7,4,6,3,4,3,3,3,2,3,1,3,3,Yes,3,Marketing,6.7,55+,On-site,2024-01-20
EMP_01529,3,2,3,4,2,3,3,5,3,3,7,3,4,6,2,6,6,5,,4,9,9,7,7,4,4,2,4,4,3,4,3,4,3,3,1,7,Engineering,13.5,45-54,On-site,2024-01-15 10:00:00
EMP_01530,3,4,4,4,3,5,4,2,4,4,4,6,3,2,3,5,3,6,6,6,9,8,6,8,2,3,3,3,5,2,3,4,4,4,4,0,6,Product,7.5,45-54,On-site,2024-01-15 10:00:00
EMP_01531,3,1,4,Don't know,5,4,0,3,5,3,6,,3,5,1,3,5,6,6,5,10,7,8,6,7,4,4,4,3,1,2,4,3,3,3,0,5,HR,3.9,25-34,Hybrid,2024-01-24
EMP_01532,4,4,5,4,3,5,3,?,4,4,2,1,7,5,5,3,5,2,6,2,9,1,8,4,6,3,3,3,3,3,2,4,2,4,2,1,3,Operations,7.2,35-44,Hybrid,2024-01-15 10:00:00
EMP_01533,5,4,5,4,4,3,3,2,0,5,1,5,4,1,3,3,5,6,4,7,2,8,5,7,9,2,2,3,4,3,1,5,4,4,2,Maybe,1,Operations,0.1,45-54,Hybrid,2024-01-15 10:00:00
EMP_01534,4,4,2,5,4,2,NA,4,4,2,3,5,5,1,,5,4,3,6,7,4,7,7,9,7,2,4,3,4,4,3,4,3,4,3,yes,1,Marketing,0.5,25-34,On-site,2024-01-09
EMP_01698,2,?,2,N/A,4,5,2,3,4,3,3,5,4,6,4,3,7,6,4,3,5,4,5,8,2,2,3,2,4,5,4,5,3,4,2,No,3,Legal,6.9,25-34,Hybrid,2024-01-15 10:00:00
EMP_01536,3,4,4,5,4,4,3,2,4,5,1,2,3,5,4,4,4,4,4,3,7,6,10,7,4,5,4,3,4,3,5,3,4,4,5,Maybe,3,Product,3.2,55+,Remote,2024-01-15 10:00:00
EMP_01537,5,3,4,4,4,5,5,5,3,4,5,5,6,5,4,4,6,,6,3,8,8,8,6,5,2,4,4,4,5,2,1,3,5,3,Yes,7,Finance,3.2,25-34,Remote,2024-01-15 10:00:00
EMP_01538,5,4,4,4,3,4,1,5,5,4,4,4,5,7,,6,,7,5,3,7,7,4,8,9,4,4,4,5,4,3,3,4,3,4,Yes,2,Marketing,3.2,55+,Hybrid,2024-01-31
EMP_01539,5,3,4,4,2,4,4,4,3,5,4,5,5,3,3,,4,1,6,5,5,6,3,3,6,5,3,3,4,2,5,3,3,5,3,0,7,Finance,1.7,35-44,Remote,2024-01-15 10:00:00
EMP_01540,3,2,4,3,3,3,3,2,2,3,5,5,3,5,5,6,5,6,6,3,2,10,7,10,4,5,1,3,4,3,4,3,4,5,4,Maybe,6,Operations,9.6,55+,Hybrid,2024-01-15 10:00:00
EMP_01541,4,3,4,3,NA,4,3,3,4,5,5,3,7,3,4,7,1,3,,3,8,2,6,10,3,3,1,1,3,5,2,4,3,2,3,1,4,Legal,1.6,25-34,Hybrid,2024-01-15 10:00:00
EMP_01542,3,4,2,3,3,3,3,2,3,5,4,6,7,7,6,6,3,7,1,,10,9,7,7,4,4,3,2,4,2,4,4,5,1,4,Yes,3,Marketing,6.5,45-54,Hybrid,2024-02-12
EMP_01543,2,2,NA,4,5,5,2,4,4,4,3,1,6,6,4,6,2,,7,5,7,6,6,5,8,4,5,3,4,5,3,3,5,3,4,yes,5,Sales,1.8,55+,Remote,2024-01-15 10:00:00
EMP_01544,?,5,5,3,3,3,4,5,1,3,,2,,4,4,,3,7,4,,8,7,10,4,7,3,3,4,3,4,3,5,2,3,3,1,7,Legal,5.8,25-34,Hybrid,2024-01-15 10:00:00
EMP_01545,3,5,2,4,4,5,4,4,3,3,7,5,5,,5,,6,4,2,4,9,4,6,9,9,3,5,2,3,2,5,4,3,5,2,Maybe,4,Operations,1.7,45-54,Hybrid,2024-01-18
EMP_01546,3,3,4,5,3,3,3,3,n/a,4,6,5,5,5,6,,7,6,4,4,6,3,6,4,8,3,4,2,3,2,3,2,1,4,4,1,4,Product,4.7,55+,On-site,2024-01-15 10:00:00
EMP_01547,4,3,4,3,3,?,5,2,3,4,4,7,4,2,2,7,6,4,5,6,9,2,10,7,7,3,5,4,2,4,4,1,5,2,4,Yes,4,Legal,2.2,45-54,Remote,2024-01-15 10:00:00
EMP_01548,5,2,3,3,4,5,3,2,4,3,,5,2,5,1,5,5,4,5,6,10,5,5,10,8,3,2,5,4,3,3,3,3,5,3,1,5,HR,12.8,18-24,On-site,2024-01-15 10:00:00
EMP_01549,4,3,4,3,4,3,4,4,3,4,5,2,7,5,3,6,7,,,4,4,6,7,6,7,4,5,2,3,4,3,5,1,5,2,Maybe,2,Sales,4.2,18-24,Remote,2024-02-08
EMP_01550,4,3,1,5,5,3,4,?,2,2,3,3,6,4,6,2,3,6,2,3,8,4,3,10,8,3,3,4,3,1,4,3,2,3,3,no,5,Legal,4.7,55+,On-site,2024-02-23
EMP_01551,5,5,4,NA,5,3,3,4,NA,3,4,2,4,7,4,4,3,4,4,4,8,4,5,8,7,2,3,5,4,2,3,2,4,2,4,1,1,Engineering,0.7,45-54,Hybrid,2024-02-22
EMP_01552,5,5,3,3,5,N/A,4,3,3,4,5,3,2,2,3,5,5,5,4,3,10,8,8,9,5,4,3,4,3,2,2,1,2,3,3,Yes,5,Marketing,7.3,18-24,Remote,2024-01-05
EMP_01553,3,3,3,4,3,3,4,4,4,3,4,6,7,4,7,2,,7,1,3,3,9,5,4,8,5,4,1,3,3,5,3,4,4,3,No,6,Operations,0.0,18-24,Hybrid,2024-01-15 10:00:00
EMP_01554,3,3,4,5,4,4,4,5,1,2,7,,6,4,,3,,6,3,6,10,5,10,6,7,4,5,3,2,5,3,5,3,5,1,No,7,Legal,0.6,35-44,Hybrid,2024-01-19
EMP_01555,3,2,5,4,4,2,3,3,5,3,4,1,6,5,3,1,4,7,3,3,10,6,7,5,10,3,5,3,4,3,4,4,3,1,3,yes,3,Product,9.1,25-34,Hybrid,2024-01-15 10:00:00
EMP_01556,4,3,5,1,3,N/A,0,5,5,3,6,3,3,4,4,7,4,2,1,3,6,4,9,7,5,2,5,4,5,5,1,3,3,1,4,0,3,Operations,1.7,25-34,Hybrid,2024-01-25
EMP_01557,3,0,4,2,3,5,4,5,4,2,,2,4,4,6,6,5,6,6,5,9,5,2,4,6,4,3,2,4,3,3,4,2,5,3,0,2,Engineering,3.6,18-24,On-site,2024-02-20
EMP_01558,3,4,4,4,2,3,3,4,5,5,4,5,4,7,3,5,6,4,4,7,6,6,7,5,2,4,4,4,5,3,4,3,3,5,4,Yes,7,HR,0.7,55+,Hybrid,2024-01-15 10:00:00
EMP_01866,5,3,3,3,5,3,3,3,4,5,3,1,4,,5,2,4,4,7,5,8,6,7,9,6,5,3,3,5,2,4,4,4,4,3,0,7,HR,1.4,45-54,Remote,2024-01-30
EMP_01560,3,5,5,4,4,3,4,6,4,4,4,5,3,6,,3,,6,1,6,6,2,7,7,5,3,3,4,2,1,3,2,5,2,4,no,7,HR,0.5,18-24,Hybrid,2024-02-03
EMP_01561,3,5,NA,3,3,0,5,2,5,3,4,3,3,5,4,3,7,6,7,,4,5,4,7,6,1,4,2,4,4,5,2,5,5,4,yes,6,Engineering,1.7,18-24,Remote,2024-01-15 10:00:00
