shipment_id,order_date,ship_date,delivery_date,carrier,origin_city,destination_city,product_id,product_category,weight,quantity,shipping_cost,delivery_status,days_in_transit,on_time,damage_reported,tracking_number,customer_id,region,priority
SHP-654004,2022-10-05,2022-10-08,2022-10-27,usps,Phoenix,Seattle,SKU-47685,Food,134.75,26,533.96,Pending,19,no,False,1Z8199250709,CUST-38708,Southwest,standard
SHP-837353,2024-03-19,2024-03-20,2024-04-04,dhl,Miami,Minneapolis,SKU-63180,Electronics,232.68,15,604.31,Del.,15,No,False,1Z9417853646,CUST-16896,West,standard
SHP-251595,2024-02-14,2024-02-16,2024-02-26,DHL,Phoenix,Boston,SKU-85766,Food,269.54,86,784.53,In Transit,10,N,False,1Z8299604923,CUST-94689,Northeast,Medium
SHP-433431,2023-04-01,2023-04-04,2023-04-18,ups,Chicago,Denver,SKU-76484,Clothing,823.76,47,105.15,TRANSIT,14,N,False,1Z1296761451,CUST-80959,West,High
SHP-105236,2023-10-31,2023-11-02,2023-11-22,Federal Express,Atlanta,Seattle,SKU-68671,Clothing,28.66,98,122.77,returned,20,Yes,False,1Z2416877387,CUST-28831,Midwest,High
SHP-147736,2022-11-14,2022-11-17,2022-11-27,FedEx,Chicago,Detroit,SKU-68100,Auto,430.1,73,676.38,In Transit,10,Y,False,1Z7977994688,CUST-31219,Midwest,Low
SHP-705189,2023-05-13,2023-05-16,2023-06-04,USPS,Houston,Las Vegas,SKU-24509,Medical,66.18,33,457.28,In Transit,19,Yes,False,1Z6227187466,CUST-15786,Southwest,Low
SHP-376120,2022-09-03,2022-09-05,2022-09-09,FedEx,Miami,Minneapolis,SKU-40784,Food,494.57,97,702.98,Pending,4,Yes,False,1Z2149870700,CUST-92199,Midwest,High
SHP-514509,2023-07-25,2023-07-29,2023-08-09,UPS,Houston,Seattle,SKU-76001,Electronics,432.75,1,322.63,TRANSIT,11,1,False,1Z5182300375,CUST-29144,Southwest,High
SHP-419483,2022-03-25,2022-03-26,2022-04-01,UPS,Houston,Detroit,SKU-63379,Clothing,486.89,58,543.64,Returned,6,Yes,False,1Z7202669193,CUST-87769,Midwest,URGENT
SHP-187656,2024-05-26,2024-05-28,2024-05-26,United Parcel Service,Phoenix,Seattle,SKU-92627,Food,472.89,92,274.87,DELIVERED,15,1,False,1Z7115254719,CUST-83059,South,Standard
SHP-561098,2023-03-18,2023-03-22,2023-03-29,dhl,Miami,Austin,SKU-55017,Industrial,274.19,91,501.18,Pending,7,Y,False,1Z2518699933,CUST-84165,West,High
SHP-134774,2023-07-18,2023-07-21,2023-08-07,Federal Express,Houston,Minneapolis,SKU-75316,Industrial,120.13,95,499.53,returned,17,Yes,False,1Z3304691335,CUST-92304,Midwest,URGENT
SHP-987255,2023-09-22,2023-09-26,2023-09-30,Federal Express,Chicago,Denver,SKU-65499,Electronics,871.66,80,441.84,Delivered,4,1,False,1Z3178227265,CUST-90628,Southwest,Low
SHP-590284,2023-11-18,2023-11-20,2023-12-01,usps,Los Angeles,Minneapolis,SKU-59354,Auto,381.53,80,236.54,Delivered,11,0,False,1Z7115101459,CUST-44138,Southwest,Standard
SHP-828999,2022-01-02,2022-01-06,2022-01-20,dhl,Dallas,Denver,SKU-64518,Food,120.69,99,685.7,returned,14,Y,0,1Z6126436807,CUST-39752,West,Low
SHP-588954,2023-01-05,2023-01-07,2023-01-22,usps,Atlanta,Seattle,SKU-33942,Electronics,1061.35,30,95.58,In Transit,15,Y,False,1Z3431257352,CUST-24852,West,Standard
SHP-501396,2022-02-05,2022-02-09,2022-02-12,usps,Houston,Portland,SKU-11352,Furniture,251.0,59,688.26,D,3,no,False,1Z8845158830,CUST-18410,Northeast,Medium
SHP-402508,2023-11-24,2023-11-27,2023-12-06,USPS,New York,Austin,SKU-56700,Clothing,190.81,96,211.17,delivered,9,1,False,1Z7821881161,CUST-14811,Southwest,standard
SHP-282300,2022-11-25,2022-11-28,2022-12-09,UPS,Houston,Denver,SKU-65269,Medical,69.8,12,640.26,Delivered,11,1,False,1Z6716786774,CUST-11042,Northeast,Low
SHP-824506,2022-08-04,2022-08-07,2022-08-06,usps,New York,Detroit,SKU-13189,Food,108.84,92,766.18,PENDING,9,no,False,1Z5534218162,CUST-29314,Midwest,URGENT
SHP-342014,2022-08-26,2022-08-28,2022-09-15,DHL,New York,Portland,SKU-82952,Auto,807.0,23,65.64,Delivered,18,No,False,,CUST-66353,Midwest,standard
SHP-292640,2022-07-18,2022-07-21,2022-08-01,DHL,New York,Seattle,SKU-46064,Food,241.78,99,361.94,In Transit,11,No,True,1Z4000640361,CUST-73460,West,High
SHP-192959,2024-06-25,2024-06-29,2024-07-04,fedex,New York,Boston,SKU-92649,Auto,18.93,83,712.37,Del.,5,N,False,1Z3250726093,CUST-46128,West,Low
SHP-118898,2023-01-27,2023-01-31,2023-02-11,UPS,Miami,Portland,SKU-68536,Industrial,185.45,21,18.81,Pending,11,yes,False,1Z2853332673,CUST-81858,Southwest,Low
SHP-441858,2022-12-12,2022-12-15,2023-01-03,United Parcel Service,Atlanta,Denver,SKU-39404,Electronics,401.8,18,22.04,delivered,19,1,False,1Z1435211412,CUST-40362,West,standard
SHP-197545,2023-09-05,2023-09-09,2023-09-21,fedex,Miami,Las Vegas,SKU-22065,Clothing,95.99,34,355.06,Delivered,12,Yes,False,,CUST-29246,Southwest,Low
SHP-682979,2023-04-10,2023-04-14,2023-04-24,UPS,Phoenix,Minneapolis,SKU-37321,Clothing,282.5,19,421.09,In Transit,10,1,False,1Z3897872492,CUST-52080,Northeast,High
SHP-143569,2024-05-23,2024-05-25,2024-06-09,USPS,New York,Boston,SKU-19433,Electronics,159.79,67,508.68,Delivered,15,yes,False,,CUST-24985,Northeast,standard
SHP-537043,2024-04-08,2024-04-11,2024-04-25,FedEx,New York,Portland,SKU-10635,Auto,167.23,77,568.85,Delivered,14,no,False,1Z8596946105,CUST-84440,Southwest,High
SHP-239719,2023-06-20,2023-06-24,2023-07-03,fedex,Dallas,Seattle,SKU-41803,Clothing,3.71,34,124.59,Pending,9,Y,False,1Z6626941110,CUST-24075,Northeast,Standard
SHP-202986,2023-09-15,2023-09-17,2023-09-30,USPS,Phoenix,Seattle,SKU-73746,Food,348.33,27,177.08,Delivered,13,no,False,1Z3622470106,CUST-61467,Midwest,standard
SHP-842452,2022-06-03,2022-06-04,2022-06-08,FedEx,Chicago,Las Vegas,SKU-21105,Electronics,211.72,60,53.2,DELIVERED,4,No,False,1Z8413026984,CUST-26799,West,standard
SHP-521411,2023-10-13,2023-10-15,2023-10-24,FedEx,Dallas,Minneapolis,SKU-27994,Furniture,61.85,84,28.35,PENDING,9,no,False,1Z5695028452,CUST-11859,South,Low
SHP-424478,2023-04-11,2023-04-12,2023-04-21,fedex,Atlanta,Portland,SKU-95579,Clothing,21.46,9,305.56,delivered,9,N,False,1Z5507751526,CUST-20388,Midwest,Medium
SHP-933373,2023-02-03,2023-02-07,2023-02-17,UPS,Dallas,Austin,SKU-73971,Medical,133.38,49,637.16,D,10,no,False,1Z9039632057,CUST-17954,Southwest,Medium
SHP-285461,2024-01-28,2024-01-29,2024-02-18,dhl,Phoenix,Austin,SKU-17599,Auto,485.69,14,426.61,delivered,20,Yes,False,1Z6521715113,CUST-28819,West,URGENT
SHP-139104,2022-11-16,2022-11-20,2022-11-25,USPS,New York,Portland,SKU-22573,Medical,385.16,62,330.37,TRANSIT,5,No,False,1Z4981508681,CUST-29954,Northeast,Medium
SHP-964137,2023-09-14,2023-09-18,2023-09-26,FedEx,Los Angeles,Austin,SKU-13176,Electronics,457.46,93,76.02,Delivered,8,Yes,False,1Z5331175892,CUST-68347,South,Low
SHP-400651,2024-03-25,2024-03-27,2024-04-16,United Parcel Service,New York,Austin,SKU-37612,Food,232.37,34,540.76,TRANSIT,20,Y,False,1Z2702093709,CUST-27092,Midwest,Standard
SHP-568991,2023-11-11,2023-11-12,2023-11-30,usps,New York,Boston,SKU-50861,Clothing,384.07,46,718.04,returned,18,yes,True,1Z4510733012,CUST-31788,South,Standard
SHP-342372,2022-12-26,2022-12-28,2023-01-04,fedex,Miami,Las Vegas,SKU-11393,Food,148.41,23,54.29,Pending,7,No,False,1Z8518741727,CUST-51885,Northeast,URGENT
SHP-766591,2023-05-29,2023-06-01,2023-06-09,UPS,Los Angeles,Austin,SKU-90093,Furniture,257.89,1,550.42,in_transit,8,yes,False,1Z1719081306,CUST-32693,West,Medium
SHP-951684,2022-04-16,2022-04-17,2022-04-27,usps,Atlanta,Boston,SKU-53609,Clothing,661.14,32,514.43,Delivered,10,N,False,1Z1970253695,CUST-80264,Midwest,standard
SHP-454146,2023-05-11,2023-05-12,2023-05-26,UPS,Chicago,Minneapolis,SKU-20167,Furniture,610.79,18,724.29,PENDING,14,Yes,False,1Z8606593140,CUST-38297,Midwest,Standard
SHP-182290,2022-12-02,2022-12-05,2022-12-01,dhl,Chicago,Las Vegas,SKU-43288,Industrial,126.18,81,398.27,PENDING,5,Y,False,1Z3809313576,CUST-45102,South,standard
SHP-258412,2024-06-26,2024-06-28,2024-07-02,FedEx,New York,Las Vegas,SKU-39009,Clothing,465.43,69,112.26,Delivered,4,Yes,False,,CUST-62409,Southwest,Low
SHP-602411,2024-03-12,2024-03-13,2024-03-17,usps,Miami,Seattle,SKU-40229,Medical,150.73,99,371.31,Pending,4,yes,True,1Z8798777316,CUST-33418,West,Medium
SHP-694108,2023-12-23,2023-12-24,2024-01-12,UPS,Miami,Boston,SKU-35573,Clothing,734.84,49,771.38,Pending,19,N,False,1Z9825639211,CUST-59366,South,URGENT
SHP-376691,2024-06-25,2024-06-27,2024-06-30,dhl,Los Angeles,Denver,SKU-67049,Industrial,203.19,89,507.65,In Transit,3,N,False,1Z6320870780,CUST-70075,Northeast,Medium
SHP-825026,2023-05-27,2023-05-30,2023-06-18,usps,Phoenix,Boston,SKU-25815,Industrial,435.72,15,74.0,Delivered,19,No,False,,CUST-94609,South,Low
SHP-676299,2023-08-07,2023-08-10,2023-08-07,FedEx,New York,Las Vegas,SKU-93322,Industrial,293.19,90,406.2,Returned,10,1,True,1Z8037052153,CUST-85898,Northeast,standard
SHP-308124,2023-07-25,2023-07-26,2023-08-04,FedEx,Phoenix,Denver,SKU-84936,Electronics,189.18,81,494.67,Returned,9,No,False,1Z8545882419,CUST-65876,Midwest,Standard
SHP-488897,2022-05-19,2022-05-20,2022-05-23,UPS,Los Angeles,Boston,SKU-19256,Auto,570.78,64,142.85,Delivered,3,0,False,1Z8610994614,CUST-74859,West,URGENT
SHP-654000,2022-07-20,2022-07-22,2022-07-25,fedex,Phoenix,Detroit,SKU-11798,Industrial,171.95,28,654.12,Delivered,3,Yes,False,,CUST-33457,Northeast,High
SHP-109849,2024-05-17,2024-05-19,2024-05-30,UPS,Phoenix,Boston,SKU-77247,Medical,369.57,77,42.45,Returned,11,no,False,1Z8792285720,CUST-38145,West,URGENT
SHP-542981,2023-10-16,2023-10-19,2023-11-01,usps,New York,Austin,SKU-20160,Auto,927.97,47,538.06,delivered,13,Yes,,1Z6558026265,CUST-28887,South,Standard
SHP-439227,2022-02-28,2022-03-03,2022-03-18,FedEx,Houston,Las Vegas,SKU-75709,Food,455.57,89,369.16,DELIVERED,15,0,True,1Z3128273671,CUST-63717,Northeast,URGENT
SHP-661078,2024-02-28,2024-03-01,2024-03-19,DHL,Phoenix,Denver,SKU-40492,Clothing,529.7,25,431.96,Delivered,18,yes,True,1Z1004304416,CUST-41847,West,Medium
SHP-969617,2022-01-08,2022-01-11,2022-01-18,FedEx,Atlanta,Austin,SKU-63621,Medical,492.78,70,367.45,D,7,Y,False,1Z1379101914,CUST-37321,Southwest,Low
SHP-106884,2023-05-08,2023-05-11,2023-05-08,fedex,Atlanta,Denver,SKU-23289,Industrial,699.99,51,153.61,Pending,9,No,False,1Z4844855368,CUST-98310,West,Standard
SHP-927887,2022-05-14,2022-05-15,2022-05-19,UPS,Atlanta,Detroit,SKU-46580,Medical,930.44,64,380.72,Delivered,4,Yes,False,1Z2667533935,CUST-70668,South,Medium
SHP-538504,2022-11-23,2022-11-25,2022-12-04,DHL,Miami,Austin,SKU-65302,Furniture,444.61,49,15.81,Del.,9,no,False,1Z2761504069,CUST-66917,West,URGENT
SHP-123591,2024-06-11,2024-06-12,2024-06-25,USPS,Houston,Portland,SKU-47269,Auto,215.68,44,777.39,In Transit,13,N,False,1Z8334471099,CUST-52629,West,URGENT
SHP-558195,2023-07-26,2023-07-29,2023-08-18,DHL,Phoenix,Seattle,SKU-88693,Clothing,71.18,8,178.65,Pending,20,Yes,0,1Z5400698703,CUST-33137,South,standard
SHP-761444,2024-05-27,2024-05-30,2024-06-15,ups,Chicago,Detroit,SKU-75685,Clothing,61.26,71,506.59,Delivered,16,Yes,False,1Z9538578100,CUST-91587,West,Low
SHP-444063,2022-01-07,2022-01-11,2022-01-21,Federal Express,Phoenix,Austin,SKU-46720,Furniture,518.79,24,376.72,Returned,10,yes,False,1Z8286846318,CUST-21627,South,Low
SHP-292846,2023-11-17,2023-11-20,2023-12-03,DHL,Los Angeles,Austin,SKU-86155,Food,85.88,64,172.87,Delivered,13,yes,,1Z1439307899,CUST-64776,South,High
SHP-105334,2023-07-11,2023-07-14,2023-07-30,FedEx,Atlanta,Las Vegas,SKU-93891,Auto,790.18,31,230.42,Pending,16,yes,False,1Z9808331936,CUST-23406,Midwest,High
SHP-996256,2022-02-14,2022-02-15,2022-02-18,FedEx,Atlanta,Portland,SKU-51401,Furniture,32.91,40,179.67,TRANSIT,3,N,False,1Z2478745201,CUST-17411,West,High
SHP-500961,2024-02-08,2024-02-10,2024-02-15,FedEx,New York,Denver,SKU-85044,Auto,323.38,73,702.52,Delivered,5,Yes,,1Z5671026877,CUST-91266,West,High
SHP-732185,2023-12-05,2023-12-07,2023-12-24,fedex,Houston,Seattle,SKU-82799,Industrial,40.63,58,132.26,In Transit,17,Y,False,1Z7534743933,CUST-45723,Northeast,Medium
SHP-233521,2023-10-15,2023-10-16,2023-11-01,UPS,Miami,Las Vegas,SKU-83426,Electronics,141.27,26,53.55,Delivered,16,1,False,1Z5291497620,CUST-57038,Northeast,Standard
SHP-334114,2022-04-30,2022-05-03,2022-05-13,Federal Express,Atlanta,Seattle,SKU-75058,Clothing,25.12,63,483.01,Delivered,10,yes,False,1Z8440631042,CUST-61086,Northeast,Standard
SHP-666306,2023-04-01,2023-04-03,2023-04-23,usps,Dallas,Portland,SKU-27530,Electronics,469.28,4,285.72,In Transit,20,yes,False,1Z9229772224,CUST-46194,South,URGENT
SHP-595915,2023-09-20,2023-09-21,2023-09-25,usps,Atlanta,Seattle,SKU-49172,Auto,228.85,64,345.47,in_transit,4,1,False,1Z5090759915,CUST-44204,Southwest,High
SHP-392422,2022-10-21,2022-10-24,2022-11-01,Federal Express,Dallas,Las Vegas,SKU-46040,Clothing,129.61,56,382.51,delivered,8,1,0,1Z2227940897,CUST-88637,South,Medium
SHP-669810,2022-02-19,2022-02-22,2022-03-11,USPS,Los Angeles,Boston,SKU-15010,Industrial,1005.28,96,711.15,Pending,17,N,False,1Z8688263035,CUST-34894,Midwest,Medium
SHP-388006,2023-02-22,2023-02-26,2023-03-01,DHL,New York,Austin,SKU-74067,Electronics,39.24,49,99.06,Returned,3,yes,False,1Z4993594032,CUST-77184,Southwest,Medium
SHP-993808,2022-04-29,2022-05-01,2022-05-20,UPS,Los Angeles,Austin,SKU-28785,Food,452.63,64,36.63,Pending,19,No,False,1Z2370098105,CUST-92844,South,Medium
SHP-841163,2022-02-07,2022-02-08,2022-02-17,fedex,Houston,Portland,SKU-67274,Medical,381.74,32,674.86,Returned,9,0,True,1Z7760158806,CUST-89617,Northeast,standard
SHP-103000,2024-01-03,2024-01-04,2024-01-18,fedex,New York,Denver,SKU-92926,Food,146.05,98,573.56,In Transit,14,no,False,1Z9756490541,CUST-85518,Northeast,URGENT
SHP-491144,2023-08-10,2023-08-14,2023-08-27,DHL,Chicago,Las Vegas,SKU-89087,Clothing,989.08,30,151.73,Delivered,13,yes,False,1Z7557952466,CUST-26103,Northeast,standard
SHP-888431,2023-05-11,2023-05-12,2023-06-01,ups,Houston,Seattle,SKU-74383,Clothing,443.72,89,383.05,DELIVERED,20,0,False,1Z6206647084,CUST-62773,Southwest,High
SHP-252673,2022-09-27,2022-09-30,2022-10-14,USPS,Atlanta,Austin,SKU-76340,Industrial,466.03,66,62.44,returned,14,0,False,1Z5611875690,CUST-55190,Midwest,standard
SHP-653078,2022-07-21,2022-07-24,2022-08-04,FedEx,Dallas,Minneapolis,SKU-65097,Auto,402.15,70,497.44,In Transit,11,no,False,1Z1039091228,CUST-28967,Southwest,Standard
SHP-217002,2022-02-12,2022-02-13,2022-02-27,FedEx,Dallas,Denver,SKU-80054,Electronics,103.75,51,491.81,Delivered,14,yes,False,1Z4677195502,CUST-36731,South,Low
SHP-615532,2022-12-20,2022-12-23,2023-01-11,United Parcel Service,New York,Boston,SKU-66062,Clothing,266.31,72,520.07,returned,19,N,False,1Z1193931228,CUST-24983,Midwest,standard
SHP-703479,2024-05-22,2024-05-24,2024-06-03,ups,Houston,Las Vegas,SKU-85895,Clothing,930.39,38,229.08,delivered,10,yes,False,1Z1712169976,CUST-65775,Northeast,standard
SHP-773095,2023-06-16,2023-06-19,2023-06-25,usps,Chicago,Seattle,SKU-73983,Auto,29.77,93,439.65,in_transit,6,1,1,1Z7360403043,CUST-72404,Southwest,URGENT
SHP-520306,2023-01-29,2023-01-30,2023-01-26,USPS,New York,Las Vegas,SKU-78201,Furniture,318.31,84,483.47,Delivered,14,Yes,False,,CUST-71028,West,URGENT
SHP-752519,2022-04-24,2022-04-26,2022-05-10,FedEx,Phoenix,Boston,SKU-19924,Auto,457.36,74,111.96,Delivered,14,No,True,,CUST-60880,Midwest,Medium
SHP-948732,2023-11-07,2023-11-11,2023-11-25,DHL,Chicago,Denver,SKU-53605,Electronics,737.84,22,768.08,In Transit,14,0,1,1Z5360348688,CUST-64561,South,Medium
SHP-117528,2022-06-29,2022-07-02,2022-07-11,UPS,Dallas,Las Vegas,SKU-29161,Auto,243.2,45,678.02,Returned,9,Y,False,1Z5567654658,CUST-61349,Southwest,standard
SHP-644090,2022-03-23,2022-03-26,2022-03-29,UPS,Miami,Boston,SKU-92870,Medical,817.69,55,708.36,Delivered,3,0,False,,CUST-64393,South,Medium
SHP-101625,2023-09-09,2023-09-10,2023-09-13,UPS,Los Angeles,Portland,SKU-61426,Electronics,612.38,70,610.39,delivered,3,Yes,False,1Z1581290376,CUST-70455,Northeast,Medium
SHP-706652,2023-12-01,2023-12-02,2023-12-19,United Parcel Service,Chicago,Austin,SKU-78787,Clothing,401.28,85,583.33,TRANSIT,17,Y,False,1Z9695567343,CUST-29879,West,Low
SHP-756933,2024-02-25,2024-02-29,2024-03-10,dhl,Los Angeles,Denver,SKU-28600,Electronics,100.59,40,347.15,Delivered,10,0,False,1Z1076691481,CUST-67848,South,URGENT
SHP-767095,2022-08-28,2022-08-29,2022-08-28,FedEx,Houston,Minneapolis,SKU-59495,Medical,136.67,5,396.48,In Transit,16,yes,False,1Z1097686145,CUST-51131,Midwest,Standard
SHP-370748,2022-12-19,2022-12-22,2023-01-02,Federal Express,Chicago,Austin,SKU-32393,Clothing,391.46,75,675.8,delivered,11,No,False,1Z6872743490,CUST-67794,West,Low
SHP-479300,2023-12-03,2023-12-04,2023-12-22,USPS,Phoenix,Portland,SKU-95586,Food,416.23,10,75.37,Delivered,18,1,False,,CUST-55961,Northeast,Medium
SHP-839129,2024-03-12,2024-03-15,2024-03-18,usps,Los Angeles,Portland,SKU-32154,Clothing,543.35,71,155.39,In Transit,3,1,False,1Z6602530127,CUST-40035,Southwest,High
SHP-328962,2024-01-20,2024-01-22,2024-01-18,usps,Miami,Detroit,SKU-30243,Electronics,138.35,31,297.58,delivered,8,no,False,1Z3436087487,CUST-90636,West,Medium
SHP-721973,2022-10-30,2022-11-01,2022-11-19,FedEx,Atlanta,Portland,SKU-44010,Furniture,206.21,1,349.61,In Transit,18,yes,1,1Z3251008107,CUST-99301,Southwest,Low
SHP-648535,2023-06-28,2023-07-02,2023-07-07,UPS,Chicago,Detroit,SKU-55918,Clothing,512.77,74,669.33,In Transit,5,Y,False,1Z8409438937,CUST-18734,Southwest,Low
SHP-871000,2024-03-17,2024-03-20,2024-04-03,USPS,Miami,Minneapolis,SKU-59792,Electronics,65.57,87,722.37,Del.,14,No,False,1Z1371154565,CUST-84551,Northeast,standard
SHP-875787,2022-08-18,2022-08-21,2022-09-09,fedex,New York,Portland,SKU-34524,Industrial,186.47,21,646.55,PENDING,19,Yes,False,1Z8569236470,CUST-39155,Midwest,standard
SHP-955293,2022-11-30,2022-12-01,2022-12-04,FedEx,Chicago,Seattle,SKU-28255,Food,178.18,77,83.64,Delivered,3,1,False,1Z7420587256,CUST-51319,Southwest,Medium
SHP-962594,2024-06-23,2024-06-26,2024-07-10,DHL,Atlanta,Portland,SKU-49241,Clothing,354.92,50,439.24,returned,14,Y,False,1Z5229253096,CUST-96050,West,Medium
SHP-818026,2023-02-06,2023-02-08,2023-02-12,dhl,Atlanta,Las Vegas,SKU-15741,Clothing,32.12,61,575.92,Delivered,4,no,False,1Z7354501961,CUST-46311,South,standard
SHP-176051,2022-02-20,2022-02-23,2022-02-19,UPS,Los Angeles,Denver,SKU-10298,Electronics,328.83,25,446.68,Returned,6,N,False,1Z7280657255,CUST-15555,Southwest,Standard
SHP-880181,2023-10-03,2023-10-04,2023-10-07,Federal Express,Dallas,Detroit,SKU-64214,Auto,441.29,9,329.07,Pending,3,0,1,1Z1765927012,CUST-74001,Southwest,URGENT
SHP-325659,2023-04-23,2023-04-26,2023-05-05,DHL,Dallas,Minneapolis,SKU-58217,Medical,605.37,88,343.27,In Transit,9,no,,1Z6551450996,CUST-90622,West,standard
SHP-680257,2024-06-01,2024-06-04,2024-06-09,UPS,Houston,Seattle,SKU-88535,Auto,250.18,70,502.22,PENDING,5,1,False,1Z9169298652,CUST-26366,Southwest,Medium
SHP-917973,2024-05-23,2024-05-24,2024-06-13,DHL,New York,Seattle,SKU-93202,Food,831.41,70,509.66,In Transit,20,1,False,1Z1642614928,CUST-12138,Southwest,standard
SHP-428732,2023-01-26,2023-01-28,2023-02-03,ups,Dallas,Austin,SKU-78550,Furniture,382.72,25,249.13,Delivered,6,no,False,,CUST-99661,Northeast,Standard
SHP-815099,2022-10-18,2022-10-19,2022-10-17,UPS,Phoenix,Boston,SKU-14735,Medical,249.08,44,309.19,returned,11,0,False,1Z1665049031,CUST-11297,Midwest,High
SHP-614886,2023-06-22,2023-06-24,2023-07-01,DHL,New York,Denver,SKU-29504,Auto,137.58,16,126.55,Delivered,7,Yes,False,1Z9863944000,CUST-60638,Northeast,URGENT
SHP-581437,2023-09-20,2023-09-23,2023-10-12,UPS,Atlanta,Seattle,SKU-39532,Food,24.71,99,707.47,delivered,19,Yes,True,1Z4111873331,CUST-80769,Southwest,High
SHP-170328,2022-04-15,2022-04-18,2022-04-26,UPS,Los Angeles,Detroit,SKU-55616,Food,422.19,74,696.09,TRANSIT,8,No,False,1Z2452919885,CUST-27953,West,standard
SHP-566181,2024-04-25,2024-04-27,2024-05-08,DHL,Los Angeles,Denver,SKU-23856,Medical,285.1,99,529.67,Delivered,11,Y,False,1Z3292967097,CUST-76044,Southwest,High
SHP-504857,2023-11-08,2023-11-12,2023-11-23,usps,Houston,Austin,SKU-46255,Furniture,398.13,60,717.52,In Transit,11,yes,False,1Z4598201588,CUST-68775,South,Medium
SHP-668518,2023-09-09,2023-09-13,2023-09-16,DHL,Miami,Detroit,SKU-62048,Clothing,233.1,66,392.52,Delivered,3,1,False,1Z6758607466,CUST-65053,South,standard
SHP-124985,2024-06-19,2024-06-23,2024-07-04,ups,Miami,Las Vegas,SKU-17415,Auto,905.57,91,703.97,Delivered,11,yes,True,1Z2412569486,CUST-97699,Southwest,Low
SHP-154548,2023-05-05,2023-05-07,2023-05-18,usps,Miami,Seattle,SKU-57404,Electronics,256.35,36,596.71,In Transit,11,No,False,1Z8143600495,CUST-74942,West,standard
SHP-193740,2023-02-15,2023-02-19,2023-03-10,usps,Chicago,Portland,SKU-10209,Clothing,208.62,2,146.09,Delivered,19,0,False,,CUST-79888,West,Medium
SHP-554577,2024-06-15,2024-06-19,2024-07-05,USPS,Los Angeles,Austin,SKU-57735,Clothing,76.15,55,638.85,Returned,16,no,True,1Z3611774046,CUST-12585,South,standard
SHP-327185,2023-11-04,2023-11-07,2023-11-12,ups,Miami,Denver,SKU-75636,Auto,354.74,37,127.82,Delivered,5,Y,False,,CUST-34294,Northeast,High
SHP-596765,2022-06-20,2022-06-21,2022-06-20,UPS,Chicago,Seattle,SKU-88865,Furniture,743.55,98,499.04,in_transit,11,0,True,1Z6927012285,CUST-21739,West,High
SHP-524864,2022-04-08,2022-04-12,2022-04-28,USPS,New York,Austin,SKU-23826,Food,949.07,7,142.47,Delivered,16,yes,False,1Z7361354425,CUST-87146,Midwest,URGENT
SHP-424358,2022-01-27,2022-01-28,2022-02-16,UPS,Houston,Las Vegas,SKU-33162,Food,29.74,97,763.12,In Transit,19,1,False,1Z8949474225,CUST-57471,West,Medium
SHP-581616,2022-02-11,2022-02-13,2022-02-27,Federal Express,Phoenix,Las Vegas,SKU-69648,Industrial,236.49,70,489.4,Delivered,14,Y,False,,CUST-22981,South,Low
SHP-615318,2023-05-27,2023-05-28,2023-06-14,UPS,New York,Boston,SKU-39002,Electronics,50.68,73,106.68,DELIVERED,17,Yes,False,1Z8567647199,CUST-60660,Northeast,High
SHP-512163,2022-04-07,2022-04-09,2022-04-22,UPS,Los Angeles,Seattle,SKU-86162,Industrial,212.53,65,91.86,In Transit,13,No,False,1Z1454673008,CUST-39976,West,Low
SHP-186464,2022-09-11,2022-09-14,2022-09-29,FedEx,Dallas,Detroit,SKU-21875,Industrial,539.51,62,156.73,In Transit,15,Y,0,1Z8299436529,CUST-87474,Midwest,Standard
SHP-597938,2023-06-20,2023-06-22,2023-07-11,fedex,Miami,Las Vegas,SKU-11142,Medical,150.91,81,437.37,Delivered,19,N,False,,CUST-53532,Northeast,Standard
SHP-174176,2023-07-30,2023-08-03,2023-08-18,DHL,Phoenix,Boston,SKU-51853,Clothing,194.12,1,45.29,Delivered,15,Y,False,1Z4706799538,CUST-23239,West,standard
SHP-926378,2023-05-30,2023-06-01,2023-06-21,usps,Miami,Austin,SKU-93993,Industrial,164.29,28,748.95,PENDING,20,no,False,1Z8183630241,CUST-90045,Midwest,standard
SHP-511844,2022-01-22,2022-01-26,2022-02-14,USPS,Houston,Las Vegas,SKU-14638,Medical,918.49,11,151.38,Delivered,19,Y,1,1Z3611798241,CUST-86064,South,High
SHP-145163,2022-05-08,2022-05-12,2022-05-30,DHL,Dallas,Denver,SKU-42898,Electronics,690.27,29,400.14,PENDING,18,Y,False,1Z8438087978,CUST-87917,Midwest,standard
SHP-788446,2022-08-21,2022-08-25,2022-09-01,UPS,Phoenix,Austin,SKU-70320,Auto,183.98,56,519.51,Pending,7,1,False,1Z8142444959,CUST-88051,Northeast,URGENT
SHP-728778,2023-06-09,2023-06-13,2023-06-26,usps,Dallas,Detroit,SKU-59487,Furniture,664.76,55,600.03,Delivered,13,No,False,1Z3291994238,CUST-60481,Northeast,URGENT
SHP-484809,2023-10-11,2023-10-14,2023-10-31,FedEx,Atlanta,Seattle,SKU-25669,Medical,52.37,97,403.65,Pending,17,N,False,1Z8893026919,CUST-39788,Southwest,Low
SHP-816982,2024-03-28,2024-03-29,2024-04-06,United Parcel Service,Chicago,Boston,SKU-92204,Clothing,445.58,38,93.39,Delivered,8,N,False,1Z4131423926,CUST-46953,South,High
