ip_address,timestamp,method,endpoint,status_code,response_size_bytes,referrer,user_agent,response_time
65.251.254.204,01/Jan/2024:12:11:13 +0000,GET,%2Fapi%20%2Fproducts,404,39354,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,7.2
189.183.60.84,01/Jan/2024:12:11:31 +0000,POST,/api/auth/token,200,17601,-,Scrapy/2.11.0 (+http://scrapy.org),33.31
192.168.42.32,01/Jan/2024:12:11:48 +0000,GET,/api/metrics,301,38323,-,Scrapy/2.11.0 (+http://scrapy.org),10.08
105.201.3.93,01/Jan/2024:12:12:05 +0000,GET,/health,200,8093,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,45.63
134.146.187.77,01/Jan/2024:12:12:23 +0000,GET,/favicon.ico,201,42028,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,1.5
52.118.246.254,01/Jan/2024:12:12:40 +0000,GET,/api/orders,500,48694,https://bing.com,curl/7.88.1,2511
158.248.95.252,01/Jan/2024:12:12:57 +0000,GET,/robots.txt,301,22779,https://google.com,Googlebot/2.1 (+http://www.google.com/bot.html),145.72
120.105.107.99,01/Jan/2024:12:13:14 +0000,POST,/settings,200,43532,,curl/7.88.1,13.46
97.191.228.226,01/Jan/2024:12:13:32 +0000,GET,/api/v2/data,200,30034,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,8.7
254.88.4.42,01/Jan/2024:12:13:49 +0000,POST,/api/search,200,13747,-,PostmanRuntime/7.36.1,1.54
30.128.199.188,01/Jan/2024:12:14:06 +0000,GET,%2Fapi%20%2Fmetrics,404,26219,,curl/7.88.1,8.98
203.194.123.245,01/Jan/2024:12:14:24 +0000,GET,/api/v2/data,302,43583,-,curl/7.88.1,14.5
223.234.165.86,01/Jan/2024:12:14:41 +0000,GET,/api/orders,200,24996,https://bing.com,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari/604,581
159.55.173.125,01/Jan/2024:12:14:58 +0000,GET,/api/products,200,2733,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,1.72
165.174.108.177,01/Jan/2024:12:15:15 +0000,POST,/health,200,17586,,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,96447
184.20.160.175,01/Jan/2024:12:15:33 +0000,PUT,/api/products,401,7417,-,python-requests/2.31.0,4.33
76.111.224.211,01/Jan/2024:12:15:50 +0000,POST,/robots.txt,200,10245,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,0.67
2001:db8::1,01/Jan/2024:12:16:07 +0000,GET,/api/auth/token,404,26709,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari/604,27.02
2001:db8::1,01/Jan/2024:12:16:24 +0000,POST,%2Fapi%20%2Fv2%2Fdata,200,18131,,Scrapy/2.11.0 (+http://scrapy.org),7.32
180.207.227.167,01/Jan/2024:12:16:42 +0000,GET,/profile,302,11121,-,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,1.03
::1,01/Jan/2024:12:16:59 +0000,GET,%2Fapi%20%2Freports,200,6679,-,Googlebot/2.1 (+http://www.google.com/bot.html),9025
241.23.55.220,01/Jan/2024:12:17:16 +0000,GET,/api/orders,201,29690,-,Googlebot/2.1 (+http://www.google.com/bot.html),0.4
111.253.183.250,01/Jan/2024:12:17:34 +0000,GET,/api/analytics,400,3198,-,Googlebot/2.1 (+http://www.google.com/bot.html),7268
3.9.34.70,01/Jan/2024:12:17:51 +0000,GET,/api/products,200,12057,-,curl/7.88.1,1785
4.246.205.116,01/Jan/2024:12:18:08 +0000,GET,/api/search,201,31400,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari/604,0.04
70.102.53.97,01/Jan/2024:12:18:25 +0000,GET,/profile,200,0,-,curl/7.88.1,28.0
29.249.223.49,01/Jan/2024:12:18:43 +0000,GET,/api/reports,401,14173,https://google.com,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,4809
166.240.107.169,01/Jan/2024:12:19:00 +0000,GET,/profile,200,3127,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,0.74
216.240.1.5,01/Jan/2024:12:19:17 +0000,GET,/favicon.ico,200,22307,-,python-requests/2.31.0,6.92
146.82.82.3,01/Jan/2024:12:19:35 +0000,GET,/static/main.css,301,3248,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,2.32
49.159.240.48,01/Jan/2024:12:19:52 +0000,GET,/robots.txt,400,38741,-,python-requests/2.31.0,14229
38.21.178.16,01/Jan/2024:12:20:09 +0000,POST,/static/main.css,200,11925,-,PostmanRuntime/7.36.1,13432
2001:db8::1,01/Jan/2024:12:20:26 +0000,POST,/api/auth/token,200,3923,-,python-requests/2.31.0,3911
175.245.176.132,01/Jan/2024:12:20:44 +0000,POST,/health,200,0,-,PostmanRuntime/7.36.1,0.29
98.143.29.195,01/Jan/2024:12:21:01 +0000,GET,/api/products,200,25583,-,PostmanRuntime/7.36.1,17.73
227.137.249.125,01/Jan/2024:12:21:18 +0000,GET,/api/metrics,200,808,-,Scrapy/2.11.0 (+http://scrapy.org),15.21
::ffff:192.0.2.1,01/Jan/2024:12:21:36 +0000,GET,/api/search,200,3150,-,curl/7.88.1,11478
227.50.136.45,01/Jan/2024:12:21:53 +0000,POST,/robots.txt,200,41361,,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,1.7
252.180.184.1,01/Jan/2024:12:22:10 +0000,GET,/dashboard,201,28322,https://google.com,Googlebot/2.1 (+http://www.google.com/bot.html),19587
15.156.120.181,01/Jan/2024:12:22:27 +0000,DELETE,/static/main.css,200,24050,-,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,0.96
251.50.113.146,01/Jan/2024:12:22:45 +0000,GET,/api/metrics,401,20099,-,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,16.74
115.145.16.171,01/Jan/2024:12:23:02 +0000,GET,/api/v2/data,200,3293,https://google.com,Scrapy/2.11.0 (+http://scrapy.org),10.04
169.45.135.197,01/Jan/2024:12:23:19 +0000,GET,/login,200,7075,-,python-requests/2.31.0,2.98
166.128.165.8,01/Jan/2024:12:23:36 +0000,GET,/logout,200,34173,,Googlebot/2.1 (+http://www.google.com/bot.html),2.26
235.148.124.37,01/Jan/2024:12:23:54 +0000,GET,/search,200,11840,-,curl/7.88.1,8.21
103.60.227.157,01/Jan/2024:12:24:11 +0000,POST,/,200,33501,-,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,1358
52.221.211.4,01/Jan/2024:12:24:28 +0000,DELETE,/api/analytics,200,43265,-,python-requests/2.31.0,13.89
204.55.250.225,01/Jan/2024:12:24:46 +0000,GET,/api/orders,301,273,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,1.11
::ffff:192.0.2.1,01/Jan/2024:12:25:03 +0000,GET,/api/reports,200,3099,https://bing.com,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,9.57
221.91.50.121,01/Jan/2024:12:25:20 +0000,GET,/dashboard,401,838,-,Scrapy/2.11.0 (+http://scrapy.org),1.88
113.179.140.224,01/Jan/2024:12:25:37 +0000,GET,/login,200,15757,-,python-requests/2.31.0,29224
218.73.205.86,01/Jan/2024:12:25:55 +0000,GET,/health,500,18240,https://google.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,1.79
28.97.41.191,01/Jan/2024:12:26:12 +0000,GET,/api/users,401,19155,-,PostmanRuntime/7.36.1,6.38
54.32.54.157,01/Jan/2024:12:26:29 +0000,GET,/logout,200,23828,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,0.51
172.147.31.39,01/Jan/2024:12:26:47 +0000,GET,/api/v2/data,200,13244,,curl/7.88.1,4.43
180.231.174.234,01/Jan/2024:12:27:04 +0000,POST,/static/main.css,200,17523,-,python-requests/2.31.0,0.8
252.220.143.152,01/Jan/2024:12:27:21 +0000,GET,/,500,29794,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,8.37
29.104.226.109,01/Jan/2024:12:27:38 +0000,GET,/settings,500,39562,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,12.83
165.66.152.131,01/Jan/2024:12:27:56 +0000,GET,/api/products,200,38386,https://bing.com,PostmanRuntime/7.36.1,8.81
193.6.229.224,01/Jan/2024:12:28:13 +0000,GET,/api/v2/data,200,4104,https://google.com,Googlebot/2.1 (+http://www.google.com/bot.html),6231
179.244.82.90,01/Jan/2024:12:28:30 +0000,GET,%2F,200,10057,-,curl/7.88.1,1.23
226.49.80.41,01/Jan/2024:12:28:48 +0000,GET,/static/main.css,200,32912,https://bing.com,Googlebot/2.1 (+http://www.google.com/bot.html),29.16
166.116.14.136,01/Jan/2024:12:29:05 +0000,GET,/login,200,26174,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari/604,0.68
134.70.248.54,01/Jan/2024:12:29:22 +0000,GET,/,301,27004,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari/604,1.4
39.103.125.233,01/Jan/2024:12:29:39 +0000,POST,/settings,401,25841,-,python-requests/2.31.0,1.0
232.253.42.11,01/Jan/2024:12:29:57 +0000,GET,/api/users,201,4040,-,curl/7.88.1,0.32
186.204.117.241,01/Jan/2024:12:30:14 +0000,GET,%2Fsettings,200,42664,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,0.35
20.40.18.125,01/Jan/2024:12:30:31 +0000,PUT,%2Fdashboard,201,21578,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,1472
178.68.210.124,01/Jan/2024:12:30:48 +0000,POST,/settings,404,34840,https://bing.com,Scrapy/2.11.0 (+http://scrapy.org),2.44
2001:db8::1,01/Jan/2024:12:31:06 +0000,GET,/dashboard,301,20910,-,Googlebot/2.1 (+http://www.google.com/bot.html),1249
56.102.25.163,01/Jan/2024:12:31:23 +0000,GET,/static/main.css,200,44880,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,1044
::1,01/Jan/2024:12:31:40 +0000,GET,/api/users,404,507,https://bing.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,2.62
59.38.154.60,01/Jan/2024:12:31:58 +0000,POST,/static/main.css,200,12347,https://bing.com,curl/7.88.1,0.16
fe80::1%eth0,01/Jan/2024:12:32:15 +0000,PATCH,/profile,200,10283,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari/604,62.84
::ffff:192.0.2.1,01/Jan/2024:12:32:32 +0000,POST,/settings,503,41679,https://bing.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,6.94
181.236.134.191,01/Jan/2024:12:32:49 +0000,GET,/api/metrics,200,17076,-,PostmanRuntime/7.36.1,17.46
62.105.250.172,01/Jan/2024:12:33:07 +0000,GET,/api/search,200,277,https://bing.com,Scrapy/2.11.0 (+http://scrapy.org),25.45
101.125.36.71,01/Jan/2024:12:33:24 +0000,POST,/api/products,400,40343,,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,3014
46.12.60.38,01/Jan/2024:12:33:41 +0000,GET,%2F,200,0,-,python-requests/2.31.0,2.25
184.76.21.252,01/Jan/2024:12:33:59 +0000,GET,/dashboard,302,35475,https://bing.com,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari/604,3.77
2001:db8::1,01/Jan/2024:12:34:16 +0000,GET,/api/products,200,10132,-,python-requests/2.31.0,1.5
144.31.64.88,01/Jan/2024:12:34:33 +0000,GET,/api/users,200,40072,-,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,0.16
2001:db8::1,01/Jan/2024:12:34:50 +0000,POST,/static/main.css,401,42250,-,Scrapy/2.11.0 (+http://scrapy.org),17.64
107.210.80.239,01/Jan/2024:12:35:08 +0000,GET,/search,200,19578,https://bing.com,curl/7.88.1,3738
124.54.126.196,01/Jan/2024:12:35:25 +0000,GET,/api/users,200,0,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,10.5
170.93.140.201,01/Jan/2024:12:35:42 +0000,GET,/favicon.ico,200,41775,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,1722
10.245.253.37,01/Jan/2024:12:36:00 +0000,GET,/dashboard,400,47993,-,Googlebot/2.1 (+http://www.google.com/bot.html),3.44
54.235.66.115,01/Jan/2024:12:36:17 +0000,GET,/logout,200,9311,-,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,1.39
10.104.207.153,01/Jan/2024:12:36:34 +0000,GET,/api/analytics,404,15300,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari/604,3838
67.146.213.21,01/Jan/2024:12:36:51 +0000,GET,/static/main.css,200,34578,https://google.com,PostmanRuntime/7.36.1,1.31
197.188.200.181,01/Jan/2024:12:37:09 +0000,POST,/api/search,200,21183,-,PostmanRuntime/7.36.1,17.6
10.187.93.191,01/Jan/2024:12:37:26 +0000,POST,/profile,400,19163,https://google.com,curl/7.88.1,4.25
192.168.147.221,01/Jan/2024:12:37:43 +0000,GET,/api/products,200,0,-,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,6.61
125.119.23.158,01/Jan/2024:12:38:00 +0000,POST,/api/metrics,200,0,-,Googlebot/2.1 (+http://www.google.com/bot.html),2808
98.36.99.17,01/Jan/2024:12:38:18 +0000,GET,/settings,201,3945,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,1903
139.208.29.148,01/Jan/2024:12:38:35 +0000,POST,/api/search,200,20721,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,9269
4.223.149.187,01/Jan/2024:12:38:52 +0000,GET,/api/analytics,200,1799,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,0.63
143.36.163.248,01/Jan/2024:12:39:10 +0000,GET,/api/orders,200,11911,-,curl/7.88.1,10.76
235.161.100.114,01/Jan/2024:12:39:27 +0000,POST,/api/analytics,200,3920,-,python-requests/2.31.0,1.03
175.45.195.129,01/Jan/2024:12:39:44 +0000,PUT,/api/orders,201,18419,-,python-requests/2.31.0,2.92
127.192.16.88,01/Jan/2024:12:40:01 +0000,GET,/favicon.ico,400,46538,-,PostmanRuntime/7.36.1,3.64
189.146.10.118,01/Jan/2024:12:40:19 +0000,GET,/,200,12512,-,python-requests/2.31.0,2.11
239.15.154.178,01/Jan/2024:12:40:36 +0000,GET,/api/orders,503,1141,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,0.62
239.68.90.33,01/Jan/2024:12:40:53 +0000,POST,%2Flogout,200,9449,,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari/604,1.32
130.31.145.50,01/Jan/2024:12:41:11 +0000,GET,/api/reports,200,46101,-,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,791
::ffff:192.0.2.1,01/Jan/2024:12:41:28 +0000,GET,/api/orders,200,24697,-,curl/7.88.1,8.14
141.87.45.45,01/Jan/2024:12:41:45 +0000,GET,/api/reports,200,11724,,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,4.21
2001:db8::1,01/Jan/2024:12:42:02 +0000,GET,/dashboard,200,0,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari/604,3.24
205.112.111.26,01/Jan/2024:12:42:20 +0000,GET,/health,200,42559,-,curl/7.88.1,0.08
172.22.251.69,01/Jan/2024:12:42:37 +0000,POST,/api/reports,200,38456,https://google.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,1.28
128.195.86.44,01/Jan/2024:12:42:54 +0000,GET,/api/metrics,201,28531,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari/604,26.2
81.52.92.209,01/Jan/2024:12:43:12 +0000,DELETE,/robots.txt,200,0,-,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,1055
20.51.136.182,01/Jan/2024:12:43:29 +0000,GET,/static/main.css,200,25517,-,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,0.35
43.86.194.113,01/Jan/2024:12:43:46 +0000,GET,/api/search,200,32201,https://google.com,curl/7.88.1,0.81
246.22.81.170,01/Jan/2024:12:44:03 +0000,POST,/api/reports,201,12979,-,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,1.14
60.205.184.148,01/Jan/2024:12:44:21 +0000,PUT,/api/search,201,34556,https://bing.com,Googlebot/2.1 (+http://www.google.com/bot.html),3.94
71.173.214.177,01/Jan/2024:12:44:38 +0000,PUT,/api/v2/data,404,3861,https://bing.com,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,2.6
217.71.137.206,01/Jan/2024:12:44:55 +0000,GET,/settings,200,8373,https://google.com,Googlebot/2.1 (+http://www.google.com/bot.html),0.22
107.99.46.167,01/Jan/2024:12:45:12 +0000,PUT,%2F,200,20642,-,curl/7.88.1,584
210.162.230.225,01/Jan/2024:12:45:30 +0000,GET,/profile,404,6407,https://google.com,python-requests/2.31.0,1.38
::ffff:192.0.2.1,01/Jan/2024:12:45:47 +0000,GET,/api/metrics,200,47698,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari/604,0.68
224.1.78.60,01/Jan/2024:12:46:04 +0000,GET,/api/products,200,11996,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari/604,2.58
7.83.242.19,01/Jan/2024:12:46:22 +0000,POST,/api/metrics,200,23088,-,Scrapy/2.11.0 (+http://scrapy.org),4522
90.17.127.155,01/Jan/2024:12:46:39 +0000,GET,/logout,200,22524,-,Googlebot/2.1 (+http://www.google.com/bot.html),59.8
73.162.13.187,01/Jan/2024:12:46:56 +0000,DELETE,/settings,201,36219,,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari/604,78.0
217.240.128.142,01/Jan/2024:12:47:13 +0000,GET,/search,200,0,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,40.51
::ffff:192.0.2.1,01/Jan/2024:12:47:31 +0000,GET,/static/main.css,401,14065,-,Scrapy/2.11.0 (+http://scrapy.org),0.74
140.47.118.62,01/Jan/2024:12:47:48 +0000,POST,/dashboard,200,23684,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,1.34
2001:db8:85a3::8a2e:370:7334,01/Jan/2024:12:48:05 +0000,GET,/api/v2/data,201,20046,-,Scrapy/2.11.0 (+http://scrapy.org),0.89
192.168.158.2,01/Jan/2024:12:48:23 +0000,POST,/,200,2942,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,487
::1,01/Jan/2024:12:48:40 +0000,POST,/robots.txt,200,7403,-,Googlebot/2.1 (+http://www.google.com/bot.html),2.74
2001:db8:85a3::8a2e:370:7334,01/Jan/2024:12:48:57 +0000,GET,/,404,8189,-,PostmanRuntime/7.36.1,7.2
172.28.133.79,01/Jan/2024:12:49:14 +0000,PUT,/api/auth/token,401,22991,,python-requests/2.31.0,6.49
237.114.0.46,01/Jan/2024:12:49:32 +0000,GET,/robots.txt,404,14724,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari/604,11006
fe80::1%eth0,01/Jan/2024:12:49:49 +0000,GET,/,200,0,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,0.55
::ffff:192.0.2.1,01/Jan/2024:12:50:06 +0000,POST,/profile,201,45584,-,python-requests/2.31.0,8.69
143.96.94.80,01/Jan/2024:12:50:24 +0000,GET,/api/v2/data,200,46384,-,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,0.88
::ffff:192.0.2.1,01/Jan/2024:12:50:41 +0000,GET,/login,404,44345,-,python-requests/2.31.0,68636
127.74.139.103,01/Jan/2024:12:50:58 +0000,GET,/api/orders,200,41177,,Googlebot/2.1 (+http://www.google.com/bot.html),15.92
::ffff:192.0.2.1,01/Jan/2024:12:51:15 +0000,GET,/dashboard,200,8935,-,Scrapy/2.11.0 (+http://scrapy.org),1.28
93.186.221.135,01/Jan/2024:12:51:33 +0000,GET,/settings,200,14521,https://google.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,24355
30.10.7.17,01/Jan/2024:12:51:50 +0000,GET,/api/orders,201,16484,-,curl/7.88.1,3660
207.25.110.203,01/Jan/2024:12:52:07 +0000,GET,/api/users,404,30446,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,3.22
73.53.48.126,01/Jan/2024:12:52:24 +0000,GET,/search,301,9035,-,Scrapy/2.11.0 (+http://scrapy.org),4.86
49.58.127.253,01/Jan/2024:12:52:42 +0000,GET,%2F,302,19168,https://bing.com,curl/7.88.1,0.3
138.108.51.220,01/Jan/2024:12:52:59 +0000,GET,/settings,201,2056,,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,1.44
234.75.175.186,01/Jan/2024:12:53:16 +0000,GET,/logout,200,34580,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,1554
117.180.171.209,01/Jan/2024:12:53:34 +0000,GET,/favicon.ico,301,36527,-,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,3.58
172.26.219.80,01/Jan/2024:12:53:51 +0000,GET,/api/orders,200,0,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari/604,0.41
2001:db8::1,01/Jan/2024:12:54:08 +0000,PUT,/api/orders,400,48924,https://google.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,14.42
30.130.144.171,01/Jan/2024:12:54:25 +0000,GET,/api/metrics,400,2508,https://bing.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,1.24
253.216.243.179,01/Jan/2024:12:54:43 +0000,GET,%2Fdashboard,200,33564,-,PostmanRuntime/7.36.1,0.82
189.226.87.1,01/Jan/2024:12:55:00 +0000,POST,/profile,200,42520,https://google.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,629
::ffff:192.0.2.1,01/Jan/2024:12:55:17 +0000,GET,%2Fapi%20%2Fsearch,200,8557,-,PostmanRuntime/7.36.1,3308
39.167.13.230,01/Jan/2024:12:55:35 +0000,PUT,/api/analytics,200,32462,https://bing.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,1.13
19.178.83.38,01/Jan/2024:12:55:52 +0000,POST,/api/analytics,200,46174,-,PostmanRuntime/7.36.1,1075
46.100.27.88,01/Jan/2024:12:56:09 +0000,POST,/api/users,201,1497,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,1.82
10.1.7.139,01/Jan/2024:12:56:26 +0000,GET,%2Fprofile,200,36807,-,Googlebot/2.1 (+http://www.google.com/bot.html),4761
2001:db8::1,01/Jan/2024:12:56:44 +0000,GET,/health,301,16891,https://bing.com,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,61.65
10.146.152.24,01/Jan/2024:12:57:01 +0000,GET,/,302,34506,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,5311
122.24.137.88,01/Jan/2024:12:57:18 +0000,GET,/health,201,41542,-,Googlebot/2.1 (+http://www.google.com/bot.html),7.42
134.179.39.165,01/Jan/2024:12:57:36 +0000,GET,/api/auth/token,401,11380,https://google.com,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari/604,30.34
231.0.194.130,01/Jan/2024:12:57:53 +0000,GET,/api/v2/data,200,37912,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,2366
fe80::1%eth0,01/Jan/2024:12:58:10 +0000,POST,/dashboard,503,9730,,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari/604,2424
214.153.115.30,01/Jan/2024:12:58:27 +0000,POST,/profile,500,11917,https://google.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,4.8
220.14.202.166,01/Jan/2024:12:58:45 +0000,GET,/search,404,40685,-,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,19.31
59.148.121.142,01/Jan/2024:12:59:02 +0000,PATCH,/robots.txt,404,41184,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,125
192.168.151.175,01/Jan/2024:12:59:19 +0000,GET,/api/users,401,1269,-,Googlebot/2.1 (+http://www.google.com/bot.html),0.4
2001:db8::1,01/Jan/2024:12:59:36 +0000,GET,/api/v2/data,201,10362,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,0.11
::1,01/Jan/2024:12:59:54 +0000,GET,/search,200,35903,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,0.21
227.116.32.243,01/Jan/2024:13:00:11 +0000,POST,/dashboard,200,0,https://google.com,python-requests/2.31.0,0.68
135.174.107.241,01/Jan/2024:13:00:28 +0000,GET,%2Fsettings,200,14370,-,PostmanRuntime/7.36.1,21.22
94.82.90.184,01/Jan/2024:13:00:46 +0000,GET,/login,200,9512,-,curl/7.88.1,13.23
3.74.136.101,01/Jan/2024:13:01:03 +0000,GET,/dashboard,200,9650,-,python-requests/2.31.0,1395
::ffff:192.0.2.1,01/Jan/2024:13:01:20 +0000,GET,/health,200,43492,-,Googlebot/2.1 (+http://www.google.com/bot.html),2210
118.36.137.105,01/Jan/2024:13:01:37 +0000,POST,/robots.txt,200,43583,https://bing.com,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,32.2
214.167.140.121,01/Jan/2024:13:01:55 +0000,GET,/api/reports,404,45004,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari/604,0.6
183.84.208.45,01/Jan/2024:13:02:12 +0000,DELETE,/search,400,5005,-,curl/7.88.1,0.58
155.103.62.142,01/Jan/2024:13:02:29 +0000,GET,/,200,25969,-,PostmanRuntime/7.36.1,2.94
193.42.236.45,01/Jan/2024:13:02:47 +0000,GET,/search,200,0,-,Googlebot/2.1 (+http://www.google.com/bot.html),1.72
79.194.247.92,01/Jan/2024:13:03:04 +0000,GET,%2Fapi%20%2Freports,404,22532,-,python-requests/2.31.0,330
90.59.176.26,01/Jan/2024:13:03:21 +0000,GET,/dashboard,200,19469,-,python-requests/2.31.0,614
154.40.191.177,01/Jan/2024:13:03:38 +0000,GET,/robots.txt,200,17193,-,curl/7.88.1,19.68
2001:db8:85a3::8a2e:370:7334,01/Jan/2024:13:03:56 +0000,POST,/api/orders,200,0,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,3013
30.218.93.149,01/Jan/2024:13:04:13 +0000,GET,/,201,40618,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari/604,1098
117.190.67.74,01/Jan/2024:13:04:30 +0000,GET,/api/analytics,200,36700,-,python-requests/2.31.0,3.79
125.91.20.38,01/Jan/2024:13:04:48 +0000,GET,/api/v2/data,400,13115,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,1323
