listing_id,address,city,zip_code,property_type,bedrooms,bathrooms,sqft,lot_size,year_built,garage,sale_price,list_price,days_on_market,hoa_monthly,school_rating,pool,sale_date
LST-80436,9115 Maple Blvd,"Nashville, TN",63189,Condo,2.0,2.0,2051 sqft,,2004,,,"$780,460",188,574.67,7.0,Y,2020-02-10
LST-81707,8250 Main Ln,Nashville,10563,Multi Family,1.0,1.0,"3,803 sq ft",0.227 acres,1960,No,$1086K,"$1,088,523",32,352.44,8.0,0,2022-10-17
LST-80376,9434 Pine Blvd,Phoenix,12707,Town House,4.0,3.0,,0.973 acres,2008,True,,"$971,167",87,,5.0,,2020-09-09
LST-81359,5803 Maple Ln,San Jose,98730,SFH,6.0,5.0,"1,014 sq ft",1.969 acres,2011,Y,"$1,002,000","$952,313",181,151.78,1.0,Yes,03/08/2023
LST-81118,2515 Main Blvd,nashville,76103,Single-Family,4.0,2.0,1642 sqft,"10,585 sq ft",2006,2,$1055.0k,"$1,011,389",104,513.8,9.0,Yes,2022-10-05
LST-80314,6528 Maple Ave.,nashville,65535,TOWNHOUSE,5.0,4.0,"2,803 sq ft","9,191 sq ft",1992,False,"$471,000","$499,330",32,572.21,7.0,N,10/27/2020
LST-80442,3781 Elm St.,phoenix,67466,Single Family,3.0,1.0,"2,156 sq ft",1.429 acres,2013,,$1158.0k,"$1,231,700",115,193.13,4.0,Y,06/10/2022
LST-81457,9860 Main St.,"Nashville, TN",76830,Single Family,6.0,2.0,4218 sqft,2.03 acres,1987,FALSE,$403K,"$397,324",148,,7.0,Y,2022-09-12
LST-80319,9736 Pine Ave,Nashville,35240,Multi Family,6.0,2.5,3286 SF,1.636 acres,1959,TRUE,"$1,219,000","$1,328,367",261,611.94,4.0,Yes,08/02/2020
LST-80281,8553 Oak St,San Jose,97806,Condo,2.0,2.5,999 sq ft,2.305,1979,,,"$314,154",86,410.65,10.0,No,2022-02-18
LST-81794,4977 Oak Blvd,austin,52366,Town House,5.0,5.0,"3,860 sq ft",,1980,,"$446,000","$487,183",91,,9.0,N,06/12/2020
LST-81100,3336 Cedar Ave,Phoenix,44348,Single-Family,3.0,2.0,"4,364 sq ft",1.856,1945,2,$795.0k,"$791,908",128,362.0,6.0,Y,01/29/2023
LST-81384,5281 Main Ln,Raleigh,84990,Single-Family,4.0,2.5,"5,014 sq ft","48,003 sq ft",1957,,"$1,090,000","$1,160,765",105,409.19,1.0,Y,2022-12-23
LST-80424,6493 Main Dr,Charlotte,99426,Single-Family,2.0,1.5,"2,897 sq ft",0.813 acres,1969,3,"$340,000","$334,112",68,298.85,8.0,No,04/16/2023
LST-80553,6906 Oak St.,SAN JOSE,88584,Townhouse,1.0,2.5,4046 sqft,1.408 acres,1974,,"$189,000","$197,145",169,,10.0,No,2021-11-22
LST-80594,3179 Elm Ave,DENVER,97629,Condo,5.0,4.0,692 sq ft,"5,270 sq ft",2015,,1166000,"$1,261,842",166,357.4,2.0,0,04/06/2020
LST-80682,9417 Cedar Ave.,phoenix,73085,,6.0,1.5,4837 sqft,0.913 acres,1961,no,"$602,000",,183,,,No,03/24/2021
LST-80368,8665 Pine Ln,phoenix,26201,CONDO,4.0,2.5,3205,"39,988 sq ft",1975,1,"$1,157,000","$1,260,313",26,,5.0,Yes,
LST-81278,8705 Oak Ave.,Denver,21154,TOWNHOUSE,1.0,5.0,3913 SF,0.172,2000,,219000,"$231,225",111,,3.0,0,10/20/2023
LST-81765,3579 Elm Rd,SAN JOSE,27914,CONDO,2.0,2.0,3655,2.126 acres,1941,3,$632K,,204,,3.0,Yes,05/09/2023
LST-81083,6609 Maple Ave.,"Nashville, TN",76733,Condo,5.0,2.0,1620 sqft,1.368 acres,2007,1,"$367,000","$389,707",143,338.59,2.0,Y,
LST-81490,9094 Maple St,San Jose,79240,,2.0,2.5,"1,493 sq ft",0.341 acres,1967,N,$792.0k,"$882,799",20,4.64,7.0,Yes,2021-10-05
LST-81418,5233 Oak Blvd,austin,98843,Townhouse,2.0,2.5,1281,,1988,,$873K,"$922,725",288,556.87,4.0,Y,2021-09-15
LST-80227,3903 Maple Dr,SAN JOSE,72879,Townhouse,5.0,5.0,"3,063 sq ft",2.207 acres,1956,Yes,,"$609,585",245,510.21,,Yes,01/26/2020
LST-81033,6583 Elm Rd,Charlotte NC,80742,TOWNHOUSE,6.0,4.0,5038 sqft,1.015 acres,1949,Yes,843000,"$915,890",292,,1.0,N,2020-10-10
LST-81113,6290 Pine St.,Phoenix AZ,62582,condo,1.0,1.5,2318 SF,0.577 acres,2014,,"$433,000",,48,217.02,10.0,,05/02/2021
LST-81221,1110 Maple St,San José,55606,Single-Family,4.0,3.0,874 sq ft,0.511 acres,1973,N,$913.0k,"$900,185",113,459.59,10.0,0,2022-08-12
LST-81006,1089 Pine St,phoenix,46115,Multi Family,3.0,5.0,991 sq ft,0.456 acres,1958,FALSE,"$859,000","$920,555",294,162.59,10.0,,2020-03-06
LST-80066,6531 Main Ave.,DENVER,26483,condo,6.0,1.5,815 SF,,1950,Yes,$722K,"$754,042",153,43.83,6.0,Yes,2023-01-16
LST-80393,9941 Oak St,Raleigh,38600,Single Family,5.0,4.0,"1,309 sq ft",2.311 acres,1975,Yes,,"$731,188",109,476.97,7.0,No,12/11/2022
LST-80579,6459 Pine Ln,"Nashville, TN",33362,townhouse,2.0,3.0,4572,,1942,3,$1168K,"$1,299,280",171,420.25,10.0,Y,12/31/2020
LST-80024,3694 Cedar Ave.,san jose,81130,multifamily,4.0,3.5,"3,315 sq ft",0.849 acres,2015,,$295.0k,"$296,490",50,132.44,,1,2021-05-19
LST-80211,7456 Pine St,Raleigh,49319,townhouse,6.0,5.0,"2,855 sq ft",0.217 acres,1957,N,$874.0k,"$964,133",273,589.46,4.0,No,2022-02-06
LST-81424,2679 Main Ave,"Nashville, TN",44761,TOWNHOUSE,6.0,3.0,4994,,2008,Y,"$725,000","$787,912",263,,9.0,1,09/09/2020
LST-80144,3574 Pine Ave,San Jose,42636,,2.0,2.0,4946 SF,,1975,Y,,"$502,570",284,414.97,8.0,N,02/15/2020
LST-80536,2555 Cedar Rd,DENVER,71305,TOWNHOUSE,5.0,5.0,"3,452 sq ft",,2002,,926000,"$960,286",29,,4.0,No,01/05/2020
LST-80811,9103 Maple St,Nashville,70625,multifamily,5.0,4.0,"4,326 sq ft",,1996,No,$647.0k,"$694,802",49,458.65,6.0,0,11/28/2022
LST-81151,9114 Pine Blvd,"Nashville, TN",82235,townhouse,4.0,5.0,2885,1.636 acres,2000,3,257000,"$252,025",282,119.71,1.0,Yes,2022-06-25
LST-80968,6917 Cedar Ave,Nashville,54252,multifamily,5.0,5.0,"1,091 sq ft",1.378 acres,1940,,566000,,181,429.0,1.0,N,10/12/2023
LST-80085,3266 Elm Ln,San Jose,25799,Condominium,1.0,1.0,2108 sqft,0.572 acres,1949,True,994000,"$968,650",22,,3.0,1,10/23/2021
LST-81660,4466 Cedar St.,Nashville,39746,Multi-Family,1.0,3.0,1234 SF,0.28 acres,1968,,"$1,248,000","$1,238,194",182,385.49,2.0,1,09/28/2021
LST-80272,2922 Main Rd,san jose,2844,Townhouse,6.0,3.0,4205,"27,225 sq ft",2021,N,,"$880,630",65,560.99,2.0,0,
LST-81442,7444 Elm St,san jose,73913,multifamily,4.0,1.5,"2,655 sq ft","78,408 sq ft",1981,0,911000,"$963,376",199,,2.0,1,2022-09-14
LST-81190,9564 Maple Dr,Denver,80249,Single-Family,4.0,1.5,"4,633 sq ft","67,779 sq ft",1942,yes,$238.0k,"$246,119",201,516.87,7.0,,01/13/2021
LST-81395,9428 Elm Blvd,charlotte,55892,single family,5.0,2.5,"5,130 sq ft",0.236 acres,1974,,"$740,000","$777,548",42,,6.0,,08/09/2020
LST-81662,258 Oak Ave.,SAN JOSE,24445,TOWNHOUSE,2.0,2.0,"4,587 sq ft","26,920 sq ft",1995,Y,,"$745,580",-31,,5.0,Yes,10/05/2021
LST-80630,9628 Cedar Ave.,Phoenix AZ,26632,Town House,5.0,4.0,"5,119 sq ft",0.288 acres,1965,True,"$465,000","$474,922",46,268.64,2.0,,2023-01-13
LST-81261,4162 Main Dr,Nashville,21349,Town House,4.0,1.5,,,0,2,,"$836,388",267,,7.0,,01/25/2023
LST-81721,9890 Elm Rd,denver,22572,Condo,5.0,3.0,"2,052 sq ft",,1979,no,"$1,215,000","$1,330,623",13,,6.0,1,07/04/2020
LST-81133,8509 Cedar Ave.,Phoenix,71047,Condo,4.0,3.0,"4,485 sq ft",,1956,True,,"$865,293",241,412.73,8.0,Y,2020-12-09
LST-81435,9324 Oak Rd,denver,2185,townhouse,2.0,4.0,2591 sqft,0.808 acres,1943,2,$770K,"$822,793",-55,636.42,10.0,Y,10/20/2021
LST-81656,9456 Elm St,"Nashville, TN",44272,Multi-Family,2.0,5.0,4611 sqft,1.627 acres,1941,FALSE,"$246,000","$251,828",176,,7.0,0,2022-08-19
LST-80505,8044 Pine St,Charlotte NC,28332,TOWNHOUSE,1.0,2.0,"1,678 sq ft",0.637 acres,2016,No,"$933,000","$984,485",262,,2.0,Y,2022-03-27
LST-80273,4053 Elm Ln,charlotte,52859,Single-Family,5.0,4.0,,1.746,1989,1,"$780,000","$855,448",18,369.48,4.0,Y,2021-01-10
LST-80507,4657 Oak St.,denver,76432,Town House,5.0,1.0,3656,0.828 acres,0,FALSE,,"$1,170,515",238,180.29,3.0,,05/26/2020
LST-81210,6772 Maple Ave.,Raleigh,20956,,4.0,1.0,1564 sqft,,2000,Yes,,"$566,763",261,,,0,09/08/2020
LST-80362,2481 Maple St,AUSTIN,99868,SFH,2.0,2.0,808,,1978,yes,540000,"$562,076",134,,7.0,1,2022-11-04
LST-81487,7960 Cedar Ave.,charlotte,49456,Single Family,4.0,1.0,4927 sqft,1.352 acres,1994,,$698K,"$756,132",124,,5.0,0,08/10/2021
LST-81067,4971 Elm Ln,Charlotte,22048,Single Family,5.0,5.0,2801 sqft,0.906 acres,2011,False,$664K,"$727,277",148,,7.0,,2021-03-31
LST-80622,614 Maple Dr,charlotte,80756,CONDO,3.0,2.0,"3,478 sq ft",0.227,1973,0,$570.0k,"$618,184",45,,3.0,No,12/26/2021
LST-80002,8385 Main Ave,Denver,18419,Condominium,3.0,1.0,"3,610 sq ft",,2015,1,"$289,000","$284,882",71,,7.0,Yes,07/11/2020
LST-80006,118 Cedar Ave,San Jose,16659,Multi-Family,3.0,4.0,4119,0.105,1961,0,$898K,,139,,5.0,Y,2022-04-01
LST-81125,8638 Oak Ave.,Denver,99903,Condominium,5.0,3.0,724 sqft,"103,934 sq ft",2017,2,"$710,000","$679,644",-47,108.28,,Y,08/23/2020
LST-80311,5866 Cedar Ln,nashville,44004,TOWNHOUSE,5.0,3.5,4785 SF,1.426 acres,1965,True,,"$531,328",178,,5.0,No,02/13/2020
LST-81244,8381 Maple Rd,Denver,86304,Town House,1.0,2.0,"1,776 sq ft",2.287 acres,1978,Yes,$491.0k,"$469,460",116,12.98,10.0,0,12/21/2022
LST-81285,6233 Cedar Rd,denver,22212,Condominium,3.0,1.0,"3,057 sq ft",1.264 acres,1970,0,$857.0k,"$827,645",32,224.57,9.0,1,2022-04-05
LST-80665,4371 Elm Ave,San José,36451,Condo,1.0,3.5,"5,156 sq ft","69,521 sq ft",2015,no,"$945,000","$1,042,677",83,,7.0,Y,2022-07-15
LST-80364,7776 Oak Rd,San Jose,52150,Multi-Family,6.0,1.5,,2.326 acres,1970,0,"$455,000",,179,263.59,3.0,Yes,12/28/2020
LST-80051,2443 Oak Ave.,Charlotte NC,69030,Town House,2.0,1.5,"1,097 sq ft",,1951,TRUE,"$304,000","$332,398",177,,9.0,Y,
LST-80215,560 Cedar St.,denver,9162,Townhouse,4.0,2.0,3915 sqft,"28,793 sq ft",1950,Y,$851K,"$822,044",118,109.36,5.0,N,01/10/2022
LST-81000,6948 Elm Rd,Phoenix,73074,SFH,1.0,3.5,1971 sqft,1.909 acres,1963,TRUE,650000,,69,,8.0,N,04/10/2021
LST-80027,8726 Pine Dr,"Nashville, TN",59480,Condominium,4.0,1.5,3237 SF,0.858 acres,1981,No,$374.0k,"$377,644",154,,8.0,,2021-04-18
LST-81320,3977 Pine Ave,DENVER,3659,single family,6.0,1.5,,2.116,1989,3,"$1,045,000","$1,038,818",288,389.23,1.0,Yes,
LST-80525,5889 Main Ln,Austin,34986,Condominium,2.0,2.0,"3,972 sq ft",,1944,TRUE,,"$524,565",33,9.19,10.0,1,2020-05-01
LST-81688,5728 Cedar Dr,austin,76437,Town House,1.0,3.5,,1.076 acres,2001,yes,$1101.0k,"$1,210,180",274,308.39,8.0,Y,2021-09-27
LST-81467,1559 Elm Dr,Austin,23853,single family,4.0,4.5,3772 SF,"81,326 sq ft",2019,True,"$374,000","$358,484",73,,7.0,1,
LST-80638,1040 Elm Ln,DENVER,25523,condo,2.0,2.5,5115,,2011,,$320.0k,"$350,280",66,457.06,5.0,0,
LST-80302,512 Main Ln,San Jose,64845,TOWNHOUSE,6.0,3.5,2709 sqft,"24,350 sq ft",2016,1,$1085.0k,"$1,152,901",59,586.94,,1,2022-04-06
LST-80718,1554 Pine Blvd,nashville,52223,Townhouse,6.0,4.0,"2,064 sq ft",,1941,0,"$300,000","$288,825",194,365.3,1.0,0,2021-08-21
LST-80691,4469 Cedar Ln,"Nashville, TN",26797,CONDO,1.0,1.5,1515 SF,"72,309 sq ft",1951,,$692.0k,"$694,210",74,496.57,6.0,No,2022-02-21
LST-81519,8634 Cedar Ave,austin,31177,,4.0,3.0,2371,1.631 acres,2019,,$411K,"$428,593",70,,6.0,1,2023-03-13
LST-81516,4370 Main St.,Austin,75639,Single-Family,3.0,4.0,"2,806 sq ft",2.43 acres,1965,True,$315.0k,"$315,040",150,382.54,10.0,Y,08/21/2020
LST-80624,2865 Cedar Ave,"Nashville, TN",99010,townhouse,2.0,3.0,,,1961,,762000,"$779,909",9,629.85,2.0,,02/23/2022
LST-80007,7200 Oak St,charlotte,10849,Condo,1.0,3.0,"2,881 sq ft",2.252 acres,1964,FALSE,,"$1,026,225",271,52.89,8.0,N,2023-09-01
LST-80256,365 Cedar Ave,Austin,15280,Single-Family,2.0,5.0,3140,"105,632 sq ft",1986,Y,823000,"$849,902",292,499.61,4.0,Y,03/14/2023
LST-80803,904 Elm St,San José,30220,condo,6.0,5.0,,,1975,TRUE,$842K,"$802,829",160,65.37,8.0,No,12/18/2021
LST-80025,1468 Elm Ave,SAN JOSE,37441,condo,6.0,4.5,"2,381 sq ft",1.072,1971,no,$271K,"$267,964",7,535.2,8.0,Y,2020-11-30
LST-80336,3006 Elm Ave.,DENVER,13631,Single Family,1.0,2.5,2404 SF,2.099,1981,no,"$416,000","$426,907",145,,5.0,0,12/04/2020
LST-80572,4842 Pine St.,San Jose,56194,Condo,4.0,3.0,1657 sqft,2.236 acres,1946,No,,"$519,006",-30,,10.0,1,03/09/2020
LST-80047,9800 Cedar Dr,Denver,21145,SFH,3.0,1.5,"1,123 sq ft",,2001,True,"$408,000","$389,115",45,126.24,,No,2020-03-23
LST-81361,1973 Pine Blvd,charlotte,49483,Multi-Family,6.0,4.0,"1,549 sq ft",0.661 acres,1971,,"$853,000","$894,430",239,230.54,,0,2022-11-09
LST-80106,2045 Maple Ln,denver,53434,Multi-Family,4.0,1.5,3021,,1967,N,$1220K,"$1,273,284",154,,6.0,1,2023-05-05
LST-80349,5720 Main Rd,charlotte,70386,Multi Family,6.0,2.5,4365 sqft,2.478 acres,2013,,$792K,"$880,697",298,,9.0,0,01/27/2021
LST-80055,3978 Main St.,SAN JOSE,8917,Single-Family,4.0,4.0,2633,0.296 acres,1949,No,"$989,000","$1,054,875",229,188.88,7.0,1,07/26/2021
LST-80238,7264 Main Blvd,Charlotte,58966,multifamily,4.0,3.0,1949 sqft,2.472 acres,1942,,,,157,,3.0,Y,2021-10-20
LST-80213,328 Main Ave.,nashville,81234,Single Family,4.0,1.0,,0.312 acres,2004,no,"$1,190,000","$1,327,078",286,233.4,1.0,Yes,2022-04-23
LST-80120,2288 Main Ln,austin,81806,townhouse,4.0,5.0,,,2014,,$1249.0k,"$1,336,551",258,290.22,,1,2022-06-03
LST-81202,3033 Maple St.,Denver,66679,Town House,5.0,1.0,2195,1.415 acres,1979,,,"$1,269,237",141,141.71,8.0,1,09/19/2023
LST-81053,3735 Pine Ave.,"Nashville, TN",40345,Condominium,3.0,5.0,4165 sqft,1.22 acres,2011,yes,$286K,"$284,642",18,112.5,,N,2022-10-30
LST-80793,199 Pine St,austin,11981,Townhouse,1.0,4.5,"1,299 sq ft","39,116 sq ft",1963,,,"$627,694",91,441.64,4.0,N,2022-10-05
LST-80072,1340 Maple Dr,charlotte,31632,Multi-Family,4.0,1.0,3257 SF,"53,143 sq ft",2001,0,"$1,148,000","$1,187,262",142,312.79,4.0,1,09/22/2022
LST-80922,7341 Cedar Rd,"Nashville, TN",85354,TOWNHOUSE,1.0,1.5,"3,251 sq ft","57,804 sq ft",2019,,,"$1,065,386",225,362.76,2.0,1,2022-09-10
LST-80812,7900 Oak Rd,nashville,10527,multifamily,4.0,4.0,"2,371 sq ft","64,120 sq ft",1942,2,"$899,000","$859,339",161,72.51,4.0,0,2020-08-11
LST-81788,4900 Elm Dr,Charlotte,93506,multifamily,3.0,3.0,2925 sqft,0.1 acres,1990,no,"$787,000","$754,731",184,102.15,3.0,Yes,2023-10-07
LST-80077,2703 Maple Ave,Denver,53656,,2.0,3.0,1080 SF,"36,241 sq ft",2014,,"$317,000","$314,187",185,215.06,,1,2020-04-04
LST-80944,5618 Cedar Rd,charlotte,90434,Single Family,3.0,1.0,2299 SF,,1985,,$687K,"$704,272",178,96.4,,N,09/05/2021
LST-81673,1317 Pine Rd,san jose,69406,Town House,4.0,3.0,1587 sqft,1.948 acres,1978,yes,$1201K,"$1,335,742",169,324.47,4.0,0,2021-07-20
LST-80045,2143 Maple St,SAN JOSE,19299,single family,1.0,3.5,4804,2.427 acres,1940,False,$950K,,249,550.93,3.0,0,01/31/2022
LST-81544,2232 Pine Blvd,Charlotte,14432,TOWNHOUSE,6.0,2.5,4243 sqft,2.193 acres,1951,TRUE,"$1,041,000","$1,058,472",172,452.03,,0,12/18/2022
LST-80523,5335 Maple Rd,Charlotte NC,89231,townhouse,5.0,1.5,,2.469,1941,3,"$935,000","$931,241",-57,453.33,7.0,1,07/08/2020
LST-80232,2079 Pine Ave,raleigh,45302,Condo,2.0,1.5,3587 sqft,1.107 acres,1972,,"$453,000","$506,650",1,9.67,1.0,N,2020-01-11
LST-80644,5687 Main St,Charlotte,91806,Town House,5.0,1.0,"1,845 sq ft","75,881 sq ft",2003,TRUE,$540.0k,"$571,154",265,,10.0,Yes,2023-09-28
LST-81352,7064 Maple St.,denver,6711,Condo,3.0,2.0,"2,237 sq ft","3,484 sq ft",1940,yes,,"$662,139",242,181.34,7.0,Yes,2021-06-25
LST-81670,9099 Elm Ave,Denver,18002,Single-Family,1.0,1.5,"2,980 sq ft","64,294 sq ft",1968,No,$322.0k,"$330,340",184,571.59,8.0,0,2020-02-28
LST-81102,1307 Oak Dr,raleigh,7373,townhouse,3.0,3.5,"2,896 sq ft",2.299 acres,1943,,$920K,"$880,607",292,446.77,6.0,Y,06/14/2023
LST-80533,9079 Oak Rd,denver,44098,Townhouse,4.0,2.5,"4,449 sq ft",,2013,FALSE,$806K,"$865,247",213,52.73,1.0,Yes,02/15/2022
LST-81176,3024 Elm St,Phoenix AZ,91443,Single Family,2.0,2.5,"2,407 sq ft",2.0 acres,1981,No,$995.0k,"$1,062,017",190,8.06,5.0,0,2021-09-04
LST-81389,1669 Main St.,raleigh,43804,Townhouse,1.0,2.5,4757 SF,0.913 acres,1800,FALSE,$778.0k,"$840,156",235,,6.0,N,2022-01-15
LST-80603,4571 Main St.,san jose,34006,condo,6.0,3.5,4278 SF,2.09 acres,1946,1,"$605,000","$647,803",286,,2.0,0,2023-04-13
LST-80465,6163 Elm Dr,SAN JOSE,84801,townhouse,3.0,1.0,"3,399 sq ft",,1941,Yes,727000,,53,,1.0,,2022-05-25
LST-81379,7234 Cedar St,Phoenix AZ,44495,Condo,6.0,4.5,"1,427 sq ft",0.151,1987,,245000,"$266,264",37,590.24,8.0,N,2023-01-06
LST-80788,3876 Pine St.,"Nashville, TN",69963,Single Family,4.0,1.0,3669,1.507 acres,1986,Y,$386K,"$431,019",264,,8.0,0,2022-01-24
LST-81562,7634 Elm Rd,Charlotte NC,87501,Condo,1.0,2.5,3797,0.882 acres,1973,,"$525,000","$573,677",157,14.8,10.0,0,05/10/2022
LST-81089,4577 Maple Dr,nashville,62635,Multi-Family,3.0,1.5,"4,008 sq ft",1.651 acres,1972,,"$771,000","$829,157",250,497.78,7.0,No,02/12/2022
LST-81198,4706 Elm Ave,phoenix,92051,Single-Family,4.0,3.5,,1.114,1980,3,"$405,000","$418,962",225,182.83,2.0,1,05/28/2021
LST-80060,9036 Pine Ave.,phoenix,48962,,2.0,2.5,"4,972 sq ft","79,758 sq ft",2016,1,,"$613,861",20,,5.0,,12/18/2022
LST-81200,5405 Cedar Ln,San Jose,61797,SFH,6.0,2.5,3984 sqft,,1959,1,"$200,000","$211,515",204,229.5,2.0,1,2020-09-16
LST-81713,1143 Pine Ave.,Phoenix AZ,77094,TOWNHOUSE,3.0,4.0,"3,289 sq ft",1.057 acres,1971,2,$257K,"$282,826",32,495.39,4.0,,05/04/2021
LST-80092,1868 Elm Ln,phoenix,49041,Town House,2.0,1.0,2252,0.761 acres,1995,,$801.0k,"$764,872",233,,4.0,No,2023-08-16
LST-80666,4414 Cedar St,Phoenix,45532,TOWNHOUSE,5.0,3.5,2588 sqft,2.49,2022,,$418.0k,"$415,497",172,,2.0,1,02/05/2021
LST-80280,1061 Maple St.,"Nashville, TN",58695,condo,5.0,4.0,3281 sqft,2.467 acres,1984,False,"$599,000","$669,469",72,,10.0,Y,12/04/2020
LST-81029,4907 Pine St,Charlotte,11565,Single-Family,3.0,1.5,,"40,336 sq ft",2019,yes,$246.0k,"$236,912",141,644.25,8.0,0,2020-05-25
LST-80359,8315 Main St.,denver,63016,single family,6.0,3.0,"1,603 sq ft","79,627 sq ft",1973,No,,"$1,167,852",256,409.0,1.0,Y,02/23/2022
LST-80670,6833 Elm St.,Charlotte NC,73494,Condominium,5.0,3.0,"5,182 sq ft",1.828,2005,FALSE,"$937,000","$926,366",260,,6.0,No,07/10/2022
LST-81799,2164 Oak Ln,nashville,68053,Townhouse,2.0,1.5,2692 SF,0.348,1964,False,$721.0k,"$778,268",183,,10.0,1,2021-12-09
LST-80847,3164 Maple Dr,Phoenix,38205,Condominium,3.0,2.0,4464,"67,953 sq ft",2014,2,"$719,000","$778,248",68,219.33,7.0,Yes,2022-10-08
LST-81265,1184 Oak Rd,Austin,11484,Single Family,1.0,5.0,4502 SF,1.831 acres,1986,No,$383K,"$369,635",97,,,1,06/01/2020
LST-80110,726 Elm St,Denver,73079,SFH,2.0,4.5,"3,158 sq ft","47,001 sq ft",2023,Y,1118000,"$1,135,779",87,54.54,5.0,Y,04/28/2020
LST-80042,7343 Maple Ave.,SAN JOSE,23680,Multi Family,4.0,4.5,4858 sqft,"51,967 sq ft",1973,0,"$1,025,000","$1,078,160",66,97.02,5.0,0,11/05/2020
LST-80125,1432 Maple St.,Charlotte,75510,Condo,4.0,2.5,"5,098 sq ft",2.03,1983,yes,"$713,000","$722,924",124,174.9,,Y,2021-05-21
LST-80204,465 Pine St,Phoenix,46396,Condominium,2.0,2.5,"2,577 sq ft","94,655 sq ft",1956,,"$1,217,000","$1,254,336",55,,4.0,1,
LST-80052,7491 Cedar Rd,Charlotte NC,6006,condo,2.0,1.0,3892 SF,1.891,1983,3,"$337,000","$365,291",53,388.55,4.0,,2021-11-24
LST-80545,5989 Elm Blvd,Denver,89071,single family,4.0,4.0,3450 sqft,2.328 acres,1984,,$820K,"$872,700",24,264.92,9.0,Yes,09/12/2023
LST-80068,8148 Main St.,raleigh,73834,,2.0,5.0,"4,294 sq ft",0.946 acres,1946,3,$584K,,115,191.18,5.0,N,
LST-81644,1703 Cedar Ln,Raleigh,44418,Single Family,5.0,4.5,3565,2.192,1954,FALSE,"$1,132,000","$1,110,396",204,37.12,2.0,,2021-01-02
LST-81593,7964 Main Ave.,San Jose,45111,Single Family,5.0,1.0,"2,038 sq ft",,1990,,$634.0k,"$660,947",179,,9.0,No,2020-04-17
LST-80183,2748 Main Ave.,denver,11643,CONDO,4.0,1.5,3987 sqft,2.372 acres,1960,yes,"$652,000","$627,008",190,89.79,3.0,0,2021-11-11
LST-80137,8034 Oak Blvd,Charlotte,60982,Condominium,4.0,3.0,"2,135 sq ft","41,512 sq ft",1970,No,$673.0k,"$729,106",202,184.1,10.0,,07/08/2021
LST-80899,7001 Oak St.,raleigh,78454,condo,4.0,5.0,2218 sqft,,1975,Y,$840K,"$812,236",68,206.82,8.0,Yes,03/03/2020
LST-80796,2153 Maple Ln,San Jose,31234,condo,5.0,4.5,"1,142 sq ft",,1941,TRUE,377000,"$411,203",277,98.25,,N,2022-10-27
LST-80132,5951 Maple Ave,nashville,14130,Single Family,6.0,5.0,"3,638 sq ft",,1967,,,"$284,278",152,453.14,,Y,2023-04-24
LST-80080,8437 Maple St.,austin,66808,single family,1.0,2.0,716,"77,406 sq ft",2019,yes,$875K,"$967,955",8,,5.0,N,04/07/2021
LST-81420,9764 Elm St.,san jose,94639,condo,5.0,1.0,1732 sqft,0.209 acres,1950,True,"$953,000","$923,309",58,494.07,2.0,0,01/24/2023
LST-80541,4155 Maple Rd,phoenix,67459,CONDO,6.0,4.0,"3,579 sq ft","28,052 sq ft",1944,,361000,"$384,987",61,,8.0,Yes,2023-01-30
LST-81472,4147 Elm Ln,nashville,52981,townhouse,6.0,4.0,4289 sqft,2.183,1959,TRUE,332000,"$348,908",75,580.93,2.0,1,06/19/2023
LST-80983,5652 Cedar Rd,Nashville,90566,CONDO,5.0,4.0,"3,125 sq ft","26,484 sq ft",1979,Yes,$533.0k,"$579,534",211,,1.0,,2021-07-17
LST-80165,8458 Main Dr,Phoenix,57067,Condominium,1.0,3.5,4580,2.261,1959,0,$958K,"$964,839",151,,9.0,No,03/24/2023
LST-80248,1406 Maple Ln,denver,69833,townhouse,3.0,1.0,"2,697 sq ft",2.492 acres,2018,,"$719,000",,61,,5.0,N,
LST-80446,2314 Main St,Nashville,15634,TOWNHOUSE,2.0,4.5,"4,296 sq ft",2.065 acres,2004,yes,,"$1,059,383",201,613.35,,Yes,2021-06-26
LST-81063,7120 Cedar Ave.,raleigh,45410,TOWNHOUSE,4.0,1.0,"4,556 sq ft",0.984 acres,1956,3,$701K,"$696,643",133,,10.0,0,01/07/2022
LST-80858,593 Main Rd,san jose,66331,Multi Family,4.0,1.0,,2.233,1970,N,$1023K,"$1,089,282",165,111.01,5.0,Yes,06/12/2023
LST-81350,6144 Elm Ave.,Phoenix,23961,multifamily,1.0,3.5,"2,207 sq ft","15,071 sq ft",2017,,273000,"$296,315",23,501.54,4.0,0,06/24/2020
LST-80097,7215 Main Ave.,denver,71001,CONDO,4.0,3.0,2558 sqft,"77,580 sq ft",2021,3,"$190,000","$194,970",208,,1.0,Yes,09/29/2021
LST-80396,1926 Pine Rd,phoenix,16001,Multi-Family,1.0,2.0,"1,261 sq ft",,1944,yes,$320K,"$345,280",73,11.25,6.0,Y,07/15/2020
LST-80737,4146 Elm Ave.,Phoenix AZ,45946,,6.0,2.5,"1,621 sq ft",2.126 acres,1965,N,$661K,"$718,669",100,632.05,6.0,Y,2020-08-31
LST-81468,8578 Maple Blvd,Charlotte,38762,Townhouse,3.0,3.0,2902 sqft,1.814 acres,1972,0,"$246,000","$253,858",51,155.91,8.0,Yes,
