account_id,company_name,industry,plan,signup_date,churn_date,churned,mrr_usd,seats,monthly_active_users,usage_events,support_tickets_90d,nps_score,account_age_days,contract_type,region
ACC-11134,Company_1134,healthcare,Free,04/28/2021,,0,$47.43,259,87.0,,0.10075726546392076,9.0,1130,Annual,APAC
ACC-10310,Company_310,saas,pro,2022-11-17,,0,$45.61,328,171.0,,22.0,3.0,562,,Europe
ACC-10704,Company_704,healthcare,start,10/09/2021,,0,$548,174,142.0,"41,444 events",11.0,9.0,995,annual,APAC
ACC-11198,Company_1198,E-Commerce,pro,04/17/2020,,0,$100,405,435.0,13.6K,1.0,1.0,1506,month-to-month,EMEA
ACC-10527,Company_527,E-Commerce,FREE,22/01/2022,,0,518.97,221,86.0,,2.0,8.0,861,Annual,Europe
ACC-10636,Company_636,Software,Starter Plan,03/06/2020,,0,1082.11,61,38.0,,10.0,7.0,1459,multi-year,LATAM
ACC-11346,Company_1346,edtech,enterprise,08/22/2021,2022-12-03,1,,48,37.0,"41,043 events",5.0,0.0,1014,,North America
ACC-11518,Company_1518,Software,enterprise,06/22/2022,,0,"$1,020.71",237,198.0,29939,18.0,,710,ANNUAL,EU
ACC-11206,,Finance,,28/01/2023,2023-12-31,1,2059.3,142,87.0,23703,8.0,3.0,490,Yearly,EMEA
ACC-11440,Company_1440,EdTech,ENTERPRISE,04/09/2021,2023-02-01,1,,428,183.0,3.1K,9.0,1.0,1001,Yearly,North America
ACC-10900,Company_900,Software,professional,10/22/2020,,0,$47.22,478,451.0,6550,16.0,6.0,1318,monthly,Americas
ACC-10604,Company_604,Software,free,11/20/2020,,0,,169,57.0,"29,038 events",12.0,5.0,1289,,
ACC-11114,Company_1114,TECH,ENTERPRISE,2021-11-03,2022-12-25,1,$28.76,355,208.0,"22,773 events",3.0,,941,multi-year,Latin America
ACC-10637,Company_637,edtech,Prof,11/21/2020,,0,,299,208.0,14.4K,9.0,8.0,1288,,US
ACC-10948,Company_948,edtech,Free,03/07/2023,2024-03-04,1,$188.9,29,17.0,"36,162 events",0.8300516049690235,7.0,452,ANNUAL,APAC
ACC-10471,Company_471,edtech,Starter Plan,10/13/2021,,0,"$4,904.93",266,87.0,45444,6.0,,962,ANNUAL,Asia Pacific
ACC-11568,Company_1568,Technology,STARTER,2022-09-27,2024-09-15,1,$48.92,74,49.0,"19,971 events",10.0,1.0,613,MONTHLY,NA
ACC-10597,Company_597,Tech,Ent,10/27/2021,,0,$2164,412,298.0,10676,16.0,3.0,948,ANNUAL,NA
ACC-10555,Company_555,saas,ENTERPRISE,2020-02-04,,0,$181.67,465,397.0,16.9K,1.0,15.0,1579,MONTHLY,Americas
ACC-11426,Company_1426,EdTech,PRO,25/03/2023,,Yes,$107.28,414,250.0,20.3K,8.0,,434,Annual,North America
ACC-11366,Company_1366,Software,Pro,27/08/2022,,0,,411,,17481,5.0,3.0,644,Annual,emea
ACC-11596,,education,FREE,2021-08-30,,0,$197,467,375.0,,13.0,3.0,1006,yearly,Latin America
ACC-10808,Company_808,,professional,02/08/2020,2021-01-31,1,$52.44,43,23.0,611 events,13.0,6.0,1575,Yearly,apac
ACC-10904,Company_904,Finance,Ent,03/16/2020,,0,$480.77,489,185.0,,20.0,,-88,multi-year,LATAM
ACC-10327,Company_327,edtech,Ent,2020-07-31,,0,"$1,955.34",158,170.0,49342,0.0,7.0,1401,Multi-Year,Asia Pacific
ACC-10254,,fintech,Ent,19/10/2020,,0,$211.52,420,200.0,37355,14.0,6.0,1321,Annual,latam
ACC-10727,,Retail,ENTERPRISE,2022-12-03,,0,$938.06,154,124.0,10.4K,23.0,9.0,546,Multi-Year,EU
ACC-10322,Company_322,Tech,FREE,2021-11-10,,0,211.41,273,,16329,0.6681574980177301,10.0,934,MONTHLY,NA
ACC-11185,,education,Enterprise,17/06/2020,,0,$198.37,233,186.0,44.2K,18.0,9.0,1445,Multi-Year,NA
ACC-10538,Company_538,Finance,start,29/10/2022,,0,182.18,235,111.0,37816,12.0,1.0,581,yearly,Latin America
ACC-10722,Company_722,Retail,PRO,04/02/2020,,churned,,368,129.0,"47,775 events",20.0,9.0,1521,MONTHLY,US
ACC-11458,Company_1458,retail,professional,2021-09-16,2023-05-07,1,$483.53,63,34.0,7250,19.0,2.0,989,multi-year,US
ACC-11378,Company_1378,EdTech,Professional,09/07/2020,,0,$510.38,285,132.0,24200,5.0,10.0,1363,,latam
ACC-10610,Company_610,E-Commerce,starter,14/09/2021,,0,$29.25,432,258.0,"39,502 events",24.0,9.0,991,month-to-month,Latin America
ACC-11010,,EdTech,pro,12/08/2022,,,$537.28,464,305.0,,1.0,10.0,659,yearly,emea
ACC-10015,Company_15,finance,Pro,2022-03-31,2022-06-10,1,"$1,029.09",44,25.0,"37,339 events",6.0,7.0,793,month-to-month,NA
ACC-11005,Company_1005,E-Commerce,pro,2022-11-30,,Yes,$1.03K,479,431.0,22257,22.0,10.0,549,2-Year,NA
ACC-10086,Company_86,Technology,ENT,06/09/2022,2024-02-17,1,$45.05,265,262.0,"39,141 events",15.0,,723,Annual,apac
ACC-10878,Company_878,Healthcare,free,2020-08-27,2022-06-26,1,$101,53,39.0,"35,733 events",3.0,9.0,1374,Multi-Year,APAC
ACC-11548,Company_1548,education,start,2022-05-27,,0,$499.78,358,173.0,4433,3.0,4.0,736,,EMEA
ACC-10365,Company_365,education,starter,07/10/2021,,0,$2047,464,252.0,"48,705 events",11.0,10.0,968,multi-year,NA
ACC-11239,Company_1239,Software,enterprise,25/03/2020,2020-05-21,1,91.73,356,196.0,,23.0,10.0,1529,Annual,APAC
ACC-10265,Company_265,Tech,starter,07/01/2022,,0,"$2,095.75",432,131.0,"30,244 events",5.0,10.0,701,monthly,APAC
ACC-10287,Company_287,,,10/11/2022,2023-07-31,1,$1847,43,46.0,,8.0,,569,annual,Asia Pacific
ACC-10875,Company_875,Education,professional,19/03/2022,2023-08-25,1,"$1,888.58",78,25.0,1.9K,4.0,15.0,805,multi-year,Asia Pacific
ACC-10358,Company_358,EdTech,,2022-01-29,,0,$97.72,231,111.0,45.4K,12.0,3.0,854,annual,EMEA
ACC-10054,Company_54,healthcare,Ent,09/09/2021,2023-03-05,1,,426,459.0,23333,21.0,9.0,996,yearly,emea
ACC-11125,Company_1125,saas,free,2022-01-28,,0,$453.67,224,232.0,,6.0,8.0,855,2-Year,North America
ACC-11226,,finance,ENT,2022-10-06,,0,$98.54,321,123.0,,9.0,8.0,604,month-to-month,emea
ACC-10950,Company_950,E-Commerce,pro,2020-05-19,2021-02-19,1,$5416,44,45.0,,8.0,1.0,1474,Monthly,NA
ACC-11033,Company_1033,,Free,07/07/2021,,0,,39,26.0,17928,2.0,,1060,,EU
ACC-10660,Company_660,,freemium,06/02/2022,2024-01-08,1,$29,3,1.0,"25,808 events",6.0,9.0,846,Multi-Year,Asia Pacific
ACC-11230,Company_1230,SaaS,ENT,2021-04-13,2022-10-18,1,$45,388,119.0,,7.0,,1145,Multi-Year,Europe
ACC-11108,Company_1108,Retail,enterprise,06/07/2020,,0,$921.51,266,166.0,"20,893 events",7.0,8.0,1426,Multi-Year,Americas
ACC-10221,Company_221,TECH,,09/05/2021,,0,,77,66.0,30.6K,22.0,0.0,1000,MONTHLY,EMEA
ACC-10113,Company_113,healthcare,,2020-11-22,2021-07-08,1,$1035,27,17.0,"47,733 events",2.0,6.0,1287,Annual,
ACC-10680,Company_680,Retail,ENT,07/02/2023,,0,,494,462.0,44.9K,3.0,10.0,480,month-to-month,emea
ACC-11591,Company_1591,retail,starter,20/11/2020,,0,$217.05,441,,37946,19.0,100.0,1289,2-Year,latam
ACC-10692,Company_692,retail,starter,2022-09-19,,0,$4.90K,144,72.0,18.8K,14.0,1.0,621,monthly,NA
ACC-10174,Company_174,Healthcare,Ent,2020-09-17,,0,$46,492,175.0,,0.0,100.0,1353,Annual,US
ACC-10544,Company_544,Healthcare,ENTERPRISE,22/08/2022,,0,$28.04,72,45.0,30858,20.0,7.0,649,Multi-Year,Asia Pacific
ACC-10829,Company_829,,ENT,25/08/2022,2023-11-10,1,$97,37,39.0,,18.0,9.0,646,Annual,US
ACC-10506,Company_506,Healthcare,ENT,04/07/2022,2022-09-05,1,$31.15,483,205.0,"31,216 events",15.0,7.0,786,multi-year,EMEA
ACC-11276,Company_1276,Finance,STARTER,27/12/2021,2022-02-08,1,$52.57,221,92.0,33.0K,12.0,,887,Yearly,EMEA
ACC-10018,Company_18,Health,ENTERPRISE,01/29/2021,,0,$101,343,109.0,,13.0,,1219,Annual,US
ACC-10423,Company_423,Retail,Prof,2020-11-25,,0,$1.01K,325,286.0,,0.6404991362467064,9.0,1284,,apac
ACC-11179,Company_1179,SaaS,ENTERPRISE,08/17/2020,,0,"$4,673.46",468,164.0,2.4K,24.0,7.0,1384,ANNUAL,latam
ACC-10285,Company_285,education,Free Trial,11/11/2020,,0,$467.04,216,133.0,,0.6263264803065371,10.0,1298,Yearly,APAC
ACC-11296,Company_1296,retail,professional,15/02/2020,,0,$29.54,36,13.0,"9,227 events",17.0,3.0,1568,Annual,Latin America
ACC-10428,Company_428,,enterprise,2020-09-13,,0,1041.06,466,200.0,"19,551 events",0.8633186259547105,1.0,1357,Yearly,EU
ACC-11234,,finance,Prof,16/03/2023,,0,,434,175.0,19613,13.0,5.0,443,,Americas
ACC-11516,Company_1516,saas,free,2022-05-14,2023-10-06,1,$932.48,46,,41593,10.0,8.0,749,MONTHLY,LATAM
ACC-11579,Company_1579,fintech,,18/12/2021,,0,,140,81.0,"10,142 events",9.0,2.0,896,2-Year,apac
ACC-10031,Company_31,tech,Ent,05/04/2022,,0,$926.79,334,317.0,"18,695 events",12.0,8.0,788,ANNUAL,Americas
ACC-11054,Company_1054,edtech,freemium,12/18/2020,,0,$483.77,227,139.0,44.7K,19.0,5.0,1261,MONTHLY,APAC
ACC-10210,Company_210,healthcare,enterprise,11/11/2020,,0,$31.64,83,41.0,46408,22.0,6.0,1298,annual,latam
ACC-10439,Company_439,,Prof,2020-11-24,,0,$1048,408,410.0,1.8K,16.0,5.0,1285,MONTHLY,APAC
ACC-10634,Company_634,finance,enterprise,11/27/2021,,0,$106.03,498,464.0,40.8K,23.0,,917,month-to-month,
ACC-10181,Company_181,Tech,Free Trial,2022-07-21,2023-08-16,1,$198.24,316,274.0,7.0K,23.0,-5.0,681,2-Year,LATAM
ACC-10214,Company_214,fintech,freemium,03/12/2023,,0,$107.51,110,46.0,"47,120 events",16.0,4.0,447,annual,Asia Pacific
ACC-10979,Company_979,EdTech,Ent,2022-05-16,2023-05-20,1,$31.10,179,90.0,27.3K,13.0,1.0,747,,APAC
ACC-10938,,ecommerce,Free,05/11/2021,,0,$2.17K,141,74.0,,0.3639468618887162,2.0,1117,annual,latam
ACC-10968,Company_968,Technology,Enterprise,06/09/2021,2022-10-10,1,$102,61,43.0,"4,434 events",11.0,9.0,999,month-to-month,
ACC-11384,Company_1384,SaaS,Professional,2021-12-13,,0,"$1,811.75",320,314.0,12533,10.0,8.0,901,Multi-Year,Latin America
ACC-10326,Company_326,Software,STARTER,03/22/2022,,0,507.18,288,88.0,35.7K,4.0,,802,Yearly,EMEA
ACC-11546,Company_1546,Tech,Free,11/18/2021,,churned,2189.27,296,187.0,"18,042 events",10.0,2.0,926,monthly,APAC
ACC-10838,Company_838,Technology,STARTER,2020-04-21,,0,215.19,394,129.0,"2,323 events",0.0,5.0,1502,annual,EU
ACC-10188,Company_188,E-Commerce,Starter,09/10/2022,,0,$514.68,353,356.0,"21,741 events",16.0,0.0,601,yearly,APAC
ACC-11523,Company_1523,Software,free,2022-08-03,2024-07-14,1,$920.60,183,113.0,4526,15.0,0.0,668,Multi-Year,Americas
ACC-10946,Company_946,finance,Starter Plan,2022-11-06,,0,90.36,62,32.0,"37,012 events",15.0,,573,yearly,latam
ACC-10341,Company_341,Education,starter,2022-01-11,2022-03-22,1,,82,82.0,11.1K,7.0,3.0,872,annual,apac
ACC-10147,Company_147,Finance,enterprise,2021-05-07,2023-05-06,1,$181,396,208.0,25.2K,2.0,7.0,1121,Annual,APAC
ACC-10360,,Education,FREE,19/03/2022,,0,105.87,406,168.0,"6,904 events",0.48812480789722457,2.0,805,ANNUAL,US
ACC-10083,Company_83,FinTech,Ent,09/04/2023,2024-05-05,1,46.87,341,355.0,"19,459 events",23.0,5.0,419,MONTHLY,EMEA
ACC-10048,Company_48,TECH,ENT,2022-01-03,2022-02-09,1,1861.91,43,33.0,6546,21.0,7.0,880,annual,apac
ACC-10468,Company_468,finance,FREE,07/14/2021,,churned,$213,186,85.0,,17.0,4.0,1053,MONTHLY,emea
ACC-10155,Company_155,Tech,start,2021-02-13,,0,"$4,908.64",316,338.0,"15,932 events",0.6591998645397702,1.0,1204,Multi-Year,US
ACC-10962,Company_962,Finance,professional,31/01/2021,2022-11-20,1,$989.42,398,396.0,"11,230 events",15.0,3.0,1217,ANNUAL,APAC
ACC-11351,Company_1351,saas,professional,15/10/2022,,0,$4616,70,50.0,"47,817 events",12.0,-5.0,595,Monthly,apac
ACC-10966,Company_966,Health,freemium,06/14/2020,,0,,244,259.0,37.2K,8.0,3.0,1448,ANNUAL,Latin America
ACC-11335,Company_1335,healthcare,enterprise,2022-03-03,,0,$492.26,100,87.0,30.3K,11.0,2.0,821,MONTHLY,Americas
ACC-10500,Company_500,saas,pro,2023-02-03,,0,$101,389,404.0,"10,153 events",10.0,6.0,-59,multi-year,latam
ACC-10179,Company_179,E-Commerce,Free Trial,02/06/2021,2021-05-10,1,"$1,823.98",226,173.0,13.6K,5.0,8.0,1211,Multi-Year,Europe
ACC-10772,Company_772,Tech,Starter,07/02/2021,,0,"$2,138.12",250,240.0,13603,24.0,0.0,1210,ANNUAL,Europe
ACC-10777,Company_777,Healthcare,freemium,2021-01-31,,0,$4.92K,490,463.0,9964,9.0,1.0,1217,monthly,EMEA
ACC-11323,Company_1323,Technology,Enterprise,01/23/2020,,0,$31.09,173,163.0,35997,4.0,2.0,1591,annual,Europe
ACC-10528,Company_528,healthcare,,14/01/2020,,0,"$1,935.88",380,140.0,44.6K,24.0,2.0,1600,Multi-Year,EMEA
ACC-10346,Company_346,ecommerce,start,2022-07-23,,0,$90.73,350,218.0,32850,9.0,5.0,-158,multi-year,latam
ACC-11087,Company_1087,Tech,start,2021-05-08,2021-11-08,1,,76,,"31,230 events",22.0,,1120,MONTHLY,LATAM
ACC-11599,,Education,ENTERPRISE,2022-04-12,,0,$186.12,58,18.0,34700,20.0,15.0,781,ANNUAL,LATAM
ACC-11473,Company_1473,FinTech,ENTERPRISE,11/11/2021,2023-08-07,1,$99.29,291,206.0,"32,240 events",8.0,6.0,933,monthly,EMEA
ACC-10781,Company_781,tech,ENTERPRISE,22/08/2022,,0,,132,70.0,26447,0.0,3.0,649,Annual,US
ACC-10700,Company_700,retail,STARTER,2021-10-14,,0,$29.63,21,10.0,"18,748 events",14.0,6.0,-165,monthly,EMEA
ACC-10243,Company_243,ecommerce,FREE,2022-04-16,,0,,377,191.0,"44,409 events",16.0,8.0,777,2-Year,apac
ACC-11202,Company_1202,Software,Free Trial,22/01/2021,,0,$52.97,283,196.0,,20.0,8.0,1226,ANNUAL,APAC
ACC-10312,Company_312,,Ent,2021-08-27,2023-02-07,1,"$5,482.74",397,333.0,"18,124 events",6.0,4.0,1009,month-to-month,Europe
ACC-10435,Company_435,Healthcare,Prof,28/06/2021,,0,"$1,986.44",135,96.0,,19.0,3.0,1069,multi-year,EMEA
ACC-11547,Company_1547,Technology,free,06/12/2021,,0,$1939,464,273.0,"23,263 events",16.0,,1085,Multi-Year,EU
ACC-11013,Company_1013,Education,start,2021-12-28,,FALSE,$105,249,96.0,29.9K,16.0,8.0,886,yearly,latam
ACC-10308,Company_308,FinTech,Ent,11/22/2021,2023-03-13,1,$918,173,82.0,"12,827 events",21.0,2.0,922,MONTHLY,EMEA
ACC-10430,Company_430,Health,Free,11/07/2022,,0,$45.05,63,48.0,"28,053 events",11.0,9.0,572,Annual,Asia Pacific
ACC-10370,Company_370,,ENT,2022-07-16,2023-12-08,1,$31,447,429.0,22.1K,4.0,9.0,686,month-to-month,Americas
ACC-10677,Company_677,saas,Pro,07/09/2020,,0,"$5,436.30",254,131.0,,0.0,1.0,-102,Yearly,NA
ACC-10181,Company_181,Tech,Free Trial,2022-07-21,2023-08-16,1,$198.24,316,274.0,7.0K,23.0,-5.0,681,2-Year,LATAM
ACC-10601,Company_601,FinTech,ENTERPRISE,25/06/2022,,TRUE,$2036,394,158.0,3110,3.0,9.0,707,Yearly,latam
ACC-11235,Company_1235,ecommerce,ENT,2023-01-25,2025-01-01,1,$47.92,421,287.0,6.2K,4.0,0.0,493,ANNUAL,APAC
ACC-10820,Company_820,education,professional,09/12/2021,,0,$185.03,4,3.0,,17.0,0.0,993,2-Year,apac
ACC-11552,Company_1552,Education,ENTERPRISE,2021-09-05,,0,$89.14,486,520.0,"34,762 events",17.0,6.0,1000,multi-year,EU
ACC-10296,Company_296,Finance,Free Trial,02/17/2021,2022-07-24,1,$53.75,231,155.0,37200,4.0,6.0,1200,annual,Americas
ACC-11272,Company_1272,TECH,Free,04/14/2022,2022-09-13,1,$1025,429,236.0,"5,520 events",6.0,,779,month-to-month,Europe
ACC-10461,Company_461,Education,professional,05/24/2021,,0,28.72,172,165.0,12493,4.0,2.0,1104,annual,latam
ACC-11144,,,Ent,11/02/2022,2024-04-05,1,108.7,348,213.0,,7.0,,577,annual,emea
ACC-11050,Company_1050,healthcare,Free Trial,07/12/2020,2021-05-12,1,$106.01,222,,23.2K,7.0,7.0,1420,Monthly,apac
ACC-10377,Company_377,edtech,Starter Plan,14/01/2023,,0,$943.21,451,342.0,38801,17.0,8.0,504,2-Year,
ACC-10867,Company_867,retail,PRO,2020-04-19,,0,,291,189.0,11936,6.0,7.0,1504,multi-year,LATAM
ACC-10126,,Healthcare,Enterprise,2022-04-27,,0,,184,144.0,"37,540 events",12.0,5.0,-108,MONTHLY,Americas
ACC-10864,Company_864,fintech,STARTER,2022-06-20,,0,$30.32,470,264.0,"6,884 events",17.0,3.0,712,ANNUAL,APAC
ACC-11537,Company_1537,education,Pro,2022-09-24,,0,53.14,88,62.0,,14.0,10.0,616,Annual,Europe
ACC-10355,Company_355,edtech,Enterprise,09/19/2021,,0,,297,160.0,,7.0,3.0,986,Multi-Year,
ACC-11324,Company_1324,Tech,Ent,09/03/2022,,0,1988.46,14,4.0,27659,18.0,10.0,815,2-Year,emea
ACC-10209,Company_209,Technology,FREE,29/11/2020,2022-07-03,1,$1886,454,315.0,"36,678 events",19.0,2.0,1280,monthly,APAC
ACC-10140,Company_140,EdTech,freemium,06/21/2022,,0,$5.01K,296,,"20,813 events",10.0,,711,Annual,EMEA
ACC-11385,Company_1385,Retail,FREE,02/03/2022,2024-01-15,1,$2065,311,333.0,48106,9.0,9.0,822,Monthly,Asia Pacific
ACC-11090,Company_1090,SaaS,start,07/06/2022,,0,"$4,537.24",490,387.0,"37,150 events",11.0,5.0,-30,Monthly,US
ACC-10993,Company_993,Software,PRO,07/07/2022,,0,$31.75,265,142.0,30.7K,19.0,,695,Yearly,NA
ACC-11289,,E-Commerce,professional,06/13/2022,,0,,349,281.0,19108,19.0,5.0,-67,Annual,apac
ACC-11305,Company_1305,Technology,ENTERPRISE,29/06/2022,2023-07-24,1,$4906,198,167.0,"47,820 events",0.0,7.0,703,yearly,Americas
ACC-10620,Company_620,Healthcare,Enterprise,04/07/2022,,0,$51.68,289,109.0,,2.0,7.0,698,Annual,US
ACC-11040,Company_1040,E-Commerce,professional,10/11/2022,,0,,24,14.0,"35,233 events",23.0,4.0,569,2-Year,Latin America
ACC-10599,Company_599,FinTech,start,02/18/2020,2020-07-26,1,$1073,236,,49.4K,0.700650226410529,5.0,1565,Yearly,Europe
ACC-11026,Company_1026,EdTech,freemium,03/21/2023,2024-04-20,1,$28,60,33.0,29.9K,0.7681927173602534,8.0,-7,month-to-month,North America
ACC-10010,Company_10,Retail,Professional,10/28/2020,,0,$499.52,357,197.0,21360,7.0,,1312,annual,Latin America
ACC-10855,,Technology,enterprise,2022-08-29,,0,,81,25.0,"23,272 events",8.0,5.0,642,month-to-month,Latin America
ACC-10282,,saas,professional,08/11/2022,,0,$209.28,83,70.0,"17,830 events",20.0,3.0,-173,annual,apac
ACC-10291,Company_291,Tech,Prof,21/01/2023,,0,$992.2,2,2.0,"11,978 events",18.0,,497,multi-year,LATAM
ACC-10654,Company_654,Finance,Pro,2021-09-21,,0,$1858,206,220.0,29636,0.0,5.0,984,,APAC
ACC-10596,Company_596,finance,PRO,01/11/2023,,0,28.42,181,89.0,"5,174 events",8.0,7.0,507,Monthly,Latin America
ACC-10129,Company_129,Healthcare,freemium,2020-05-20,,0,$526.67,402,388.0,"39,013 events",10.0,6.0,1473,Annual,EMEA
ACC-10323,Company_323,Education,start,11/02/2021,,0,$45,359,282.0,,11.0,10.0,942,monthly,Latin America
ACC-10807,Company_807,edtech,Professional,31/03/2023,,0,$26.64,84,64.0,"5,456 events",9.0,5.0,428,annual,EU
ACC-10585,Company_585,tech,Enterprise,01/11/2022,,0,45.21,325,352.0,45926,22.0,6.0,872,Multi-Year,Latin America
ACC-10668,Company_668,edtech,freemium,2023-03-17,,0,"$1,962.77",222,201.0,"31,701 events",8.0,3.0,442,monthly,EMEA
ACC-10629,Company_629,education,Ent,03/05/2022,,0,101.01,425,461.0,39.7K,2.0,,760,Monthly,EU
ACC-11029,Company_1029,healthcare,ENT,06/17/2020,,0,$93.24,466,337.0,41.1K,24.0,10.0,1445,ANNUAL,NA
ACC-10782,Company_782,Education,Pro,2023-02-21,,0,$1967,202,107.0,,5.0,2.0,466,,EU
ACC-10741,Company_741,ecommerce,freemium,02/23/2022,2023-03-30,1,$993.77,405,281.0,"6,318 events",17.0,,829,MONTHLY,emea
ACC-10158,Company_158,retail,enterprise,2021-03-29,,0,,210,80.0,"37,437 events",16.0,6.0,1160,Yearly,EU
ACC-11436,Company_1436,,professional,2020-09-18,,0,203.89,289,132.0,3.2K,11.0,5.0,1352,,North America
ACC-10516,Company_516,Software,enterprise,04/09/2023,,0,$47.73,235,85.0,"36,886 events",10.0,6.0,419,Monthly,apac
ACC-11164,,FinTech,free,01/01/2021,2022-10-16,1,,236,93.0,0.3K,1.0,0.0,1247,ANNUAL,Latin America
ACC-10195,Company_195,Tech,Starter Plan,04/22/2020,,0,$47.95,70,61.0,47.3K,19.0,9.0,1501,annual,Americas
ACC-11347,Company_1347,Health,Free Trial,01/07/2021,,FALSE,,481,277.0,49.0K,18.0,3.0,1241,month-to-month,Latin America
ACC-11133,Company_1133,retail,freemium,2022-03-22,,0,$962,288,86.0,"4,813 events",19.0,2.0,802,multi-year,Europe
ACC-10410,Company_410,finance,,02/26/2020,,0,1028.79,289,288.0,"42,125 events",13.0,4.0,1557,multi-year,emea
ACC-10096,Company_96,Healthcare,Ent,2022-10-17,,0,$501.32,294,,23166,17.0,,593,annual,NA
ACC-10693,Company_693,Tech,start,2020-09-07,,,53.22,112,101.0,"44,292 events",23.0,3.0,1363,monthly,US
ACC-11231,,retail,freemium,2022-06-08,,0,$30,383,121.0,"1,838 events",12.0,4.0,724,multi-year,EMEA
ACC-10156,Company_156,finance,Pro,27/09/2022,,0,$105.37,422,361.0,48368,0.0,9.0,613,Annual,North America
ACC-10419,Company_419,saas,pro,07/05/2021,2022-08-15,1,$1087,480,406.0,"38,106 events",14.0,9.0,1121,ANNUAL,EU
ACC-10757,Company_757,education,STARTER,03/31/2023,,0,$51.99,444,340.0,17.1K,17.0,6.0,428,multi-year,emea
ACC-10477,,healthcare,Enterprise,29/06/2021,2022-09-23,1,$186.34,397,184.0,13.2K,19.0,5.0,1068,2-Year,Latin America
ACC-10724,Company_724,TECH,Free Trial,2022-11-04,,0,"$1,036.58",348,355.0,,11.0,4.0,575,Monthly,
ACC-10765,,Software,enterprise,2020-03-26,,0,$103.22,476,445.0,9.4K,7.0,10.0,1528,Multi-Year,emea
ACC-11527,Company_1527,EdTech,free,2020-11-29,2022-08-20,1,196.07,240,184.0,"13,880 events",20.0,9.0,1280,MONTHLY,APAC
ACC-10447,Company_447,Technology,starter,06/04/2020,,0,$192.08,271,198.0,"28,593 events",23.0,,1458,multi-year,NA
ACC-11094,Company_1094,ecommerce,starter,12/23/2022,,0,"$1,050.16",415,406.0,"29,590 events",2.0,6.0,526,monthly,EMEA
ACC-10178,Company_178,Tech,,03/19/2023,2025-03-13,1,$203,440,304.0,"15,167 events",3.0,0.0,440,2-Year,LATAM
ACC-10390,Company_390,Software,starter,2021-04-10,,churned,$49,22,11.0,"24,822 events",10.0,7.0,1148,Yearly,US
ACC-10578,Company_578,EdTech,STARTER,23/10/2022,,0,$450.10,308,256.0,"46,034 events",15.0,7.0,587,2-Year,Latin America
ACC-11402,Company_1402,,pro,2022-10-15,2024-07-20,1,$104.04,107,32.0,"33,427 events",15.0,0.0,595,MONTHLY,EU
ACC-10759,Company_759,Software,Starter Plan,2021-04-04,,0,,177,188.0,27.9K,23.0,8.0,1154,annual,LATAM
ACC-11348,Company_1348,education,enterprise,26/09/2022,,0,$515.69,88,39.0,25068,5.0,,614,annual,apac
ACC-11155,Company_1155,EdTech,FREE,2020-07-09,2022-05-26,1,4663.24,35,24.0,"49,096 events",17.0,10.0,1423,MONTHLY,EU
ACC-10682,Company_682,Education,start,12/15/2022,,0,$2.02K,276,125.0,45.1K,20.0,4.0,534,annual,Asia Pacific
ACC-10752,Company_752,fintech,Enterprise,10/21/2022,,0,$499,21,15.0,,0.014600409331533393,5.0,589,multi-year,Europe
ACC-10142,Company_142,healthcare,professional,06/24/2022,2024-01-16,1,$517.01,409,144.0,7517,11.0,4.0,708,Yearly,latam
ACC-11240,Company_1240,Tech,Ent,08/08/2022,,0,$989.32,239,184.0,"23,469 events",13.0,6.0,663,MONTHLY,Americas
ACC-10939,Company_939,E-Commerce,freemium,05/10/2022,,0,,347,212.0,,22.0,10.0,605,2-Year,emea
ACC-10887,Company_887,Technology,enterprise,11/05/2021,,0,,483,362.0,19983,16.0,5.0,-168,annual,Latin America
ACC-10965,,Tech,Starter Plan,27/02/2023,,0,"$1,075.48",428,155.0,,17.0,8.0,460,month-to-month,Europe
ACC-10615,Company_615,Tech,FREE,2021-01-02,,0,$215.45,282,124.0,17225,23.0,2.0,1246,annual,EMEA
ACC-10294,Company_294,retail,Starter Plan,2020-05-09,2020-08-18,1,$935,138,75.0,12.4K,0.5980893223093801,6.0,1484,Yearly,Latin America
ACC-10643,Company_643,finance,Enterprise,18/09/2022,2024-08-06,1,$450.06,355,307.0,,22.0,9.0,622,multi-year,Americas
ACC-11550,Company_1550,Retail,start,11/26/2021,,0,"$4,542.34",371,387.0,32.1K,5.0,0.0,918,Yearly,Latin America
ACC-10088,Company_88,EdTech,enterprise,03/27/2021,,0,$53.39,221,88.0,"34,750 events",16.0,5.0,1162,MONTHLY,Latin America
ACC-10041,Company_41,Technology,ENTERPRISE,2021-07-05,,0,$26.11,329,344.0,"8,543 events",11.0,0.0,1062,ANNUAL,EU
ACC-11577,Company_1577,EdTech,Free,06/04/2023,,0,$30,399,232.0,"38,594 events",22.0,0.0,422,Annual,APAC
ACC-10131,Company_131,healthcare,ENTERPRISE,2022-05-27,,0,$4.73K,459,167.0,45.0K,0.1530130560936913,,736,Annual,latam
ACC-10694,Company_694,,enterprise,29/12/2021,,0,$31.17,419,217.0,"3,465 events",0.4443554198651016,3.0,885,month-to-month,latam
ACC-10926,Company_926,Technology,starter,17/03/2022,2026-06-14,1,"$2,138.50",185,129.0,"17,594 events",11.0,7.0,807,multi-year,APAC
ACC-11557,Company_1557,education,Starter,2020-05-07,,0,$47.27,231,,29.7K,0.30234893949447134,8.0,1486,Yearly,NA
