id,age,workclass,education,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,housing,n_household_members,savings_usd,broadband_access,employment_status,commute_time_min,county_fips,rent_usd
2327,26,Private,11th,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,0,0,20,United-States,120851,Mortgage,4,969,Y,Self-employed,58,44072,2425
2328,38,State-gov,Preschool,M,Prof-specialty,Other-relative,White,Male,76738,0,7,United-States,<=50K,Own,5,719,Yes,Retired,79,16476,3074
2329,75,Private,Assoc-voc,Never-married,Sales,Unmarried,White,Male,0,0,14,United-States,>50K,Rent,6,3367,Yes,Employed,114,45236,0
2330,18,Private,Prof-school,Married-civ-spouse,Protective-serv,Wife,White,Female,0,0,59,United-States,<=50K,Mortgage,2,2396,Yes,Unemployed,12,12703,809
2331,76,Private,10th,Never-married,Craft-repair,Wife,White,Female,0,0,52,United-States,60292,Own,4,7620,N,Retired,61,47123,0
2332,48,Private,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,48,United-States,38009,Own,2,592,No,Employed,6,50568,2217
2333,64,Private,Masters,Married-civ-spouse,Other-service,Not-in-family,White,Female,0,0,5,United-States,<=50K,Own,7,0,N,Employed,11,38150,0
2334,40,Private,Doctor,Married-civ-spouse,Transport-moving,Unmarried,White,Male,84010,0,39,United-States,24627,Own,4,852,no,Self-employed,77,14505,932
2335,57,Private,9th,Never-married,Sales,Not-in-family,White,Female,0,0,31,Philippines,<=50K,Mortgage,4,0,no,Retired,46,17027,0
2336,80,Private,5th-6th,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,10,United-States,<=50K,Rent,4,942,no,Retired,0,12416,0
2337,78,Private,5th-6th,Married-civ-spouse,Transport-moving,Wife,White,Male,0,0,50,South,23785,Mortgage,5,0,Yes,Unemployed,74,51328,0
2338,68,Private,9th,Married-civ-spouse,Sales,Wife,White,Female,0,0,36,United-States,<=50K,Own,2,6160,no,Student,58,24807,623
2339,77,Self-emp-inc,11th,M,Transport-moving,Own-child,White,Female,0,0,30,United-States,20145,Own,1,10707,Yes,Unemployed,83,45649,0
2340,52,Private,Some-college,Married-civ-spouse,Tech-support,Other-relative,White,Male,0,0,56,United-States,>50K,Rent,3,0,Yes,Employed,112,43292,681
2341,30,Private,5th-6th,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,36,United-States,31588,Own,4,0,yes,Self-employed,98,04347,0
2342,99,Private,PhD,Never-married,Adm-clerical,Not-in-family,Other,Male,0,0,19,United-States,<=50K,Own,6,0,Yes,Self-employed,89,24683,0
2343,62,Private,9th,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,50,United-States,<=50K,Own,2,125,Yes,Unemployed,110,45318,0
2344,28,Private,Ph.D.,S,Adm-clerical,Own-child,White,Male,0,0,8,United-States,16505,Own,2,0,yes,Student,63,35084,3811
2345,45,Federal-gov,Doctorate,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,1067,28,United-States,19004,Rent,6,0,No,Employed,56,13054,0
2346,82,Private,12th,D,Armed-Forces,Other-relative,White,Female,0,0,59,United-States,24422,Rent,3,0,Y,Retired,47,7567,1871
2347,76,Private,11th,W,Machine-op-inspct,Unmarried,White,Male,0,0,43,United-States,>50K,Rent,5,14218,N,Retired,100,26603,0
2348,35,Private,7th-8th,Married-civ-spouse,Farming-fishing,Unmarried,White,Male,0,0,4,United-States,<=50K,Own,3,0,yes,Unemployed,65,26338,0
2349,52,Private,12th,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,13,United-States,>50K,Own,3,83690,N,Unemployed,94,18362,3613
2350,69,Private,9th,Single,Exec-managerial,Unmarried,White,Female,1853,0,7,United-States,133505,Other,5,2663,N,Unemployed,74,12501,0
2351,66,Private,11th,Never-married,Craft-repair,Wife,White,Male,0,0,41,United-States,<=50K,Own,5,269,yes,Employed,14,17635,0
2352,80,Private,Preschool,Married-civ-spouse,Transport-moving,Not-in-family,Black,Female,0,0,29,United-States,<=50K,Rent,4,0,N,Student,97,17764,1490
2353,31,State-gov,Masters,Divorced,Adm-clerical,Unmarried,White,Male,0,0,62,United-States,<=50K,Mortgage,2,2443,No,Employed,12,25112,0
2354,69,Self-emp-inc,HS-grad,Divorced,Adm-clerical,Husband,White,Female,0,0,15,Mexico,<=50K,Rent,3,0,yes,Self-employed,118,51732,0
2355,57,Local-gov,Assoc-acdm,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,<=50K,Mortgage,7,1784,No,Self-employed,75,48289,0
2356,57,Self-emp-not-inc,Some-college,Never-married,Sales,Other-relative,White,Male,0,0,31,United-States,<=50K,Own,1,0,Yes,Self-employed,89,33684,840
2357,40,Private,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,23136,Own,6,0,no,Student,26,44591,0
2358,53,Private,12th,Never-married,,Husband,White,Male,0,0,57,United-States,3764,Rent,4,0,No,Retired,101,29156,0
2359,76,State-gov,7th-8th,Divorced,Exec-managerial,Unmarried,White,Female,0,0,35,United-States,24406,Mortgage,4,41222,N,Retired,78,06531,0
2360,47,Private,Doctor,Single,,Other-relative,White,Male,0,3547,40,United-States,60379,Own,5,0,N,Unemployed,108,33030,0
2361,21,Private,HS-grad,Widowed,Exec-managerial,Wife,White,Male,70379,0,49,United-States,23247,Rent,5,304,Yes,Retired,77,19820,1849
2362,66,Private,GED,Never-married,Tech-support,Husband,White,Male,0,0,29,United-States,<=50K,Mortgage,6,9194,yes,Retired,96,26086,0
2363,84,Private,Assoc-acdm,Separated,Prof-specialty,Wife,White,Male,0,0,4,United-States,16990,Rent,6,2473,No,Retired,64,30655,430
2364,47,Local-gov,Doctorate,Divorced,Prof-specialty,Wife,White,Male,0,0,24,United-States,<=50K,Own,7,3371,N,Employed,114,50145,0
2365,99,Private,Bachelors,Never-married,Adm-clerical,Other-relative,Black,Male,50246,0,28,United-States,45690,Own,1,571,No,Employed,58,48666,0
2366,74,Self-emp-not-inc,7th-8th,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,7,United-States,<=50K,Other,5,2346,Yes,Self-employed,11,40648,2755
2367,18,Self-emp-inc,Bachelors,Never-married,Tech-support,Wife,White,Male,0,0,54,United-States,40365,Rent,5,3199,no,Unemployed,95,16694,3115
2368,85,Local-gov,HS-grad,Never-married,Handlers-cleaners,Wife,White,Male,0,0,36,India,>50K,Own,4,0,N,Employed,114,54486,1567
2369,80,Private,11th,M,Craft-repair,Husband,White,Female,0,0,56,United-States,24701,Own,3,2046,yes,Self-employed,54,50515,0
2370,70,Private,HS-grad,M,Tech-support,Wife,White,Male,0,0,99,United-States,13979,Mortgage,5,24361,yes,Self-employed,71,40224,1632
2371,51,Private,Assoc-acdm,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,0,0,42,United-States,138868,Mortgage,2,6430,yes,Self-employed,31,54760,0
2372,17,Private,Assoc-acdm,Single,Transport-moving,Unmarried,Black,Male,0,0,48,United-States,<=50K,Mortgage,4,0,N,Employed,25,36587,0
2373,76,Private,Doctorate,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,39,Germany,<=50K,Rent,3,0,Y,Unemployed,111,26618,0
2374,84,Private,7th-8th,Never-married,Adm-clerical,Unmarried,White,Female,6374,0,30,United-States,<=50K,Rent,1,1252,yes,Unemployed,45,20305,0
2375,57,Private,Assoc-voc,Never-married,Transport-moving,Own-child,White,Male,0,2003,99,United-States,>50K,Rent,2,12814,No,Self-employed,57,40103,3587
2376,19,Private,1st-4th,Never-married,Exec-managerial,Own-child,White,Female,337,0,49,United-States,<=50K,Own,3,0,yes,Employed,29,25297,3786
2377,21,Private,10th,Never-married,Priv-house-serv,Unmarried,White,Male,0,0,19,United-States,<=50K,Other,2,793,No,Employed,26,44283,0
2378,86,Self-emp-inc,11th,Married,Adm-clerical,Husband,White,Female,0,0,53,United-States,33340,Mortgage,7,1136,Y,Student,98,28351,3706
2379,52,Private,Doctor,Single,Adm-clerical,Not-in-family,White,Male,0,0,64,United-States,95460,Other,4,0,Yes,Student,94,40553,982
2380,57,Private,Prof-school,Never-married,Transport-moving,Wife,White,Male,0,0,32,United-States,<=50K,Own,4,763,Yes,Self-employed,51,39616,2280
2381,87,Private,BS,S,Tech-support,Unmarried,White,Male,0,0,46,El-Salvador,<=50K,Rent,5,16852,Yes,Unemployed,33,51813,0
2382,49,Private,M.S.,Divorced,Prof-specialty,Unmarried,White,Female,0,0,34,United-States,23266,Rent,1,2128,Yes,Student,68,44448,0
2383,55,Private,10th,Never-married,Protective-serv,Unmarried,White,Female,0,0,8,United-States,90463,Rent,6,314,Y,Student,61,46756,1507
2384,30,Private,12th,Divorced,Transport-moving,Not-in-family,White,Female,0,0,51,United-States,9545,Rent,6,1248,Y,Retired,39,23693,0
2385,85,Private,Assoc-voc,Sep,Prof-specialty,Other-relative,White,Male,0,0,12,United-States,72884,Own,7,3931,Y,Student,21,19388,0
2386,22,Private,Prof-school,Divorced,Craft-repair,Unmarried,White,Female,0,0,49,United-States,17305,Mortgage,5,23785,Y,Self-employed,92,13316,2258
2387,18,Private,1st-4th,Married-civ-spouse,Transport-moving,Unmarried,White,Male,0,0,37,United-States,4933,Mortgage,2,0,Yes,Employed,34,13055,852
2388,72,Private,12th,Married-civ-spouse,Farming-fishing,Unmarried,White,Male,0,0,26,United-States,<=50K,Own,1,14326,Yes,Student,0,16765,0
2389,82,State-gov,Doctorate,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,15,United-States,13537,Rent,6,12847,No,Employed,86,34769,2344
2390,18,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,7,South,<=50K,Rent,5,28730,N,Unemployed,3,20365,3950
2391,75,Private,HS-grad,Never-married,Prof-specialty,Own-child,White,Female,0,0,49,United-States,48714,Own,4,692,N,Student,1,23705,0
2392,61,Private,Assoc-acdm,Married,Other-service,Unmarried,White,Male,0,0,45,South,54547,Rent,7,7297,No,Self-employed,18,24773,0
2393,48,Private,HS-grad,Married-civ-spouse,Protective-serv,Unmarried,White,Female,0,0,6,United-States,>50K,Own,4,0,Yes,Self-employed,31,26288,0
2394,22,Self-emp-not-inc,Assoc-acdm,Single,Sales,Own-child,White,Male,0,0,53,United-States,<=50K,Mortgage,5,5275,Y,Retired,86,15009,0
2395,33,Private,7th-8th,Never-married,Adm-clerical,Own-child,Black,Male,0,0,59,United-States,38452,Own,2,2882,Yes,Student,46,15072,1434
2396,82,Private,11th,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,0,7,Canada,14387,Mortgage,5,0,No,Student,101,38482,1258
2397,22,Private,11th,Never-married,Craft-repair,Not-in-family,White,Female,0,0,46,United-States,46389,Own,1,2776,Y,Self-employed,55,29479,3217
2398,36,Local-gov,Preschool,Married-civ-spouse,Sales,Own-child,White,Female,0,0,38,United-States,>50K,Mortgage,1,3482,No,Unemployed,119,09241,0
2399,39,Private,Assoc-voc,M,Exec-managerial,Wife,White,Male,0,0,27,United-States,97028,Other,1,641,no,Retired,10,55555,0
2400,18,Self-emp-inc,Masters,Married-civ-spouse,Handlers-cleaners,Unmarried,White,Female,0,0,44,United-States,13755,Mortgage,5,0,no,Student,93,20472,3188
2401,67,State-gov,Assoc-voc,Never-married,Other-service,Wife,White,Female,48081,0,3,United-States,>50K,Other,5,764,Yes,Retired,119,55348,0
2402,18,Private,Assoc-acdm,Never-married,Exec-managerial,Other-relative,White,Male,0,0,41,United-States,<=50K,Other,5,0,Y,Unemployed,78,18285,0
2403,79,Private,7th-8th,W,Sales,Unmarried,Black,Male,0,0,17,United-States,181397,Own,2,1765,No,Student,94,28312,3649
2404,65,Private,Some-college,Married-civ-spouse,,Unmarried,White,Male,0,0,80,Canada,<=50K,Mortgage,1,243,yes,Employed,89,33718,3527
2405,44,Private,doctorate,Div.,Protective-serv,Other-relative,White,Male,0,0,9,United-States,>50K,Mortgage,7,9331,no,Unemployed,53,5132,0
2406,54,Private,11th,Never-married,,Wife,White,Male,0,0,45,United-States,<=50K,Rent,3,0,Yes,Employed,64,46806,0
2407,62,Private,12th,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,0,0,58,United-States,<=50K,Rent,4,1170,no,Employed,64,2158,0
2408,76,Private,5th-6th,Married-civ-spouse,Armed-Forces,Wife,White,Male,0,0,50,United-States,<=50K,Own,2,11557,N,Employed,112,54409,0
2409,35,Private,1st-4th,Never-married,Craft-repair,Unmarried,White,Male,0,0,58,United-States,36500,Own,1,7001,N,Unemployed,9,30172,1483
2410,99,State-gov,Doctorate,Married-civ-spouse,Farming-fishing,Own-child,White,Male,0,0,23,United-States,17311,Mortgage,6,6228,Y,Retired,2,14417,1218
2411,38,Private,doctorate,Never-married,Other-service,Husband,White,Male,81446,0,28,United-States,<=50K,Other,6,971,Yes,Retired,41,25464,0
2412,46,Private,Assoc-acdm,Married-civ-spouse,Sales,Unmarried,White,Male,0,0,44,United-States,71726,Rent,5,1695,no,Student,6,11231,0
2413,60,Private,10th,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,16474,0,20,United-States,12491,Mortgage,4,733,Yes,Employed,51,10161,2741
2414,18,Private,1st-4th,Sep.,Protective-serv,Unmarried,Black,Male,0,0,3,United-States,13648,Rent,5,1660,no,Retired,74,19296,0
2415,51,Private,5th-6th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,18881,Rent,1,0,No,Retired,103,55824,0
2416,22,Private,Some-college,Married,,Unmarried,White,Female,43443,0,34,United-States,23392,Mortgage,5,0,Yes,Self-employed,39,05592,0
2417,31,State-gov,9th,Single,Sales,Other-relative,White,Male,0,0,2,United-States,<=50K,Mortgage,7,0,No,Unemployed,66,28722,0
2418,59,Private,Prof-school,Divorced,Farming-fishing,Wife,White,Male,0,0,43,United-States,<=50K,Own,5,175990,Y,Unemployed,67,18740,1496
2419,79,Private,10th,M,,Wife,White,Female,0,0,22,United-States,78653,Rent,7,2735,yes,Employed,0,09757,3124
2420,37,Private,12th,Married-civ-spouse,Tech-support,Not-in-family,White,Male,0,0,29,United-States,>50K,Own,2,1477,Yes,Unemployed,103,34653,3860
2421,78,Private,Assoc-voc,Divorced,Priv-house-serv,Other-relative,Black,Female,0,0,57,United-States,<=50K,Own,6,0,Yes,Employed,115,49488,2732
2422,18,Private,7th-8th,Never-married,Priv-house-serv,Other-relative,White,Female,0,0,43,United-States,<=50K,Own,3,27093,no,Unemployed,36,3230,0
2423,21,Private,Doctorate,Married,Tech-support,Unmarried,White,Male,0,0,40,United-States,13622,Own,5,1167,Y,Self-employed,6,3431,1906
2424,38,Private,9th,Married-civ-spouse,Priv-house-serv,Own-child,White,Male,0,0,53,United-States,16243,Own,3,8064,no,Self-employed,86,42219,0
2425,20,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,0,0,64,United-States,<=50K,Own,5,2075,No,Retired,28,10279,0
2426,80,Federal-gov,11th,Divorced,Handlers-cleaners,Wife,White,Male,0,0,32,United-States,47016,Mortgage,3,4388,No,Employed,7,02342,0
2427,33,Self-emp-not-inc,Assoc-voc,Single,Farming-fishing,Unmarried,White,Female,0,0,9,United-States,>50K,Mortgage,2,10862,N,Unemployed,25,36116,2649
2428,61,Self-emp-inc,Some-college,Married-civ-spouse,Armed-Forces,Other-relative,White,Female,0,0,30,United-States,>50K,Mortgage,5,1643,no,Retired,5,24710,0
2429,36,Private,Prof-school,M,Exec-managerial,Own-child,White,Male,0,0,44,United-States,<=50K,Own,1,789,no,Self-employed,34,39659,3208
2430,40,Federal-gov,5th-6th,Single,Farming-fishing,Husband,White,Female,0,0,50,United-States,16565,Mortgage,3,541,Yes,Retired,18,08296,3233
2431,99,Local-gov,Preschool,Married-civ-spouse,Priv-house-serv,Other-relative,White,Male,0,0,44,United-States,27989,Rent,3,807,no,Student,114,35513,0
2432,57,Private,Some-college,Married-civ-spouse,,Wife,White,Male,0,0,37,United-States,<=50K,Own,4,0,no,Unemployed,31,50321,0
2433,52,Private,Masters,Sep,Transport-moving,Husband,White,Male,0,0,27,United-States,>50K,Rent,3,2330,yes,Student,82,40683,0
2434,32,Private,11th,Never-married,Other-service,Other-relative,White,Female,0,0,24,United-States,>50K,Other,5,4173,yes,Student,23,42295,1528
2435,32,State-gov,doctorate,Never-married,Transport-moving,Wife,White,Male,0,0,19,United-States,>50K,Rent,2,36363,yes,Retired,92,22137,0
2436,24,Private,10th,Never-married,Sales,Wife,White,Male,0,0,20,United-States,<=50K,Mortgage,4,107847,No,Employed,92,30316,1292
2437,66,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Own-child,Amer-Indian-Eskimo,Male,0,0,14,United-States,300077,Own,3,220,No,Employed,44,39350,0
2438,28,Private,Some-college,Never-married,Sales,Unmarried,White,Male,0,0,20,United-States,13387,Own,5,0,no,Unemployed,87,56051,0
2439,56,Private,Some-college,D,Farming-fishing,Not-in-family,White,Male,0,0,13,United-States,9100,Own,1,908,Yes,Self-employed,118,25413,1077
2440,89,Private,Ph.D.,Married-civ-spouse,Sales,Husband,White,Female,0,0,51,United-States,<=50K,Own,1,19655,No,Self-employed,47,42138,0
2441,33,Private,Doctorate,Never-married,Protective-serv,Own-child,Black,Female,0,0,19,United-States,19380,Own,3,0,yes,Student,68,45753,0
2442,37,Private,Doctor,Married-civ-spouse,Other-service,Unmarried,White,Male,0,0,110,United-States,>50K,Own,2,0,Y,Student,12,34007,1492
2443,45,Local-gov,Assoc-voc,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,59,United-States,<=50K,Own,1,8247,N,Unemployed,73,56051,0
2444,99,Self-emp-not-inc,Preschool,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,0,0,50,South,<=50K,Own,3,900,Yes,Student,27,09772,1429
2445,20,Private,10th,Separated,Machine-op-inspct,Own-child,White,Male,18401,0,18,United-States,<=50K,Rent,2,6268,yes,Retired,79,38382,2622
2446,74,State-gov,Assoc-acdm,S,Other-service,Other-relative,White,Male,0,0,53,United-States,<=50K,Mortgage,1,0,Y,Unemployed,94,28072,0
2447,70,Private,HS-grad,Never-married,Sales,Unmarried,White,Male,0,0,41,Philippines,>50K,Own,1,716,No,Unemployed,63,49512,1552
2448,36,Private,5th-6th,Never-married,Armed-Forces,Unmarried,White,Male,0,0,58,South,>50K,Rent,5,25195,N,Student,92,45592,2662
2449,28,Private,Some-college,Married,Other-service,Husband,White,Male,0,0,53,United-States,14413,Own,3,20900,Yes,Employed,100,02389,0
2450,54,State-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Not-in-family,White,Female,0,0,80,United-States,>50K,Own,3,13737,N,Self-employed,115,38101,0
2451,85,Local-gov,Some-college,S,Machine-op-inspct,Wife,Black,Male,0,0,58,United-States,<=50K,Mortgage,3,0,yes,Unemployed,98,52717,0
2452,47,Without-pay,Assoc-voc,Divorced,Prof-specialty,Wife,White,Female,0,0,28,United-States,77855,Own,5,1985,No,Self-employed,21,39631,2653
2453,48,Private,10th,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,0,0,28,Mexico,<=50K,Rent,1,3402,N,Self-employed,13,15371,0
2454,44,Private,Prof-school,Never-married,Exec-managerial,Wife,Black,Female,0,0,50,United-States,53964,Rent,5,6262,No,Student,118,52636,0
2455,72,Private,masters,Married-civ-spouse,Priv-house-serv,Unmarried,White,Female,0,0,16,United-States,<=50K,Rent,2,1443,yes,Self-employed,71,50413,0
2456,68,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,99,United-States,5930,Other,2,5004,yes,Unemployed,106,32008,1565
2457,69,Private,Some-college,Never-married,Transport-moving,Unmarried,White,Male,0,0,15,United-States,101296,Rent,1,509,Yes,Self-employed,61,04382,3602
2458,86,Private,Preschool,Single,Handlers-cleaners,Unmarried,White,Male,0,0,7,Mexico,58005,Mortgage,5,13812,Y,Student,76,32108,3280
2459,43,Local-gov,12th,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,35,United-States,17583,Mortgage,7,740,No,Employed,51,38390,3195
2460,53,Private,11th,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,2967,4,United-States,<=50K,Mortgage,7,6346,Y,Employed,105,43573,1122
2461,22,Private,10th,W,Armed-Forces,Unmarried,Black,Male,0,0,62,United-States,<=50K,Own,1,16803,no,Self-employed,0,48254,3629
2462,48,Self-emp-not-inc,doctorate,Never-married,Adm-clerical,Husband,White,Female,0,0,52,United-States,<=50K,Mortgage,4,620,no,Retired,38,33007,0
2463,54,Private,HS-grad,Never-married,Transport-moving,Unmarried,White,Female,0,0,30,United-States,63946,Mortgage,7,13325,Y,Self-employed,117,47213,2898
2464,23,Private,Bachelors,M,,Unmarried,Black,Female,0,0,34,United-States,<=50K,Rent,5,0,N,Student,85,56705,0
2465,49,Private,Doctorate,Sep,Prof-specialty,Other-relative,White,Male,0,0,18,United-States,12774,Own,6,1642,Y,Student,74,26793,0
2466,19,Private,Assoc-acdm,S,Transport-moving,Other-relative,Black,Male,0,0,59,United-States,10703,Rent,4,8401,Y,Retired,29,05745,806
2467,23,Federal-gov,Doctorate,Single,Transport-moving,Unmarried,White,Female,0,0,44,United-States,<=50K,Mortgage,1,6227,Y,Retired,75,11467,3582
2468,40,Private,Some-college,S,Prof-specialty,Not-in-family,White,Female,0,0,30,United-States,84262,Rent,6,13101,yes,Retired,106,39596,1342
2469,55,Private,Prof-school,Married-AF-spouse,Handlers-cleaners,Unmarried,White,Female,0,0,63,United-States,9040,Rent,7,0,N,Unemployed,62,35720,3123
2470,32,Local-gov,7th-8th,Never-married,Sales,Wife,White,Female,0,0,3,United-States,31086,Mortgage,4,901,Yes,Student,79,12272,1099
2471,45,Private,Preschool,Divorced,Craft-repair,Wife,White,Male,0,0,10,United-States,<=50K,Own,3,4829,No,Retired,99,22341,2422
2472,81,Private,1st-4th,Separated,Exec-managerial,Wife,White,Male,0,0,57,United-States,26536,Rent,7,57126,yes,Self-employed,5,53028,0
2473,57,Federal-gov,Preschool,Single,Craft-repair,Not-in-family,White,Female,0,0,10,United-States,18611,Mortgage,7,0,Yes,Retired,101,56159,0
2474,44,Self-emp-not-inc,12th,Married-civ-spouse,Armed-Forces,Other-relative,White,Female,0,0,25,United-States,13575,Mortgage,5,0,N,Self-employed,83,07330,0
2475,48,Private,10th,Married-AF-spouse,,Unmarried,White,Female,0,0,14,United-States,<=50K,Mortgage,3,999,yes,Student,64,07408,1197
2476,18,State-gov,12th,Never-married,Prof-specialty,Own-child,White,Male,0,0,45,United-States,17640,Own,2,16462,yes,Unemployed,70,01166,2567
2477,85,Private,Masters,Married,Adm-clerical,Wife,White,Male,0,0,10,United-States,24497,Mortgage,6,343,N,Retired,21,50668,0
2478,59,Private,Some-college,Married,Priv-house-serv,Not-in-family,White,Male,0,0,15,United-States,<=50K,Other,3,0,N,Student,102,51759,0
2479,21,Private,HS-grad,Divorced,Craft-repair,Other-relative,White,Male,0,0,32,United-States,<=50K,Own,2,0,No,Student,25,25403,581
2480,81,Private,HS-grad,Never-married,Farming-fishing,Wife,White,Male,0,0,23,South,76223,Rent,1,706,Yes,Student,62,32130,3667
2481,23,State-gov,Some-college,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,0,0,60,India,11783,Mortgage,6,0,Y,Self-employed,95,47733,0
2482,45,Private,Ph.D.,S,Machine-op-inspct,Other-relative,White,Male,58032,0,51,South,22256,Own,2,0,Yes,Employed,35,13035,0
2483,52,Private,1st-4th,Div.,Other-service,Unmarried,White,Male,0,0,21,United-States,20599,Rent,1,14302,Yes,Unemployed,72,48728,0
2484,59,Self-emp-not-inc,Preschool,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,38281,0,49,United-States,<=50K,Mortgage,4,1532,N,Unemployed,90,37803,0
2485,79,Local-gov,10th,Never-married,Tech-support,Own-child,White,Female,0,0,36,United-States,<=50K,Own,7,698,no,Retired,71,43701,0
2486,52,Private,9th,Never-married,Sales,Not-in-family,White,Female,0,0,23,United-States,>50K,Own,7,1314,Yes,Retired,115,18404,0
2487,67,Private,Prof-school,Married-civ-spouse,Protective-serv,Unmarried,White,Female,0,0,26,United-States,38539,Mortgage,4,28717,No,Student,82,46520,1341
2488,99,Self-emp-not-inc,Preschool,Divorced,Sales,Not-in-family,White,Female,0,0,5,United-States,<=50K,Own,1,0,No,Student,6,25774,1102
2489,77,Private,bachelors,Never-married,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,25,United-States,<=50K,Own,1,0,Y,Unemployed,13,48606,2308
2490,36,Private,Some-college,Never-married,Transport-moving,Not-in-family,White,Female,0,0,61,United-States,48182,Other,6,0,Yes,Employed,116,30670,0
2491,29,Private,Preschool,M,Prof-specialty,Not-in-family,White,Male,0,0,48,United-States,79247,Own,7,4973,yes,Retired,58,44713,1286
2492,30,Private,11th,Div.,Tech-support,Own-child,White,Male,0,0,48,United-States,<=50K,Mortgage,6,4920,N,Employed,109,21572,3656
2493,69,Private,HS-grad,Married-civ-spouse,Adm-clerical,Own-child,White,Male,0,0,41,United-States,>50K,Mortgage,1,0,N,Unemployed,26,37072,0
2494,83,Private,7th-8th,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,61,United-States,<=50K,Mortgage,6,2942,no,Unemployed,85,32507,0
2495,32,Private,Assoc-voc,Married,Farming-fishing,Not-in-family,White,Female,0,0,47,Cuba,26735,Other,5,4253,yes,Retired,39,42440,0
2496,56,Self-emp-not-inc,GED,Never-married,Machine-op-inspct,Wife,White,Male,0,0,63,Puerto-Rico,52629,Rent,4,1528,Yes,Self-employed,53,20093,2106
2497,61,Private,10th,Divorced,Priv-house-serv,Husband,White,Female,0,0,25,United-States,50075,Rent,6,0,N,Unemployed,91,12461,0
2498,83,Private,HS-grad,Divorced,Armed-Forces,Wife,White,Male,0,0,50,United-States,<=50K,Own,5,1895,no,Employed,14,43233,0
2499,99,State-gov,9th,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Male,0,0,9,United-States,<=50K,Mortgage,7,11024,N,Retired,51,47250,0
2500,64,Federal-gov,Doctorate,Married-civ-spouse,Exec-managerial,Own-child,White,Female,0,0,14,United-States,11679,Rent,3,0,no,Unemployed,96,03406,0
2501,24,Never-worked,11th,Divorced,Sales,Own-child,White,Male,0,0,15,United-States,11996,Own,2,4749,Y,Self-employed,116,7595,0
2502,85,Self-emp-inc,4yr degree,Divorced,Handlers-cleaners,Own-child,White,Female,0,0,36,Canada,>50K,Rent,3,265,No,Unemployed,114,39777,0
2503,77,Private,Assoc-voc,Never-married,Priv-house-serv,Not-in-family,White,Male,0,0,54,United-States,88389,Mortgage,1,9247,No,Employed,16,10307,0
2504,45,Private,Some-college,S,Tech-support,Husband,White,Female,0,0,63,United-States,95039,Mortgage,4,3658,yes,Student,84,18340,0
2505,99,Private,HS-grad,Married,Machine-op-inspct,Own-child,White,Male,0,0,10,United-States,85446,Own,2,0,yes,Employed,84,25007,0
2506,43,Local-gov,11th,Never-married,Sales,Unmarried,Black,Male,0,0,1,United-States,<=50K,Mortgage,2,53108,Yes,Student,71,48109,0
2507,28,Private,Assoc-voc,Married-civ-spouse,Armed-Forces,Wife,White,Male,0,0,63,Canada,>50K,Own,5,961,N,Unemployed,117,22439,1554
2508,61,Private,9th,Married-AF-spouse,Adm-clerical,Own-child,White,Female,0,0,37,United-States,<=50K,Rent,5,951,No,Retired,56,50647,0
2509,86,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Female,0,0,25,United-States,61758,Mortgage,7,0,yes,Employed,27,24808,916
2510,49,Self-emp-not-inc,Doctorate,Never-married,Exec-managerial,Own-child,White,Male,0,0,1,United-States,<=50K,Rent,5,69,Y,Employed,111,14828,0
