campaign_id,campaign_name,channel,objective,start_date,end_date,budget_usd,actual_spend_usd,impressions,clicks,conversions,ctr,revenue_generated,roi_pct,target_audience
CMP-5644,,Google,ENGAGEMENT,02/24/2021,2021-03-16,"30,745.77","30,745.77",2404273,259561,28463,,7026131.5,22752.35,All
CMP-5536,Campaign_536,organic,Engagement,10/09/2022,2022-11-18,$34643,$34643,3898619,171480,7260,,1454034.09,4097.21,35-44
CMP-5390,Campaign_390,FB,,03/03/2022,12-Mar-2022,,,2464679,67928,8169,0.0276,1536116.24,3103.93,
CMP-5533,Campaign_533,LinkedIn,Engagement,29-May-2021,03/10/2021,,,4238372,310630,55416,,2303855.97,5227.7,ALL
CMP-5732,Campaign_732,Organic,conversions,06-May-2021,10-Jul-2021,$20160,$20160,1468525,134243,23080,,2151874.8,10574.19,35-44
CMP-5176,Campaign_176,IG,traffic,27-Apr-2023,24-May-2023,,,0,0,0,,,-100.0,45-54
CMP-5636,Campaign_636,Email Marketing,Engagement,2021-02-11,04/30/2021,,,175551,9338,1706,,440036.38,2635.97,18-24
CMP-5764,Campaign_764,SEO,engagement,02/18/2021,2021-03-09,49722.85,49722.85,353585,42310,3188,,,1187.48,All
CMP-5432,Campaign_432,organic,Conversions,08/06/2021,2021-09-09,"26,440.32","26,440.32",0,0,0,,0.0,-100.0,
CMP-5163,Campaign_163,FB,Brand Awareness,01/22/2021,2021-03-02,,,3262511,283740,65719,8.7%,4343571.85,11606.61,55+
CMP-5248,Campaign_248,ig,Engagement,2023-04-15,2023-06-02,"$38,165.74","$38,165.74",3274987,142075,17004,,490210.59,1184.43,ALL
CMP-5580,Campaign_580,Instagram,engagement,03-Apr-2023,07-Jun-2023,"$1,241.80","$1,241.80",1218768,73203,15715,0.0601,4990675.17,-330.48828764417095,ALL
CMP-5806,Campaign_806,TIKTOK,engagement,2022-11-28,28-Jan-2023,"26,229.48","26,229.48",298701,33493,4818,,373659.85,1324.58,35-44
CMP-5074,Campaign_74,Email Marketing,,03/28/2021,2021-06-06,"$9,084.39","$9,084.39",4175166,273328,45619,,5005565.06,55000.73,35-44
CMP-5113,Campaign_113,Facebook,Engagement,20-Oct-2021,06-Nov-2021,$14606,$14606,1551153,184576,44586,0.119,,77033.98,all
CMP-5797,Campaign_797,fb,Engagement,02/22/2021,2021-04-20,$42889,$42889,4197537,278659,14451,6.64%,4361763.89,10069.92,55+
CMP-5530,Campaign_530,TIKTOK,engagement,21-Dec-2022,01/02/2023,9723.4,9723.4,4641115,448894,44778,0.0967,10968057.82,112700.64,All
CMP-5104,Campaign_104,LI,Conversions,27-Nov-2022,02-Feb-2023,"$20,559.06","$20,559.06",1809291,216170,24982,,2676549.41,12918.83,All
CMP-5114,Campaign_114,Google,Awareness,2022-11-19,2023-01-07,7715.89,7715.89,2283692,49519,3422,0.0217,369874.15,4693.67,18-24
CMP-5382,Campaign_382,TikTok,conversions,2021-06-01,2021-06-20,"$23,611.54","$23,611.54",3430910,137140,5460,0.04,1496409.15,6237.62,35-44
CMP-5092,Campaign_92,Meta,ENGAGEMENT,03/03/2021,2021-05-27,"$15,174.12","$15,174.12",250858,29845,1896,,179528.25,1083.12,35-44
CMP-5576,Campaign_576,EMAIL,Traffic,2021-03-01,2021-05-23,"17,944.75","17,944.75",2833820,235199,53128,8.3%,10616913.23,59064.45,55+
CMP-5089,Campaign_89,linkedin,engagement,2023-02-11,2023-02-26,,,4888868,235652,57719,0.0482,14707013.97,72131.72,55+
CMP-5336,,email,TRAFFIC,02/07/2023,2023-03-19,"$1,980.33","$1,980.33",2895705,142230,26718,0.0491,5517896.7,278535.21,18-24
CMP-5844,Campaign_844,FB,Awareness,04/11/2023,05/08/2023,"$21,368.28","$21,368.28",2187926,96753,15939,,2018750.56,9347.42,"18-24,25-34"
CMP-5839,Campaign_839,Email,TRAFFIC,2023-05-22,2023-06-06,$253,$253,2201352,167473,26974,,2728019.92,1079577.02,All
CMP-5850,Campaign_850,email,TRAFFIC,2022-02-16,2022-01-12,"10,963.86","10,963.86",1437482,33366,3031,0.0232,,8351.08,18-24
CMP-5755,Campaign_755,facebook,TRAFFIC,2022-07-19,2022-09-20,"23,324.26","23,324.26",1078885,63463,10566,,,7842.93,25-34
CMP-5543,Campaign_543,seo,awareness,12/07/2021,2022-01-23,$25794,$25794,1180823,38575,1992,0.0327,559778.41,2070.19,25-34
CMP-5558,Campaign_558,facebook,ENGAGEMENT,2022-09-19,2022-11-28,6682.75,6682.75,2585245,224903,24809,0.087,8018210.96,119883.7,25-34
CMP-5094,Campaign_94,GOOGLE,engagement,2021-09-06,11/03/2021,$19884,$19884,382381,44371,1477,11.6%,221460.64,1013.75,18-24
CMP-5011,Campaign_11,seo,traffic,12-Oct-2021,03-Nov-2021,"$18,252.92","$18,252.92",4174872,181885,43494,0.0436,4019897.35,21923.31,all
CMP-5448,Campaign_448,ig,engagement,26-Jul-2022,2022-10-04,"16,565.05","16,565.05",1544596,91824,14146,0.0594,2087105.97,12499.45,25-34
CMP-5043,Campaign_43,GOOGLE,ENGAGEMENT,04/04/2022,05/11/2022,"$22,461.39","$22,461.39",3118880,297587,49194,0.0954,15924580.74,70797.57,
CMP-5042,Campaign_42,Facebook,awareness,2022-03-20,03/29/2022,"$18,702.15","$18,702.15",670651,64570,15249,9.63%,4902390.49,26112.98,"18-24,25-34"
CMP-5329,Campaign_329,SEO,CONVERSIONS,17-Apr-2022,2022-06-01,$48571,$48571,1618134,32398,7774,2.0%,,1611.67,
CMP-5167,Campaign_167,FB,AWARENESS,2021-06-14,2021-08-14,"20,396.78","20,396.78",684637,55040,8560,,2579123.45,12544.76,55+
CMP-5798,Campaign_798,EMAIL,traffic,04/28/2023,29-Jun-2023,"$20,450.83","$20,450.83",1157600,86373,2067,0.0746,141574.44,-305.12883145176227,25-34
CMP-5547,Campaign_547,EMAIL,Conversions,01/29/2021,04/10/2021,,,269074,22462,3231,0.0835,,507.3,18-24
CMP-5753,Campaign_753,TikTok,Engagement,2022-04-27,05/27/2022,,,2332465,151984,6865,6.52%,1258296.54,2538.08,55+
CMP-5100,Campaign_100,Email Marketing,traffic,2021-08-07,08/29/2021,$14289,$14289,270607,11407,2312,4.22%,185654.16,1199.31,
CMP-5178,Campaign_178,seo,,08-May-2022,07/06/2022,39522.32,39522.32,2143243,155798,16056,,466080.54,1079.28,ALL
CMP-5593,Campaign_593,,AWARENESS,2022-05-18,2022-05-29,"$9,106.32","$9,106.32",3519644,294184,31963,,10891462.33,119503.33,
CMP-5803,Campaign_803,LinkedIn,conversions,03/06/2022,03/31/2022,$10370,$10370,969841,78313,16733,,2400999.79,23053.5,
CMP-5603,Campaign_603,tiktok,traffic,25-Oct-2022,01-Dec-2022,$38531,$38531,909636,67052,2816,0.0737,,82.93,25-34
CMP-5177,Campaign_177,fb,Traffic,2022-08-10,2022-11-06,$33569,$33569,791522,-80696,900,0.102,186713.77,456.22,All
CMP-5478,Campaign_478,e-mail,conversions,2021-07-23,2021-07-30,"$30,915.57","$30,915.57",1259560,9687,1337,0.0077,293533.22,849.47,18-24
CMP-5618,Campaign_618,Facebook,Engagement,05/21/2023,05/30/2023,"$31,081.77","$31,081.77",671252,26506,4321,3.95%,,1561.47,35-44
CMP-5816,,Email Marketing,,04/13/2023,28-May-2023,"34,757.71","34,757.71",1395903,92686,7581,0.0664,2592770.93,7359.56,All
CMP-5625,Campaign_625,Google,AWARENESS,2021-03-06,03/13/2021,"$12,569.05","$12,569.05",4070354,113704,23436,2.79%,4198993.89,33307.41,all
CMP-5383,Campaign_383,fb,TRAFFIC,02-Mar-2023,05/14/2023,12898.05,12898.05,3942346,-211441,36425,,10735831.81,83136.08,
CMP-5257,Campaign_257,FB,CONVERSIONS,28-Nov-2022,12/27/2022,"49,247.34","49,247.34",158323,10837,230,6.84%,51020.39,3.6,18-24
CMP-5456,,Google,AWARENESS,02/03/2022,2022-03-25,$40420,$40420,345941,3230,710,0.0093,143468.67,254.94,"18-24,25-34"
CMP-5335,Campaign_335,fb,Traffic,31-Jan-2021,02/23/2021,"$14,863.78","$14,863.78",4026918,188758,41887,,11274016.39,75748.92,ALL
CMP-5836,Campaign_836,GOOGLE,AWARENESS,2023-06-10,07/30/2023,"$12,412.02","$12,412.02",3086084,27047,2217,0.0088,408698.07,3192.76,25-34
CMP-5015,,tiktok,engagement,2022-11-15,24-Jan-2023,9801.43,9801.43,2879375,308055,26557,,3942485.57,40123.58,55+
CMP-5003,Campaign_3,meta,Conversions,02-Sep-2021,2021-10-06,,,90069,1495,222,,46981.29,-1.97,all
CMP-5842,Campaign_842,facebook,traffic,01-Aug-2021,11-Oct-2021,,,2236935,15879,1737,,387937.59,1738.79,"18-24,25-34"
CMP-5256,Campaign_256,Facebook,ENGAGEMENT,25-Jun-2021,03-Aug-2021,$13415,$13415,1552696,107151,2234,6.9%,211672.79,1477.93,
CMP-5697,Campaign_697,meta,TRAFFIC,21-Sep-2022,2022-11-12,"$47,956.96","$47,956.96",3540846,140590,2033,0.0397,,719.75,"18-24,25-34"
CMP-5494,Campaign_494,e-mail,,31-Jan-2021,06-Apr-2021,49846.55,49846.55,642391,58665,4180,0.0913,1438054.42,2784.96,ALL
CMP-5430,Campaign_430,Email,awareness,22-Nov-2021,05-Jan-2022,"2,448.05","2,448.05",3966425,116583,6857,,,14504.87,"18-24,25-34"
CMP-5393,Campaign_393,FB,engagement,2021-03-21,2021-04-09,"$16,958.22","$16,958.22",117959,12774,1310,10.83%,152061.87,796.69,"18-24,25-34"
CMP-5222,,TikTok,AWARENESS,01/25/2023,03/06/2023,,,958097,34730,6535,0.0362,2228911.52,26490.88,ALL
CMP-5179,Campaign_179,facebook,Conversions,01-Aug-2021,05-Sep-2021,$49984,$49984,731121,35788,2323,4.89%,588902.5,1078.19,25-34
CMP-5737,Campaign_737,meta,TRAFFIC,2022-10-05,2022-11-04,$22330,$22330,4282850,160906,20196,,2312277.38,10255.02,All
CMP-5436,Campaign_436,facebook,traffic,10-Feb-2022,26-Feb-2022,$37349,$37349,3190265,140696,12330,4.41%,2657629.72,7015.73,
CMP-5324,Campaign_324,TIKTOK,ENGAGEMENT,14-Jan-2021,2021-03-22,$38875,$38875,1672553,141018,24144,,634417.95,1531.96,35-44
CMP-5741,Campaign_741,GOOGLE,Engagement,2023-05-30,06-Jul-2023,"5,233.15","5,233.15",3208490,26119,5181,0.0081,454143.31,8578.2,45-54
CMP-5009,Campaign_9,,engagement,21-Dec-2022,02/12/2023,"25,041.97","25,041.97",951633,16600,1587,0.0174,451086.49,1701.32,25-34
CMP-5249,Campaign_249,TIKTOK,Brand Awareness,2021-04-03,18-May-2021,41632.83,41632.83,1030196,79719,10672,0.0774,3262790.53,7737.06,All
CMP-5022,Campaign_22,Meta,awareness,03/16/2023,04/23/2023,,,3793319,357762,52728,9.43%,17927709.53,81658.05,55+
CMP-5356,Campaign_356,Google,awareness,2022-05-11,2022-02-25,43387.11,43387.11,3098638,234953,26632,7.58%,,20661.98,45-54
CMP-5221,Campaign_221,google,traffic,2021-12-13,2021-11-25,"23,415.73","23,415.73",1459272,138728,31042,9.51%,10703837.3,45612.17,55+
CMP-5611,Campaign_611,Instagram,Conversions,22-Jul-2021,2021-09-10,"10,718.48","10,718.48",3271924,171465,22564,5.24%,1422608.33,13172.48,ALL
CMP-5785,Campaign_785,Google Ads,,28-May-2022,07/15/2022,"27,794.65","27,794.65",55582,4298,925,0.0773,285024.21,925.46,all
CMP-5898,Campaign_898,FB,Engagement,30-Dec-2022,03/24/2023,$9988,$9988,2029525,144005,28288,0.071,2793003.26,27864.26,ALL
CMP-5538,Campaign_538,FB,engagement,2023-02-09,04/12/2023,"$34,289.23","$34,289.23",1473658,38783,1621,0.0263,145736.63,325.02,35-44
CMP-5340,Campaign_340,SEO,engagement,02/06/2021,13-Feb-2021,"$47,953.76","$47,953.76",509212,12852,2206,,454036.31,846.82,55+
CMP-5431,Campaign_431,EMAIL,AWARENESS,05/25/2023,06/13/2023,"47,470.66","47,470.66",3446935,365856,3908,,967191.48,1937.45,45-54
CMP-5761,Campaign_761,LI,TRAFFIC,09/26/2022,07-Nov-2022,"26,967.62","26,967.62",1037523,13465,1134,,234783.45,770.61,
CMP-5529,Campaign_529,fb,ENGAGEMENT,07/19/2021,09/12/2021,"$17,371.92","$17,371.92",1954208,-208801,11731,0.1068,3163327.07,18109.43,35-44
CMP-5203,Campaign_203,email,awareness,12-Dec-2022,14-Feb-2023,"$48,365.65","$48,365.65",4719136,213879,25663,,1517812.04,3038.2,all
CMP-5237,,FB,traffic,01-Jan-2022,2022-01-26,31471.3,31471.3,1465053,80260,951,0.0548,280035.21,789.81,All
CMP-5093,Campaign_93,meta,traffic,08/23/2022,11/06/2022,"$13,586.01","$13,586.01",4768608,460600,71308,,5907188.46,-395.2027842691138,18-24
CMP-5534,Campaign_534,linkedin,Awareness,2021-01-23,03/02/2021,"29,019.17","29,019.17",4729278,377053,48471,7.97%,1728172.71,5855.28,all
CMP-5789,Campaign_789,SEO,Brand Awareness,17-Jan-2022,12/22/2021,"6,561.21","6,561.21",3092923,342174,7412,,1319378.84,20008.77,25-34
CMP-5569,Campaign_569,tiktok,ENGAGEMENT,06/01/2022,20-Jul-2022,37498.9,37498.9,3757963,319891,54259,0.0851,8189234.59,21738.6,35-44
CMP-5284,,Email Marketing,Conversions,2021-04-10,28-May-2021,,,4910243,341446,6808,0.0695,,8048.03,55+
CMP-5184,,tiktok,AWARENESS,2022-03-20,2022-05-22,$12866,$12866,3075379,241470,58978,0.0785,7927659.38,61517.75,45-54
CMP-5735,Campaign_735,ig,ENGAGEMENT,03/19/2021,2021-05-13,"$12,442.28","$12,442.28",3513180,418942,44345,11.92%,9340255.6,74968.68,ALL
CMP-5434,,Google,traffic,2022-10-03,12/23/2022,47517.37,47517.37,2874917,313781,11017,,2642226.08,5460.55,35-44
CMP-5500,Campaign_500,TikTok,CONVERSIONS,15-Feb-2021,2021-04-26,"32,630.19","32,630.19",3987914,20358,4111,0.51%,442221.19,1255.25,
CMP-5153,Campaign_153,e-mail,Awareness,09-Sep-2021,2021-09-21,,,4754449,92384,5447,1.94%,,374.04,55+
CMP-5075,Campaign_75,Google,engagement,2022-10-08,2022-12-17,$29194,$29194,2660550,195919,25583,7.36%,4161370.99,14154.08,45-54
CMP-5450,Campaign_450,Organic,conversions,2021-06-23,2021-08-24,"1,081.17","1,081.17",1422957,61356,9455,0.0431,1144079.4,105718.64,
CMP-5669,,TIKTOK,AWARENESS,07/04/2021,2021-07-19,"15,530.15","15,530.15",693066,39497,482,5.7%,126352.48,713.59,All
CMP-5877,Campaign_877,FB,awareness,28-Nov-2022,21-Dec-2022,"$4,817.36","$4,817.36",3661772,249107,41749,0.068,6298651.29,130649.03,35-44
CMP-5277,Campaign_277,,engagement,09-May-2021,06-Jul-2021,"21,861.35","21,861.35",0,0,0,,,-100.0,ALL
CMP-5068,Campaign_68,organic,TRAFFIC,07/29/2022,09/14/2022,$18823,$18823,4247045,70689,1588,0.0166,219415.2,1065.67,
CMP-5446,Campaign_446,e-mail,ENGAGEMENT,2021-09-07,2021-11-21,"$41,763.46","$41,763.46",1152154,-81087,11384,,946711.69,2166.84,ALL
CMP-5752,Campaign_752,ig,,06/25/2021,07-Aug-2021,,,4338946,116982,7924,,674016.31,1263.63,55+
CMP-5188,Campaign_188,facebook,,31-Jul-2021,10/03/2021,"$15,017.65","$15,017.65",3951929,59440,5795,1.5%,559937.12,3628.53,ALL
CMP-5271,Campaign_271,Facebook,Awareness,2021-08-03,10/09/2021,$18603,$18603,2546643,171502,21351,,,5698.11,25-34
CMP-5705,Campaign_705,Google,Brand Awareness,17-Nov-2021,01-Feb-2022,"$16,067.22","$16,067.22",3933398,179305,17831,4.56%,5700804.72,35380.97,25-34
CMP-5678,Campaign_678,Google,Engagement,2021-05-14,11-Jul-2021,"$14,770.74","$14,770.74",3770499,45615,1043,1.21%,357190.38,2318.23,All
CMP-5236,Campaign_236,IG,Awareness,2021-06-11,07/16/2021,"$19,249.31","$19,249.31",3459,334,69,9.66%,17115.05,-11.09,25-34
CMP-5088,Campaign_88,Google,Engagement,2022-02-04,04/19/2022,"21,648.60","21,648.60",2975444,304910,48796,10.25%,6852805.3,31554.73,ALL
CMP-5857,Campaign_857,tiktok,Awareness,16-Dec-2021,2022-02-19,$17291,$17291,77717,6316,1568,,205442.58,1088.13,55+
CMP-5117,,email,awareness,10/21/2022,2022-09-13,"$48,728.28","$48,728.28",1756962,73739,17216,4.2%,2352248.18,4727.28,"18-24,25-34"
CMP-5125,,Instagram,CONVERSIONS,09/06/2021,07-Nov-2021,"$17,460.81","$17,460.81",4012660,52417,3869,,1269962.28,7173.22,All
CMP-5810,Campaign_810,SEO,Brand Awareness,10/27/2022,11/16/2022,"22,782.82","22,782.82",556368,43377,6120,7.8%,1010282.42,4334.4,25-34
CMP-5289,Campaign_289,SEO,CONVERSIONS,09-Sep-2022,10/12/2022,"$8,649.82","$8,649.82",4479779,518307,50173,11.57%,4817946.1,55599.96,
CMP-5238,Campaign_238,tiktok,engagement,2022-01-30,03/09/2022,"$45,773.57","$45,773.57",4407858,511557,8447,,2188645.77,4681.46,all
CMP-5000,Campaign_0,EMAIL,awareness,06/17/2021,07/26/2021,"$45,436.12","$45,436.12",2770818,77952,19033,2.81%,2784979.09,6029.44,
CMP-5348,Campaign_348,Google,Traffic,05-Aug-2022,23-Sep-2022,"$31,732.92","$31,732.92",956642,-44082,9642,0.0461,,2512.77,
CMP-5730,Campaign_730,SEO,Engagement,02/12/2021,04/26/2021,"$30,937.10","$30,937.10",1632866,77703,14193,4.76%,4661030.62,14966.15,ALL
CMP-5795,Campaign_795,tiktok,engagement,22-Sep-2022,12/16/2022,"$34,900.67","$34,900.67",0,0,0,,0.0,-100.0,55+
CMP-5395,Campaign_395,IG,Brand Awareness,2023-03-22,2023-04-26,"$42,535.16","$42,535.16",851730,81015,11940,9.51%,1264047.59,2871.77,all
CMP-5541,Campaign_541,Facebook,traffic,06/22/2022,13-Aug-2022,"$34,908.44","$34,908.44",3867335,32448,726,0.0084,177394.47,408.17,"18-24,25-34"
CMP-5126,Campaign_126,LI,TRAFFIC,01/21/2022,03/23/2022,49375.69,49375.69,1065687,17300,1767,1.62%,,740.46,
CMP-5278,,TikTok,awareness,25-Apr-2023,20-Jul-2023,"$33,497.41","$33,497.41",3141254,73486,3516,2.34%,187602.27,460.05,18-24
CMP-5706,Campaign_706,google,CONVERSIONS,09-Oct-2021,12/04/2021,"$20,810.13","$20,810.13",1611447,29713,4667,0.0184,1471835.4,6972.69,55+
CMP-5116,Campaign_116,Facebook,engagement,2023-02-03,2023-02-15,$601,$601,889747,59755,3163,6.72%,380033.87,63166.22,"18-24,25-34"
CMP-5473,Campaign_473,SEO,AWARENESS,19-Mar-2022,2022-01-17,"26,320.22","26,320.22",1826470,173139,20033,0.0948,4911988.13,18562.41,"18-24,25-34"
CMP-5228,,Instagram,conversions,2021-07-24,04-Sep-2021,"$41,154.80","$41,154.80",349762,36528,558,0.1044,83854.6,103.75,ALL
CMP-5633,Campaign_633,LI,Conversions,02/13/2021,03/18/2021,"$30,218.77","$30,218.77",2684713,293806,48614,10.94%,15754267.38,52034.05,25-34
CMP-5668,Campaign_668,LI,CONVERSIONS,2021-12-20,2022-02-26,$43303,$43303,3657210,204095,26244,0.0558,2574654.3,5845.63,35-44
CMP-5057,Campaign_57,linkedin,awareness,2021-06-01,14-Jun-2021,$46747,$46747,1214900,88794,15610,7.31%,4877916.15,10334.63,18-24
CMP-5526,Campaign_526,GOOGLE,Engagement,22-Jun-2022,09/16/2022,"$41,280.54","$41,280.54",4678506,404919,38767,0.0865,2809553.1,6706.0,"18-24,25-34"
CMP-5274,Campaign_274,e-mail,Brand Awareness,2022-02-19,03/12/2022,"$29,398.57","$29,398.57",2816358,77989,10488,0.0277,3185517.72,10735.62,25-34
CMP-5318,Campaign_318,Meta,awareness,01-Apr-2022,2022-05-05,,,765272,67844,16786,,5819666.68,18387.69,18-24
CMP-5616,Campaign_616,Facebook,Traffic,2021-08-04,2021-09-10,43789.55,43789.55,3246537,151108,8895,,962547.54,2098.12,All
CMP-5144,,Meta,Conversions,2021-08-18,2021-09-13,"$24,806.62","$24,806.62",3610472,205175,36906,,3731769.08,14943.44,all
CMP-5794,Campaign_794,facebook,traffic,2022-07-31,13-Oct-2022,$31331,$31331,0,0,0,,0.0,-100.0,All
CMP-5568,Campaign_568,EMAIL,traffic,26-Mar-2023,2023-04-07,"$23,678.03","$23,678.03",3756465,91760,8793,2.44%,1854174.28,7730.78,45-54
CMP-5864,Campaign_864,google,Traffic,27-Nov-2022,15-Feb-2023,$24854,$24854,987179,21342,1165,2.16%,,-309.1672098987953,all
CMP-5655,Campaign_655,SEO,CONVERSIONS,2021-03-08,02/08/2021,15984.55,15984.55,4312596,348420,46383,0.0808,3798548.76,23663.88,18-24
CMP-5369,Campaign_369,Facebook,Engagement,28-Jun-2022,08/16/2022,"22,590.84","22,590.84",4728453,87302,6856,,1609221.25,7023.34,55+
CMP-5268,,organic,awareness,13-Sep-2021,06-Oct-2021,"$34,684.57","$34,684.57",3485993,42812,9775,,2578379.65,7333.79,ALL
CMP-5634,Campaign_634,Meta,Conversions,2022-04-21,2022-04-29,38295.91,38295.91,562447,64303,1517,11.43%,352441.21,820.31,18-24
CMP-5307,Campaign_307,Email,Awareness,2023-05-26,07/26/2023,$541,$541,153754,14755,3405,,1015424.57,187434.55,"18-24,25-34"
CMP-5423,Campaign_423,instagram,ENGAGEMENT,10/16/2022,2022-11-19,,,2134550,174387,18876,8.17%,6298570.64,207299.95,55+
CMP-5310,Campaign_310,FB,ENGAGEMENT,02-Nov-2022,15-Nov-2022,$35131,$35131,3989842,103377,25011,,5995523.1,16966.04,"18-24,25-34"
CMP-5354,Campaign_354,google,Traffic,2022-10-19,2022-12-21,,,4473590,55583,779,,263666.67,711.9,ALL
CMP-5046,Campaign_46,Email Marketing,ENGAGEMENT,10/16/2021,2022-01-09,8637.51,8637.51,2835209,147205,30233,,,-421.86664435418027,35-44
CMP-5349,,Facebook,Awareness,24-May-2023,08/01/2023,$24764,$24764,1093330,77288,4398,0.0707,887786.3,3485.04,45-54
CMP-5371,Campaign_371,GOOGLE,engagement,18-Apr-2022,2022-06-02,35422.65,35422.65,0,0,0,,0.0,-100.0,25-34
CMP-5479,Campaign_479,e-mail,,03/16/2022,2022-04-09,,,2226963,119175,9246,0.0535,2426504.82,82180.06,18-24
CMP-5615,,Email,Traffic,28-Oct-2021,01/18/2022,$1209,$1209,3715135,401241,74640,,16924599.41,1400154.77,55+
CMP-5261,Campaign_261,Email Marketing,Conversions,2022-07-26,28-Sep-2022,"$28,668.53","$28,668.53",2360088,184368,14020,,536953.11,1772.97,ALL
CMP-5195,Campaign_195,Instagram,ENGAGEMENT,17-Jul-2021,07/26/2021,$22703,$22703,2999329,53912,9356,,581872.96,2463.0,18-24
CMP-5515,Campaign_515,Email Marketing,AWARENESS,28-May-2022,25-Jun-2022,"$31,776.18","$31,776.18",314743,6421,544,,42837.29,34.81,"18-24,25-34"
CMP-5762,Campaign_762,Google,Awareness,2022-07-20,2022-09-16,34034.51,34034.51,1112044,41203,7000,0.0371,750713.5,2105.74,18-24
CMP-5672,Campaign_672,Email,Brand Awareness,04/26/2023,07/05/2023,"19,080.96","19,080.96",4027339,345640,62287,,8594969.75,44944.74,
CMP-5263,,meta,ENGAGEMENT,05/22/2021,08-Jul-2021,1726.99,1726.99,2654564,91285,5272,3.44%,1282930.58,74187.09,all
CMP-5443,Campaign_443,FB,Awareness,28-May-2021,05-Jul-2021,"$38,679.30","$38,679.30",3818229,40123,2947,,163312.92,322.22,18-24
CMP-5617,Campaign_617,IG,CONVERSIONS,06/06/2021,07/04/2021,"$16,550.01","$16,550.01",1766157,147352,14578,8.34%,4895700.01,29481.25,18-24
CMP-5304,Campaign_304,SEO,Engagement,05/13/2022,06-Jul-2022,"14,783.42","14,783.42",2250710,202444,30831,,2199219.79,14776.26,35-44
CMP-5341,Campaign_341,instagram,Brand Awareness,06/09/2023,08/17/2023,"$12,908.04","$12,908.04",4116480,186098,10219,4.52%,3134023.84,24179.63,45-54
CMP-5882,Campaign_882,google,Traffic,05-Sep-2022,20-Nov-2022,"$23,580.77","$23,580.77",3305403,203112,7047,,1745115.71,7300.59,55+
CMP-5149,,linkedin,,2022-01-09,02-Mar-2022,$11971,$11971,770680,65659,833,0.0852,143351.77,1097.47,55+
CMP-5124,Campaign_124,email,Brand Awareness,15-May-2023,07/13/2023,$18447,$18447,1539746,44804,6455,2.91%,,9025.56,25-34
CMP-5811,Campaign_811,Meta,AWARENESS,24-Jun-2022,08/22/2022,$5256,$5256,4908058,56973,11082,,2039896.21,38713.54,35-44
CMP-5050,Campaign_50,IG,Awareness,2022-02-18,02-Apr-2022,$18849,$18849,401947,22311,3354,0.0555,401992.46,-498.4915591538084,35-44
CMP-5353,Campaign_353,instagram,engagement,08/05/2022,2022-09-04,"$22,770.41","$22,770.41",3376410,83689,9278,0.0248,1890210.94,8201.17,"18-24,25-34"
CMP-5845,Campaign_845,Google,TRAFFIC,2022-04-04,2022-05-23,"$40,141.58","$40,141.58",333270,27226,514,8.17%,107650.51,168.18,25-34
CMP-5142,Campaign_142,linkedin,CONVERSIONS,01-Feb-2021,04/14/2021,$33758,$33758,1015771,34509,2975,3.4%,765174.45,2166.62,ALL
CMP-5470,Campaign_470,FB,traffic,05/14/2021,16-Jun-2021,"18,760.61","18,760.61",1568978,103679,16690,6.61%,623904.12,3225.61,ALL
CMP-5399,Campaign_399,Instagram,TRAFFIC,12/04/2022,2023-01-27,"$33,931.49","$33,931.49",2263293,123093,8663,5.44%,772316.13,2176.1,45-54
CMP-5572,Campaign_572,fb,awareness,02/06/2023,03-Apr-2023,"$13,446.42","$13,446.42",4941123,213215,36328,0.0432,,23152.77,"18-24,25-34"
CMP-5320,Campaign_320,organic,ENGAGEMENT,15-Nov-2021,22-Nov-2021,,,3958407,460347,45340,0.1163,13863870.87,68269.73,18-24
CMP-5019,,LI,Brand Awareness,2021-04-03,05/27/2021,"$44,085.43","$44,085.43",4571211,147686,21363,3.23%,1908909.57,4230.02,all
CMP-5740,Campaign_740,instagram,TRAFFIC,22-Aug-2021,02-Sep-2021,$33369,$33369,546748,9399,1093,1.72%,359987.29,978.82,"18-24,25-34"
CMP-5723,,Facebook,Brand Awareness,25-Mar-2023,04/22/2023,$33342,$33342,3226587,75942,4800,2.35%,1249791.83,-365.26076028825037,All
CMP-5739,Campaign_739,Meta,AWARENESS,05/28/2021,08/11/2021,$35639,$35639,366132,5709,892,1.56%,129836.12,264.31,55+
CMP-5407,Campaign_407,instagram,engagement,06/14/2022,24-Aug-2022,21421.74,21421.74,1689284,102043,6802,0.0604,211768.32,888.57,ALL
CMP-5567,Campaign_567,SEO,Brand Awareness,04/06/2023,2023-05-14,"$38,883.71","$38,883.71",3450711,130223,29378,,9910526.17,25387.6,55+
CMP-5038,Campaign_38,seo,Awareness,06-Mar-2022,04/22/2022,$12871,$12871,4252379,41422,3380,0.97%,698006.92,5323.01,
CMP-5175,Campaign_175,FB,Engagement,2021-12-10,2022-02-14,$36331,$36331,666543,78658,12669,11.8%,638844.31,1658.38,all
CMP-5245,Campaign_245,Google Ads,conversions,15-Apr-2023,05/18/2023,36177.59,36177.59,108852,4189,521,,70824.35,95.77,All
CMP-5758,Campaign_758,tiktok,awareness,01/05/2022,03/13/2022,"$5,773.02","$5,773.02",4029535,134700,22884,,4165102.12,72047.72,"18-24,25-34"
CMP-5685,Campaign_685,organic,AWARENESS,30-Jun-2021,2021-07-09,"$13,749.86","$13,749.86",4377612,220860,43389,5.05%,,45316.82,All
