shipment_id,order_id,origin_city,origin_state,dest_city,dest_state,carrier,ship_date,delivery_date,delivery_days,weight_kg,length_cm,width_cm,height_cm,shipping_cost_usd,delivery_status,tracking_number,priority,insurance_value,damage_reported
SHP-52127,ORD-27826,Miami,FL,Wilmington,NC,FedEx,2023-11-05,2023-11-16,11,79.18,178.0,11.3,48.9,170.12,Delivered,1Z0SEGFNNRMXZSHLZM,Overnight,3835.82,No
SHP-52128,ORD-42439,Philadelphia,PA,Springfield,VA,USPS,2022-09-26,2022-10-08,12,75.52,15.2,90.8,27.9,103.1,In Transit,1Z83DGO6FNQP1V42J4,Express,1120.06,No
SHP-52129,ORD-49755,Toledo,OH,Spokane,WA,DHL,2022-01-01,2022-01-05,4,25.49,195.4,62.6,20.3,71.5,Delivered,1Z3Y5M7BEVTU0EKRHP,Economy,1752.88,No
SHP-52130,ORD-24172,San Francisco,CA,Seattle,WA,USPS,2024-07-10,2024-07-13,3,61.33,65.7,75.0,15.2,167.87,Delivered,1ZL6EYA5NQV6W04ZL2,Economy,2296.17,Yes
SHP-52131,ORD-56729,Fairview,MI,San Jose,CA,DHL,2023-07-09,2023-07-22,13,38.33,87.4,96.7,57.6,85.25,Delivered,1ZCN2GZI6UP8NRILKX,Overnight,4871.4,Yes
SHP-52132,ORD-17452,AZ City,AZ,Augusta,GA,USPS,2022-04-08,2022-04-13,5,118.58,81.5,21.0,14.1,276.45,Returned,1ZV6MSXTP2EAH9WPVN,Economy,3299.2,No
SHP-52133,ORD-57842,Tampa,FL,VA City,VA,OnTrac,2025-10-03,2025-10-13,10,94.24,175.0,55.1,66.1,177.25,In Transit,1ZBDGMDV3WWIBITCGQ,Express,1910.6,No
SHP-52134,ORD-19811,Worcester,MA,San Francisco,CA,DHL,2025-02-26,2025-03-02,4,96.5,5.4,47.7,16.8,286.71,Out for Delivery,1ZMBPVXHYB981ZN416,Standard,1952.83,No
SHP-52135,ORD-12827,Springfield,AZ,Atlanta,GA,Amazon Logistics,2022-06-12,2022-06-19,7,118.12,70.6,10.5,23.5,126.02,Delivered,1Z8HU3ICHZ7YG8OLT7,Economy,2479.25,No
SHP-52136,ORD-49138,Dallas,TX,Seattle,WA,Amazon Logistics,2023-08-05,2023-08-07,2,74.85,40.7,6.8,5.4,51.61,Delayed,1ZK2WEAW5GNTPRDP9K,Economy,2950.89,No
SHP-52137,ORD-47549,Springfield,NJ,Philadelphia,PA,DHL,2022-06-21,2022-06-25,4,145.56,132.8,66.7,74.5,378.0,Delivered,1ZCYRQJTNJ6AGH6UB8,Overnight,1053.51,No
SHP-52138,ORD-45941,Los Angeles,CA,San Diego,CA,UPS,2022-05-04,2022-05-11,7,117.07,87.1,83.4,49.2,158.32,Out for Delivery,1Z48AUTKCRJGNP1I1N,Economy,1219.68,No
SHP-52139,ORD-21405,Springfield,IL,San Diego,CA,Old Dominion,2023-07-12,2023-07-24,12,123.06,62.7,71.1,30.4,226.53,Delayed,1ZGBC3QQTFDXXO31K5,Overnight,321.84,No
SHP-52140,ORD-32053,Riverside,MI,Peoria,IL,OnTrac,2024-10-21,2024-10-30,9,111.17,63.7,33.6,20.4,164.98,Delayed,1ZUDVHBYR3W4HCVNW9,Express,4934.32,No
SHP-52141,ORD-45448,Augusta,GA,Philadelphia,PA,UPS,2022-12-02,2022-12-16,14,84.99,148.7,83.8,72.8,231.29,In Transit,1Z2TTOXDY8TVY01SDJ,Economy,1714.33,Yes
SHP-52142,ORD-12221,Worcester,MA,Charlotte,NC,OnTrac,2023-05-08,2023-05-09,1,130.42,135.5,43.5,22.9,246.03,Delivered,1ZM0Q9R4TPDRO472WC,Overnight,1893.42,No
SHP-52143,ORD-23859,Akron,OH,Madison,VA,OnTrac,2025-01-12,2025-01-22,10,123.61,52.5,27.8,41.6,231.97,Returned,1ZYK6CBCV4416FRXMF,Economy,3204.34,No
SHP-52144,ORD-22955,Peoria,IL,Naperville,IL,UPS,2025-11-12,2025-11-22,10,110.51,194.2,61.2,69.6,307.43,In Transit,1Z1FZQC0DZJDS1J0HR,Economy,303.14,No
SHP-52145,ORD-26463,Riverside,AZ,Bellevue,WA,DHL,2022-09-04,2022-09-11,7,9.14,145.6,27.7,57.4,36.7,Delivered,1ZFJRTPRABKSHO80BF,Overnight,3056.46,No
SHP-52146,ORD-18410,Fairview,VA,Raleigh,NC,XPO Logistics,2024-04-02,2024-04-04,2,99.36,39.5,97.6,68.0,249.56,Returned,1ZNRA0OJZ9RK2C9NOH,Standard,130.43,No
SHP-52147,ORD-40525,Lowell,MA,Springfield,NJ,Old Dominion,2022-01-07,2022-01-10,3,48.23,54.7,14.8,57.8,44.45,Delivered,1ZHK0Z8XFWQNBB6NLB,Standard,4924.74,No
SHP-52148,ORD-54147,Peoria,IL,Riverside,MI,OnTrac,2024-09-14,2024-09-27,13,38.92,25.4,45.7,26.2,47.48,Delivered,1Z1PF95M2IZ22Q5Y5R,Overnight,3997.63,No
SHP-52149,ORD-41275,Cambridge,MA,Rochester,NY,USPS,2023-06-16,2023-06-18,2,132.33,199.0,57.8,29.8,218.1,Out for Delivery,1ZCD5CO9E4E3M0BYYI,Overnight,4034.71,No
SHP-52150,ORD-32729,Riverside,NJ,Riverside,AZ,Amazon Logistics,2024-10-15,2024-10-17,2,62.95,73.3,15.9,17.7,111.46,Delivered,1ZIIQ1W8CY4003XC42,Economy,3600.71,No
SHP-52151,ORD-27347,Los Angeles,CA,Madison,VA,OnTrac,2023-07-11,2023-07-23,12,79.03,175.6,51.1,20.1,212.85,Delivered,1ZUCCAUG6MZDLADRNR,Standard,2877.74,No
SHP-52152,ORD-30629,Cambridge,MA,Madison,VA,Amazon Logistics,2022-02-18,2022-02-21,3,11.17,143.3,97.8,27.1,23.22,In Transit,1ZSI1GN5HQBYDSTAJI,Standard,4518.49,Yes
SHP-52153,ORD-41784,Orlando,FL,Riverside,NJ,UPS,2023-05-02,2023-05-09,7,97.72,189.7,48.5,15.5,283.09,Delayed,1Z95X1PLXYG3MFIFFO,Economy,4865.81,No
SHP-52154,ORD-30280,San Francisco,CA,Riverside,MI,DHL,2025-04-27,2025-05-05,8,105.35,8.4,68.7,23.6,315.44,Returned,1ZCB6B7VHYF46RR4AP,Express,3448.34,No
SHP-52155,ORD-17964,Buffalo,NY,Vancouver,WA,OnTrac,2025-11-16,2025-11-24,8,64.21,50.7,96.2,16.6,136.52,Delivered,1Z2725DIOW6VMUJBDM,Standard,3283.32,No
SHP-52156,ORD-26910,Fairview,AZ,NJ City,NJ,OnTrac,2023-10-19,2023-10-24,5,39.95,66.7,99.4,21.4,42.38,Returned,1ZVXZ5DDBXFLTAE2TM,Overnight,2383.52,Yes
SHP-52157,ORD-11991,Orlando,FL,Cleveland,OH,XPO Logistics,2023-03-11,2023-03-22,11,25.38,62.3,75.3,46.3,43.64,Delivered,1ZIPDWN0I06T55B00T,Express,1921.27,No
SHP-52158,ORD-22988,Macon,GA,Cleveland,OH,USPS,2025-11-26,2025-12-08,12,136.67,122.2,14.7,39.9,110.07,Delivered,1ZSKXTLJJ80A45Y7Q8,Economy,1046.96,No
SHP-52159,ORD-38758,NJ City,NJ,Dallas,TX,DHL,2024-08-19,2024-08-28,9,88.74,70.6,90.2,49.9,259.75,Delivered,1ZO3X1E7ADZ9WK9LWO,Economy,3999.59,Yes
SHP-52160,ORD-48432,Riverside,NJ,Columbus,OH,DHL,2025-05-20,2025-05-29,9,93.14,107.5,6.6,78.0,195.2,Returned,1ZCE6UYZQIAU7RAR69,Express,3717.2,No
SHP-52161,ORD-30018,Reading,PA,Cambridge,MA,Old Dominion,2022-06-26,2022-07-06,10,81.45,171.7,12.4,73.1,74.43,Out for Delivery,1ZQ7I2PSRR93O7QW4Y,Standard,864.02,Yes
SHP-52162,ORD-13247,Columbus,OH,Bellevue,WA,DHL,2023-12-31,2024-01-13,13,79.55,152.9,15.4,77.5,149.42,Delivered,1ZTAZT4PXIE43VW8PM,Standard,3137.12,No
SHP-52163,ORD-24955,Riverside,NJ,AZ City,AZ,XPO Logistics,2023-08-11,2023-08-22,11,35.65,180.3,24.7,30.4,78.8,Delivered,1ZZWKHH4I37ZWFFH55,Overnight,1586.2,No
SHP-52164,ORD-45988,Chicago,IL,Austin,TX,FedEx,2022-01-08,2022-01-22,14,77.01,156.3,67.2,50.3,161.9,Delivered,1ZQDFFFSDL9WE3TI4B,Overnight,2151.55,No
SHP-52165,ORD-30467,Fairview,MI,Springfield,IL,Amazon Logistics,2024-11-21,2024-12-01,10,44.83,20.5,90.4,71.2,73.04,Delivered,1ZO8FX76W6S229EPKC,Express,247.59,No
SHP-52166,ORD-44151,San Jose,CA,New York,NY,Amazon Logistics,2024-07-03,2024-07-17,14,117.89,156.2,23.0,75.1,85.36,Out for Delivery,1Z7ZI2107J44OGVQLP,Economy,1906.06,No
SHP-52167,ORD-56557,Savannah,GA,Akron,OH,DHL,2023-08-17,2023-08-21,4,95.66,76.1,58.6,50.2,252.74,In Transit,1Z466RP2ZQXCBE1ZCE,Express,4790.01,No
SHP-52168,ORD-11206,Rochester,NY,Fairview,NJ,DHL,2023-06-27,2023-06-30,3,0.37,176.3,5.3,77.3,4.0,Delivered,1Z4JZVP2SLQJN1RMOS,Overnight,380.57,No
SHP-52169,ORD-38461,Madison,MI,Charlotte,NC,XPO Logistics,2023-02-13,2023-02-26,13,21.99,138.3,29.2,72.4,35.2,Delivered,1ZGFF66FPV1618PT3C,Standard,629.72,No
SHP-52170,ORD-28468,Springfield,AZ,Rockford,IL,XPO Logistics,2025-10-21,2025-10-23,2,103.69,193.1,73.6,20.0,74.08,Delivered,1ZV6ULZTPA0OA9I5TY,Standard,1904.74,No
SHP-52171,ORD-43551,Fort Lauderdale,FL,Boston,MA,OnTrac,2024-01-27,2024-02-07,11,140.33,146.0,96.9,30.0,94.43,Delivered,1Z3DK424Y32J6D6LK5,Express,4476.94,No
SHP-52172,ORD-40919,Erie,PA,Savannah,GA,XPO Logistics,2024-02-28,2024-03-07,8,144.32,8.0,17.0,38.9,378.95,Delivered,1ZZA19HIT8JG5SQR82,Overnight,872.9,No
SHP-52173,ORD-17587,Riverside,NJ,Naperville,IL,USPS,2024-06-02,2024-06-14,12,84.98,106.6,85.0,28.7,223.09,Delivered,1ZJMB5M34W6MCQB90S,Overnight,2289.19,No
SHP-52174,ORD-30364,Cleveland,OH,Raleigh,NC,UPS,2022-06-25,2022-06-26,1,90.0,17.4,87.9,10.7,227.55,Delivered,1Z1NBAVN4THPSQURT5,Overnight,2388.43,No
SHP-52175,ORD-23310,Boston,MA,Madison,NJ,Amazon Logistics,2022-07-18,2022-08-01,14,33.3,7.6,17.6,58.8,73.28,Delayed,1ZFAQRKZIOBHP5RAHK,Standard,662.07,No
SHP-52176,ORD-17904,Toledo,OH,Cleveland,OH,UPS,2023-05-29,2023-06-06,8,37.96,140.7,14.8,46.5,111.62,Delayed,1ZHMK0HHN5YE3P417U,Overnight,2405.02,Yes
SHP-52177,ORD-38532,Macon,GA,San Jose,CA,DHL,2025-04-18,2025-04-27,9,10.85,61.1,24.1,9.4,17.27,Out for Delivery,1ZUKSKK9RDAGRAG3L0,Standard,2289.75,No
SHP-52178,ORD-20112,Fairview,NJ,Cambridge,MA,UPS,2024-03-26,2024-03-30,4,77.54,14.2,90.6,40.2,223.14,Delivered,1Z08K61RNXQNVUCZGR,Overnight,4573.62,Yes
SHP-52179,ORD-20888,New York,NY,Houston,TX,Old Dominion,2025-02-12,2025-02-15,3,106.61,117.1,99.7,68.6,299.33,Delivered,1Z14BZZ5YDNVCLEW2Y,Economy,3421.74,Yes
SHP-52180,ORD-19782,Buffalo,NY,Sacramento,CA,UPS,2023-05-04,2023-05-07,3,98.59,43.9,7.7,70.2,150.69,Delayed,1Z7BMIBM8S8JXZWWLD,Standard,2852.61,Yes
SHP-52181,ORD-20867,San Jose,CA,Riverside,MI,DHL,2022-03-29,2022-04-01,3,113.22,73.1,49.2,26.9,142.24,Out for Delivery,1ZSG8B10GEACAX7IYC,Overnight,708.84,Yes
SHP-52182,ORD-54672,Rochester,NY,AZ City,AZ,Old Dominion,2025-03-22,2025-03-31,9,62.4,170.0,96.8,9.4,58.04,Delivered,1ZG0PR1RPV6JOWYPYR,Express,2602.49,No
SHP-52183,ORD-51512,Cambridge,MA,Springfield,MA,Old Dominion,2022-07-01,2022-07-02,1,56.75,199.3,23.4,64.5,127.06,Delivered,1ZLOH5LK3RGL2AMM7K,Overnight,4776.42,No
SHP-52184,ORD-20302,Rochester,NY,Spokane,WA,XPO Logistics,2024-03-31,2024-04-12,12,98.73,197.6,22.5,11.1,263.28,Delivered,1ZEG44FJJOB1U5WK2I,Express,2972.33,No
SHP-52185,ORD-24448,Lowell,MA,Lowell,MA,UPS,2025-03-06,2025-03-19,13,94.05,72.7,43.4,74.5,194.37,Delayed,1ZHT6FCLWUWGJMQBXK,Overnight,4.15,No
SHP-52186,ORD-45101,Dallas,TX,Albany,NY,XPO Logistics,2025-02-02,2025-02-08,6,17.9,20.8,15.6,8.8,25.12,Delivered,1ZCFAWX02W0VJXGAID,Economy,2874.65,No
SHP-52187,ORD-53908,Bellevue,WA,Vancouver,WA,XPO Logistics,2024-05-05,2024-05-16,11,96.84,106.7,47.5,29.8,243.95,Returned,1ZALG3OZURKI9YUZ4F,Express,3289.01,No
SHP-52188,ORD-59375,Riverside,AZ,Athens,GA,XPO Logistics,2022-12-18,2022-12-21,3,124.54,121.2,45.3,7.5,198.78,Out for Delivery,1ZLUY7ZKWCU71UGPR9,Economy,1546.41,No
SHP-52189,ORD-27004,San Francisco,CA,Rockford,IL,OnTrac,2024-11-08,2024-11-09,1,90.9,188.9,69.0,61.9,223.03,In Transit,1Z7BXKNTBV3WCD4CNS,Standard,1536.86,No
SHP-52190,ORD-22704,Cincinnati,OH,Chicago,IL,XPO Logistics,2023-08-03,2023-08-07,4,82.55,75.1,88.3,58.9,184.82,Delivered,1ZZUY7DK0O1IUJ4DB8,Overnight,2375.8,Yes
SHP-52191,ORD-11763,Worcester,MA,Riverside,NJ,FedEx,2025-07-25,2025-07-29,4,31.38,174.0,5.2,73.2,95.74,Delivered,1ZLZYU2YCA5EKMX231,Overnight,2228.98,No
SHP-52192,ORD-28085,Savannah,GA,Fort Worth,TX,USPS,2024-11-10,2024-11-14,4,40.02,181.2,91.6,39.0,100.4,In Transit,1ZSSTWHSXJ1WSGO5YN,Standard,3340.99,No
SHP-52193,ORD-50031,Los Angeles,CA,Seattle,WA,UPS,2023-01-04,2023-01-10,6,58.33,89.5,83.4,30.3,161.03,Delayed,1ZE9PVH4QYZS9L1Q0W,Economy,3474.42,Yes
SHP-52194,ORD-38744,San Antonio,TX,Chicago,IL,UPS,2025-04-29,2025-05-13,14,70.46,65.0,35.0,33.6,112.53,Delivered,1Z6S9BHY7X4X0M8CGE,Economy,4978.22,No
SHP-52195,ORD-42077,Worcester,MA,Naperville,IL,USPS,2025-03-07,2025-03-13,6,16.16,172.0,95.5,42.6,21.43,Delivered,1ZZNMSPUPFCZUHKF51,Economy,3410.92,No
SHP-52196,ORD-49732,Erie,PA,Naperville,IL,XPO Logistics,2024-10-21,2024-10-26,5,88.61,79.9,66.4,65.9,62.88,Delivered,1Z3L8GQ7D7J26FPWQZ,Express,613.39,No
SHP-52197,ORD-34919,Springfield,AZ,Macon,GA,DHL,2022-04-25,2022-04-29,4,0.12,110.2,22.0,43.8,12.27,Returned,1ZZJZ56DR2XFAIG8VH,Overnight,4169.32,No
SHP-52198,ORD-18315,Erie,PA,Miami,FL,Old Dominion,2025-05-13,2025-05-25,12,66.77,127.3,38.6,37.1,118.08,Delivered,1Z7M1ZND6ZESF1WYEV,Economy,4147.09,No
SHP-52199,ORD-31663,Philadelphia,PA,Madison,AZ,XPO Logistics,2024-06-22,2024-06-30,8,18.77,106.9,96.6,13.1,18.26,Returned,1ZJTNQYPZH53SN5FS3,Economy,355.2,No
SHP-52200,ORD-28750,Madison,AZ,San Francisco,CA,Amazon Logistics,2022-06-30,2022-07-07,7,48.99,14.0,11.7,25.6,68.55,Delayed,1ZC9P8ABRNWUF0K4AQ,Standard,1324.56,Yes
SHP-52201,ORD-28035,Cincinnati,OH,Springfield,VA,DHL,2022-08-27,2022-09-04,8,103.91,105.2,58.4,38.7,300.83,Out for Delivery,1ZIDXM0FZBJTM0S0RO,Express,1729.95,No
SHP-52202,ORD-32186,Allentown,PA,Orlando,FL,FedEx,2024-04-27,2024-04-30,3,143.83,143.7,23.0,52.9,382.17,Delivered,1ZXH237N9EIXWJNDMB,Express,3294.22,No
SHP-52203,ORD-31901,Erie,PA,Bellevue,WA,FedEx,2022-10-20,2022-10-30,10,10.81,181.5,57.1,38.8,20.55,Out for Delivery,1Z5IY6MZTLQ8T071MR,Standard,4433.72,No
SHP-52204,ORD-48095,Springfield,VA,Los Angeles,CA,Amazon Logistics,2023-04-24,2023-04-28,4,30.52,119.5,72.1,43.9,35.46,Out for Delivery,1ZPMMRZRAYBQ4VBVVX,Economy,2873.0,No
SHP-52205,ORD-28796,Seattle,WA,Fort Worth,TX,DHL,2025-06-14,2025-06-24,10,77.91,166.2,46.4,43.5,179.83,Delivered,1ZY7E3PU2U13CIFESG,Standard,3570.66,No
SHP-52206,ORD-14075,Riverside,NJ,Austin,TX,FedEx,2022-08-16,2022-08-22,6,33.09,8.1,47.6,40.1,60.66,Delivered,1ZVCF213VXB0VPUCQL,Economy,4184.51,No
SHP-52207,ORD-11020,Worcester,MA,Atlanta,GA,DHL,2025-04-03,2025-04-14,11,19.82,184.1,32.4,75.6,27.83,Delivered,1ZWBRLVF85MWVXSK3Q,Express,2967.45,No
SHP-52208,ORD-22719,Orlando,FL,Philadelphia,PA,XPO Logistics,2024-11-09,2024-11-14,5,105.05,58.3,37.9,50.7,311.74,Delivered,1ZZFB8H0DBMFCI2N30,Express,588.02,No
SHP-52209,ORD-10551,Fairview,AZ,Tacoma,WA,Amazon Logistics,2022-04-03,2022-04-10,7,72.36,96.8,31.0,60.0,93.72,Delivered,1ZIKYLBLHHE4LM71HG,Overnight,4083.49,No
SHP-52210,ORD-32899,Fort Worth,TX,Springfield,AZ,FedEx,2022-02-16,2022-02-26,10,127.31,33.2,18.1,14.6,323.29,Delivered,1Z747I7MAJJUDKXR2Q,Express,3597.65,No
SHP-52211,ORD-51147,Sacramento,CA,Miami,FL,DHL,2022-01-03,2022-01-12,9,131.07,77.1,71.4,26.1,248.23,Returned,1ZHLAAH3QFXFTZM3IW,Overnight,3284.96,No
SHP-52212,ORD-16574,Philadelphia,PA,Augusta,GA,DHL,2024-07-29,2024-08-01,3,95.27,109.6,24.9,77.6,148.8,Out for Delivery,1ZH4VYAIBTWONGCT79,Overnight,1598.71,No
SHP-52213,ORD-35435,Erie,PA,Seattle,WA,OnTrac,2025-08-08,2025-08-16,8,89.69,39.6,72.0,49.3,57.95,In Transit,1Z4RB6U1G38VQWIFV5,Economy,1201.47,No
SHP-52214,ORD-16177,Akron,OH,Riverside,NJ,Amazon Logistics,2023-10-12,2023-10-17,5,98.03,111.4,40.3,5.8,131.26,Delivered,1ZEN9ECIF0WD2FNB6H,Economy,3645.22,No
SHP-52215,ORD-39232,Seattle,WA,Savannah,GA,UPS,2024-09-27,2024-10-06,9,38.14,44.0,63.7,58.6,116.0,Delivered,1ZBALTSFIVH4IY6JAL,Overnight,3467.0,No
SHP-52216,ORD-22574,Los Angeles,CA,Philadelphia,PA,USPS,2024-06-02,2024-06-06,4,30.0,83.8,98.6,59.6,70.02,Delivered,1Z42AOSXWK5EPOLH3P,Standard,269.22,No
SHP-52217,ORD-51554,Rochester,NY,VA City,VA,UPS,2025-10-14,2025-10-22,8,87.42,18.3,34.8,78.2,60.18,Delivered,1Z1VOWY20DES86CW4T,Economy,2250.48,No
SHP-52218,ORD-25491,Springfield,AZ,Albany,NY,XPO Logistics,2024-02-06,2024-02-10,4,68.86,181.2,23.3,50.1,203.5,In Transit,1ZOX48T3MXV4MDO446,Overnight,3569.0,No
SHP-52219,ORD-54246,Springfield,VA,Fort Lauderdale,FL,USPS,2022-05-16,2022-05-30,14,49.47,143.8,6.3,52.0,73.63,In Transit,1ZEFO9G8YKPE11PZPO,Standard,1768.18,No
SHP-52220,ORD-43203,AZ City,AZ,Vancouver,WA,XPO Logistics,2024-12-05,2024-12-13,8,125.25,199.4,87.6,71.3,364.58,Out for Delivery,1ZRQZFLAFEO34MXBOC,Express,4974.97,No
SHP-52221,ORD-42788,Raleigh,NC,Savannah,GA,USPS,2022-09-01,2022-09-04,3,58.31,109.9,77.0,22.1,164.47,Delivered,1ZMGZTD1EFST4U15DG,Standard,2913.37,No
SHP-52222,ORD-43802,Houston,TX,Toledo,OH,DHL,2022-05-17,2022-05-29,12,0.73,28.9,16.6,59.1,11.49,Delivered,1ZT03X3H7OA5YN120Y,Standard,3838.17,No
SHP-52223,ORD-57462,Reading,PA,Erie,PA,Old Dominion,2024-06-06,2024-06-18,12,81.88,143.1,57.0,77.4,169.23,Out for Delivery,1ZIU68OU45UL8M3XRG,Economy,3216.24,No
SHP-52224,ORD-57585,Boston,MA,Cambridge,MA,XPO Logistics,2024-01-20,2024-02-01,12,9.38,61.5,93.0,23.3,25.52,Delivered,1Z45RBJKYAB0KFCEIQ,Express,518.87,No
SHP-52225,ORD-38747,Jacksonville,FL,VA City,VA,FedEx,2024-10-27,2024-11-04,8,25.51,72.6,17.9,55.5,41.69,Out for Delivery,1ZKFLH3RFKS16ZFCSD,Standard,2858.44,No
SHP-52226,ORD-56281,Erie,PA,Springfield,VA,USPS,2023-08-23,2023-08-24,1,104.08,38.8,65.9,58.1,134.48,Delivered,1ZVPSR6HV6VP8YPL3H,Economy,3619.95,No
SHP-52227,ORD-37587,Toledo,OH,Madison,AZ,OnTrac,2023-10-21,2023-11-01,11,73.48,63.7,51.7,28.2,58.14,Returned,1ZX5BT4MLP8UAXONFI,Overnight,3229.59,Yes
SHP-52228,ORD-42549,Buffalo,NY,San Antonio,TX,Amazon Logistics,2023-07-23,2023-07-25,2,25.92,113.5,8.6,8.9,39.83,Returned,1ZZJXYYN2SPSHATACV,Express,2821.32,Yes
SHP-52229,ORD-49368,Fairview,MI,Springfield,NJ,USPS,2022-08-18,2022-08-29,11,61.02,98.3,20.1,52.5,69.5,Returned,1Z9WMLW5SA1S4Y2DPR,Economy,4858.7,Yes
SHP-52230,ORD-35118,Riverside,MI,Columbus,OH,OnTrac,2023-02-11,2023-02-18,7,105.83,155.9,20.2,6.9,195.42,In Transit,1Z2SZPP4S33RR1M0QS,Economy,580.58,No
SHP-52231,ORD-38473,New York,NY,Reading,PA,OnTrac,2024-12-27,2025-01-05,9,48.5,130.8,20.7,64.8,100.01,Returned,1ZWU9FD5RXJTE5UA9U,Economy,4421.68,No
SHP-52232,ORD-34918,Augusta,GA,Springfield,NJ,Amazon Logistics,2023-07-15,2023-07-19,4,138.51,66.9,6.1,41.7,363.24,Delivered,1ZZWGKQYGGHHRXPM13,Express,3124.21,Yes
SHP-52233,ORD-13694,Columbus,OH,Los Angeles,CA,FedEx,2022-04-17,2022-04-21,4,1.43,190.3,46.5,75.4,13.3,Out for Delivery,1ZE9SL3U108N07UCGL,Express,4821.0,No
SHP-52234,ORD-50593,Macon,GA,Rochester,NY,Amazon Logistics,2024-11-09,2024-11-16,7,75.61,134.8,80.8,27.2,209.45,Returned,1ZQNGVXR3PRR0NKPAD,Overnight,1520.69,No
SHP-52235,ORD-53232,Cincinnati,OH,Springfield,VA,UPS,2024-12-20,2025-01-02,13,126.89,56.9,33.7,41.0,232.65,In Transit,1Z10BT6YIXQXPRCLZ4,Overnight,4098.98,Yes
SHP-52236,ORD-53574,Springfield,AZ,VA City,VA,FedEx,2025-08-19,2025-08-27,8,54.98,17.4,96.8,38.9,97.49,Returned,1ZPN9CCG2KLKJPEZPU,Express,4719.62,No
SHP-52237,ORD-31126,Springfield,MA,Peoria,IL,FedEx,2023-06-27,2023-07-05,8,127.92,42.0,6.9,7.5,385.06,Returned,1ZJTR9X5NPA8A69957,Standard,193.02,No
SHP-52238,ORD-35515,Tacoma,WA,Springfield,MA,OnTrac,2022-12-29,2023-01-04,6,10.54,167.2,61.5,22.3,33.79,Returned,1Z7E6RBHKZDIVVJ5F2,Economy,1776.53,Yes
SHP-52239,ORD-39279,Dallas,TX,Austin,TX,DHL,2023-09-03,2023-09-04,1,9.52,190.8,27.5,71.0,17.02,Delayed,1ZE47BWDO1QLPGRVQQ,Overnight,4606.03,No
SHP-52240,ORD-31319,Pittsburgh,PA,Boston,MA,XPO Logistics,2025-05-15,2025-05-17,2,106.66,186.0,76.5,37.2,270.41,In Transit,1ZO3J35CKRDT4NMZIV,Economy,393.41,No
SHP-52241,ORD-25612,Wilmington,NC,Jacksonville,FL,DHL,2024-02-02,2024-02-12,10,93.46,172.0,27.4,52.2,112.3,Delivered,1ZUFX1P2Y47HCXAY7A,Economy,4840.05,No
SHP-52242,ORD-33654,Pittsburgh,PA,VA City,VA,Old Dominion,2025-06-12,2025-06-24,12,18.63,79.2,7.6,58.1,23.26,Delayed,1Z5LZPXAP434KND60Y,Economy,4634.09,No
SHP-52243,ORD-41698,Tacoma,WA,VA City,VA,Amazon Logistics,2022-06-21,2022-06-27,6,7.51,20.5,91.4,67.1,26.99,In Transit,1ZEAJD6C8DWYEQQPR8,Express,3260.19,No
SHP-52244,ORD-30198,Allentown,PA,Macon,GA,Amazon Logistics,2025-05-25,2025-06-06,12,76.63,77.8,8.3,62.6,96.97,Returned,1ZJCK7RSXQWDIGB4D2,Standard,3482.33,Yes
SHP-52245,ORD-15406,Fairview,AZ,Worcester,MA,Old Dominion,2024-09-25,2024-10-04,9,91.76,16.0,14.5,73.7,218.63,Delivered,1Z54F9ET2D9MDCC7PD,Economy,2830.32,No
SHP-52246,ORD-40792,Durham,NC,Vancouver,WA,Amazon Logistics,2024-02-25,2024-03-01,5,128.65,90.7,35.5,45.9,120.63,Delivered,1Z78OYQMNBSHM594E4,Economy,3025.38,No
SHP-52247,ORD-12124,Fairview,NJ,Madison,NJ,DHL,2025-02-20,2025-03-04,12,119.75,89.3,89.2,27.2,111.59,Returned,1ZSI8IX62JYAKM9SGS,Standard,2802.15,No
SHP-52248,ORD-50327,Bellevue,WA,Raleigh,NC,USPS,2024-05-19,2024-05-20,1,29.21,97.4,58.2,44.1,54.3,Delivered,1Z4CIVJB46OUCVFZ3I,Standard,2379.07,Yes
SHP-52249,ORD-14885,San Antonio,TX,Greensboro,NC,Old Dominion,2022-07-18,2022-07-25,7,75.56,19.5,14.4,70.3,132.17,Delayed,1ZZ7FFTQ73VB8HRW9K,Economy,4666.59,No
SHP-52250,ORD-49434,Riverside,NJ,Seattle,WA,USPS,2022-09-04,2022-09-11,7,121.58,177.7,66.8,57.4,193.84,Delayed,1ZK8S4LWLEKZ81AF7E,Economy,282.06,No
SHP-52251,ORD-56495,Akron,OH,San Diego,CA,DHL,2025-01-26,2025-02-03,8,37.43,69.2,57.8,47.2,89.56,Delivered,1ZKQBBCC3CGSS7ERHL,Overnight,909.47,Yes
SHP-52252,ORD-38354,Springfield,VA,Fairview,MI,Old Dominion,2024-08-28,2024-08-30,2,24.01,100.9,41.3,21.1,73.58,Delivered,1ZI1L3MQJD1FA591ZU,Economy,4772.85,No
SHP-52253,ORD-33098,VA City,VA,Greensboro,NC,UPS,2025-06-07,2025-06-11,4,61.81,37.0,62.5,72.6,118.65,Delayed,1ZUA7VD5SQ2FU008P3,Standard,3850.43,Yes
SHP-52254,ORD-39150,Durham,NC,Riverside,NJ,UPS,2025-02-19,2025-03-02,11,118.48,7.2,52.0,34.9,203.94,Out for Delivery,1Z21G8NVZZCQFQAFTK,Express,3565.8,No
