company_id,company_name,plan,mrr_usd,usage_events,account_age_days,region,industry,contract_months,signup_date,churn_date,churned,nps_score,support_tickets,last_login_date,seats
CO-6822,Spark Cloud,Free,0.0,8199,2142,Asia Pacific,Technology,12,2020-02-19,,False,-4,45,2025-05-22,436
CO-6823,Nova Labs,Free,0.0,18833,559,Middle East,Retail,1,2024-06-20,,False,-21,16,2025-11-12,465
CO-6824,Spark AI,Starter,58.18,43884,396,Asia Pacific,Healthcare,6,2024-11-30,,False,-68,21,2025-11-27,444
CO-6825,Spark AI,Starter,38.32,19971,985,Europe,Media,1,2023-04-21,2025-01-20,True,24,48,2023-12-28,130
CO-6826,Pulse Inc,Professional,444.57,26621,1659,North America,Retail,1,2021-06-16,2022-12-12,True,84,29,2022-06-05,357
CO-6827,Zenith Labs,Starter,73.57,447,792,Middle East,Technology,1,2023-10-31,,False,61,25,2025-08-29,18
CO-6828,Spark Solutions,Free,0.0,13415,909,Europe,Healthcare,3,2023-07-06,2024-10-20,True,-53,11,2025-03-29,428
CO-6829,Wave Labs,Enterprise,4503.93,23302,1263,North America,Consulting,6,2022-07-17,2024-08-31,True,71,0,2024-09-10,318
CO-6830,Acme Corp,Professional,358.83,11318,944,Latin America,Education,6,2023-06-01,,False,64,33,2024-10-16,345
CO-6831,Acme Corp,Starter,91.62,42561,1725,Middle East,Finance,6,2021-04-11,2021-12-24,True,-80,37,2023-06-20,51
CO-6832,Pulse Labs,Professional,446.13,26652,1653,Europe,Consulting,6,2021-06-22,,False,33,11,2025-01-23,107
CO-6833,Wave Solutions,Enterprise,3476.88,47305,1615,Middle East,Retail,12,2021-07-30,,False,97,14,2022-10-27,315
CO-6834,Pulse Corp,Starter,56.16,16012,1577,Middle East,Consulting,3,2021-09-06,,False,-21,38,2025-11-17,413
CO-6835,Pulse Tech,Enterprise,4154.65,46362,545,North America,Healthcare,6,2024-07-04,,False,-100,29,2025-12-04,122
CO-6836,Pulse Tech,Professional,280.02,47854,1142,Latin America,Healthcare,3,2022-11-15,,False,77,7,2022-11-21,232
CO-6837,Wave AI,Enterprise,2684.24,39962,1034,Latin America,Technology,1,2023-03-03,2024-09-13,True,21,4,2025-05-06,300
CO-6838,Pulse Tech,Enterprise,2361.39,24726,1280,Middle East,Non-profit,12,2022-06-30,,False,49,25,2023-05-13,212
CO-6839,Spark Systems,Enterprise,3586.45,44953,433,Europe,Media,1,2024-10-24,,False,70,19,2024-12-20,130
CO-6840,Vertex Systems,Starter,41.67,19215,1487,Latin America,Technology,3,2021-12-05,,False,31,34,2025-09-11,237
CO-6841,Spark Inc,Enterprise,4526.41,17499,1142,Asia Pacific,Government,12,2022-11-15,,False,-58,40,2023-02-27,90
CO-6842,Spark Solutions,Starter,36.89,1081,1732,Middle East,Education,24,2021-04-04,,False,-86,49,2023-05-31,45
CO-6843,Nova Corp,Professional,241.49,39998,637,North America,Consulting,3,2024-04-03,,False,66,22,2025-02-07,300
CO-6844,Acme Systems,Starter,40.02,35651,1494,Europe,Media,3,2021-11-28,,False,91,28,2024-05-10,488
CO-6845,Acme Analytics,Starter,89.78,14993,1535,Asia Pacific,Retail,3,2021-10-18,,False,-30,31,2022-11-04,321
CO-6846,Nova Tech,Professional,247.51,47975,1388,Europe,Technology,3,2022-03-14,,False,-100,34,2022-05-27,7
CO-6847,Spark Systems,Starter,65.8,32155,245,North America,Government,6,2025-04-30,2026-06-11,True,-22,18,2025-06-21,146
CO-6848,Vertex Tech,Professional,448.93,18688,251,North America,Media,1,2025-04-24,2026-10-22,True,34,33,2025-07-25,31
CO-6849,Wave Tech,Starter,37.49,23514,888,Latin America,Retail,6,2023-07-27,,False,-35,9,2024-08-30,384
CO-6850,Vertex Cloud,Starter,48.1,16754,620,Europe,Government,24,2024-04-20,,False,-63,44,2025-07-07,395
CO-6851,Wave Labs,Starter,94.68,41078,1974,North America,Government,3,2020-08-05,,False,-71,37,2023-02-07,98
CO-6852,Pulse Digital,Free,0.0,37287,367,Europe,Manufacturing,12,2024-12-29,2026-04-27,True,10,28,2025-06-26,106
CO-6853,Spark AI,Starter,69.47,1230,2161,Asia Pacific,Government,12,2020-01-31,,False,50,18,2020-08-19,355
CO-6854,Wave Solutions,Enterprise,781.76,31581,833,Latin America,Government,24,2023-09-20,,False,-70,30,2025-09-04,221
CO-6855,Forge Digital,Professional,342.28,27820,819,Latin America,Consulting,12,2023-10-04,,False,10,50,2025-01-08,259
CO-6856,Apex Analytics,Starter,50.52,15858,1800,Latin America,Retail,3,2021-01-26,,False,-42,15,2025-03-30,475
CO-6857,Spark Inc,Starter,98.97,47672,1039,Asia Pacific,Non-profit,24,2023-02-26,2024-12-08,True,-2,23,2023-07-26,299
CO-6858,Forge Tech,Professional,293.66,55,2000,North America,Finance,12,2020-07-10,,False,-20,19,2022-03-10,51
CO-6859,Zenith Digital,Professional,364.27,35028,1080,Asia Pacific,Manufacturing,24,2023-01-16,,False,-35,43,2024-04-05,218
CO-6860,Acme Analytics,Enterprise,4776.8,21529,1848,Middle East,Education,1,2020-12-09,,False,89,36,2022-12-20,161
CO-6861,Nova Solutions,Starter,95.83,8724,630,North America,Healthcare,3,2024-04-10,,False,-18,15,2024-07-20,25
CO-6862,Zenith Analytics,Professional,386.22,37341,1997,Asia Pacific,Media,24,2020-07-13,2021-04-17,True,-58,25,2020-08-04,310
CO-6863,Forge AI,Professional,466.92,34919,2150,Europe,Manufacturing,1,2020-02-11,2020-07-25,True,-71,21,2020-03-25,349
CO-6864,Acme Inc,Professional,224.69,38231,955,Latin America,Retail,12,2023-05-21,,False,99,18,2025-06-07,386
CO-6865,Forge Solutions,Starter,56.87,9335,730,Latin America,Media,1,2024-01-01,,False,-55,32,2024-12-31,213
CO-6866,Zenith Inc,Starter,33.61,23320,849,Asia Pacific,Media,24,2023-09-04,2024-07-29,True,-27,46,2025-08-15,366
CO-6867,Acme Inc,Professional,167.95,15808,1415,Asia Pacific,Manufacturing,6,2022-02-15,,False,-6,21,2025-01-10,128
CO-6868,Wave Inc,Enterprise,2086.68,44498,1001,Latin America,Government,3,2023-04-05,,False,-37,10,2025-08-27,406
CO-6869,Wave Analytics,Professional,218.28,12349,1092,Asia Pacific,Government,1,2023-01-04,,False,-94,8,2025-11-18,167
CO-6870,Pulse Labs,Starter,46.81,40226,864,Asia Pacific,Consulting,12,2023-08-20,,False,92,3,2025-07-20,370
CO-6871,Spark Digital,Professional,443.7,12437,923,Middle East,Government,12,2023-06-22,,False,-57,8,2024-05-17,160
CO-6872,Wave Solutions,Starter,67.02,31162,328,North America,Non-profit,1,2025-02-06,,False,-69,24,2025-07-10,131
CO-6873,Acme Analytics,Professional,291.02,10021,1398,Asia Pacific,Non-profit,24,2022-03-04,2024-05-12,True,26,30,2022-06-02,152
CO-6874,Forge Inc,Professional,361.29,48113,2186,Latin America,Non-profit,6,2020-01-06,,False,66,29,2022-06-05,29
CO-6875,Wave Solutions,Starter,35.24,6907,1984,Middle East,Education,6,2020-07-26,2020-09-03,True,-82,17,2024-01-05,350
CO-6876,Nova Labs,Enterprise,528.11,44874,363,Middle East,Media,24,2025-01-02,,False,-58,48,2025-02-05,265
CO-6877,Apex Solutions,Professional,255.65,24089,267,Europe,Manufacturing,24,2025-04-08,,False,-88,23,2025-06-08,441
CO-6878,Acme Cloud,Enterprise,3512.89,9621,614,Asia Pacific,Media,1,2024-04-26,,False,24,35,2024-06-21,350
CO-6879,Zenith Labs,Professional,261.67,25482,802,Middle East,Government,12,2023-10-21,,False,-43,27,2023-11-28,375
CO-6880,Vertex Corp,Professional,284.62,17192,460,Latin America,Non-profit,6,2024-09-27,,False,72,12,2025-01-07,72
CO-6881,Apex Analytics,Professional,258.35,46941,2161,Middle East,Consulting,1,2020-01-31,,False,-58,0,2024-02-28,371
CO-6882,Pulse Analytics,Starter,74.14,34455,485,Europe,Manufacturing,24,2024-09-02,,False,-83,43,2025-09-24,175
CO-6883,Forge Tech,Professional,357.39,46826,1691,Middle East,Government,1,2021-05-15,2023-02-02,True,-46,44,2023-03-17,187
CO-6884,Zenith Corp,Professional,476.39,31610,1518,North America,Retail,1,2021-11-04,,False,-95,42,2022-10-19,490
CO-6885,Nova Corp,Enterprise,3330.81,45829,1619,North America,Retail,1,2021-07-26,,False,76,21,2025-11-30,73
CO-6886,Pulse Tech,Professional,162.28,19891,1780,Europe,Retail,12,2021-02-15,,False,25,7,2022-10-05,32
CO-6887,Spark Inc,Enterprise,3220.71,4920,303,Middle East,Education,24,2025-03-03,,False,-77,9,2025-04-12,141
CO-6888,Nimbus Inc,Starter,82.12,42915,1921,Latin America,Manufacturing,12,2020-09-27,,False,86,28,2024-10-17,356
CO-6889,Vertex AI,Professional,332.65,3419,466,Latin America,Media,12,2024-09-21,,False,-75,11,2025-09-09,319
CO-6890,Forge Corp,Professional,277.1,37179,835,Middle East,Education,3,2023-09-18,,False,-45,34,2025-09-25,185
CO-6891,Apex Analytics,Starter,54.01,40145,772,Middle East,Manufacturing,6,2023-11-20,,False,83,29,2025-10-17,306
CO-6892,Forge Labs,Professional,354.96,46903,643,Latin America,Non-profit,1,2024-03-28,2025-11-26,True,-78,0,2025-01-19,136
CO-6893,Wave AI,Professional,278.49,8158,1438,Middle East,Retail,3,2022-01-23,,False,28,12,2022-06-30,491
CO-6894,Nimbus Tech,Free,0.0,36166,1605,Latin America,Media,3,2021-08-09,,False,63,44,2024-08-02,330
CO-6895,Apex Corp,Professional,309.07,13371,1040,Latin America,Non-profit,6,2023-02-25,,False,87,49,2024-12-09,281
CO-6896,Apex Corp,Starter,45.38,24241,1108,Asia Pacific,Retail,1,2022-12-19,,False,-87,23,2024-06-16,434
CO-6897,Vertex Systems,Professional,274.49,9231,1866,Latin America,Education,1,2020-11-21,,False,61,31,2025-03-08,205
CO-6898,Wave Solutions,Professional,111.08,44039,1080,Asia Pacific,Government,24,2023-01-16,2025-02-07,True,95,23,2023-12-15,157
CO-6899,Wave Solutions,Starter,97.98,5227,1604,Europe,Education,24,2021-08-10,,False,36,30,2023-08-09,209
CO-6900,Wave Tech,Enterprise,3604.4,22332,1756,Europe,Technology,6,2021-03-11,2022-10-17,True,-71,15,2023-04-26,443
CO-6901,Pulse Tech,Professional,356.69,21804,1085,North America,Retail,1,2023-01-11,,False,-18,41,2025-07-07,368
CO-6902,Pulse AI,Starter,94.68,31631,1540,Latin America,Finance,6,2021-10-13,2022-09-25,True,-23,45,2025-08-18,29
CO-6903,Pulse Digital,Starter,88.74,11033,302,Middle East,Retail,24,2025-03-04,,False,75,10,2025-12-04,413
CO-6904,Pulse Digital,Enterprise,1260.42,22383,1606,Middle East,Healthcare,1,2021-08-08,,False,-65,50,2023-03-10,230
CO-6905,Nimbus Cloud,Enterprise,2924.42,20246,805,Europe,Media,1,2023-10-18,,False,-4,39,2024-10-29,196
CO-6906,Acme Solutions,Professional,312.6,28259,394,Middle East,Retail,1,2024-12-02,,False,-38,1,2025-06-28,338
CO-6907,Zenith Analytics,Professional,309.06,8898,1286,Latin America,Consulting,3,2022-06-24,,False,-60,4,2024-10-20,98
CO-6908,Forge Inc,Free,0.0,30931,573,Europe,Consulting,6,2024-06-06,,False,-42,18,2024-12-04,323
CO-6909,Pulse Labs,Starter,80.08,41919,2066,Asia Pacific,Manufacturing,3,2020-05-05,,False,29,48,2022-02-09,11
CO-6910,Pulse AI,Starter,85.11,38285,1815,North America,Manufacturing,6,2021-01-11,2021-05-04,True,79,17,2024-12-14,146
CO-6911,Pulse Analytics,Professional,334.84,33946,1647,Europe,Government,6,2021-06-28,2023-07-16,True,-66,29,2024-02-24,320
CO-6912,Apex Systems,Enterprise,1980.0,3988,697,Europe,Retail,6,2024-02-03,2025-01-25,True,56,37,2024-10-11,218
CO-6913,Pulse Systems,Professional,467.32,26209,738,Latin America,Finance,6,2023-12-24,,False,-11,27,2025-05-05,479
CO-6914,Vertex Tech,Free,0.0,15180,1980,Middle East,Technology,6,2020-07-30,,False,-20,48,2025-01-15,305
CO-6915,Nova Analytics,Professional,161.62,44317,1215,Middle East,Retail,1,2022-09-03,,False,94,25,2024-01-23,433
CO-6916,Vertex Systems,Free,0.0,34709,1603,Latin America,Education,1,2021-08-11,,False,-81,4,2025-10-02,209
CO-6917,Spark AI,Professional,333.76,20105,543,Europe,Finance,12,2024-07-06,,False,-18,17,2024-12-25,359
CO-6918,Acme Systems,Professional,184.03,1907,246,North America,Retail,6,2025-04-29,,False,-56,35,2025-08-19,408
CO-6919,Nova Digital,Professional,168.87,4293,718,North America,Finance,3,2024-01-13,2024-08-19,True,29,17,2024-07-06,347
CO-6920,Wave Solutions,Professional,267.08,5208,936,Europe,Government,6,2023-06-09,,False,15,37,2025-02-03,127
CO-6921,Nova Analytics,Starter,43.49,43318,1520,Asia Pacific,Non-profit,12,2021-11-02,2023-11-10,True,-53,40,2025-10-27,316
CO-6922,Wave Solutions,Professional,286.32,19118,1800,Middle East,Finance,24,2021-01-26,,False,-8,0,2022-08-16,213
CO-6923,Wave Labs,Starter,29.68,10893,1410,North America,Manufacturing,3,2022-02-20,,False,-54,9,2023-06-23,224
CO-6924,Zenith AI,Starter,83.73,598,788,Latin America,Consulting,12,2023-11-04,,False,-34,49,2024-12-21,273
CO-6925,Pulse Systems,Enterprise,4972.61,39421,1786,Europe,Consulting,1,2021-02-09,,False,83,14,2022-03-22,474
CO-6926,Pulse Analytics,Professional,423.4,36585,2032,Middle East,Government,1,2020-06-08,,False,-60,44,2021-12-07,219
CO-6927,Forge Cloud,Professional,416.54,40286,695,North America,Government,6,2024-02-05,,False,79,4,2025-06-21,328
CO-6928,Forge Cloud,Professional,126.37,16276,882,Middle East,Government,3,2023-08-02,2024-05-18,True,-25,29,2024-08-06,180
CO-6929,Wave Solutions,Starter,65.14,9964,575,Asia Pacific,Retail,3,2024-06-04,2024-08-01,True,-25,3,2025-07-03,232
CO-6930,Vertex Cloud,Starter,56.53,24042,313,Latin America,Education,12,2025-02-21,,False,-46,30,2025-11-07,434
CO-6931,Forge Inc,Enterprise,865.84,34885,1197,Middle East,Government,1,2022-09-21,2024-10-24,True,4,49,2025-03-09,414
CO-6932,Nova Analytics,Enterprise,2545.97,48788,2073,Middle East,Retail,1,2020-04-28,,False,9,45,2020-05-12,220
CO-6933,Nimbus Corp,Starter,78.33,34135,1659,Asia Pacific,Government,6,2021-06-16,,False,-79,41,2024-03-25,60
CO-6934,Wave Digital,Enterprise,604.6,1958,710,Middle East,Media,1,2024-01-21,,False,-48,33,2024-07-02,122
CO-6935,Forge Analytics,Starter,68.99,2210,1289,Europe,Technology,3,2022-06-21,,False,60,46,2023-06-14,119
CO-6936,Apex Corp,Professional,164.5,37694,1438,North America,Finance,12,2022-01-23,,False,-43,35,2023-09-19,325
CO-6937,Wave Labs,Free,0.0,2639,852,Latin America,Consulting,24,2023-09-01,2025-02-05,True,-82,36,2023-10-27,332
CO-6938,Nimbus Cloud,Enterprise,4661.9,19315,646,Europe,Education,3,2024-03-25,,False,-77,26,2024-05-21,114
CO-6939,Pulse Analytics,Starter,68.17,31477,348,Asia Pacific,Manufacturing,24,2025-01-17,,False,85,7,2025-03-17,259
CO-6940,Nimbus Cloud,Starter,72.91,5883,886,Asia Pacific,Government,6,2023-07-29,,False,84,50,2025-01-16,433
CO-6941,Pulse Cloud,Professional,300.51,11921,2027,Latin America,Finance,1,2020-06-13,2021-12-21,True,-20,0,2020-07-17,345
CO-6942,Forge AI,Professional,421.78,14808,890,Latin America,Healthcare,12,2023-07-25,,False,100,13,2023-12-15,218
CO-6943,Wave Solutions,Starter,46.23,47376,1956,Middle East,Finance,3,2020-08-23,,False,-81,6,2023-01-02,397
CO-6944,Zenith Cloud,Starter,84.03,33124,451,Europe,Government,6,2024-10-06,,False,31,5,2025-09-29,485
CO-6945,Spark Inc,Free,0.0,31199,700,Middle East,Education,6,2024-01-31,,False,-81,50,2025-10-13,304
CO-6946,Zenith Digital,Professional,211.51,9253,1513,Latin America,Manufacturing,24,2021-11-09,,False,-71,44,2023-05-14,135
CO-6947,Zenith Inc,Professional,143.1,41171,661,Middle East,Retail,24,2024-03-10,,False,32,32,2025-01-29,204
CO-6948,Acme Corp,Starter,87.85,27966,581,Latin America,Finance,3,2024-05-29,,False,40,22,2025-07-10,121
CO-6949,Vertex Analytics,Enterprise,1848.81,42606,217,Europe,Government,12,2025-05-28,2027-01-14,True,-46,21,2025-09-29,5
CO-6950,Forge Corp,Professional,199.49,36248,2042,Europe,Healthcare,12,2020-05-29,,False,-27,22,2023-12-13,107
CO-6951,Spark Solutions,Starter,35.88,35204,1461,North America,Non-profit,1,2021-12-31,2024-02-19,True,-25,34,2022-06-30,482
CO-6952,Vertex Tech,Enterprise,1286.7,30737,1889,Middle East,Education,3,2020-10-29,,False,5,1,2022-12-16,308
CO-6953,Wave Tech,Free,0.0,45284,2000,Asia Pacific,Government,12,2020-07-10,,False,-17,3,2021-10-18,352
CO-6954,Spark Corp,Professional,258.3,26956,354,Middle East,Retail,24,2025-01-11,,False,85,46,2025-05-17,91
CO-6955,Vertex Cloud,Professional,257.81,19872,612,Europe,Technology,1,2024-04-28,,False,39,49,2024-10-18,236
CO-6956,Apex Corp,Enterprise,4305.16,2985,1691,Latin America,Finance,12,2021-05-15,2023-04-13,True,-78,49,2022-02-10,391
CO-6957,Vertex Cloud,Enterprise,4734.83,9869,553,Middle East,Consulting,12,2024-06-26,,False,-84,27,2025-06-24,255
CO-6958,Pulse Solutions,Free,0.0,21379,1667,Asia Pacific,Technology,6,2021-06-08,,False,2,7,2025-01-31,462
CO-6959,Wave Cloud,Professional,244.91,16730,540,North America,Media,24,2024-07-09,,False,66,10,2025-09-11,259
CO-6960,Nova Digital,Professional,488.96,45430,2123,Europe,Manufacturing,12,2020-03-09,2021-05-04,True,-87,6,2021-10-26,429
CO-6961,Pulse Analytics,Starter,68.7,36769,741,Middle East,Government,6,2023-12-21,,False,-62,9,2025-02-05,147
CO-6962,Apex Corp,Starter,84.56,25666,1474,Latin America,Consulting,12,2021-12-18,,False,40,5,2023-05-23,468
CO-6963,Forge Corp,Enterprise,2996.79,30921,1470,Latin America,Consulting,6,2021-12-22,2022-05-19,True,-76,12,2025-07-04,100
CO-6964,Vertex Inc,Starter,96.61,49049,263,Asia Pacific,Retail,3,2025-04-12,,False,79,10,2025-07-29,47
CO-6965,Zenith Analytics,Starter,80.16,35439,883,North America,Retail,24,2023-08-01,,False,-14,8,2025-09-15,182
CO-6966,Spark Labs,Enterprise,2161.44,46783,542,Latin America,Education,12,2024-07-07,2025-10-14,True,-80,28,2024-08-17,97
CO-6967,Vertex Analytics,Starter,92.92,47233,1380,Asia Pacific,Healthcare,12,2022-03-22,,False,-25,38,2024-03-28,344
CO-6968,Nova Analytics,Starter,37.37,9353,1626,North America,Technology,6,2021-07-19,,False,-31,31,2022-03-08,196
CO-6969,Apex Digital,Professional,462.27,21481,1114,Middle East,Technology,24,2022-12-13,,False,80,14,2023-04-01,117
CO-6970,Nimbus Inc,Enterprise,4222.27,3113,1918,Middle East,Technology,24,2020-09-30,,False,55,28,2020-11-12,64
CO-6971,Pulse Solutions,Professional,181.0,32122,1516,Asia Pacific,Education,3,2021-11-06,,False,-36,42,2025-07-31,105
CO-6972,Forge Inc,Free,0.0,3738,1365,Asia Pacific,Retail,12,2022-04-06,2023-04-06,True,-6,6,2023-09-22,50
CO-6973,Spark Labs,Professional,199.7,46955,279,North America,Finance,6,2025-03-27,,False,-44,18,2025-05-01,17
CO-6974,Forge Cloud,Professional,279.01,20664,630,Asia Pacific,Retail,24,2024-04-10,,False,74,45,2024-06-13,48
CO-6975,Vertex Cloud,Professional,487.24,48846,1472,Europe,Technology,24,2021-12-20,,False,-82,16,2024-08-21,48
CO-6976,Acme Digital,Professional,333.36,15576,1429,North America,Education,12,2022-02-01,2023-05-10,True,0,14,2025-06-26,324
CO-6977,Pulse Cloud,Starter,66.66,21618,1073,Latin America,Media,1,2023-01-23,2023-11-11,True,-41,48,2023-03-06,349
CO-6978,Spark Tech,Free,0.0,26530,1128,North America,Technology,3,2022-11-29,,False,-29,8,2024-03-27,292
CO-6979,Zenith Systems,Starter,56.36,42329,1658,Latin America,Manufacturing,3,2021-06-17,,False,59,34,2024-09-14,297
CO-6980,Forge Labs,Professional,258.56,45982,715,North America,Finance,24,2024-01-16,,False,100,35,2025-01-24,227
CO-6981,Acme Corp,Free,0.0,13272,449,Latin America,Manufacturing,3,2024-10-08,,False,83,46,2025-01-27,485
CO-6982,Zenith AI,Starter,94.31,28444,1612,North America,Retail,3,2021-08-02,,False,100,6,2025-01-24,413
CO-6983,Zenith Systems,Starter,71.21,17766,739,Asia Pacific,Technology,3,2023-12-23,,False,-3,41,2025-09-24,438
CO-6984,Pulse Analytics,Professional,210.68,22880,1033,Latin America,Retail,24,2023-03-04,2024-01-31,True,-92,46,2024-04-10,413
CO-6985,Acme Solutions,Enterprise,1986.28,31719,898,Latin America,Government,12,2023-07-17,2023-08-23,True,98,21,2025-06-19,277
CO-6986,Vertex Tech,Starter,74.75,13543,1688,Middle East,Education,6,2021-05-18,,False,-53,41,2023-08-12,454
CO-6987,Wave Systems,Professional,351.39,18140,1907,Europe,Non-profit,6,2020-10-11,,False,-43,3,2022-09-04,158
CO-6988,Nova Labs,Starter,76.38,43393,413,Latin America,Technology,3,2024-11-13,,False,-49,46,2025-01-13,447
CO-6989,Pulse Analytics,Professional,442.93,30884,771,North America,Retail,1,2023-11-21,2025-07-06,True,24,19,2024-11-10,440
CO-6990,Wave Inc,Starter,84.44,36572,788,Middle East,Technology,24,2023-11-04,,False,60,25,2025-12-25,411
CO-6991,Acme Systems,Professional,388.44,12401,2100,Middle East,Retail,24,2020-04-01,,False,-68,25,2024-03-19,107
CO-6992,Zenith Cloud,Starter,52.28,25857,811,Middle East,Finance,12,2023-10-12,,False,-3,1,2025-05-01,310
CO-6993,Spark Cloud,Starter,72.03,18799,374,Middle East,Non-profit,6,2024-12-22,,False,-68,2,2024-12-27,192
CO-6994,Zenith Inc,Professional,461.81,5528,1638,Asia Pacific,Technology,3,2021-07-07,,False,15,14,2024-02-27,88
CO-6995,Spark Labs,Enterprise,1227.45,36719,1713,North America,Technology,24,2021-04-23,2023-02-19,True,-9,48,2022-12-03,464
CO-6996,Acme Corp,Enterprise,2096.48,15380,1814,Middle East,Education,12,2021-01-12,,False,29,35,2025-12-30,483
CO-6997,Spark AI,Starter,68.05,38722,1262,Middle East,Retail,12,2022-07-18,,False,42,46,2024-04-05,436
CO-6998,Vertex Analytics,Professional,419.83,24434,1263,North America,Government,12,2022-07-17,,False,-33,39,2024-12-07,111
CO-6999,Spark Solutions,Professional,296.49,3988,767,Europe,Government,1,2023-11-25,2024-08-04,True,98,37,2025-07-21,470
CO-7000,Apex Corp,Professional,308.65,19636,405,Asia Pacific,Education,1,2024-11-21,,False,-33,39,2025-05-31,56
CO-7001,Acme Digital,Starter,64.44,13748,612,North America,Education,1,2024-04-28,,False,-33,40,2025-10-19,316
CO-7002,Pulse AI,Starter,79.43,37003,450,Europe,Consulting,3,2024-10-07,,False,16,13,2025-12-24,16
CO-7003,Vertex Tech,Enterprise,3195.86,15805,1491,North America,Consulting,6,2021-12-01,,False,-59,4,2023-07-20,373
CO-7004,Nimbus Digital,Starter,69.05,16090,1980,Middle East,Consulting,1,2020-07-30,,False,-92,1,2024-02-07,431
CO-7005,Nimbus Analytics,Professional,319.02,48469,708,Latin America,Government,12,2024-01-23,2024-06-08,True,-11,2,2025-12-19,225
CO-7006,Forge Digital,Starter,72.6,42397,1234,Europe,Consulting,6,2022-08-15,,False,-67,49,2025-01-11,289
CO-7007,Apex Solutions,Starter,82.65,13534,1221,Middle East,Technology,1,2022-08-28,,False,-45,34,2025-12-30,415
CO-7008,Nova Cloud,Enterprise,1703.58,18848,879,Asia Pacific,Retail,12,2023-08-05,2025-02-04,True,-38,41,2025-07-25,70
CO-7009,Forge Inc,Professional,291.36,2850,226,Europe,Manufacturing,6,2025-05-19,,False,-30,49,2025-07-28,132
CO-7010,Pulse Tech,Enterprise,2715.66,46468,460,Asia Pacific,Education,3,2024-09-27,,False,26,1,2025-09-29,203
CO-7011,Wave Inc,Professional,244.89,46812,453,Asia Pacific,Consulting,12,2024-10-04,,False,87,4,2025-12-25,61
CO-7012,Zenith Analytics,Starter,85.12,23806,1567,North America,Technology,12,2021-09-16,,False,-100,3,2025-05-18,381
CO-7013,Vertex Analytics,Free,0.0,27683,1433,Asia Pacific,Media,1,2022-01-28,,False,-51,9,2024-03-25,282
CO-7014,Spark Inc,Professional,103.3,24205,783,Europe,Consulting,12,2023-11-09,,False,70,28,2024-08-28,366
CO-7015,Nova Analytics,Professional,412.64,35349,1603,Asia Pacific,Retail,6,2021-08-11,,False,37,34,2025-12-18,44
CO-7016,Spark Labs,Enterprise,1911.1,16135,516,Asia Pacific,Manufacturing,1,2024-08-02,,False,-38,1,2025-11-16,66
CO-7017,Spark Inc,Starter,38.75,23238,221,Middle East,Retail,24,2025-05-24,,False,53,17,2025-10-06,450
CO-7018,Acme Corp,Professional,115.19,36129,1216,Asia Pacific,Consulting,6,2022-09-02,2024-05-26,True,-37,42,2024-02-04,97
CO-7019,Apex Tech,Free,0.0,7608,1529,Latin America,Retail,6,2021-10-24,2023-06-08,True,55,15,2022-09-03,66
CO-7020,Apex Analytics,Professional,298.2,30680,261,Latin America,Retail,12,2025-04-14,,False,60,0,2025-12-04,35
CO-7021,Apex Solutions,Professional,429.12,38470,777,Latin America,Healthcare,3,2023-11-15,,False,77,21,2024-02-18,239
CO-7022,Nimbus Systems,Professional,339.32,42644,927,North America,Media,3,2023-06-18,,False,-43,23,2023-06-26,191
CO-7023,Pulse Systems,Professional,245.45,18494,429,Middle East,Consulting,1,2024-10-28,2026-06-23,True,-54,27,2025-08-19,488
CO-7024,Acme Analytics,Free,0.0,43735,1889,Middle East,Manufacturing,12,2020-10-29,,False,-18,9,2022-05-12,389
CO-7025,Acme AI,Starter,34.98,34406,1478,Latin America,Healthcare,24,2021-12-14,,False,-5,40,2025-10-27,376
CO-7026,Vertex AI,Professional,496.78,7482,1966,Asia Pacific,Government,24,2020-08-13,,False,-34,20,2024-06-22,127
CO-7027,Wave AI,Starter,95.51,24175,1926,North America,Government,6,2020-09-22,2021-03-11,True,-71,15,2021-07-14,190
CO-7028,Acme Analytics,Professional,361.19,9876,1569,North America,Consulting,6,2021-09-14,,False,-68,1,2024-09-29,169
CO-7029,Nimbus Tech,Professional,423.54,18797,2007,Europe,Non-profit,24,2020-07-03,,False,89,41,2023-01-09,129
CO-7030,Forge Analytics,Professional,331.0,36818,338,Asia Pacific,Government,1,2025-01-27,,False,-40,15,2025-07-11,200
CO-7031,Pulse Digital,Starter,72.7,4306,786,Asia Pacific,Manufacturing,12,2023-11-06,,False,-3,13,2025-10-16,5
CO-7032,Pulse Digital,Starter,85.01,37090,2170,Middle East,Consulting,1,2020-01-22,2021-12-26,True,1,28,2024-11-14,120
CO-7033,Zenith Inc,Professional,466.53,14520,778,Europe,Media,24,2023-11-14,,False,77,8,2024-12-12,385
CO-7034,Forge Labs,Professional,298.64,7491,1898,Europe,Education,24,2020-10-20,2022-08-14,True,53,18,2023-12-12,155
CO-7035,Pulse Solutions,Free,0.0,3341,1503,Asia Pacific,Non-profit,6,2021-11-19,,False,-12,26,2025-09-05,249
CO-7036,Wave Cloud,Enterprise,3195.64,49868,1730,Latin America,Education,6,2021-04-06,,False,-84,49,2022-10-05,35
CO-7037,Wave Tech,Starter,84.1,28550,1803,Middle East,Healthcare,1,2021-01-23,,False,72,29,2023-07-23,322
CO-7038,Acme Systems,Starter,61.58,14590,679,North America,Non-profit,1,2024-02-21,,False,7,33,2024-04-30,212
