station_id,date,temp_celsius,temp_fahrenheit,humidity_pct,precipitation_inches,wind_speed_kmh,wind_direction,pressure_hpa,visibility_km,conditions,uv_index
WX-9,2024-09-01,16.7,62.1,63,0.34,20.7,NE,1009.0,16.8,Haze,1
WX-3,2024-09-01,12.0,53.6,94,0.54,21.1,S,1000.9,3.9,Snow,4
WX-4,2024-09-01,7.8,46.0,34,0.68,27.5,E,1021.4,11.3,Cloudy,2
WX-6,2024-09-01,11.5,52.7,96,0.32,18.5,N,993.7,8.3,Partly Cloudy,8
WX-1,2024-09-02,16.0,60.8,79,0,23.9,E,1011.0,10.6,Haze,2
WX-2,2024-09-02,7.8,46.0,69,0,20.9,NW,1008.4,11.3,Snow,0
WX-2,2024-09-02,20.8,69.4,52,0,27.6,SW,1017.2,15.9,Thunderstorm,7
WX-6,2024-09-02,7.5,45.5,74,0.54,16.3,S,1028.8,15.5,Snow,6
WX-8,2024-09-02,18.8,65.8,58,0.18,0,NW,1040.2,5.8,Rain,6
WX-1,2024-09-03,6.3,43.3,23,0.05,34.3,SE,1001.6,16.6,Partly Cloudy,6
WX-4,2024-09-03,11.4,52.5,20,0,4.8,W,1007.0,10.5,Snow,11
WX-3,2024-09-03,18.8,65.8,89,0.17,19.4,W,1007.8,9.2,Thunderstorm,1
WX-3,2024-09-03,14.1,57.4,40,0.79,13.6,N,1020.1,11.8,Clear,1
WX-9,2024-09-03,14.4,57.9,92,0.09,22.2,NE,1007.1,11.0,Snow,9
WX-1,2024-09-04,7.0,44.6,28,0,19.0,NW,1011.3,9.6,Snow,3
WX-7,2024-09-04,9.7,49.5,29,0.06,14.8,NE,1025.5,14.6,Fog,6
WX-8,2024-09-04,11.3,52.3,69,0.29,7.7,NE,1016.2,9.1,Clear,11
WX-9,2024-09-04,15.3,59.5,95,0.35,23.8,N,1010.1,14.9,Cloudy,9
WX-10,2024-09-04,12.3,54.1,100,0,15.0,NW,1002.4,11.7,Fog,8
WX-8,2024-09-04,18.9,66.0,58,0.35,23.3,E,997.9,3.4,Clear,3
WX-8,2024-09-04,16.2,61.2,74,0.08,22.2,SE,991.2,19.5,Thunderstorm,7
WX-7,2024-09-05,11.4,52.5,30,0.5,24.2,N,1011.5,5.1,Thunderstorm,10
WX-8,2024-09-05,20.6,69.1,14,0.29,3.4,W,1014.3,16.8,Snow,2
WX-1,2024-09-05,5.8,42.4,61,0,14.9,NW,1001.2,11.3,Rain,4
WX-2,2024-09-05,6.3,43.3,96,0.04,15.2,NE,1000.0,14.3,Rain,2
WX-4,2024-09-06,19.5,67.1,87,0,13.5,SE,998.4,12.3,Clear,1
WX-5,2024-09-06,20.1,68.2,73,0,22.2,N,1020.3,3.8,Clear,2
WX-6,2024-09-06,12.1,53.8,52,0,13.6,S,1005.1,6.2,Drizzle,0
WX-7,2024-09-06,21.3,70.3,15,0.68,0.7,SE,1003.9,9.2,Clear,6
WX-6,2024-09-06,9.1,48.4,37,0.27,17.3,S,981.9,13.6,Rain,4
WX-1,2024-09-07,10.3,50.5,24,0,11.6,E,1006.1,12.5,Partly Cloudy,4
WX-5,2024-09-07,15.6,60.1,21,0.12,1.4,NE,1012.0,15.1,Rain,5
WX-1,2024-09-07,12.3,54.1,79,0.29,22.2,S,1024.4,5.3,Snow,0
WX-10,2024-09-07,11.7,53.1,42,0,17.5,W,1026.4,14.1,Clear,7
WX-2,2024-09-07,11.9,53.4,100,0.17,16.2,S,1001.0,13.2,Fog,3
WX-1,2024-09-08,14.7,58.5,36,0.17,15.7,S,1008.6,14.0,Drizzle,0
WX-4,2024-09-08,7.2,45.0,49,0.23,16.9,NE,1036.9,11.8,Clear,5
WX-10,2024-09-08,1.8,35.2,28,0.83,6.6,SW,1028.4,11.3,Windy,2
WX-1,2024-09-08,23.6,74.5,67,0.07,15.6,NW,1013.5,8.6,Windy,7
WX-7,2024-09-08,11.8,53.2,100,0.39,29.0,SW,1017.5,9.0,Partly Cloudy,2
WX-3,2024-09-08,16.0,60.8,42,0.34,7.0,NW,1028.3,7.6,Clear,1
WX-4,2024-09-09,13.4,56.1,52,0.18,25.6,E,1010.1,17.3,Cloudy,1
WX-10,2024-09-09,12.5,54.5,76,0,20.6,E,1000.5,7.3,Snow,10
WX-7,2024-09-09,7.9,46.2,45,0.2,13.2,N,1012.7,5.0,Fog,3
WX-5,2024-09-09,-3.8,25.2,69,0,22.4,S,1024.6,11.8,Clear,2
WX-6,2024-09-09,10.9,51.6,56,0.61,10.2,NE,1006.1,7.9,Cloudy,7
WX-10,2024-09-10,12.2,54.0,58,0.35,11.2,SW,991.1,13.9,Fog,9
WX-10,2024-09-10,15.3,59.5,60,0,19.7,SE,1014.0,12.9,Drizzle,9
WX-7,2024-09-10,18.4,65.1,29,0.16,8.3,SW,1005.0,6.4,Windy,5
WX-7,2024-09-10,5.9,42.6,64,0.37,10.8,SW,1017.1,5.3,Haze,2
WX-6,2024-09-10,5.3,41.5,95,0,23.3,NW,1019.5,11.5,Clear,2
WX-8,2024-09-11,11.5,52.7,61,0,17.1,N,1025.4,10.7,Cloudy,6
WX-4,2024-09-11,1.2,34.2,15,0,11.7,NE,1002.6,10.2,Haze,8
WX-8,2024-09-11,12.0,53.6,89,0,19.3,NW,1003.5,15.7,Cloudy,4
WX-10,2024-09-11,12.4,54.3,78,0.37,0.2,S,1010.1,10.9,Windy,4
WX-2,2024-09-12,14.0,57.2,82,0,6.7,SE,1017.4,6.4,Windy,6
WX-4,2024-09-12,14.1,57.4,78,0,16.1,N,999.3,20.8,Windy,7
WX-6,2024-09-12,10.9,51.6,23,0.06,17.4,N,1002.5,9.0,Windy,0
WX-10,2024-09-13,8.8,47.8,27,0,24.7,W,1017.3,12.2,Fog,10
WX-2,2024-09-13,12.8,55.0,19,0.42,24.2,E,1019.0,9.5,Snow,10
WX-3,2024-09-13,11.8,53.2,91,0,27.2,SE,1003.8,11.5,Windy,5
WX-10,2024-09-13,7.7,45.9,45,0,31.1,N,1014.4,5.3,Snow,10
WX-3,2024-09-13,13.3,55.9,69,0,39.1,SW,1016.3,6.6,Partly Cloudy,11
WX-1,2024-09-14,8.7,47.7,16,0.54,13.0,SW,1018.1,8.6,Partly Cloudy,11
WX-6,2024-09-14,18.0,64.4,28,0,8.4,S,1016.7,16.1,Thunderstorm,7
WX-7,2024-09-14,3.7,38.7,30,0.35,10.8,W,1002.6,9.3,Haze,7
WX-7,2024-09-14,18.5,65.3,48,0.04,16.4,SW,1003.9,12.9,Snow,10
WX-10,2024-09-14,5.1,41.2,39,0,26.7,SW,1035.5,8.4,Rain,5
WX-10,2024-09-15,16.8,62.2,81,0.61,28.4,SE,995.2,9.8,Clear,7
WX-5,2024-09-15,13.7,56.7,15,0.19,15.3,W,1000.3,10.0,Snow,4
WX-10,2024-09-15,17.2,63.0,48,0.12,3.7,NE,1006.7,16.2,Haze,0
WX-5,2024-09-15,7.8,46.0,83,0,33.7,SW,1011.2,10.8,Clear,3
WX-5,2024-09-16,10.1,50.2,39,0,18.6,NE,1015.1,15.8,Partly Cloudy,11
WX-5,2024-09-16,14.1,57.4,42,0,17.0,SE,1018.9,9.6,Drizzle,8
WX-8,2024-09-16,9.0,48.2,72,0.21,31.0,SW,1004.2,18.0,Partly Cloudy,10
WX-4,2024-09-16,7.6,45.7,49,0.27,23.9,SW,1008.2,8.1,Partly Cloudy,1
WX-2,2024-09-16,13.2,55.8,37,0.12,5.1,NE,1009.7,4.7,Rain,6
WX-6,2024-09-17,11.0,51.8,79,0.15,0,E,1007.0,6.8,Thunderstorm,8
WX-7,2024-09-17,11.7,53.1,47,0.11,0.9,N,1023.2,11.4,Partly Cloudy,0
WX-5,2024-09-17,11.4,52.5,87,0,17.2,NE,999.5,13.8,Windy,6
WX-6,2024-09-17,12.6,54.7,86,0.38,20.9,N,992.8,6.2,Thunderstorm,10
WX-7,2024-09-17,5.6,42.1,64,0.08,9.5,SE,1009.8,15.2,Drizzle,4
WX-7,2024-09-17,6.4,43.5,55,0.04,10.5,NW,1017.9,6.8,Haze,3
WX-10,2024-09-18,3.6,38.5,83,0,21.2,E,1026.2,13.2,Fog,3
WX-2,2024-09-18,14.1,57.4,75,0,14.4,SW,1012.4,8.5,Cloudy,0
WX-4,2024-09-18,23.9,75.0,71,0.04,26.5,S,1036.0,7.9,Cloudy,2
WX-3,2024-09-19,15.1,59.2,88,0.46,15.2,E,1011.2,7.7,Drizzle,3
WX-1,2024-09-19,11.4,52.5,36,0.1,29.0,W,1024.9,16.9,Rain,8
WX-3,2024-09-19,13.3,55.9,57,0,27.5,E,1017.2,9.7,Thunderstorm,3
WX-4,2024-09-19,6.8,44.2,39,0,17.7,SW,1003.8,13.5,Haze,7
WX-1,2024-09-19,13.7,56.7,57,0.12,23.1,E,1018.0,4.4,Clear,11
WX-3,2024-09-20,13.9,57.0,87,0.22,21.9,S,1013.2,7.1,Rain,8
WX-8,2024-09-20,12.5,54.5,63,0.07,14.6,SE,993.4,7.4,Haze,7
WX-10,2024-09-20,14.3,57.7,66,0,14.3,SE,1019.8,14.8,Clear,11
WX-5,2024-09-20,18.4,65.1,18,0,6.4,SE,1037.0,7.4,Fog,7
WX-2,2024-09-20,9.2,48.6,81,0,11.9,SW,1018.2,9.1,Snow,4
WX-3,2024-09-21,10.5,50.9,79,0.29,11.5,W,1007.4,11.4,Partly Cloudy,2
WX-8,2024-09-21,0.5,32.9,79,0.36,15.7,NW,1019.0,11.2,Drizzle,2
WX-6,2024-09-21,14.9,58.8,13,0.12,0,SW,993.8,13.5,Drizzle,9
WX-6,2024-09-21,18.5,65.3,33,0.3,8.9,NW,1006.5,5.1,Thunderstorm,0
WX-6,2024-09-21,6.5,43.7,54,0,26.3,NW,1015.1,13.8,Clear,1
WX-6,2024-09-22,13.9,57.0,83,0.02,17.5,N,1007.8,10.5,Cloudy,6
WX-2,2024-09-22,13.2,55.8,96,0.55,14.2,NE,1016.9,2.9,Thunderstorm,0
WX-2,2024-09-22,7.2,45.0,52,0.12,7.4,NE,1019.2,13.8,Windy,7
WX-5,2024-09-22,11.7,53.1,79,0,15.6,NE,1012.8,8.2,Partly Cloudy,2
WX-3,2024-09-22,10.4,50.7,83,0,28.2,SE,1004.5,8.3,Cloudy,11
WX-1,2024-09-23,9.7,49.5,77,0.2,7.5,SW,1009.6,16.4,Fog,6
WX-4,2024-09-23,2.0,35.6,15,0.11,12.3,SW,991.2,15.1,Windy,11
WX-6,2024-09-23,16.8,62.2,64,0.42,14.7,W,1027.2,11.5,Partly Cloudy,8
WX-9,2024-09-24,6.2,43.2,64,0.1,15.3,E,1027.9,2.8,Haze,10
WX-1,2024-09-24,6.9,44.4,70,0.35,16.5,E,1016.4,1.9,Snow,2
WX-8,2024-09-24,12.5,54.5,42,0.26,10.6,S,1005.9,7.2,Rain,1
WX-2,2024-09-24,12.6,54.7,23,0.17,15.6,S,985.8,12.5,Windy,3
WX-2,2024-09-25,10.6,51.1,26,0,16.4,SW,1002.2,13.2,Rain,1
WX-3,2024-09-25,17.4,63.3,51,0.19,17.7,E,1007.2,11.4,Cloudy,3
WX-8,2024-09-25,3.6,38.5,31,0,9.5,N,996.7,14.2,Snow,8
WX-2,2024-09-26,13.2,55.8,66,0.23,11.6,SE,1018.6,11.4,Windy,10
WX-1,2024-09-26,16.3,61.3,47,0,2.7,SE,1003.9,6.0,Clear,6
WX-7,2024-09-26,17.0,62.6,96,0,11.0,NW,1016.4,10.2,Fog,2
WX-1,2024-09-26,11.4,52.5,26,0.07,9.7,S,1013.7,2.8,Partly Cloudy,10
WX-8,2024-09-27,10.3,50.5,28,0.02,19.6,SE,996.2,16.8,Drizzle,7
WX-3,2024-09-27,15.9,60.6,91,0,16.4,NW,1015.7,14.7,Partly Cloudy,3
WX-1,2024-09-27,5.9,42.6,63,0,25.9,N,1017.7,15.5,Drizzle,1
WX-9,2024-09-27,8.0,46.4,69,0.16,28.0,E,1009.0,8.2,Partly Cloudy,3
WX-5,2024-09-28,10.6,51.1,44,0.24,13.2,N,1016.4,9.7,Rain,0
WX-2,2024-09-28,3.7,38.7,26,0,17.2,W,1030.4,4.9,Partly Cloudy,5
WX-3,2024-09-28,10.3,50.5,14,0.31,22.0,NE,1016.0,8.1,Windy,1
WX-7,2024-09-28,14.5,58.1,69,0,5.3,E,1025.1,12.1,Fog,9
WX-7,2024-09-29,12.9,55.2,79,0.28,17.4,N,1010.4,12.1,Haze,2
WX-4,2024-09-29,16.1,61.0,59,0.25,16.6,N,1003.7,12.9,Rain,7
WX-8,2024-09-29,14.5,58.1,81,0,16.3,SW,1034.1,15.7,Drizzle,8
WX-6,2024-09-29,19.2,66.6,81,0.11,18.8,E,1003.4,8.4,Snow,1
WX-6,2024-09-29,15.0,59.0,67,0.37,18.0,W,1010.9,5.9,Cloudy,4
WX-1,2024-09-30,2.4,36.3,57,0,10.1,NW,1015.9,4.8,Snow,7
WX-4,2024-09-30,11.3,52.3,59,0.22,9.2,N,1020.5,10.8,Snow,10
WX-7,2024-09-30,16.0,60.8,88,0.26,20.1,SW,1020.1,2.4,Cloudy,11
WX-8,2024-09-30,1.1,34.0,12,0,17.1,SE,1002.7,8.3,Rain,9
WX-9,2024-10-01,10.7,51.3,69,0,11.2,S,1000.7,4.2,Clear,1
WX-9,2024-10-01,-2.2,28.0,94,0.78,19.5,NW,1015.5,13.0,Cloudy,0
WX-10,2024-10-01,8.9,48.0,32,0.61,0,W,1008.3,7.2,Haze,6
WX-3,2024-10-01,-11.5,11.3,84,0,0,N,1009.4,15.3,Haze,5
WX-9,2024-10-02,-3.8,25.2,74,0,19.0,E,999.6,5.7,Snow,2
WX-6,2024-10-02,8.8,47.8,93,0.06,12.3,SE,1015.4,7.2,Partly Cloudy,11
WX-7,2024-10-02,6.1,43.0,16,0.35,16.3,W,1010.3,7.0,Cloudy,3
WX-6,2024-10-02,3.1,37.6,87,0,24.4,NW,1013.4,16.7,Rain,5
WX-5,2024-10-02,13.4,56.1,31,0.16,8.0,N,1008.6,10.0,Thunderstorm,8
WX-6,2024-10-03,6.6,43.9,79,0.39,20.3,SW,1026.9,18.4,Snow,10
WX-3,2024-10-03,6.0,42.8,52,0.27,16.4,NW,1003.9,12.2,Partly Cloudy,0
WX-1,2024-10-03,1.2,34.2,82,0,3.0,E,1021.9,10.3,Drizzle,11
WX-4,2024-10-03,3.5,38.3,60,0,23.6,NE,1022.1,12.0,Partly Cloudy,4
WX-1,2024-10-03,5.0,41.0,87,0.92,7.5,NW,1003.1,16.8,Drizzle,1
WX-1,2024-10-04,7.9,46.2,22,0,14.1,E,1007.0,13.8,Drizzle,3
WX-7,2024-10-04,1.0,33.8,62,0,22.4,E,1008.8,11.7,Haze,2
WX-8,2024-10-04,3.5,38.3,22,0.1,14.0,SE,1012.0,8.0,Thunderstorm,5
WX-8,2024-10-05,5.1,41.2,65,0.35,4.4,N,1003.5,10.4,Haze,11
WX-5,2024-10-05,-3.1,26.4,16,0.57,27.2,SW,999.7,7.3,Cloudy,4
WX-1,2024-10-05,7.9,46.2,41,0.27,16.0,W,999.9,10.0,Cloudy,1
WX-10,2024-10-05,4.3,39.7,77,0.03,14.5,SE,1010.0,20.4,Drizzle,3
WX-5,2024-10-06,5.9,42.6,52,0,16.9,E,1003.3,13.5,Snow,6
WX-1,2024-10-06,12.3,54.1,77,0.17,0,W,1012.6,8.5,Drizzle,10
WX-9,2024-10-06,-0.7,30.7,14,0.14,5.6,E,1008.0,8.1,Fog,4
WX-5,2024-10-06,4.0,39.2,100,0.44,24.1,NW,1019.2,10.4,Cloudy,2
WX-1,2024-10-07,9.4,48.9,87,0,18.9,NE,992.3,10.8,Clear,9
WX-4,2024-10-07,3.9,39.0,62,0.56,7.4,NW,1021.0,14.7,Partly Cloudy,10
WX-2,2024-10-07,11.0,51.8,42,0.06,12.1,E,1029.5,21.1,Fog,11
WX-6,2024-10-07,0.3,32.5,46,0.14,41.8,SE,1005.2,4.1,Rain,9
WX-10,2024-10-07,15.5,59.9,26,0.32,33.9,SW,1004.7,15.1,Thunderstorm,2
WX-6,2024-10-08,5.8,42.4,18,0,2.2,NW,1008.4,8.0,Thunderstorm,4
WX-5,2024-10-08,-1.3,29.7,87,0,23.2,W,1005.1,6.8,Clear,0
WX-4,2024-10-08,10.1,50.2,24,0.1,0,SE,1014.9,9.9,Haze,5
WX-3,2024-10-08,2.1,35.8,58,0.42,15.6,NE,1012.4,13.4,Windy,0
WX-9,2024-10-09,10.5,50.9,51,0,18.7,SW,1022.5,4.5,Partly Cloudy,7
WX-4,2024-10-09,9.4,48.9,72,0.08,18.3,S,1013.1,18.5,Windy,2
WX-6,2024-10-09,-5.1,22.8,28,0,13.7,E,1027.7,9.9,Thunderstorm,0
WX-6,2024-10-09,13.3,55.9,53,0.08,5.3,S,1014.5,10.5,Clear,8
WX-10,2024-10-09,4.4,39.9,45,0,16.9,E,1001.7,11.0,Fog,1
WX-8,2024-10-10,-6.1,21.0,23,0.41,24.3,S,1017.7,14.4,Drizzle,6
WX-10,2024-10-10,4.7,40.5,25,0,9.1,SW,1029.0,4.8,Snow,11
WX-8,2024-10-10,0.4,32.7,86,0.61,22.6,SW,1006.9,16.8,Partly Cloudy,7
WX-8,2024-10-10,3.4,38.1,21,0.07,9.0,N,992.0,14.7,Haze,3
WX-6,2024-10-11,7.4,45.3,46,0.05,9.8,NW,1009.7,17.8,Windy,2
WX-2,2024-10-11,4.6,40.3,62,0.2,24.0,S,1001.8,14.3,Fog,5
WX-3,2024-10-11,-1.5,29.3,20,0.26,6.4,N,1007.3,8.7,Haze,4
WX-5,2024-10-11,2.6,36.7,93,0.15,24.2,NW,1013.9,11.1,Snow,8
WX-1,2024-10-11,8.5,47.3,92,0,0,SW,1028.0,8.3,Rain,9
WX-8,2024-10-12,-2.7,27.1,22,0.39,14.8,E,1016.4,9.7,Rain,6
WX-9,2024-10-12,-2.2,28.0,48,0.13,18.2,W,1003.0,10.6,Snow,8
WX-2,2024-10-12,6.3,43.3,60,0.32,3.2,SE,1017.5,8.4,Drizzle,0
WX-4,2024-10-12,4.4,39.9,49,0.33,16.1,NE,1016.1,9.1,Partly Cloudy,11
WX-3,2024-10-13,-0.7,30.7,14,0.59,21.2,S,1022.6,10.5,Fog,5
WX-3,2024-10-13,-7.0,19.4,59,0.4,3.1,NW,1006.6,6.0,Windy,4
WX-2,2024-10-13,-6.1,21.0,69,0.31,9.1,S,1010.5,3.9,Rain,6
WX-6,2024-10-13,3.9,39.0,51,0.18,16.0,NE,1006.7,10.8,Clear,1
WX-10,2024-10-14,7.1,44.8,66,0,9.9,S,1032.7,6.2,Partly Cloudy,3
WX-6,2024-10-14,11.9,53.4,58,0.14,12.1,NW,1010.0,14.0,Windy,9
WX-4,2024-10-14,13.3,55.9,21,0.13,19.8,NW,1019.7,14.0,Windy,6
WX-3,2024-10-14,1.3,34.3,33,0,21.6,NW,1013.1,8.4,Rain,7
WX-1,2024-10-15,7.7,45.9,55,0.22,3.7,NW,1027.7,7.0,Windy,3
WX-1,2024-10-15,-2.3,27.9,19,0.45,14.0,SE,1004.4,10.6,Partly Cloudy,6
WX-6,2024-10-15,7.4,45.3,75,0.14,18.4,W,1004.8,9.4,Fog,7
WX-6,2024-10-15,0.5,32.9,56,0.18,11.3,E,1013.6,15.3,Rain,3
WX-5,2024-10-16,5.3,41.5,21,0,22.2,NE,1013.1,14.1,Rain,11
WX-9,2024-10-16,5.3,41.5,25,0.08,15.1,NW,1024.8,12.4,Thunderstorm,8
WX-2,2024-10-16,6.7,44.1,55,0,16.0,W,1014.9,11.3,Rain,7
WX-1,2024-10-16,2.2,36.0,61,0.09,12.9,SW,1005.0,7.4,Drizzle,6
WX-4,2024-10-17,4.2,39.6,68,0.17,16.0,S,1018.1,10.2,Fog,8
WX-7,2024-10-17,-0.1,31.8,12,0.12,18.7,NW,1013.7,4.9,Partly Cloudy,9
WX-4,2024-10-17,9.2,48.6,98,0.15,17.7,SW,1011.0,9.1,Haze,0
WX-2,2024-10-17,8.4,47.1,67,0,16.1,NE,994.5,11.1,Cloudy,0
WX-10,2024-10-17,-2.9,26.8,69,0.12,15.1,E,1015.9,6.4,Thunderstorm,8
WX-6,2024-10-18,13.3,55.9,72,0,18.5,SE,1027.5,9.1,Drizzle,7
WX-5,2024-10-18,-5.4,22.3,27,0.51,14.1,N,1021.1,14.8,Clear,1
WX-3,2024-10-18,5.8,42.4,72,0.35,3.7,W,1015.6,16.1,Snow,7
WX-9,2024-10-18,3.9,39.0,74,0,21.9,NE,1003.5,17.1,Rain,6
WX-5,2024-10-19,-0.4,31.3,87,0.5,7.8,S,1002.4,12.7,Snow,11
WX-7,2024-10-19,2.1,35.8,59,0.26,24.2,N,1015.1,10.2,Rain,6
WX-10,2024-10-19,-2.1,28.2,94,0,30.3,W,1012.7,7.8,Haze,11
WX-3,2024-10-19,9.2,48.6,81,0,8.6,NE,991.6,4.5,Snow,0
WX-1,2024-10-19,6.3,43.3,32,0.58,6.1,NW,1033.1,12.8,Fog,3
WX-7,2024-10-20,0.6,33.1,11,0.0,13.2,NE,983.6,14.5,Partly Cloudy,5
WX-6,2024-10-20,-2.7,27.1,11,0.03,22.4,S,1001.1,2.1,Partly Cloudy,2
WX-2,2024-10-20,5.8,42.4,19,0.1,20.8,SW,1006.6,5.4,Partly Cloudy,11
WX-2,2024-10-20,10.4,50.7,74,0.58,15.1,N,1001.8,13.9,Snow,3
WX-8,2024-10-20,9.3,48.7,18,0.1,19.6,SE,1026.1,11.4,Partly Cloudy,5
WX-9,2024-10-21,3.0,37.4,83,0.36,15.1,SW,1016.0,9.9,Cloudy,10
WX-5,2024-10-21,0.4,32.7,83,0.52,13.2,S,1014.6,5.7,Windy,4
WX-7,2024-10-21,7.4,45.3,60,0,23.4,N,1009.2,16.0,Fog,0
WX-8,2024-10-21,9.8,49.6,99,0,11.7,NE,999.7,11.9,Drizzle,0
WX-3,2024-10-22,2.3,36.1,88,0,8.0,SW,1012.7,9.6,Windy,4
WX-1,2024-10-22,3.4,38.1,57,0.43,29.3,SE,997.4,19.4,Cloudy,9
WX-10,2024-10-22,7.3,45.1,55,0.09,34.7,NE,1008.1,10.5,Partly Cloudy,11
WX-10,2024-10-22,2.8,37.0,75,0,16.8,W,1012.9,15.5,Drizzle,2
WX-6,2024-10-22,5.1,41.2,50,0.41,7.0,N,1015.5,12.4,Snow,0
WX-9,2024-10-23,7.7,45.9,48,0,2.9,N,1026.0,1.4,Clear,2
WX-9,2024-10-23,10.3,50.5,33,0,7.5,SW,1032.1,12.9,Cloudy,8
WX-1,2024-10-23,6.3,43.3,86,0.44,17.3,SE,1016.1,11.1,Haze,11
WX-8,2024-10-24,-0.9,30.4,85,0,6.2,S,1015.3,2.3,Windy,5
WX-5,2024-10-24,13.2,55.8,77,0,13.6,NE,1016.0,9.5,Drizzle,8
WX-1,2024-10-24,5.1,41.2,44,0,7.3,SE,1007.1,3.9,Windy,6
WX-9,2024-10-24,4.6,40.3,12,0.19,6.0,SW,1023.9,3.2,Windy,4
WX-1,2024-10-25,2.7,36.9,82,0,19.5,N,1001.0,6.5,Snow,5
WX-9,2024-10-25,13.8,56.8,75,0.49,13.5,N,1005.7,13.6,Clear,5
WX-2,2024-10-25,12.3,54.1,22,0.67,15.7,S,1020.8,15.9,Windy,3
WX-5,2024-10-25,10.8,51.4,57,0.24,14.7,NE,997.6,13.7,Cloudy,1
WX-7,2024-10-25,5.8,42.4,19,0.02,14.0,NE,1032.2,6.9,Partly Cloudy,1
WX-7,2024-10-26,3.9,39.0,18,0.25,8.3,S,1026.6,10.1,Snow,9
WX-8,2024-10-26,-3.0,26.6,96,0.55,5.1,W,1013.7,10.6,Partly Cloudy,6
WX-9,2024-10-26,8.7,47.7,43,0,19.1,SE,1002.6,12.7,Cloudy,1
WX-7,2024-10-27,3.8,38.8,94,0,11.0,E,1010.6,16.5,Snow,4
WX-9,2024-10-27,8.6,47.5,61,0,18.2,NE,1020.7,12.2,Cloudy,11
WX-6,2024-10-27,3.8,38.8,71,0.3,15.1,E,1020.6,3.5,Partly Cloudy,0
WX-10,2024-10-27,1.9,35.4,73,0.26,24.9,SE,1027.8,14.8,Rain,0
WX-10,2024-10-28,2.3,36.1,86,0.77,10.4,E,1015.7,14.9,Clear,10
WX-6,2024-10-28,2.2,36.0,25,0.27,6.7,SE,994.0,6.2,Rain,8
WX-9,2024-10-28,5.4,41.7,18,0,13.6,SE,1008.9,11.7,Clear,0
WX-9,2024-10-28,8.0,46.4,21,0.18,12.2,W,988.7,5.8,Drizzle,7
WX-2,2024-10-28,0.9,33.6,52,0.05,11.8,W,1016.8,9.1,Clear,8
WX-7,2024-10-29,-2.2,28.0,82,0.24,23.0,N,999.8,15.1,Thunderstorm,2
WX-7,2024-10-29,4.5,40.1,21,0,16.0,E,1007.5,14.0,Thunderstorm,9
WX-5,2024-10-29,9.1,48.4,56,0,21.1,W,1023.4,7.1,Clear,0
WX-8,2024-10-29,10.4,50.7,65,0.09,4.4,E,1010.3,12.1,Snow,2
WX-10,2024-10-30,1.5,34.7,14,0.6,11.8,NE,1024.4,7.5,Haze,11
WX-7,2024-10-30,10.9,51.6,16,0.05,12.1,SW,1013.7,8.2,Drizzle,6
WX-8,2024-10-30,6.0,42.8,62,0.0,25.5,N,1004.5,8.3,Clear,2
WX-1,2024-10-30,10.7,51.3,90,0.06,21.1,NW,1017.6,8.1,Rain,11
WX-6,2024-10-30,1.7,35.1,44,0,16.6,S,993.4,12.0,Drizzle,8
WX-9,2024-10-31,2.5,36.5,89,0.18,3.9,W,998.5,9.6,Rain,0
WX-10,2024-10-31,8.2,46.8,56,0.3,23.2,SW,1021.6,12.8,Snow,8
WX-9,2024-10-31,4.8,40.6,64,0.1,9.0,SE,1030.0,10.3,Haze,5
WX-8,2024-10-31,-1.3,29.7,16,0.09,20.5,W,991.7,5.3,Haze,9
WX-3,2024-11-01,-9.2,15.4,40,0.46,16.1,N,1007.6,10.0,Snow,1
WX-4,2024-11-01,-2.4,27.7,91,0,8.5,SE,1028.1,12.8,Snow,4
WX-2,2024-11-01,-5.7,21.7,18,0.25,19.9,E,1018.8,9.3,Thunderstorm,5
WX-5,2024-11-01,-4.7,23.5,71,0,17.4,N,1020.8,4.3,Cloudy,2
WX-1,2024-11-01,-9.3,15.3,71,0.35,28.2,E,1003.0,2.8,Haze,6
WX-4,2024-11-02,-4.9,23.2,10,0.2,6.5,W,1015.0,16.1,Clear,4
WX-4,2024-11-02,-8.6,16.5,33,0.4,17.1,SE,1015.1,4.1,Partly Cloudy,6
WX-1,2024-11-02,0.9,33.6,70,0.24,11.9,SE,1026.9,15.8,Cloudy,1
WX-5,2024-11-02,2.3,36.1,48,0.25,10.2,NE,1017.2,9.8,Windy,7
WX-6,2024-11-03,-12.7,9.1,20,0,18.6,NW,1009.6,7.8,Fog,5
WX-5,2024-11-03,4.4,39.9,29,0.05,8.8,S,1012.3,11.5,Rain,7
WX-1,2024-11-03,-6.6,20.1,15,0,16.0,NW,1006.6,15.6,Drizzle,8
WX-5,2024-11-03,-1.0,30.2,66,0.68,10.9,S,1005.2,9.7,Partly Cloudy,9
WX-5,2024-11-03,-15.8,3.6,17,0,18.0,N,1029.1,8.6,Clear,0
WX-3,2024-11-03,2.1,35.8,58,0.42,14.9,NW,1006.2,13.6,Partly Cloudy,9
WX-7,2024-11-03,1.5,34.7,75,0.08,13.2,NW,999.2,1.9,Windy,3
WX-4,2024-11-04,-7.1,19.2,32,0.15,10.9,W,1026.6,10.0,Windy,10
WX-9,2024-11-04,-3.2,26.2,20,0,28.9,S,1004.1,15.3,Haze,1
WX-1,2024-11-04,1.4,34.5,30,0,2.8,SE,999.6,14.1,Partly Cloudy,8
