post_id,platform,post_date,post_type,content_category,likes,comments,shares,impressions,reach,engagement_rate,follower_count,hashtag_count,sentiment,link_clicks,video_views
POST-81665,Twitter,2025-09-12,Video,Entertainment,17467,137,724,436675,373099,4.2,174307,13,Neutral,158,0
POST-81666,YouTube,2025-12-03,Image,News,35152,2260,1239,562432,441686,6.87,3543471,2,Negative,43,227332
POST-81667,YouTube,2023-05-29,Text,Product Launch,19332,1276,667,309312,289067,6.88,912367,0,Neutral,171,111309
POST-81668,Facebook,2024-05-28,Image,Entertainment,19807,102,660,594210,440618,3.46,2202221,6,Positive,242,0
POST-81669,YouTube,2025-02-26,Story,Educational,23072,1777,29,369152,345963,6.74,2904062,29,Neutral,73,274381
POST-81670,TikTok,2025-08-28,Carousel,Tutorial,37489,3256,249,1124670,745450,3.64,2466121,14,Negative,467,376184
POST-81671,LinkedIn,2024-01-29,Reel,Promotional,39025,1355,1693,1092700,552952,3.85,4615079,1,Positive,589,0
POST-81672,YouTube,2024-12-28,Reel,User Generated,15501,748,410,93006,83435,17.91,772630,9,Neutral,6,63562
POST-81673,Instagram,2024-10-10,Carousel,News,33434,2624,889,267472,220014,13.81,3117307,13,Positive,244,170837
POST-81674,TikTok,2024-03-30,Image,Entertainment,27994,470,601,447904,318782,6.49,4780452,5,Positive,447,296884
POST-81675,TikTok,2024-02-15,Carousel,Educational,8979,898,75,179580,135217,5.54,3077665,13,Negative,30,229434
POST-81676,Twitter,2025-02-05,Reel,Product Launch,4930,412,191,29580,19484,18.71,1299235,11,Neutral,80,0
POST-81677,Instagram,2024-05-03,Live,Educational,42850,1549,1117,685600,460924,6.64,4239431,9,Positive,217,330991
POST-81678,TikTok,2023-09-08,Carousel,Entertainment,33454,2071,1479,836350,725150,4.42,3661004,24,Positive,635,70246
POST-81679,TikTok,2025-08-21,Reel,User Generated,43688,4213,215,262128,223253,18.36,882937,4,Positive,132,146329
POST-81680,TikTok,2025-10-05,Video,Entertainment,26339,1890,1049,447763,409338,6.54,1540753,18,Positive,6,188068
POST-81681,LinkedIn,2024-11-16,Text,Promotional,27665,700,1182,165990,115318,17.8,1938882,14,Negative,270,0
POST-81682,YouTube,2023-07-15,Video,Product Launch,32420,517,269,226940,144879,14.63,1139330,8,Positive,293,395223
POST-81683,Twitter,2024-11-24,Live,Tutorial,1121,36,48,12331,7332,9.77,2283534,13,Neutral,24,0
POST-81684,LinkedIn,2023-10-25,Video,Educational,22404,480,557,156828,132017,14.95,382473,16,Positive,435,0
POST-81685,Facebook,2024-07-26,Carousel,Entertainment,46920,1435,711,1126080,674498,4.36,3816079,13,Positive,293,0
POST-81686,LinkedIn,2025-05-14,Carousel,Promotional,20787,1430,775,540462,354474,4.25,2199311,14,Negative,42,0
POST-81687,Twitter,2024-04-03,Reel,News,19562,1770,258,215182,121903,10.03,2948754,2,Neutral,135,0
POST-81688,Twitter,2024-04-19,Live,Tutorial,18130,841,710,507640,422084,3.88,2518979,1,Neutral,257,0
POST-81689,TikTok,2024-12-05,Image,Tutorial,11103,509,196,199854,154411,5.91,1274672,3,Negative,143,345595
POST-81690,Facebook,2023-05-30,Video,Tutorial,29966,2475,731,898980,530192,3.69,4372336,4,Neutral,368,0
POST-81691,Facebook,2024-03-28,Image,Educational,49150,4358,1525,835550,704191,6.59,1912224,21,Neutral,109,0
POST-81692,Twitter,2024-03-28,Live,Entertainment,33146,1012,1623,530336,275620,6.75,1248607,0,Positive,133,0
POST-81693,LinkedIn,2024-09-05,Text,Promotional,13185,979,430,316440,237053,4.61,4441345,30,Neutral,233,0
POST-81694,YouTube,2025-09-16,Image,User Generated,17669,1009,284,212028,165898,8.94,4034624,18,Neutral,248,50142
POST-81695,Twitter,2023-06-14,Image,Entertainment,46343,2333,824,926860,687091,5.34,4392957,2,Positive,596,0
POST-81696,Twitter,2023-01-20,Text,Behind the Scenes,33096,220,1456,628824,576060,5.53,1502056,16,Negative,391,0
POST-81697,TikTok,2023-06-23,Image,Promotional,45365,4149,1583,1224855,686375,4.17,1074068,26,Negative,464,150016
POST-81698,YouTube,2024-04-25,Carousel,News,34954,3049,1194,279632,196498,14.02,420821,15,Positive,585,368693
POST-81699,YouTube,2024-10-05,Video,News,45586,175,2217,820548,664918,5.85,2247218,8,Neutral,778,181060
POST-81700,Instagram,2024-08-12,Text,Educational,33180,3229,1474,199080,116515,19.03,822448,16,Neutral,322,3537
POST-81701,TikTok,2024-07-02,Video,Product Launch,17541,1525,641,456066,356750,4.32,4796928,7,Neutral,256,238789
POST-81702,Facebook,2023-01-27,Story,Entertainment,37298,2569,1763,820556,760203,5.07,507801,17,Negative,471,0
POST-81703,YouTube,2024-04-15,Carousel,Entertainment,36549,2937,1389,584784,506345,6.99,3267122,28,Neutral,499,110746
POST-81704,Facebook,2024-12-29,Image,Product Launch,13161,266,481,342186,225971,4.06,1333347,14,Positive,242,0
POST-81705,YouTube,2025-01-10,Video,Product Launch,29748,2318,755,416472,245267,7.88,3626449,11,Positive,37,276540
POST-81706,Twitter,2023-02-02,Video,Educational,19965,1079,354,99825,58892,21.44,4974172,20,Positive,205,0
POST-81707,YouTube,2023-03-17,Reel,Tutorial,49512,2326,236,693168,493734,7.51,1387144,14,Positive,270,376457
POST-81708,YouTube,2023-09-18,Live,Behind the Scenes,7513,734,253,165286,91908,5.14,2564047,23,Negative,13,493110
POST-81709,YouTube,2024-04-09,Video,Behind the Scenes,205,23,11,2870,2660,8.33,4352630,26,Positive,4,277434
POST-81710,LinkedIn,2024-01-23,Text,Behind the Scenes,40392,2509,831,1171368,677416,3.73,1456721,19,Negative,695,0
POST-81711,LinkedIn,2025-01-28,Video,Product Launch,41605,2424,1854,1206545,1131713,3.8,1593151,20,Negative,681,0
POST-81712,LinkedIn,2024-12-05,Story,News,47352,3831,1915,615576,583905,8.63,3872280,26,Positive,331,0
POST-81713,Facebook,2024-07-13,Text,Entertainment,4275,243,5,64125,35555,7.05,1283846,15,Negative,28,0
POST-81714,Instagram,2023-07-29,Live,News,12038,51,116,240760,206464,5.07,3742672,23,Neutral,113,127888
POST-81715,YouTube,2025-11-18,Text,News,11072,887,239,310016,271675,3.93,2602231,6,Positive,94,214283
POST-81716,Twitter,2025-11-08,Live,Educational,12516,710,292,200256,177170,6.75,3593741,9,Positive,103,0
POST-81717,LinkedIn,2024-02-21,Video,Behind the Scenes,21950,2161,951,658500,364899,3.81,3383301,7,Positive,25,0
POST-81718,YouTube,2023-09-12,Text,Tutorial,36080,1648,846,432960,301944,8.91,1701325,28,Neutral,579,200056
POST-81719,TikTok,2025-06-21,Carousel,Entertainment,32473,1807,8,389676,326068,8.8,4829840,28,Negative,36,162198
POST-81720,Facebook,2024-05-07,Carousel,Tutorial,13178,1209,333,368984,291326,3.99,145148,4,Positive,0,0
POST-81721,Facebook,2025-08-17,Live,Entertainment,5610,523,119,95370,75706,6.56,909605,18,Neutral,25,0
POST-81722,TikTok,2023-06-14,Text,Product Launch,3420,309,124,102600,60996,3.76,3899046,30,Negative,52,446231
POST-81723,TikTok,2024-09-10,Story,Product Launch,25695,82,588,154170,125553,17.1,683159,11,Positive,271,378162
POST-81724,Facebook,2024-04-26,Story,Behind the Scenes,19905,979,329,557340,317110,3.81,4905196,29,Positive,306,0
POST-81725,YouTube,2023-05-23,Reel,Tutorial,10437,850,449,83496,64944,14.06,1003925,5,Positive,15,440289
POST-81726,YouTube,2024-10-01,Live,Educational,7720,472,298,146680,127135,5.79,4260540,24,Positive,108,347256
POST-81727,Twitter,2023-07-18,Story,Promotional,44561,2506,1653,490171,373670,9.94,1881788,6,Neutral,625,0
POST-81728,YouTube,2024-04-26,Video,Behind the Scenes,12271,1218,194,122710,103920,11.15,3979266,24,Positive,240,62183
POST-81729,TikTok,2024-06-27,Carousel,News,3621,222,149,94146,71788,4.24,4546016,23,Negative,56,43524
POST-81730,Instagram,2025-01-20,Live,Behind the Scenes,34197,2478,1094,786531,435942,4.8,2437022,8,Neutral,380,335314
POST-81731,Facebook,2024-07-03,Live,Product Launch,17593,269,164,387046,339494,4.66,4607288,11,Positive,355,0
POST-81732,LinkedIn,2024-08-26,Text,Entertainment,33832,2694,1173,541312,488250,6.96,4426994,21,Neutral,94,0
POST-81733,Twitter,2023-06-20,Story,Educational,9694,906,350,155104,87159,7.06,203068,3,Positive,195,0
POST-81734,Facebook,2025-05-07,Carousel,Educational,33346,2312,1601,233422,150712,15.96,1729965,19,Positive,192,0
POST-81735,Facebook,2023-04-27,Carousel,Educational,44699,4092,2104,446990,381536,11.39,1558941,21,Neutral,376,0
POST-81736,YouTube,2025-11-04,Reel,Behind the Scenes,40482,3304,919,364338,229984,12.27,1870374,28,Neutral,297,183753
POST-81737,Facebook,2023-01-02,Reel,Educational,19024,1467,154,152192,135590,13.57,1996266,15,Neutral,133,0
POST-81738,Facebook,2025-07-13,Image,User Generated,32127,2469,1022,931683,841360,3.82,620762,17,Positive,540,0
POST-81739,Facebook,2023-08-06,Story,News,46234,3810,59,601042,477770,8.34,4278940,8,Neutral,888,0
POST-81740,LinkedIn,2023-06-12,Live,Promotional,25633,793,1045,281963,150317,9.74,2024836,10,Neutral,301,0
POST-81741,Instagram,2024-06-02,Image,News,35442,2111,1627,637956,427345,6.14,2889217,0,Positive,324,77315
POST-81742,Twitter,2025-06-02,Live,User Generated,16580,548,754,315020,191987,5.68,2228620,7,Positive,293,0
POST-81743,YouTube,2023-10-13,Reel,Tutorial,22055,193,681,176440,110588,13.0,784181,19,Positive,268,346281
POST-81744,Instagram,2025-10-12,Image,Tutorial,10694,991,469,85552,76679,14.21,3585257,7,Positive,91,26583
POST-81745,TikTok,2025-11-14,Carousel,News,37867,726,1259,568005,354621,7.02,577122,6,Positive,361,433334
POST-81746,LinkedIn,2024-08-08,Image,News,14642,1321,646,409976,260315,4.05,587348,15,Neutral,22,0
POST-81747,YouTube,2023-11-29,Story,Promotional,39213,3250,62,274491,234760,15.49,253206,27,Positive,763,482941
POST-81748,YouTube,2025-05-02,Text,Promotional,41284,3317,1760,1238520,779648,3.74,1010433,16,Neutral,188,141666
POST-81749,YouTube,2023-06-06,Image,News,33810,3203,1250,777630,663373,4.92,4916387,11,Positive,296,369750
POST-81750,Facebook,2023-11-07,Reel,Entertainment,36974,1885,1279,332766,201932,12.06,4650451,25,Positive,104,0
POST-81751,Facebook,2025-01-19,Live,Behind the Scenes,27795,1645,1189,333540,186294,9.18,2423025,14,Negative,7,0
POST-81752,Twitter,2025-08-11,Carousel,User Generated,44671,3744,989,759407,472002,6.51,2193355,26,Negative,750,0
POST-81753,Facebook,2023-02-10,Text,Educational,29555,2432,980,591100,335375,5.58,2519350,13,Positive,260,0
POST-81754,LinkedIn,2024-08-21,Video,News,13259,771,23,212144,171417,6.62,2256548,26,Neutral,170,0
POST-81755,Instagram,2023-07-31,Carousel,Product Launch,39645,2220,1783,594675,481161,7.34,1432474,19,Negative,337,190875
POST-81756,LinkedIn,2024-07-05,Reel,Promotional,684,38,16,6840,3680,10.79,4500327,20,Positive,16,0
POST-81757,Facebook,2024-03-31,Carousel,Educational,1834,27,15,14672,9540,12.79,3779908,2,Positive,36,0
POST-81758,Twitter,2024-04-30,Reel,Product Launch,18437,9,606,516236,431912,3.69,2040178,17,Positive,138,0
POST-81759,LinkedIn,2025-12-20,Text,User Generated,44606,1895,1924,1025938,915951,4.72,3399440,30,Neutral,348,0
POST-81760,YouTube,2023-07-31,Live,Entertainment,43307,3859,1377,692912,629012,7.01,1035498,4,Positive,602,354394
POST-81761,Instagram,2023-01-23,Video,Tutorial,9486,728,140,85374,68431,12.13,1273783,1,Neutral,190,192704
POST-81762,YouTube,2024-02-02,Reel,News,33774,23,808,675480,390490,5.12,4306457,17,Neutral,300,182087
POST-81763,YouTube,2023-03-25,Carousel,News,47352,4600,1097,1041744,866644,5.09,4498093,12,Negative,223,187273
POST-81764,Instagram,2024-01-01,Reel,User Generated,44065,4217,1323,705040,525966,7.04,1593208,6,Neutral,580,222743
POST-81765,Twitter,2023-12-07,Image,Product Launch,3910,123,64,19550,13807,20.96,4225727,8,Neutral,35,0
POST-81766,YouTube,2025-08-31,Carousel,Product Launch,46722,1879,883,981162,915689,5.04,1849253,17,Neutral,827,111788
POST-81767,Instagram,2024-08-15,Reel,User Generated,5118,21,181,148422,80423,3.58,369392,6,Neutral,91,415975
POST-81768,Twitter,2023-02-06,Text,News,22191,894,1078,244101,196273,9.9,1717828,0,Negative,198,0
POST-81769,TikTok,2023-11-24,Reel,News,10761,767,500,225981,167944,5.32,3316126,0,Negative,181,187185
POST-81770,YouTube,2025-05-18,Video,Tutorial,15676,523,489,141084,117876,11.83,3020802,0,Neutral,104,153259
POST-81771,YouTube,2025-05-09,Story,News,9111,619,48,163998,145636,5.96,1648467,28,Positive,81,377536
POST-81772,YouTube,2025-10-09,Video,Product Launch,4477,425,48,107448,84109,4.61,4421475,22,Positive,27,447852
POST-81773,Facebook,2024-03-05,Live,News,46307,517,2298,648298,535995,7.58,2926605,2,Neutral,115,0
POST-81774,YouTube,2023-09-18,Text,User Generated,8646,258,183,224796,147250,4.04,324601,21,Positive,59,143809
POST-81775,Twitter,2025-11-26,Video,Promotional,25839,1048,192,516780,459190,5.24,1917785,16,Neutral,314,0
POST-81776,Twitter,2024-06-15,Live,User Generated,3622,1,33,97794,68852,3.74,4235959,13,Positive,13,0
POST-81777,LinkedIn,2025-12-22,Text,Entertainment,43470,3622,1436,260820,195638,18.61,1533589,25,Neutral,140,0
POST-81778,YouTube,2024-08-29,Live,News,10697,138,101,96273,71781,11.36,2985336,26,Positive,165,398810
POST-81779,TikTok,2025-05-24,Story,Behind the Scenes,42504,1574,1354,807576,599579,5.63,2503208,29,Negative,630,187011
POST-81780,Instagram,2024-01-29,Image,Tutorial,19040,344,376,266560,205805,7.41,4660913,21,Positive,54,458004
POST-81781,Facebook,2023-11-03,Carousel,Tutorial,21574,673,986,323610,305880,7.18,1060973,11,Neutral,212,0
POST-81782,Facebook,2024-10-06,Carousel,Entertainment,48818,3174,372,878724,489323,5.96,3091451,29,Positive,301,0
POST-81783,Twitter,2023-07-18,Video,Product Launch,402,33,12,10452,5367,4.28,1942787,22,Negative,8,0
POST-81784,Instagram,2023-12-29,Image,Behind the Scenes,48389,4810,7,919391,785397,5.79,2516884,20,Negative,696,48448
POST-81785,LinkedIn,2023-01-01,Video,Tutorial,42731,4126,990,897351,669121,5.33,4431946,23,Negative,449,0
POST-81786,Twitter,2023-04-07,Video,News,17186,752,112,103116,76084,17.5,493072,20,Positive,269,0
POST-81787,LinkedIn,2023-02-22,Text,Promotional,12919,1283,400,180866,132049,8.07,819364,21,Negative,12,0
POST-81788,Twitter,2024-01-22,Video,Product Launch,1964,106,31,9820,5121,21.4,2365753,18,Positive,13,0
POST-81789,YouTube,2024-01-27,Story,User Generated,43569,4173,888,653535,569656,7.44,3502406,19,Positive,66,28719
POST-81790,Facebook,2025-08-12,Carousel,Entertainment,48738,2763,2051,438642,269422,12.21,3759620,18,Positive,911,0
POST-81791,Instagram,2025-10-11,Video,Educational,24254,1798,44,121270,113759,21.52,3717705,2,Negative,145,217793
POST-81792,LinkedIn,2023-05-08,Image,Educational,20801,1203,904,624030,420071,3.67,2887190,20,Positive,11,0
POST-81793,Facebook,2023-07-19,Live,Educational,8143,49,210,179146,155531,4.69,819328,5,Neutral,130,0
POST-81794,Twitter,2025-04-02,Live,News,48643,2055,1893,583716,310545,9.01,3427063,26,Positive,875,0
POST-81795,YouTube,2024-09-22,Carousel,Tutorial,43983,2390,639,1055592,714141,4.45,1419152,13,Positive,573,122141
POST-81796,TikTok,2023-11-11,Story,Tutorial,15929,37,195,223006,143705,7.25,4804794,12,Neutral,49,465645
POST-81797,Twitter,2025-06-16,Image,Product Launch,38005,827,1820,342045,295177,11.88,4157900,25,Positive,409,0
POST-81798,LinkedIn,2024-07-18,Story,Entertainment,44921,2055,125,808578,519686,5.83,1506443,0,Positive,126,0
POST-81799,LinkedIn,2025-03-06,Reel,Tutorial,20657,685,633,206570,113959,10.64,650760,28,Positive,247,0
POST-81800,LinkedIn,2023-07-05,Carousel,Behind the Scenes,10318,569,356,103180,64189,10.9,1794115,15,Positive,140,0
POST-81801,Twitter,2023-04-12,Text,Entertainment,10317,5,128,247608,160866,4.22,1477856,9,Positive,48,0
POST-81802,TikTok,2023-12-13,Reel,Tutorial,30832,1378,905,647472,563273,5.11,2565602,18,Negative,53,469963
POST-81803,YouTube,2023-09-14,Story,Behind the Scenes,16138,978,805,129104,101574,13.88,4870216,20,Positive,1,130716
POST-81804,Facebook,2025-03-06,Video,News,14159,919,328,396452,311555,3.89,3284983,26,Neutral,163,0
POST-81805,YouTube,2023-01-28,Story,Educational,15458,946,207,154580,98679,10.75,3947443,15,Positive,280,429807
POST-81806,LinkedIn,2023-12-29,Live,News,18252,215,182,492804,383545,3.78,4821030,12,Neutral,335,0
POST-81807,Instagram,2023-04-06,Story,Product Launch,41958,1478,1509,671328,416627,6.69,2307841,26,Positive,842,250456
POST-81808,YouTube,2025-11-03,Carousel,News,7181,312,53,215430,146544,3.5,1988605,8,Positive,77,198510
POST-81809,YouTube,2024-02-23,Video,Product Launch,44996,3142,1393,809928,742333,6.12,3750554,7,Positive,418,65565
POST-81810,LinkedIn,2025-05-22,Story,Tutorial,38314,2088,267,229884,167194,17.69,2875970,21,Negative,78,0
POST-81811,TikTok,2024-05-25,Text,Entertainment,29575,2923,1468,325325,196666,10.44,3525324,10,Neutral,291,323185
POST-81812,TikTok,2025-10-13,Live,Product Launch,14515,192,535,101605,83567,15.0,4096307,22,Positive,42,71392
POST-81813,LinkedIn,2023-03-10,Image,Entertainment,43084,4025,1372,301588,265408,16.08,653709,13,Negative,45,0
POST-81814,TikTok,2025-07-25,Reel,News,20701,551,738,310515,292073,7.08,1010097,5,Positive,295,27239
POST-81815,Twitter,2024-03-08,Story,Promotional,48986,3107,952,538846,437821,9.84,3651828,22,Positive,496,0
POST-81816,Facebook,2024-07-07,Video,Tutorial,2842,270,82,79576,47714,4.01,775380,13,Positive,29,0
POST-81817,Twitter,2025-06-02,Image,Entertainment,38576,853,1041,231456,170121,17.48,1302460,3,Positive,272,0
POST-81818,TikTok,2023-07-17,Image,News,33966,1676,1403,815184,674704,4.54,32029,26,Positive,318,142948
POST-81819,Instagram,2024-06-03,Video,Entertainment,48015,2702,1727,480150,297587,10.92,1949155,6,Positive,829,141600
POST-81820,YouTube,2024-11-26,Image,User Generated,2357,116,96,49497,26132,5.19,576363,25,Negative,39,26334
POST-81821,YouTube,2024-11-18,Story,Entertainment,19879,336,249,357822,192835,5.72,4305764,20,Neutral,273,90787
POST-81822,TikTok,2024-07-04,Image,Entertainment,37393,1943,569,934825,796036,4.27,1957307,14,Negative,528,145176
POST-81823,TikTok,2025-04-21,Image,Behind the Scenes,37538,3506,552,900912,842535,4.62,689058,11,Positive,157,35248
POST-81824,LinkedIn,2023-07-07,Image,User Generated,43581,734,1394,653715,429990,6.99,2182326,25,Positive,757,0
POST-81825,Instagram,2024-10-15,Video,News,31622,1824,1408,917038,675043,3.8,1965132,17,Neutral,32,349822
POST-81826,YouTube,2023-09-06,Video,Tutorial,18,9,0,126,97,21.43,4142015,30,Positive,4,239556
POST-81827,Instagram,2024-10-04,Story,User Generated,19682,1196,586,433004,219011,4.96,53221,6,Positive,37,478456
POST-81828,LinkedIn,2025-02-20,Video,Tutorial,39321,2756,1123,668457,389264,6.46,65488,16,Neutral,72,0
POST-81829,YouTube,2024-05-15,Image,Behind the Scenes,18529,255,61,240877,194408,7.82,2485648,24,Positive,369,350898
POST-81830,LinkedIn,2024-09-20,Story,Promotional,338,26,5,8788,5996,4.2,4438573,26,Positive,1,0
POST-81831,YouTube,2025-05-16,Image,User Generated,27968,1518,27,363584,268855,8.12,2397214,27,Neutral,75,109847
POST-81832,Facebook,2023-02-17,Video,Promotional,21574,2110,383,215740,172486,11.16,3138932,30,Neutral,102,0
POST-81833,YouTube,2024-12-16,Live,Entertainment,42926,3478,1257,214630,129473,22.21,1575993,30,Negative,717,430995
POST-81834,YouTube,2024-11-23,Carousel,News,28415,656,843,653545,365840,4.58,4786898,20,Negative,549,112413
POST-81835,TikTok,2025-01-26,Story,Promotional,10382,919,415,176494,161437,6.64,860741,18,Neutral,148,189842
POST-81836,LinkedIn,2024-02-13,Video,Promotional,38109,1431,1454,190545,130104,21.51,2358457,22,Positive,629,0
POST-81837,Instagram,2025-04-12,Live,Product Launch,46794,2339,2192,655116,350655,7.83,4613640,3,Positive,882,372519
POST-81838,Instagram,2025-06-10,Video,Product Launch,6501,76,154,32505,21960,20.71,3589123,15,Neutral,28,363828
POST-81839,Instagram,2023-04-28,Story,Behind the Scenes,11772,365,585,58860,37871,21.61,1787177,29,Neutral,204,136551
POST-81840,Facebook,2024-09-21,Text,Entertainment,9986,144,107,229678,210551,4.46,503710,8,Positive,73,0
POST-81841,Instagram,2023-05-07,Story,News,25723,1193,945,463014,243224,6.02,2679435,10,Positive,94,22285
POST-81842,Instagram,2025-08-12,Image,User Generated,31938,1008,414,926202,788942,3.6,1865237,7,Positive,134,39346
POST-81843,Twitter,2025-07-18,Text,Product Launch,4828,463,75,62764,48858,8.55,4652427,16,Positive,34,0
POST-81844,YouTube,2024-04-04,Carousel,Behind the Scenes,31192,441,194,311920,220320,10.2,2166987,16,Negative,245,340826
POST-81845,Instagram,2023-03-08,Carousel,User Generated,11633,621,200,197761,104882,6.3,2065622,7,Neutral,228,51686
POST-81846,Facebook,2023-07-08,Image,User Generated,7477,136,55,194402,157329,3.94,421639,22,Positive,44,0
POST-81847,Instagram,2024-03-26,Reel,Entertainment,30073,525,683,781898,727641,4.0,791983,6,Neutral,550,320789
POST-81848,Facebook,2025-01-18,Story,Entertainment,40180,3658,1315,361620,183347,12.49,3219221,13,Negative,444,0
POST-81849,YouTube,2024-07-24,Text,Entertainment,32182,1529,297,965460,801407,3.52,2096834,4,Neutral,412,331860
POST-81850,Facebook,2024-10-28,Image,Behind the Scenes,14998,1186,231,89988,73674,18.24,3051647,7,Positive,45,0
POST-81851,TikTok,2025-08-21,Reel,News,12392,193,0,272624,174078,4.62,4689692,20,Negative,207,281571
POST-81852,TikTok,2024-11-11,Text,Promotional,16573,1472,786,430898,255454,4.37,4672638,22,Positive,264,11109
POST-81853,Twitter,2024-03-04,Reel,Behind the Scenes,45809,2148,987,1374270,1258938,3.56,1667864,26,Positive,239,0
POST-81854,Twitter,2025-10-23,Story,Promotional,7508,175,164,45048,32747,17.42,3351968,5,Positive,76,0
POST-81855,Twitter,2025-07-25,Reel,Entertainment,45183,694,1564,1084392,892023,4.37,1055848,5,Neutral,644,0
POST-81856,Instagram,2023-08-13,Story,Product Launch,37968,2963,929,721392,581331,5.8,343100,18,Neutral,627,229129
POST-81857,Instagram,2024-10-08,Image,Product Launch,5896,67,290,153296,102614,4.08,1988584,11,Positive,70,417429
POST-81858,YouTube,2024-03-15,Live,Promotional,451,19,3,7216,6412,6.55,2168812,28,Neutral,8,283686
POST-81859,Instagram,2025-01-20,Image,News,35878,1953,699,789316,633994,4.88,1206129,30,Neutral,313,89223
POST-81860,LinkedIn,2023-07-14,Live,Behind the Scenes,6906,630,280,75966,44987,10.29,4639195,15,Neutral,59,0
POST-81861,TikTok,2025-03-02,Text,Entertainment,26243,1337,292,682318,355459,4.08,228825,10,Neutral,153,301660
POST-81862,TikTok,2023-06-28,Text,Educational,36633,380,519,989091,706481,3.79,3337172,21,Negative,564,201112
POST-81863,Twitter,2025-09-11,Video,Product Launch,11701,445,75,304226,205627,4.02,4178284,0,Neutral,204,0
POST-81864,YouTube,2024-05-07,Story,Promotional,25571,1373,196,306852,201267,8.84,4174377,5,Positive,162,86674
POST-81865,TikTok,2023-04-02,Video,Tutorial,4143,114,155,49716,42356,8.87,2046712,24,Positive,74,130425
POST-81866,TikTok,2023-09-08,Carousel,Product Launch,31830,1384,931,795750,451224,4.29,4087571,25,Neutral,42,115946
POST-81867,LinkedIn,2023-04-02,Reel,User Generated,35625,2886,1773,463125,374934,8.7,1039363,18,Neutral,681,0
POST-81868,LinkedIn,2024-11-14,Story,Behind the Scenes,17180,775,61,137440,119886,13.11,3111915,13,Positive,169,0
POST-81869,LinkedIn,2025-05-09,Text,Tutorial,21611,1802,763,561886,345640,4.3,3986109,1,Positive,319,0
POST-81870,Instagram,2023-09-15,Live,Tutorial,11016,487,89,286416,271925,4.05,4934638,25,Negative,174,259028
POST-81871,YouTube,2025-11-07,Reel,Behind the Scenes,19647,1603,189,412587,209496,5.2,4373986,18,Neutral,190,278863
POST-81872,YouTube,2025-04-26,Video,Product Launch,7095,686,331,35475,18866,22.87,2525402,9,Positive,124,250513
POST-81873,Instagram,2025-05-24,Story,News,10063,23,270,271701,203717,3.81,2947510,28,Negative,202,354831
POST-81874,TikTok,2025-11-27,Image,Educational,22141,1079,114,177128,118120,13.17,1105197,19,Negative,28,399331
POST-81875,YouTube,2024-07-05,Video,Behind the Scenes,48562,1298,2226,388496,238085,13.41,3961959,8,Positive,343,12710
POST-81876,LinkedIn,2023-11-20,Video,Promotional,658,25,36,6580,4566,10.93,1537463,3,Negative,8,0
POST-81877,YouTube,2024-10-07,Text,User Generated,47395,1472,900,663530,424481,7.5,3437245,10,Neutral,339,252884
POST-81878,YouTube,2023-11-06,Video,Entertainment,45828,3854,1843,595764,426322,8.65,3523732,25,Negative,761,195333
POST-81879,Instagram,2023-03-30,Carousel,News,25728,625,507,128640,111541,20.88,755837,0,Neutral,150,373671
POST-81880,YouTube,2025-05-18,Story,User Generated,28125,668,96,646875,487057,4.47,2315830,9,Positive,438,471787
POST-81881,YouTube,2023-10-17,Reel,News,3087,32,29,71001,45369,4.43,1664354,29,Neutral,61,71331
POST-81882,TikTok,2023-07-24,Video,User Generated,32014,1655,927,864378,622852,4.0,3093757,27,Positive,41,300078
POST-81883,Twitter,2025-04-15,Video,Behind the Scenes,4230,373,108,29610,17861,15.91,190679,2,Neutral,75,0
POST-81884,TikTok,2023-05-10,Image,Tutorial,44181,2335,1668,309267,217327,15.58,2436965,21,Neutral,396,224313
POST-81885,YouTube,2024-11-12,Carousel,News,4912,108,160,44208,28273,11.72,239599,26,Negative,69,430998
POST-81886,TikTok,2023-10-05,Image,Behind the Scenes,45892,1732,312,917840,809250,5.22,376829,17,Positive,907,203413
POST-81887,Instagram,2025-04-23,Video,Entertainment,12508,324,161,150096,95320,8.66,3795536,28,Positive,137,200444
POST-81888,YouTube,2024-11-18,Reel,Entertainment,19115,112,153,267610,181369,7.24,1761241,15,Neutral,245,76710
POST-81889,Instagram,2023-06-29,Reel,Promotional,45042,4381,1137,720672,368368,7.02,4148453,5,Positive,36,347610
POST-81890,LinkedIn,2024-12-11,Live,User Generated,45910,222,751,1285480,968774,3.65,2337590,3,Positive,272,0
POST-81891,YouTube,2025-07-30,Text,Product Launch,44919,3194,1143,673785,580807,7.31,3043678,26,Positive,220,286552
POST-81892,Twitter,2024-10-15,Carousel,Product Launch,42641,2118,1861,639615,513719,7.29,3406726,30,Neutral,585,0
POST-81893,Instagram,2023-07-13,Image,Entertainment,45994,1247,1000,459940,276019,10.49,2613907,30,Positive,41,163039
POST-81894,TikTok,2025-01-11,Image,Promotional,43698,2527,655,1223544,824848,3.83,3402503,29,Positive,554,255101
POST-81895,Facebook,2024-12-01,Carousel,Promotional,19103,1859,346,534884,459449,3.98,734072,2,Positive,254,0
POST-81896,Facebook,2023-08-02,Text,News,5945,416,42,71340,57906,8.98,745003,20,Neutral,81,0
POST-81897,LinkedIn,2024-07-19,Reel,Product Launch,26766,1091,1106,187362,171032,15.46,4588330,28,Positive,358,0
POST-81898,LinkedIn,2023-05-09,Reel,Promotional,63,1,8,315,297,22.86,2365810,12,Positive,4,0
