respondent_id,department,job_level,tenure_years,engagement_score,satisfaction_score,manager_score,worklife_balance,growth_opportunity,recognition,compensation_fairness,team_collaboration,overall_recommend,response_date,attrition_risk
RESP-31299,Marketing,Team Lead,14.7,2.79,4.02,2.68,2.18,4.01,3.37,4.26,2.88,4,2025-08-10,Medium
RESP-31300,Finance,Team Lead,16.6,4.16,3.35,3.28,3.15,3.68,3.95,2.59,3.05,5,2024-11-30,Low
RESP-31301,Marketing,Director,11.8,3.88,1.19,4.57,4.88,4.25,4.75,2.26,3.5,9,2023-06-04,Low
RESP-31302,Design,Senior IC,14.5,3.37,5,3.45,3.07,1.86,3.65,4.06,3.07,4,2025-09-14,Low
RESP-31303,Design,Manager,3.2,3.61,1.4,4.0,1.82,2.54,4.67,2.33,3.08,6,2024-12-14,Low
RESP-31304,Engineering,Team Lead,11.2,2.46,4.11,3.47,4.03,3.43,3.27,3.99,2.76,5,2024-05-18,Medium
RESP-31305,Marketing,Manager,19.4,3.3,2.32,3.92,2.14,4.41,4.55,3.92,2.85,4,2023-02-11,Low
RESP-31306,Operations,VP,10.8,2.68,4.41,3.8,2.53,3.96,3.39,4.36,3.19,1,2023-11-02,Medium
RESP-31307,Design,Individual Contributor,11.4,3.66,3.25,2.37,2.77,2.13,4.71,3.37,4.29,2,2024-07-19,Low
RESP-31308,Marketing,Individual Contributor,7.4,2.54,4.18,3.71,2.31,2.48,2.67,1.76,3.81,7,2025-09-03,Medium
RESP-31309,Customer Support,Director,2.8,1.99,3.45,4.21,3.34,2.83,2.72,3.99,4.4,3,2025-06-12,Medium
RESP-31310,Sales,Director,18.9,3.61,3.6,5,3.81,3.65,4.8,3.9,3.42,2,2023-04-14,Low
RESP-31311,Legal,Senior IC,0.6,2.24,1,3.78,3.34,2.79,3.58,4.14,3.57,10,2025-08-08,High
RESP-31312,Design,Manager,5.9,2.69,3.09,2.35,2.61,2.5,2.88,4.52,4.84,2,2024-03-28,Medium
RESP-31313,Product,Senior IC,10.3,4.34,4.06,3.64,3.79,3.06,3.48,4.45,3.46,7,2023-09-17,Low
RESP-31314,Operations,Manager,8.2,4.06,4.42,3.41,3.04,2.33,4.86,2.04,3.97,9,2023-12-18,Low
RESP-31315,Marketing,Individual Contributor,18.4,4.35,3.14,2.66,2.8,2.9,3.07,3.17,3.37,3,2023-02-21,Low
RESP-31316,Operations,Director,0.6,3.97,2.72,3.21,2.07,2.85,3.28,3.82,3.89,6,2024-03-12,Low
RESP-31317,Operations,Senior IC,15.2,4.74,4.65,3.2,1.86,4.07,3.67,2.51,4.13,4,2023-07-13,Low
RESP-31318,Product,Team Lead,5.2,4.88,3.56,3.59,2.36,3.46,3.29,3.45,2.8,6,2025-07-26,Low
RESP-31319,Sales,Senior IC,17.8,3.82,3.04,4.49,3.82,2.21,2.6,3.58,3.24,1,2023-12-29,Low
RESP-31320,Product,Manager,10.2,4.45,3.37,4.04,4.76,2.85,4.56,2.05,3.43,7,2024-02-25,Low
RESP-31321,HR,Manager,3.7,4.0,2.61,3.59,4.01,3.75,3.43,5,2.3,7,2025-04-19,Low
RESP-31322,Operations,Senior IC,3.7,3.04,3.31,4.52,3.85,3.5,4.69,2.61,3.98,10,2024-07-05,Medium
RESP-31323,Legal,Team Lead,9.3,4.17,2.6,3.58,2.41,2.95,2.53,2.46,3.28,5,2025-03-13,Low
RESP-31324,Operations,Senior IC,0.9,3.3,3.28,4.66,2.49,3.0,3.5,2.8,3.42,6,2023-08-29,Low
RESP-31325,Sales,Director,17.7,4.4,4.97,3.52,3.27,3.55,2.44,2.12,3.88,1,2025-02-11,Low
RESP-31326,Design,Team Lead,1.5,2.31,1.36,3.09,2.95,2.42,4.12,1.42,3.16,3,2024-06-20,High
RESP-31327,Finance,Manager,13.7,4.47,2.81,2.88,3.31,2.03,2.8,4.19,4.01,5,2024-08-30,Low
RESP-31328,Design,Team Lead,11.2,3.24,3.72,4.27,3.03,3.1,4.5,2.56,2.87,7,2024-05-04,Low
RESP-31329,Design,Manager,16.2,2.08,1.88,3.9,3.36,2.34,4.53,2.73,3.63,2,2025-09-23,High
RESP-31330,Legal,Manager,1.0,4.03,3.86,4.74,3.41,3.79,2.88,2.63,2.98,5,2023-08-25,Low
RESP-31331,Marketing,Team Lead,1.6,2.54,3.9,4.55,3.54,3.39,1.43,3.63,4.31,1,2024-12-09,Medium
RESP-31332,Finance,Manager,8.1,2.94,4.33,2.29,2.42,2.76,3.14,2.85,3.73,8,2024-11-29,Medium
RESP-31333,Engineering,Director,9.1,4.11,3.25,3.12,3.01,4.66,4.21,1.86,2.61,8,2024-09-09,Low
RESP-31334,Customer Support,Individual Contributor,4.2,3.82,3.89,3.07,3.26,3.69,4.16,4.98,3.44,7,2024-09-28,Low
RESP-31335,Legal,Senior IC,5.5,3.25,3.1,4.01,5,4.4,4.43,1.93,3.36,2,2023-10-05,Low
RESP-31336,Legal,Team Lead,6.5,3.14,3.71,4.39,3.2,2.32,3.71,4.29,3.33,7,2023-11-15,Medium
RESP-31337,Design,Team Lead,13.4,4.52,3.79,4.13,3.09,2.91,4.68,2.43,3.15,2,2024-02-19,Low
RESP-31338,HR,Senior IC,13.1,2.29,2.73,4.0,2.0,3.46,2.68,3.44,2.97,7,2025-11-17,Medium
RESP-31339,HR,Senior IC,3.8,3.55,4.53,3.78,3.4,3.0,3.01,3.6,3.98,10,2024-09-08,Low
RESP-31340,Engineering,Senior IC,10.4,3.19,4.04,2.55,3.56,3.26,3.54,1.64,3.39,6,2023-03-17,Medium
RESP-31341,Legal,VP,8.9,4.9,2.41,4.17,2.73,2.45,3.12,1.66,4.39,9,2024-07-09,Low
RESP-31342,Customer Support,Director,4.4,3.41,4.22,3.25,4.56,2.69,2.05,3.85,5,7,2024-03-06,Low
RESP-31343,Product,Individual Contributor,7.4,3.02,3.69,3.42,3.1,2.79,2.69,2.48,3.04,8,2025-05-18,Medium
RESP-31344,Finance,Director,10.6,4.29,3.72,3.79,2.57,2.5,4.51,2.27,3.81,10,2023-02-12,Low
RESP-31345,Operations,Individual Contributor,2.6,4.14,4.82,2.57,2.45,1.73,4.62,3.6,4.96,4,2024-01-14,Low
RESP-31346,Engineering,Senior IC,17.3,3.39,2.31,4.83,3.74,1.31,5,3.33,4.17,6,2023-09-22,Low
RESP-31347,Product,Manager,4.1,2.0,3.78,3.79,4.5,3.49,4.14,3.26,3.62,8,2023-03-27,Medium
RESP-31348,Marketing,Manager,1.0,3.4,2.64,3.03,3.41,3.47,4.66,2.42,2.62,8,2023-04-09,Low
RESP-31349,Engineering,Team Lead,7.2,3.29,2.96,3.77,3.25,2.14,3.47,2.98,3.57,2,2024-09-14,Low
RESP-31350,Sales,Team Lead,6.6,3.72,2.97,4.21,3.81,1.99,5,1.51,2.88,6,2023-12-06,Low
RESP-31351,Legal,Individual Contributor,11.6,3.35,2.08,4.74,3.88,3.85,2.74,2.59,3.99,2,2025-11-20,Low
RESP-31352,Product,VP,7.4,4.14,3.79,3.69,4.21,3.27,2.99,1.96,2.55,1,2023-02-25,Low
RESP-31353,Operations,Senior IC,13.5,2.1,3.86,3.33,3.83,2.16,2.28,1.37,3.87,5,2024-01-23,Medium
RESP-31354,Customer Support,Manager,15.6,2.84,3.48,2.67,2.92,1.99,2.93,3.12,4.53,7,2024-12-19,Medium
RESP-31355,Sales,Director,12.6,3.04,3.29,3.63,1.23,4.5,3.44,2.76,3.26,5,2024-01-09,Medium
RESP-31356,Marketing,Manager,18.9,4.66,3.35,4.23,4.12,2.92,3.49,2.62,2.76,4,2023-12-18,Low
RESP-31357,Customer Support,Manager,7.8,3.59,3.0,3.86,3.32,3.93,2.9,4.7,3.7,2,2025-01-04,Low
RESP-31358,Engineering,Manager,0.8,2.68,2.19,3.36,2.76,3.9,2.8,2.85,3.99,1,2025-01-29,Medium
RESP-31359,Finance,VP,6.4,3.08,2.42,3.84,2.6,3.03,5,3.05,2.83,7,2023-06-25,Medium
RESP-31360,Customer Support,Senior IC,1.4,3.38,2.47,3.29,3.87,2.73,2.49,2.62,2.84,7,2024-05-18,Low
RESP-31361,Finance,Director,4.1,2.07,2.28,3.85,3.48,2.44,2.84,2.44,3.2,10,2023-04-21,High
RESP-31362,Marketing,Director,13.2,3.36,3.96,3.12,4.05,2.67,3.76,4.61,3.53,1,2025-10-27,Low
RESP-31363,Sales,VP,8.3,4.6,4.54,4.54,3.03,2.14,3.57,1.9,3.63,8,2023-03-21,Low
RESP-31364,Customer Support,Individual Contributor,0.9,3.56,2.69,3.16,2.87,4.68,5,3.4,2.65,7,2023-09-18,Low
RESP-31365,Finance,Senior IC,6.8,3.1,1.84,3.47,3.32,2.82,3.49,3.58,3.85,8,2025-09-11,Medium
RESP-31366,HR,VP,12.7,2.86,3.87,3.55,3.58,3.53,5,3.59,3.65,3,2025-07-10,Medium
RESP-31367,HR,Manager,2.8,3.74,3.06,3.74,3.64,3.62,4.96,3.33,3.97,4,2024-08-25,Low
RESP-31368,Customer Support,Manager,1.4,3.32,2.79,3.4,3.3,2.72,4.18,3.38,2.31,8,2025-07-16,Low
RESP-31369,Sales,Individual Contributor,18.0,3.8,4.46,4.08,4.09,2.8,4.93,4.42,3.04,10,2025-01-24,Low
RESP-31370,Customer Support,Manager,0.7,1.83,3.46,2.5,2.68,4.89,3.69,4.29,3.81,8,2025-04-26,Medium
RESP-31371,Legal,Team Lead,7.8,3.63,2.18,3.88,3.56,3.79,2.86,3.1,3.45,3,2025-03-29,Low
RESP-31372,Finance,VP,2.9,3.92,3.11,1.93,2.0,2.64,2.18,2.62,4.09,2,2024-09-13,Low
RESP-31373,Operations,Team Lead,8.8,2.89,2.3,3.67,3.25,3.9,4.05,3.3,3.44,8,2024-10-31,Medium
RESP-31374,Sales,Team Lead,4.4,4.17,5,3.09,3.13,3.43,2.19,2.97,3.89,4,2025-02-01,Low
RESP-31375,Finance,Manager,12.5,4.71,3.39,3.6,3.7,2.77,4.77,2.65,4.35,9,2024-09-10,Low
RESP-31376,Legal,Director,17.6,4.73,2.86,3.42,3.18,2.85,2.6,3.99,2.73,3,2023-09-25,Low
RESP-31377,Sales,Team Lead,17.0,4.55,4.1,3.67,2.33,2.83,3.9,1.03,2.56,9,2025-04-08,Low
RESP-31378,Legal,Director,12.0,3.12,2.17,2.39,4.36,3.41,3.3,3.91,2.45,10,2025-05-01,Medium
RESP-31379,Product,Team Lead,3.8,4.23,3.13,4.87,2.62,2.93,3.02,3.54,3.71,4,2023-03-03,Low
RESP-31380,Sales,Director,9.3,4.28,3.68,3.87,3.15,3.36,3.04,2.26,2.53,4,2024-04-30,Low
RESP-31381,Design,Director,12.4,4.41,3.87,4.42,3.51,2.96,3.57,3.16,3.49,2,2025-05-16,Low
RESP-31382,Engineering,Manager,4.4,2.49,4.46,2.03,3.69,2.6,2.58,3.5,2.59,7,2024-07-02,Medium
RESP-31383,Customer Support,VP,10.8,4.55,4.02,4.03,1.44,2.91,3.61,3.1,4.67,1,2024-09-15,Low
RESP-31384,Design,Senior IC,9.0,2.15,3.0,2.83,4.16,3.83,1.62,3.84,4.36,10,2023-12-07,Medium
RESP-31385,HR,Manager,17.7,1.41,3.12,3.32,2.67,2.49,2.99,2.43,3.18,7,2025-09-28,Medium
RESP-31386,Design,Manager,9.5,3.97,3.89,4.25,4.16,3.04,4.95,4.37,3.16,5,2024-03-16,Low
RESP-31387,Marketing,Senior IC,3.5,3.84,3.13,3.02,3.37,3.83,3.2,2.23,2.81,2,2024-01-18,Low
RESP-31388,Finance,Team Lead,6.8,2.86,3.2,4.31,3.09,1.45,2.63,3.07,4.59,2,2023-01-18,Medium
RESP-31389,Engineering,VP,8.8,3.3,4.14,4.38,2.88,3.99,2.45,3.64,5,5,2023-05-26,Low
RESP-31390,Legal,Team Lead,4.3,2.68,3.78,3.2,4.31,3.22,4.77,4.11,3.77,1,2025-02-20,Medium
RESP-31391,Legal,Team Lead,7.2,3.75,3.03,2.64,4.79,3.14,3.61,1,4.42,3,2024-04-11,Low
RESP-31392,Marketing,Individual Contributor,13.5,3.25,3.4,2.7,3.44,2.59,3.08,1,3.17,2,2024-09-29,Low
RESP-31393,Legal,Individual Contributor,17.1,4.0,3.3,3.0,3.62,3.04,4.7,1.81,4.98,7,2023-04-27,Low
RESP-31394,Product,Team Lead,2.6,3.61,3.81,4.42,3.08,2.89,2.91,2.63,3.47,4,2024-05-20,Low
RESP-31395,Product,Team Lead,10.6,3.06,3.33,4.13,3.08,3.93,3.61,2.86,2.92,6,2024-06-04,Medium
RESP-31396,Finance,Director,6.4,2.89,4.48,2.58,3.29,1.82,2.83,2.62,3.82,5,2024-10-14,Medium
RESP-31397,Finance,Director,10.4,3.53,2.92,3.94,2.57,2.92,2.9,2.77,4.61,9,2023-12-24,Low
RESP-31398,Legal,Manager,18.4,4.53,3.68,3.57,2.45,4.24,3.28,4.97,3.47,2,2024-08-26,Low
RESP-31399,HR,Director,14.8,4.77,3.95,4.69,4.22,3.3,3.24,4.08,2.63,7,2024-01-07,Low
RESP-31400,Engineering,Manager,3.2,4.87,3.33,3.46,3.56,3.28,3.99,3.77,3.05,4,2024-03-04,Low
RESP-31401,Product,Manager,16.2,2.24,2.8,3.76,1.85,3.07,3.66,3.18,4.75,6,2024-02-09,Medium
RESP-31402,Engineering,Team Lead,18.9,1.98,3.03,3.46,3.46,3.58,3.26,3.91,4.33,9,2024-07-14,Medium
RESP-31403,Sales,Team Lead,16.0,3.77,4.54,4.66,2.82,2.72,3.19,3.72,3.95,4,2025-09-16,Low
RESP-31404,HR,Director,18.9,3.94,3.32,3.35,4.64,2.64,1.95,1,3.67,3,2025-08-17,Low
RESP-31405,Design,Director,14.4,2.7,3.75,4.12,2.7,3.58,2.35,4.3,3.49,8,2025-04-08,Medium
RESP-31406,Legal,VP,1.7,5,3.02,2.34,4.37,3.22,4.27,3.01,3.2,3,2025-04-06,Low
RESP-31407,Legal,Team Lead,2.3,3.78,4.07,3.31,3.64,2.81,3.96,4.67,2.8,8,2025-05-22,Low
RESP-31408,Operations,Individual Contributor,2.6,2.87,4.23,1.97,3.04,2.95,4.99,3.58,4.18,1,2023-11-18,Medium
RESP-31409,Marketing,Team Lead,19.0,4.46,3.56,3.71,3.1,3.34,2.42,2.96,2.91,3,2023-01-29,Low
RESP-31410,Product,Team Lead,17.0,3.96,4.01,2.98,3.37,2.69,4.49,3.17,3.42,4,2023-11-05,Low
RESP-31411,Operations,Team Lead,6.4,1.92,3.09,3.23,3.02,3.47,2.2,3.74,4.43,4,2024-02-09,Medium
RESP-31412,Marketing,Team Lead,15.3,3.82,3.08,3.5,2.7,2.55,3.36,1.66,3.23,1,2025-03-28,Low
RESP-31413,Engineering,Team Lead,5.6,3.59,3.71,3.3,3.79,3.75,3.21,3.62,3.95,2,2023-11-10,Low
RESP-31414,Legal,VP,8.5,2.58,4.65,3.47,2.47,4.39,4.58,1.98,3.23,5,2024-12-16,Medium
RESP-31415,Design,Senior IC,4.3,5,3.48,4.44,2.34,3.07,2.7,4.18,4.01,3,2024-10-19,Low
RESP-31416,Product,Senior IC,13.0,3.55,3.0,3.84,3.32,3.53,4.73,1.89,3.52,7,2025-10-07,Low
RESP-31417,Operations,VP,2.7,2.95,3.92,1.9,2.97,4.24,3.28,3.44,2.66,1,2023-09-30,Medium
RESP-31418,Product,Senior IC,1.9,3.17,3.07,2.02,2.5,4.04,3.02,4.24,4.12,10,2023-06-24,Medium
RESP-31419,Customer Support,Manager,12.8,3.12,3.23,4.25,1.61,2.41,3.03,3.68,3.31,9,2023-08-06,Medium
RESP-31420,Finance,Senior IC,18.7,4.06,4.85,3.69,3.71,4.07,4.36,3.59,2.06,4,2024-03-05,Low
RESP-31421,Operations,Individual Contributor,19.8,3.07,2.17,3.65,3.34,2.84,2.55,2.95,3.37,6,2023-09-22,Medium
RESP-31422,Marketing,VP,11.2,4.07,2.8,4.88,3.41,3.96,2.36,2.95,3.72,1,2023-05-08,Low
RESP-31423,Customer Support,Team Lead,14.0,2.91,2.93,3.16,3.14,4.33,3.82,1.96,4.97,2,2023-09-16,Medium
RESP-31424,Sales,VP,6.0,4.2,2.41,2.4,2.92,3.39,3.84,1.79,3.79,2,2024-07-08,Low
RESP-31425,HR,Individual Contributor,9.4,2.41,2.05,3.54,3.97,2.68,4.29,2.96,2.7,5,2023-01-20,High
RESP-31426,Product,Director,18.7,3.65,2.93,4.26,3.14,3.16,3.21,3.77,5,3,2024-12-27,Low
RESP-31427,Engineering,Manager,5.9,2.9,4.17,3.33,2.54,3.64,1.78,3.29,2.97,10,2023-12-12,Medium
RESP-31428,Marketing,Team Lead,14.7,4.01,2.2,4.28,2.97,3.15,2.41,3.68,2.69,1,2025-03-14,Low
RESP-31429,HR,VP,4.8,4.37,4.21,4.29,2.47,2.93,3.15,3.93,2.74,8,2024-09-19,Low
RESP-31430,Engineering,Senior IC,6.4,3.16,4.39,3.93,3.82,3.85,3.06,1.85,4.12,5,2023-01-28,Medium
RESP-31431,Operations,Senior IC,4.2,2.91,3.04,3.73,2.26,4.04,3.52,4.78,3.72,10,2025-03-02,Medium
RESP-31432,Design,VP,12.5,3.43,2.65,3.73,3.06,2.93,4.02,4.59,2.8,8,2024-07-22,Low
RESP-31433,Customer Support,Individual Contributor,1.1,4.31,3.81,3.71,3.35,3.0,1.6,3.29,4.24,3,2023-12-28,Low
RESP-31434,Marketing,Senior IC,12.7,3.0,3.05,3.37,3.38,3.72,4.47,3.15,3.45,9,2025-08-30,Medium
RESP-31435,Customer Support,Individual Contributor,17.2,3.72,2.76,4.02,3.4,3.35,3.74,2.55,4.01,4,2023-04-11,Low
RESP-31436,Legal,Individual Contributor,7.8,3.27,4.38,4.1,3.92,3.72,1.3,1.85,3.27,7,2024-09-25,Low
RESP-31437,Sales,VP,1.8,3.78,4.64,3.7,3.57,4.12,4.45,2.91,3.04,7,2024-01-05,Low
RESP-31438,Customer Support,Team Lead,1.2,3.71,2.38,3.46,2.62,3.69,2.91,2.09,4.08,2,2025-06-27,Low
RESP-31439,Finance,VP,15.8,3.42,4.32,2.86,2.8,3.53,2.01,3.77,3.76,8,2024-04-03,Low
RESP-31440,Marketing,VP,14.3,3.56,2.71,3.18,1,2.74,3.78,2.69,2.06,3,2023-11-04,Low
RESP-31441,Operations,Individual Contributor,12.7,3.52,3.05,3.38,4.12,3.79,3.72,3.42,2.53,7,2024-06-12,Low
RESP-31442,Marketing,VP,19.4,3.16,2.0,3.62,2.71,3.53,2.8,3.61,3.46,5,2023-09-14,Medium
RESP-31443,Engineering,Individual Contributor,3.6,4.51,4.54,3.24,1.76,1.99,4.2,3.83,3.55,9,2025-10-25,Low
RESP-31444,Design,VP,5.9,2.3,3.28,2.7,4.69,2.05,2.64,1.41,2.79,9,2023-04-03,Medium
RESP-31445,Finance,Team Lead,1.6,3.9,3.48,2.7,3.52,2.86,4.65,2.87,2.92,1,2023-07-08,Low
RESP-31446,Customer Support,Manager,16.5,4.14,5,3.8,3.14,4.06,2.73,3.01,3.99,8,2025-02-16,Low
RESP-31447,Design,VP,3.9,2.42,5,4.83,3.79,3.12,2.57,4.73,3.96,10,2025-09-15,Medium
RESP-31448,Design,Manager,10.9,2.24,2.38,4.3,3.39,3.97,3.5,2.18,3.58,2,2024-01-03,High
RESP-31449,Design,Individual Contributor,19.5,3.62,3.26,2.42,3.31,3.77,3.09,3.82,4.08,6,2024-10-07,Low
RESP-31450,Marketing,Individual Contributor,12.5,1.71,4.56,3.68,3.5,2.2,3.29,2.72,3.6,7,2024-07-06,Medium
RESP-31451,Sales,Manager,1.6,5,3.99,2.96,3.17,3.68,2.3,3.22,3.03,3,2025-10-26,Low
RESP-31452,Customer Support,Manager,7.2,2.97,2.98,2.86,3.94,3.52,5,4.44,2.94,1,2023-03-26,Medium
RESP-31453,Design,Team Lead,18.4,4.28,1.96,2.84,2.9,4.17,3.88,3.85,5,4,2024-09-24,Low
RESP-31454,HR,Director,14.7,2.86,2.79,2.98,2.91,4.22,3.33,3.16,3.48,3,2025-11-22,Medium
RESP-31455,Customer Support,Senior IC,4.2,3.38,3.35,3.8,3.61,2.22,4.34,1.26,3.65,3,2024-01-09,Low
RESP-31456,Legal,Senior IC,0.9,3.25,4.08,5,2.86,3.21,2.86,4.65,2.94,8,2025-05-15,Low
RESP-31457,Operations,Manager,5.3,3.25,4.68,3.27,2.08,1.71,3.06,2.73,2.04,8,2025-09-15,Low
RESP-31458,Sales,Senior IC,13.9,3.32,2.67,3.24,2.29,3.18,3.29,2.34,2.83,10,2025-02-12,Low
RESP-31459,Customer Support,Senior IC,6.2,3.58,1.92,3.82,3.37,3.7,4.17,1,4.33,1,2023-05-10,Low
RESP-31460,Legal,Team Lead,5.5,3.86,4.89,2.51,3.88,3.88,3.16,5,4.06,7,2023-06-16,Low
RESP-31461,Product,Team Lead,7.0,4.02,2.9,3.78,2.25,3.8,2.53,3.95,2.34,4,2024-11-30,Low
RESP-31462,Product,Individual Contributor,13.0,3.05,1.55,3.51,3.52,3.13,4.91,2.67,3.94,10,2024-10-04,Medium
RESP-31463,Engineering,Manager,7.9,3.92,3.01,4.12,2.24,3.39,2.82,1,4.5,6,2025-04-28,Low
RESP-31464,Operations,Manager,3.7,3.99,4.69,4.43,3.45,2.23,2.67,3.71,4.85,7,2024-03-07,Low
RESP-31465,Engineering,Director,17.0,1,4.37,3.24,3.58,3.75,1.13,4.38,2.56,7,2024-01-02,Medium
RESP-31466,Marketing,Manager,18.7,3.13,2.14,2.85,2.83,3.45,2.59,1.42,3.67,5,2023-09-27,Medium
RESP-31467,Product,Individual Contributor,12.2,1.96,1.88,4.48,1.69,4.04,2.17,4.37,2.89,3,2024-03-03,High
RESP-31468,HR,Individual Contributor,1.7,3.18,3.01,3.02,3.63,1.86,3.59,1.56,3.92,1,2024-04-19,Medium
RESP-31469,Marketing,Team Lead,18.5,3.37,3.04,3.83,3.58,3.2,2.78,3.47,3.18,10,2025-11-24,Low
RESP-31470,Engineering,Manager,0.6,3.42,4.61,3.64,2.35,2.52,3.18,1,3.88,2,2023-04-02,Low
RESP-31471,Customer Support,Director,4.3,3.03,2.67,3.88,3.13,2.35,4.47,3.73,2.91,3,2023-07-18,Medium
RESP-31472,Customer Support,Team Lead,7.3,4.53,3.69,3.18,2.0,3.54,3.66,3.67,3.59,8,2024-08-15,Low
RESP-31473,Sales,Senior IC,4.8,2.96,4.57,3.32,2.77,3.57,3.32,3.41,2.21,1,2024-06-10,Medium
RESP-31474,Design,Senior IC,0.8,3.3,3.35,3.48,2.65,3.63,4.03,2.94,3.61,3,2023-07-25,Low
RESP-31475,Finance,Team Lead,7.6,3.67,1.84,3.04,3.98,2.6,3.64,2.48,2.23,7,2024-11-16,Low
RESP-31476,Engineering,Team Lead,15.0,2.93,3.04,2.96,3.77,2.87,3.67,3.83,3.24,9,2023-07-05,Medium
RESP-31477,Sales,Senior IC,11.7,5,2.35,2.73,2.74,3.37,2.71,2.11,3.19,4,2023-10-27,Low
RESP-31478,Sales,Director,7.7,4.14,2.73,3.03,3.25,4.19,3.3,4.59,3.72,5,2023-12-23,Low
RESP-31479,Engineering,VP,9.2,4.67,4.69,3.32,1.53,3.04,2.8,2.26,3.06,9,2024-05-04,Low
RESP-31480,Customer Support,Individual Contributor,6.7,2.87,3.92,2.69,4.96,2.96,3.8,3.04,3.32,4,2023-03-02,Medium
RESP-31481,Customer Support,Senior IC,5.8,2.56,2.54,3.36,3.4,4.06,3.52,2.15,2.68,10,2024-01-09,Medium
RESP-31482,Customer Support,Senior IC,3.6,2.6,2.56,4.61,3.07,5,4.55,4.97,3.54,4,2025-06-14,Medium
RESP-31483,Engineering,Manager,1.0,4.44,3.31,2.89,3.18,3.32,4.35,2.77,3.04,10,2024-09-29,Low
RESP-31484,Engineering,Team Lead,7.7,2.56,3.7,3.49,2.61,3.24,2.97,3.53,3.64,4,2025-06-29,Medium
RESP-31485,Finance,Individual Contributor,6.3,3.52,2.07,2.9,3.5,3.56,3.22,2.18,3.56,9,2025-12-01,Low
RESP-31486,Design,Individual Contributor,15.1,3.49,1.62,5,3.66,3.38,1.79,1.83,3.8,4,2023-07-06,Low
RESP-31487,Operations,Senior IC,10.2,3.61,3.17,4.22,3.51,3.97,1.64,3.63,4.32,9,2024-07-31,Low
RESP-31488,Legal,VP,9.4,4.14,4.61,2.95,3.78,3.39,3.63,1.98,2.88,1,2023-04-11,Low
RESP-31489,Marketing,Director,10.8,4.95,1.69,3.54,2.8,2.76,3.29,3.47,3.05,7,2023-06-03,Low
RESP-31490,Finance,Team Lead,0.8,2.07,3.13,4.91,3.45,3.05,2.42,2.92,2.52,4,2023-04-12,Medium
RESP-31491,Customer Support,Manager,11.1,3.31,3.96,2.49,3.86,2.39,2.63,4.1,3.83,7,2023-01-07,Low
RESP-31492,Customer Support,Director,11.1,2.96,3.62,3.68,4.33,3.08,4.1,1,4.22,3,2023-05-23,Medium
RESP-31493,Legal,Director,17.8,4.73,4.08,3.47,4.36,3.09,1.74,3.54,3.95,6,2025-04-18,Low
RESP-31494,Engineering,Individual Contributor,2.4,3.26,4.16,4.63,3.19,4.39,4.67,3.01,2.56,1,2025-09-03,Low
RESP-31495,Finance,Director,0.8,3.39,4.69,3.72,3.5,4.49,3.75,3.19,3.37,8,2025-04-22,Low
RESP-31496,Design,Manager,14.1,2.67,3.5,4.76,3.19,3.82,3.27,4.6,3.11,9,2024-07-18,Medium
RESP-31497,Product,Manager,16.5,1.72,3.35,3.38,4.07,3.85,2.54,2.04,3.9,1,2023-05-24,Medium
RESP-31498,Sales,Team Lead,1.1,3.48,2.88,3.09,3.38,3.01,1.17,3.15,2.84,3,2024-05-18,Low
RESP-31499,Design,Manager,6.5,5,3.48,2.78,4.39,3.06,3.26,3.74,4.12,9,2023-07-22,Low
RESP-31500,Marketing,Manager,0.6,2.92,5,3.89,2.87,2.79,3.34,3.86,3.67,9,2023-04-30,Medium
RESP-31501,Marketing,Senior IC,0.6,4.12,2.58,3.07,2.91,3.16,3.36,3.3,4.95,10,2025-05-26,Low
RESP-31502,HR,Manager,15.5,2.71,3.76,4.09,3.65,1.78,3.51,2.94,4.29,4,2023-06-05,Medium
RESP-31503,Customer Support,Team Lead,4.4,3.62,3.53,1.86,3.33,2.79,2.18,4.08,2.97,1,2025-09-18,Low
RESP-31504,Operations,Individual Contributor,16.5,4.66,2.82,3.9,3.27,1.38,3.37,2.73,3.49,9,2025-02-27,Low
RESP-31505,Sales,Senior IC,15.7,4.49,5,3.54,1.44,3.65,3.57,2.74,3.56,4,2025-07-25,Low
RESP-31506,Legal,Individual Contributor,18.1,3.62,1.78,3.85,3.73,3.43,3.98,2.42,3.96,4,2023-11-04,Low
RESP-31507,Engineering,Director,12.0,4.15,2.38,3.42,2.16,2.56,4.55,2.94,3.11,5,2024-11-05,Low
RESP-31508,HR,Individual Contributor,6.1,2.05,2.62,3.81,2.64,4.52,2.8,2.49,3.69,4,2025-05-25,Medium
RESP-31509,Customer Support,Director,5.2,4.3,4.27,5,2.47,4.91,3.64,2.85,3.74,3,2025-10-03,Low
RESP-31510,Finance,Individual Contributor,18.9,2.71,1.99,2.45,4.39,2.31,3.27,4.79,2.83,7,2023-04-28,Medium
RESP-31511,Engineering,Director,17.6,4.1,3.23,4.27,4.5,3.94,3.72,2.71,4.73,7,2025-07-26,Low
RESP-31512,Design,VP,5.4,2.64,4.88,3.69,2.59,4.59,2.94,1.84,2.28,8,2025-11-25,Medium
RESP-31513,Finance,Senior IC,5.0,3.03,4.56,2.95,1.86,3.82,3.58,1.95,3.73,10,2023-12-05,Medium
RESP-31514,Legal,VP,17.0,1.9,2.88,4.28,3.35,3.12,3.3,4.15,3.61,3,2024-08-12,Medium
