trip_id,pickup_datetime,dropoff_datetime,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,passenger_count,trip_distance_miles,fare_amount,tip_amount,total_amount,payment_type,trip_duration_min
TRIP-405864,2024-10-14 05:00:54,2024-10-14 05:33:54,40.697656,-73.950665,40.656812,-73.981828,5,5.58,23.93,3.8,27.73,Mobile,33.7
TRIP-405865,2025-06-10 16:42:45,2025-06-10 17:06:45,40.751479,-73.976298,40.766464,-73.944204,5,3.43,17.79,1.96,19.75,Debit Card,24.0
TRIP-405866,2025-08-31 06:58:12,2025-08-31 07:32:12,40.807752,-73.96328,40.677073,-73.918588,3,13.25,36.75,7.01,43.76,Credit Card,34.7
TRIP-405867,2025-08-11 17:03:35,2025-08-11 17:36:35,40.781162,-73.930328,40.773034,-73.985275,2,4.41,22.1,1.76,23.86,Mobile,33.3
TRIP-405868,2024-05-24 07:23:21,2024-05-24 08:28:21,40.825434,-73.911342,40.704996,-74.018857,5,15.48,69.26,2.19,71.45,Cash,65.6
TRIP-405869,2025-01-20 05:05:10,2025-01-20 05:37:10,40.782995,-73.962658,40.707281,-73.940524,1,6.84,20.07,2.57,22.64,Credit Card,32.7
TRIP-405870,2025-08-09 01:08:27,2025-08-09 01:23:27,40.750846,-73.927425,40.727506,-73.942396,3,3.28,12.45,1.69,14.14,Mobile,15.1
TRIP-405871,2025-06-12 11:30:44,2025-06-12 12:44:44,40.796805,-73.997163,40.682778,-74.016522,2,9.48,38.6,8.34,46.94,Mobile,74.7
TRIP-405872,2024-02-28 08:34:09,2024-02-28 09:07:09,40.740164,-73.900103,40.676504,-73.947703,6,8.34,37.8,9.59,47.39,Mobile,33.1
TRIP-405873,2025-05-13 07:08:35,2025-05-13 07:47:35,40.849521,-73.937617,40.835665,-73.98272,1,4.82,24.77,5.66,30.43,Debit Card,39.0
TRIP-405874,2025-07-28 14:58:18,2025-07-28 16:27:18,40.681827,-73.917445,40.829983,-73.979811,5,14.04,58.1,11.1,69.2,Credit Card,89.9
TRIP-405875,2025-06-19 16:19:03,2025-06-19 17:24:03,40.791265,-74.009527,40.69279,-74.005756,6,8.12,27.39,6.61,34.0,Mobile,65.1
TRIP-405876,2024-08-05 14:51:22,2024-08-05 15:22:22,40.819623,-73.95012,40.780913,-73.967401,3,3.9,14.19,2.32,16.51,Credit Card,31.2
TRIP-405877,2025-12-29 16:22:23,2025-12-29 16:48:23,40.718218,-73.958508,40.670196,-73.940452,5,4.76,14.67,4.31,18.98,Debit Card,26.2
TRIP-405878,2024-07-06 16:58:54,2024-07-06 18:18:54,40.766104,-73.914473,40.687145,-74.019636,2,11.48,35.28,7.84,43.12,Mobile,80.9
TRIP-405879,2024-03-03 04:53:27,2024-03-03 05:21:27,40.650655,-74.010723,40.75512,-74.006084,6,8.03,24.21,2.18,26.39,Debit Card,28.2
TRIP-405880,2024-09-04 20:48:36,2024-09-04 21:33:36,40.743146,-73.951208,40.788294,-73.922164,5,5.27,25.8,4.32,30.12,Mobile,45.6
TRIP-405881,2024-12-08 12:16:22,2024-12-08 13:11:22,40.702878,-73.975171,40.68285,-73.917307,2,6.18,21.76,0.32,22.08,Debit Card,55.5
TRIP-405882,2024-11-27 00:04:12,2024-11-27 00:27:12,40.76686,-74.006196,40.807812,-73.991967,5,5.02,17.55,3.04,20.59,Debit Card,23.8
TRIP-405883,2025-05-22 21:34:16,2025-05-22 22:17:16,40.766241,-73.901035,40.823752,-73.996896,6,9.17,33.6,9.8,43.4,Cash,43.1
TRIP-405884,2024-07-26 07:44:56,2024-07-26 08:43:56,40.656034,-73.924505,40.748807,-74.00361,5,12.4,36.37,1.49,37.86,Cash,59.3
TRIP-405885,2024-03-12 03:53:51,2024-03-12 04:37:51,40.822792,-73.973294,40.6688,-73.936924,2,13.57,35.55,5.66,41.21,Mobile,44.1
TRIP-405886,2025-12-23 07:20:48,2025-12-23 08:13:48,40.7916,-73.981578,40.65538,-73.95631,5,12.03,50.93,7.34,58.27,Credit Card,53.9
TRIP-405887,2025-05-28 10:11:03,2025-05-28 10:51:03,40.844828,-73.963818,40.713979,-74.010964,5,12.5,45.51,11.77,57.28,Credit Card,40.6
TRIP-405888,2025-11-15 16:49:32,2025-11-15 17:15:32,40.723923,-73.972054,40.722624,-74.000301,4,3.0,15.21,0.58,15.79,Credit Card,26.3
TRIP-405889,2025-07-09 00:50:14,2025-07-09 01:37:14,40.813247,-73.955407,40.669646,-73.986512,2,12.18,45.97,2.78,48.75,Debit Card,47.7
TRIP-405890,2025-07-05 10:35:48,2025-07-05 10:58:48,40.734188,-73.967281,40.81969,-73.983622,1,7.85,27.22,6.5,33.72,Debit Card,23.7
TRIP-405891,2025-10-22 10:47:35,2025-10-22 11:32:35,40.790139,-73.94248,40.744164,-73.987754,6,7.3,23.65,3.49,27.14,Cash,45.6
TRIP-405892,2024-05-28 06:56:06,2024-05-28 07:14:06,40.699286,-73.960791,40.72114,-73.965498,2,3.37,15.16,4.4,19.56,Mobile,18.4
TRIP-405893,2024-04-05 23:05:12,2024-04-06 00:08:12,40.762828,-74.005741,40.668608,-73.981275,5,8.84,33.92,1.67,35.59,Cash,63.2
TRIP-405894,2025-08-14 23:53:08,2025-08-15 00:17:08,40.674837,-73.904359,40.760785,-73.926183,2,7.75,22.87,4.28,27.15,Mobile,24.2
TRIP-405895,2024-08-01 21:03:35,2024-08-01 21:38:35,40.747781,-73.993144,40.711505,-73.997938,2,4.57,19.71,3.84,23.55,Cash,35.0
TRIP-405896,2025-07-18 16:54:17,2025-07-18 17:36:17,40.804432,-73.959093,40.66746,-73.931388,2,11.5,36.9,2.44,39.34,Debit Card,42.5
TRIP-405897,2025-12-28 21:40:35,2025-12-28 22:07:35,40.74475,-74.016405,40.810286,-73.999934,2,5.66,19.45,1.17,20.62,Credit Card,27.1
TRIP-405898,2025-06-12 08:57:17,2025-06-12 09:14:17,40.71009,-73.982146,40.67498,-73.993168,6,4.7,20.84,1.48,22.32,Credit Card,17.4
TRIP-405899,2025-12-23 20:45:45,2025-12-23 21:09:45,40.715652,-74.006673,40.779981,-73.993679,6,5.31,24.31,1.57,25.88,Mobile,24.5
TRIP-405900,2025-01-07 11:04:34,2025-01-07 11:28:34,40.760436,-73.924135,40.846636,-73.933988,3,7.92,22.41,0.64,23.05,Mobile,24.3
TRIP-405901,2024-09-16 11:12:09,2024-09-16 12:14:09,40.83075,-74.002692,40.735986,-73.966672,5,9.64,46.55,12.5,59.05,Debit Card,62.5
TRIP-405902,2024-12-30 23:18:53,2024-12-30 23:52:53,40.769631,-73.990597,40.738084,-73.944707,1,5.44,19.9,4.53,24.43,Debit Card,34.7
TRIP-405903,2024-03-07 12:14:44,2024-03-07 13:45:44,40.651384,-73.956465,40.811286,-73.960296,6,12.54,46.04,9.37,55.41,Credit Card,91.1
TRIP-405904,2025-12-22 23:35:40,2025-12-23 00:07:40,40.668643,-73.930163,40.74636,-73.930194,6,5.95,21.12,1.55,22.67,Mobile,32.9
TRIP-405905,2024-08-18 17:50:40,2024-08-18 18:07:40,40.70063,-73.994537,40.669224,-74.004375,1,3.32,12.25,1.28,13.53,Mobile,17.2
TRIP-405906,2025-08-19 16:32:00,2025-08-19 17:11:00,40.711769,-73.987585,40.768319,-73.998502,1,6.07,21.44,2.45,23.89,Mobile,39.6
TRIP-405907,2024-05-04 15:18:36,2024-05-04 15:34:36,40.734248,-73.917143,40.693983,-73.967435,6,5.97,27.68,6.1,33.78,Credit Card,16.2
TRIP-405908,2025-06-04 00:42:46,2025-06-04 01:43:46,40.729745,-73.929839,40.819619,-73.908966,3,7.67,30.52,0.55,31.07,Mobile,61.4
TRIP-405909,2025-12-04 18:25:36,2025-12-04 19:47:36,40.75938,-73.931096,40.682991,-74.008321,4,10.9,53.04,10.3,63.34,Debit Card,82.0
TRIP-405910,2024-06-15 08:27:20,2024-06-15 09:13:20,40.692518,-73.978085,40.670086,-73.903126,1,6.5,29.81,2.4,32.21,Cash,46.6
TRIP-405911,2024-01-01 07:31:09,2024-01-01 08:11:09,40.731553,-73.96724,40.803561,-73.941231,2,7.85,25.02,2.77,27.79,Credit Card,40.0
TRIP-405912,2024-08-18 13:28:40,2024-08-18 14:21:40,40.762359,-73.985865,40.80014,-73.924292,4,7.41,32.91,4.9,37.81,Debit Card,53.9
TRIP-405913,2024-01-15 00:54:26,2024-01-15 01:40:26,40.725065,-73.955366,40.668985,-73.977511,5,6.12,20.02,3.02,23.04,Mobile,46.9
TRIP-405914,2025-10-12 16:36:38,2025-10-12 17:05:38,40.807424,-73.969285,40.748323,-74.001076,2,6.75,28.29,3.84,32.13,Debit Card,29.5
TRIP-405915,2025-08-19 12:33:29,2025-08-19 13:23:29,40.727759,-73.930998,40.696916,-73.999412,2,7.15,23.12,5.28,28.4,Debit Card,50.2
TRIP-405916,2024-12-27 10:40:58,2024-12-27 11:31:58,40.720222,-74.019467,40.821023,-74.008957,1,9.3,34.88,6.13,41.01,Mobile,51.0
TRIP-405917,2025-11-07 13:06:11,2025-11-07 13:24:11,40.798639,-73.927482,40.731245,-73.922634,4,5.95,16.33,1.8,18.13,Debit Card,18.5
TRIP-405918,2024-10-16 15:26:04,2024-10-16 16:11:04,40.834166,-73.960569,40.704804,-74.019088,6,12.34,44.37,7.7,52.07,Credit Card,45.1
TRIP-405919,2024-12-01 05:43:01,2024-12-01 06:11:01,40.790746,-74.016687,40.74006,-73.955422,1,8.1,29.54,2.17,31.71,Credit Card,28.2
TRIP-405920,2025-06-25 19:47:31,2025-06-25 20:01:31,40.663046,-73.95587,40.665114,-73.936272,2,2.45,9.39,1.79,11.18,Credit Card,14.1
TRIP-405921,2025-08-04 06:57:25,2025-08-04 07:33:25,40.776182,-73.981933,40.827907,-73.976154,1,5.73,25.41,0.12,25.53,Mobile,36.4
TRIP-405922,2024-01-25 07:18:10,2024-01-25 08:08:10,40.848886,-73.95698,40.710738,-73.90467,6,13.07,58.59,6.32,64.91,Credit Card,50.8
TRIP-405923,2025-07-19 15:47:40,2025-07-19 16:23:40,40.663853,-73.981461,40.680305,-73.948594,1,4.62,18.32,1.67,19.99,Cash,36.6
TRIP-405924,2024-02-28 08:26:27,2024-02-28 10:01:27,40.828829,-73.964671,40.677842,-73.901079,6,15.45,55.98,11.63,67.61,Mobile,95.2
TRIP-405925,2025-01-18 06:58:03,2025-01-18 07:43:03,40.669476,-73.993909,40.835545,-74.008488,3,13.02,44.74,9.56,54.3,Debit Card,45.1
TRIP-405926,2025-09-20 23:54:50,2025-09-21 00:30:50,40.78036,-73.995393,40.825612,-73.974242,6,4.69,18.74,5.61,24.35,Credit Card,36.0
TRIP-405927,2024-02-02 04:30:42,2024-02-02 05:04:42,40.808009,-73.909322,40.728939,-73.988225,4,9.8,36.02,9.37,45.39,Credit Card,34.3
TRIP-405928,2025-10-31 01:11:37,2025-10-31 01:45:37,40.725711,-73.97403,40.658197,-73.968971,2,6.51,20.1,0.56,20.66,Debit Card,34.5
TRIP-405929,2025-05-10 11:21:25,2025-05-10 12:49:25,40.651525,-73.962319,40.792725,-73.988686,6,11.79,45.39,5.19,50.58,Debit Card,88.1
TRIP-405930,2025-05-31 00:22:59,2025-05-31 00:35:59,40.716497,-73.973098,40.709957,-73.943211,5,2.33,9.19,1.58,10.77,Debit Card,13.3
TRIP-405931,2024-07-19 01:32:02,2024-07-19 02:35:02,40.804063,-74.011697,40.684074,-73.95477,5,12.34,53.51,12.34,65.85,Mobile,63.6
TRIP-405932,2025-03-30 18:53:34,2025-03-30 19:13:34,40.802384,-73.997275,40.786372,-74.007421,3,1.84,9.71,1.34,11.05,Cash,20.5
TRIP-405933,2025-01-02 09:07:26,2025-01-02 09:31:26,40.757529,-73.919237,40.696687,-73.919887,3,5.09,19.77,0.2,19.97,Cash,24.1
TRIP-405934,2025-10-20 15:20:45,2025-10-20 16:31:45,40.833163,-73.906557,40.68917,-73.945268,3,12.48,51.39,11.05,62.44,Credit Card,71.0
TRIP-405935,2025-05-24 17:22:27,2025-05-24 17:56:27,40.737545,-73.977889,40.754793,-73.938671,1,4.98,22.26,3.71,25.97,Credit Card,34.3
TRIP-405936,2024-08-04 08:29:21,2024-08-04 09:36:21,40.790809,-73.926782,40.831975,-74.008035,6,8.61,33.71,2.0,35.71,Debit Card,67.1
TRIP-405937,2025-02-08 23:09:42,2025-02-09 00:18:42,40.675946,-73.917302,40.715501,-74.007882,5,8.41,29.18,3.2,32.38,Cash,69.7
TRIP-405938,2025-04-27 00:01:22,2025-04-27 00:25:22,40.703631,-73.949407,40.790369,-73.969022,6,8.32,29.92,4.65,34.57,Credit Card,24.5
TRIP-405939,2024-04-04 19:52:22,2024-04-04 20:32:22,40.725467,-74.019857,40.772237,-73.934458,5,8.68,38.28,3.78,42.06,Credit Card,40.0
TRIP-405940,2024-04-17 23:35:35,2024-04-18 00:05:35,40.666995,-73.934617,40.758224,-73.947558,4,8.04,23.24,1.52,24.76,Debit Card,30.3
TRIP-405941,2024-08-10 04:00:20,2024-08-10 05:05:20,40.836744,-74.01827,40.732166,-73.97625,2,10.61,47.75,11.44,59.19,Mobile,65.9
TRIP-405942,2024-09-13 01:31:07,2024-09-13 02:27:07,40.805644,-74.010578,40.691255,-73.958515,2,10.97,47.39,3.89,51.28,Credit Card,56.3
TRIP-405943,2025-10-25 04:45:47,2025-10-25 05:50:47,40.829366,-73.912986,40.768627,-73.978014,1,8.44,27.13,6.42,33.55,Cash,65.4
TRIP-405944,2025-06-23 00:49:05,2025-06-23 01:26:05,40.741688,-73.944849,40.779053,-73.991862,4,5.81,27.66,3.96,31.62,Debit Card,37.6
TRIP-405945,2024-08-01 23:23:31,2024-08-01 23:39:31,40.846967,-73.984711,40.828498,-73.963559,2,3.6,16.11,2.33,18.44,Debit Card,16.6
TRIP-405946,2025-05-23 01:14:14,2025-05-23 02:07:14,40.679607,-73.993361,40.846058,-73.912915,1,15.91,57.7,0.93,58.63,Cash,53.8
TRIP-405947,2025-11-05 08:30:17,2025-11-05 10:02:17,40.652488,-73.973189,40.807634,-73.935355,6,12.98,54.35,13.77,68.12,Debit Card,92.9
TRIP-405948,2025-03-30 15:43:14,2025-03-30 16:39:14,40.713913,-73.91962,40.813515,-73.987356,1,11.74,33.56,6.9,40.46,Mobile,56.6
TRIP-405949,2024-11-07 21:37:21,2024-11-07 22:04:21,40.746908,-73.924494,40.778358,-73.958579,5,5.04,25.06,2.72,27.78,Credit Card,27.4
TRIP-405950,2024-04-25 22:56:43,2024-04-25 23:33:43,40.820175,-73.977469,40.771076,-73.945811,3,6.23,31.12,4.54,35.66,Debit Card,37.7
TRIP-405951,2025-07-07 06:01:21,2025-07-07 06:08:21,40.762081,-73.957167,40.757939,-73.975752,6,2.51,12.12,0.21,12.33,Mobile,7.2
TRIP-405952,2025-04-03 20:23:07,2025-04-03 21:03:07,40.665996,-73.991752,40.701528,-73.923945,5,6.88,26.62,7.57,34.19,Credit Card,40.2
TRIP-405953,2024-06-07 22:17:03,2024-06-07 22:58:03,40.737107,-73.90334,40.671581,-73.968899,6,8.69,37.66,0.62,38.28,Mobile,41.8
TRIP-405954,2024-02-28 06:15:24,2024-02-28 06:38:24,40.742482,-73.981281,40.749773,-73.957593,2,2.77,11.4,3.33,14.73,Mobile,23.6
TRIP-405955,2024-01-07 15:16:36,2024-01-07 16:21:36,40.702757,-73.975537,40.66067,-73.909246,3,7.66,37.46,1.26,38.72,Cash,65.8
TRIP-405956,2025-03-06 14:36:09,2025-03-06 15:26:09,40.751216,-73.920933,40.683238,-73.961914,4,7.97,28.04,8.29,36.33,Credit Card,50.6
TRIP-405957,2024-02-19 04:39:54,2024-02-19 05:29:54,40.71651,-73.987651,40.723314,-73.90338,1,6.01,25.96,5.85,31.81,Debit Card,50.4
TRIP-405958,2025-10-10 03:09:37,2025-10-10 03:24:37,40.826176,-73.998172,40.794079,-73.997994,6,3.93,16.38,3.47,19.85,Credit Card,15.7
TRIP-405959,2025-10-01 05:45:26,2025-10-01 06:23:26,40.678002,-73.985487,40.69017,-73.916486,1,5.08,17.05,3.72,20.77,Cash,38.9
TRIP-405960,2024-01-13 00:25:11,2024-01-13 01:04:11,40.75014,-73.989716,40.743175,-73.938481,4,4.46,17.24,4.13,21.37,Mobile,39.8
TRIP-405961,2025-09-19 17:38:30,2025-09-19 18:54:30,40.727492,-74.018874,40.816602,-73.961055,4,10.39,36.36,0.76,37.12,Debit Card,76.6
TRIP-405962,2024-07-10 22:22:03,2024-07-10 22:48:03,40.650197,-73.980562,40.656321,-73.94709,5,2.49,10.29,2.15,12.44,Mobile,26.6
TRIP-405963,2024-09-20 06:45:36,2024-09-20 07:36:36,40.660398,-73.970421,40.828869,-73.984062,4,14.33,62.13,12.96,75.09,Mobile,51.9
TRIP-405964,2024-02-21 13:08:03,2024-02-21 13:40:03,40.656302,-73.973608,40.729483,-73.912913,6,9.11,38.23,7.83,46.06,Mobile,32.9
TRIP-405965,2024-08-10 04:25:24,2024-08-10 04:48:24,40.738262,-73.942134,40.66053,-73.924623,5,6.55,27.8,4.07,31.87,Debit Card,23.7
TRIP-405966,2025-07-02 08:28:03,2025-07-02 09:26:03,40.843444,-74.018216,40.743356,-74.003792,6,8.5,27.23,8.05,35.28,Mobile,58.9
TRIP-405967,2025-03-05 08:41:59,2025-03-05 09:21:59,40.656341,-73.943581,40.831267,-73.980663,2,14.35,39.05,9.11,48.16,Mobile,40.8
TRIP-405968,2025-03-06 10:06:22,2025-03-06 10:27:22,40.764219,-73.979926,40.729758,-73.908882,3,7.32,23.07,3.39,26.46,Credit Card,21.6
TRIP-405969,2025-02-14 00:32:03,2025-02-14 00:51:03,40.690961,-73.996783,40.696914,-73.98493,5,2.96,14.49,2.8,17.29,Debit Card,19.7
TRIP-405970,2025-12-22 13:23:27,2025-12-22 13:38:27,40.814775,-73.99762,40.776663,-74.007407,4,3.37,16.53,0.99,17.52,Debit Card,15.0
TRIP-405971,2025-12-04 12:55:56,2025-12-04 13:43:56,40.786404,-73.921643,40.778245,-73.98873,1,5.66,24.15,2.23,26.38,Debit Card,48.3
TRIP-405972,2024-12-11 20:01:31,2024-12-11 20:30:31,40.770062,-73.940813,40.692612,-73.905587,3,8.86,23.65,2.0,25.65,Mobile,29.7
TRIP-405973,2025-06-26 09:52:47,2025-06-26 11:02:47,40.716966,-73.98916,40.808485,-73.922039,4,10.49,39.67,6.07,45.74,Mobile,70.5
TRIP-405974,2024-09-30 00:06:01,2024-09-30 00:32:01,40.772224,-73.971695,40.760837,-74.004546,6,3.75,13.76,4.02,17.78,Credit Card,26.8
TRIP-405975,2025-09-19 01:40:29,2025-09-19 01:55:29,40.749439,-73.985449,40.781967,-73.991635,6,2.86,14.51,2.55,17.06,Debit Card,15.9
TRIP-405976,2024-07-02 11:11:54,2024-07-02 12:06:54,40.727434,-73.91174,40.681249,-73.955033,4,5.73,26.1,4.12,30.22,Mobile,55.4
TRIP-405977,2025-07-29 17:18:19,2025-07-29 18:33:19,40.712677,-73.950903,40.842257,-73.994597,3,11.43,51.35,8.88,60.23,Debit Card,75.9
TRIP-405978,2024-09-18 13:57:19,2024-09-18 14:16:19,40.699742,-74.019123,40.691873,-74.014779,3,1.63,8.14,0.59,8.73,Mobile,19.2
TRIP-405979,2025-10-20 19:19:01,2025-10-20 20:13:01,40.773981,-73.981095,40.671543,-73.99497,3,8.11,25.11,1.37,26.48,Mobile,54.4
TRIP-405980,2025-04-11 10:06:49,2025-04-11 10:36:49,40.816458,-73.955269,40.828221,-73.901012,5,5.33,22.7,3.12,25.82,Mobile,30.2
TRIP-405981,2025-09-28 01:04:40,2025-09-28 01:23:40,40.718419,-73.952585,40.734448,-73.955233,5,3.12,12.94,0.07,13.01,Debit Card,19.1
TRIP-405982,2024-05-11 00:41:45,2024-05-11 01:18:45,40.710237,-73.925851,40.757135,-74.013935,4,8.92,27.83,6.42,34.25,Cash,37.8
TRIP-405983,2024-03-14 23:24:46,2024-03-15 00:04:46,40.653362,-73.989633,40.816085,-73.906059,2,15.94,46.69,1.25,47.94,Mobile,40.5
TRIP-405984,2024-06-28 18:40:30,2024-06-28 19:03:30,40.812468,-74.003658,40.842654,-73.955611,3,5.64,24.03,5.91,29.94,Debit Card,23.1
TRIP-405985,2025-10-30 01:34:41,2025-10-30 02:18:41,40.80365,-73.941125,40.698709,-73.915937,6,8.88,41.79,2.34,44.13,Debit Card,44.8
TRIP-405986,2025-07-30 13:21:26,2025-07-30 14:23:26,40.814042,-73.991599,40.671766,-73.974472,4,11.67,46.05,7.43,53.48,Credit Card,62.4
TRIP-405987,2025-11-18 23:03:39,2025-11-18 23:37:39,40.659839,-73.934208,40.722874,-73.928338,3,5.79,22.74,1.1,23.84,Mobile,34.4
TRIP-405988,2024-01-04 08:34:24,2024-01-04 08:58:24,40.744536,-73.93218,40.721128,-73.987172,3,5.85,26.21,5.99,32.2,Mobile,24.5
TRIP-405989,2024-07-22 20:44:48,2024-07-22 21:11:48,40.817026,-73.948792,40.83417,-73.917001,5,3.12,14.35,2.5,16.85,Mobile,27.7
TRIP-405990,2025-07-10 19:21:22,2025-07-10 20:19:22,40.815796,-73.991045,40.700744,-73.992268,1,9.2,38.3,10.03,48.33,Mobile,58.8
TRIP-405991,2024-06-05 12:07:31,2024-06-05 12:50:31,40.74603,-73.980998,40.811479,-74.015411,6,6.55,28.37,5.29,33.66,Credit Card,43.4
TRIP-405992,2024-02-25 16:20:58,2024-02-25 17:00:58,40.762095,-73.917434,40.794538,-73.958692,2,5.8,20.37,5.27,25.64,Mobile,40.1
TRIP-405993,2025-10-28 17:41:24,2025-10-28 18:38:24,40.723865,-74.004313,40.79688,-73.924619,5,10.85,49.32,12.32,61.64,Mobile,57.3
TRIP-405994,2025-07-15 15:11:00,2025-07-15 15:43:00,40.728723,-73.947015,40.661078,-73.924734,3,7.18,25.56,6.57,32.13,Cash,32.7
TRIP-405995,2024-03-15 15:51:21,2024-03-15 16:36:21,40.79763,-73.904673,40.747043,-73.960434,3,7.24,26.16,1.02,27.18,Cash,45.2
TRIP-405996,2025-12-20 09:49:44,2025-12-20 10:42:44,40.76691,-74.001485,40.661324,-74.01224,4,8.45,31.45,7.39,38.84,Mobile,53.4
TRIP-405997,2025-03-01 10:59:57,2025-03-01 11:27:57,40.80403,-73.942191,40.764233,-73.965011,5,4.46,18.87,4.96,23.83,Credit Card,28.3
TRIP-405998,2025-05-23 13:42:33,2025-05-23 14:24:33,40.810136,-73.955227,40.687809,-73.91645,5,11.57,33.08,8.62,41.7,Credit Card,42.3
TRIP-405999,2024-02-25 02:01:32,2024-02-25 02:13:32,40.766071,-73.909277,40.782053,-73.973126,5,4.69,17.76,0.58,18.34,Debit Card,12.9
TRIP-406000,2025-05-07 01:05:34,2025-05-07 02:20:34,40.835292,-73.962576,40.68948,-73.955246,5,12.04,55.69,4.56,60.25,Mobile,75.3
TRIP-406001,2025-10-25 23:39:57,2025-10-25 23:54:57,40.839257,-73.964302,40.816953,-73.957165,5,2.23,12.48,1.6,14.08,Debit Card,15.5
TRIP-406002,2024-02-12 03:20:03,2024-02-12 04:14:03,40.725225,-73.983538,40.836499,-73.967202,1,9.99,44.0,5.73,49.73,Cash,54.5
TRIP-406003,2024-06-20 14:00:09,2024-06-20 14:37:09,40.792725,-73.914455,40.80618,-73.954887,2,4.38,15.52,0.94,16.46,Credit Card,37.8
TRIP-406004,2025-11-17 10:27:19,2025-11-17 12:14:19,40.662037,-73.971747,40.839154,-73.949676,4,13.9,47.22,9.71,56.93,Mobile,107.2
TRIP-406005,2024-02-04 17:54:08,2024-02-04 18:18:08,40.711753,-73.959186,40.759772,-73.935911,1,5.06,22.24,6.3,28.54,Mobile,24.1
TRIP-406006,2025-03-23 21:05:08,2025-03-23 22:13:08,40.705543,-73.90581,40.77321,-73.947076,5,7.42,35.95,7.65,43.6,Mobile,68.6
TRIP-406007,2024-09-10 20:39:48,2024-09-10 20:57:48,40.827807,-73.975044,40.742619,-73.962979,3,8.31,24.8,5.26,30.06,Debit Card,18.6
TRIP-406008,2024-12-25 20:01:15,2024-12-25 20:38:15,40.780755,-73.920618,40.767787,-73.973514,3,5.28,23.44,0.04,23.48,Mobile,37.6
TRIP-406009,2025-07-11 08:08:19,2025-07-11 08:30:19,40.676052,-73.968892,40.675778,-73.993517,2,3.08,16.49,1.15,17.64,Cash,22.7
TRIP-406010,2024-08-29 13:37:18,2024-08-29 14:22:18,40.813877,-73.930506,40.786701,-73.970643,1,5.84,22.69,1.24,23.93,Debit Card,45.3
TRIP-406011,2024-10-11 00:14:37,2024-10-11 01:03:37,40.842365,-73.923492,40.672665,-73.917742,3,12.5,45.04,8.53,53.57,Debit Card,49.1
TRIP-406012,2024-12-19 14:51:44,2024-12-19 15:08:44,40.772452,-73.937672,40.819066,-73.963909,5,5.58,16.7,3.29,19.99,Mobile,17.8
TRIP-406013,2024-12-16 11:33:09,2024-12-16 12:21:09,40.748059,-73.906256,40.677906,-73.981744,5,9.71,40.02,1.22,41.24,Credit Card,48.4
TRIP-406014,2024-03-18 05:27:48,2024-03-18 06:11:48,40.792829,-73.90274,40.816204,-73.937255,4,5.29,27.05,1.63,28.68,Credit Card,44.2
TRIP-406015,2024-06-12 03:17:01,2024-06-12 04:45:01,40.822939,-74.012787,40.702196,-73.932365,3,13.69,51.99,4.88,56.87,Cash,88.0
TRIP-406016,2024-04-07 00:38:49,2024-04-07 01:17:49,40.795722,-73.917783,40.778517,-74.002003,6,7.1,24.88,2.35,27.23,Debit Card,39.0
TRIP-406017,2024-02-27 03:31:26,2024-02-27 04:01:26,40.785954,-73.97801,40.799545,-73.94027,5,3.11,16.6,0.06,16.66,Cash,30.6
TRIP-406018,2024-05-27 14:45:16,2024-05-27 15:21:16,40.748212,-73.993933,40.758062,-73.924743,2,6.11,30.16,4.35,34.51,Cash,36.1
TRIP-406019,2025-07-18 02:57:12,2025-07-18 04:31:12,40.815117,-73.994925,40.657645,-74.014262,4,13.63,64.43,11.32,75.75,Mobile,94.1
TRIP-406020,2024-10-12 21:15:23,2024-10-12 21:41:23,40.682128,-74.014723,40.726452,-73.999684,6,5.0,24.93,4.91,29.84,Mobile,26.4
TRIP-406021,2024-02-24 14:27:51,2024-02-24 14:43:51,40.83463,-73.903522,40.826229,-73.935471,4,3.0,16.12,2.81,18.93,Mobile,16.4
TRIP-406022,2025-01-03 11:31:22,2025-01-03 12:43:22,40.788763,-73.976456,40.668297,-73.969244,6,10.33,50.37,3.05,53.42,Cash,72.7
TRIP-406023,2025-10-29 18:36:10,2025-10-29 19:00:10,40.708506,-74.014575,40.660129,-73.978052,6,6.52,25.56,7.55,33.11,Credit Card,24.8
TRIP-406024,2024-06-03 00:59:58,2024-06-03 01:29:58,40.82643,-73.919207,40.797039,-73.994763,1,7.06,28.19,5.93,34.12,Credit Card,30.6
TRIP-406025,2024-07-13 05:53:05,2024-07-13 06:29:05,40.703275,-74.00338,40.793842,-73.914766,3,12.79,41.95,9.44,51.39,Cash,36.3
TRIP-406026,2024-11-21 15:04:45,2024-11-21 15:35:45,40.778011,-73.937675,40.696079,-73.973598,4,7.77,27.74,0.02,27.76,Credit Card,31.2
TRIP-406027,2024-04-24 04:28:55,2024-04-24 05:29:55,40.835629,-74.017491,40.722015,-73.909538,4,14.18,53.8,15.99,69.79,Credit Card,61.2
TRIP-406028,2025-01-22 09:54:07,2025-01-22 10:46:07,40.753621,-73.993632,40.820771,-73.941988,4,9.16,31.29,4.02,35.31,Cash,52.0
TRIP-406029,2025-08-18 02:53:00,2025-08-18 03:22:00,40.81209,-73.957778,40.765175,-73.910591,3,6.66,21.68,5.92,27.6,Cash,29.0
