person_id,age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income_bracket,state,county_fips,household_size,housing_type,health_insurance,veteran_status,disability_status
CEN-71768,56,State-gov,Prof-school,15,Separated,Transport-moving,Not-in-family,White,Female,0,0,28,United-States,<=50K,KY,09152,2,With Family,Yes,No,No
CEN-71769,42,State-gov,Some-college,10,Separated,Tech-support,Unmarried,Other,Male,0,0,46,United-States,<=50K,MD,42569,4,Other,Yes,Yes,No
CEN-71770,74,Federal-gov,Prof-school,15,Widowed,Transport-moving,Own-child,White,Male,0,0,44,India,>50K,NY,15529,5,Other,Yes,No,Yes
CEN-71771,87,Local-gov,Assoc-acdm,12,Never-married,Tech-support,Husband,White,Female,0,0,46,United-States,<=50K,AZ,46789,4,Other,Yes,Yes,Yes
CEN-71772,40,Local-gov,Bachelors,13,Divorced,Machine-op-inspct,Husband,White,Female,0,0,44,United-States,<=50K,VA,51733,3,Own,Yes,No,No
CEN-71773,85,Private,Bachelors,13,Separated,Machine-op-inspct,Unmarried,White,Female,0,250,42,United-States,>50K,UT,26358,6,Own,Yes,Yes,No
CEN-71774,29,Federal-gov,Prof-school,15,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,0,0,51,India,<=50K,IN,28447,2,Own,Yes,Yes,No
CEN-71775,59,Federal-gov,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,43,United-States,<=50K,IL,18174,1,With Family,No,No,No
CEN-71776,31,State-gov,Doctorate,16,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,0,39,United-States,>50K,LA,56912,2,Rent,No,No,No
CEN-71777,37,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,Black,Female,0,0,59,United-States,<=50K,CO,09788,7,Other,Yes,No,No
CEN-71778,74,State-gov,Masters,14,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,47,Germany,<=50K,WI,31510,5,Rent,Yes,No,No
CEN-71779,76,Self-emp-inc,Assoc-voc,11,Never-married,Craft-repair,Other-relative,White,Female,0,0,36,United-States,<=50K,TN,48509,3,Own,Yes,No,No
CEN-71780,48,Federal-gov,Bachelors,13,Divorced,Other-service,Not-in-family,White,Male,0,0,25,United-States,<=50K,NJ,04878,1,Own,Yes,Yes,No
CEN-71781,27,State-gov,Some-college,10,Never-married,Exec-managerial,Other-relative,White,Female,0,0,43,United-States,>50K,SC,33512,2,Own,Yes,No,No
CEN-71782,82,Federal-gov,Assoc-voc,11,Separated,Exec-managerial,Husband,White,Female,0,0,36,United-States,<=50K,WA,32606,3,With Family,Yes,No,No
CEN-71783,30,Self-emp-not-inc,Bachelors,13,Separated,Exec-managerial,Wife,White,Male,0,0,31,United-States,>50K,TX,11269,5,With Family,Yes,No,No
CEN-71784,56,Self-emp-not-inc,10th,6,Never-married,Adm-clerical,Other-relative,White,Female,3202,0,55,United-States,>50K,LA,15480,5,Own,No,No,No
CEN-71785,66,Self-emp-inc,Some-college,10,Separated,Exec-managerial,Unmarried,White,Male,0,0,62,United-States,<=50K,CA,20543,7,Other,Yes,No,No
CEN-71786,50,Local-gov,10th,6,Widowed,Machine-op-inspct,Not-in-family,White,Male,0,0,57,United-States,<=50K,OK,11020,1,Own,Yes,No,No
CEN-71787,86,Private,Assoc-voc,11,Divorced,Exec-managerial,Other-relative,Black,Female,0,0,37,United-States,<=50K,OH,03493,7,Other,Yes,No,Yes
CEN-71788,51,Federal-gov,10th,6,Never-married,Exec-managerial,Unmarried,White,Male,0,0,36,United-States,>50K,IN,43471,3,With Family,Yes,No,No
CEN-71789,36,Self-emp-not-inc,Assoc-voc,11,Divorced,Adm-clerical,Husband,Other,Male,0,0,46,United-States,>50K,AZ,53412,7,Own,Yes,No,No
CEN-71790,61,Self-emp-not-inc,10th,6,Separated,Adm-clerical,Wife,White,Female,0,0,45,United-States,<=50K,NY,22263,3,With Family,No,No,No
CEN-71791,45,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Tech-support,Other-relative,Black,Male,0,0,55,United-States,>50K,MA,51446,7,Other,No,No,No
CEN-71792,63,Federal-gov,Some-college,10,Never-married,Sales,Husband,White,Female,0,0,42,United-States,<=50K,TX,42357,4,With Family,Yes,No,No
CEN-71793,51,State-gov,Some-college,10,Separated,Transport-moving,Not-in-family,White,Male,0,0,29,Cuba,<=50K,IL,18501,1,Own,Yes,No,No
CEN-71794,89,Self-emp-inc,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,33,United-States,<=50K,IL,15298,5,Other,Yes,No,No
CEN-71795,67,Private,Masters,14,Widowed,Prof-specialty,Other-relative,White,Female,0,0,39,South-Korea,<=50K,CO,45722,7,Own,Yes,No,No
CEN-71796,75,Self-emp-inc,Some-college,10,Separated,Craft-repair,Not-in-family,White,Female,0,0,56,United-States,<=50K,AZ,54720,4,With Family,Yes,No,No
CEN-71797,44,Local-gov,10th,6,Separated,Exec-managerial,Other-relative,White,Male,0,0,55,United-States,<=50K,NJ,18421,4,Other,No,No,No
CEN-71798,38,Federal-gov,Some-college,10,Separated,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,0,0,29,United-States,>50K,AZ,47418,7,With Family,Yes,No,No
CEN-71799,42,Local-gov,Masters,14,Married-civ-spouse,Transport-moving,Own-child,Black,Female,0,0,57,United-States,<=50K,IL,11170,7,Other,No,No,No
CEN-71800,20,Self-emp-not-inc,Doctorate,16,Separated,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,47,India,<=50K,MA,14157,1,Other,Yes,Yes,No
CEN-71801,22,Self-emp-inc,10th,6,Never-married,Other-service,Not-in-family,White,Male,10020,0,45,United-States,<=50K,VA,27058,7,Rent,No,No,No
CEN-71802,81,Local-gov,Doctorate,16,Widowed,Tech-support,Wife,Asian-Pac-Islander,Male,0,0,59,United-States,<=50K,OR,47683,4,With Family,No,Yes,No
CEN-71803,63,Federal-gov,Assoc-acdm,12,Widowed,Transport-moving,Husband,White,Female,0,0,63,United-States,<=50K,CO,08711,1,Rent,No,Yes,No
CEN-71804,22,Federal-gov,Assoc-voc,11,Widowed,Transport-moving,Own-child,White,Male,0,0,66,United-States,<=50K,OR,52310,5,With Family,Yes,No,No
CEN-71805,75,State-gov,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,12,United-States,<=50K,OK,03210,4,With Family,Yes,Yes,No
CEN-71806,23,Private,HS-grad,9,Separated,Transport-moving,Unmarried,White,Female,1742,0,45,United-States,<=50K,IL,25684,4,Own,Yes,No,No
CEN-71807,64,Self-emp-not-inc,11th,7,Never-married,Exec-managerial,Unmarried,White,Male,0,0,37,United-States,>50K,OH,15617,7,Rent,Yes,No,No
CEN-71808,31,State-gov,11th,7,Widowed,Other-service,Wife,Other,Female,0,0,27,Philippines,>50K,AZ,28307,2,Rent,Yes,No,No
CEN-71809,60,Self-emp-not-inc,10th,6,Separated,Other-service,Unmarried,Black,Female,0,0,36,United-States,>50K,WI,35681,4,Rent,Yes,Yes,No
CEN-71810,76,Self-emp-inc,Assoc-voc,11,Divorced,Exec-managerial,Wife,White,Female,0,0,36,United-States,<=50K,IL,36858,1,Own,Yes,No,No
CEN-71811,65,Local-gov,Assoc-voc,11,Separated,Machine-op-inspct,Husband,White,Female,0,0,38,Germany,<=50K,NY,39757,5,With Family,Yes,Yes,No
CEN-71812,17,Federal-gov,Prof-school,15,Separated,Prof-specialty,Husband,White,Female,0,0,4,United-States,>50K,OK,04118,5,Own,Yes,No,No
CEN-71813,44,Self-emp-not-inc,Prof-school,15,Divorced,Farming-fishing,Unmarried,Other,Male,0,0,38,United-States,<=50K,LA,24384,3,Rent,No,No,No
CEN-71814,63,Self-emp-inc,Masters,14,Widowed,Other-service,Wife,White,Male,0,0,40,United-States,<=50K,SC,44843,7,With Family,Yes,No,No
CEN-71815,82,Federal-gov,Assoc-voc,11,Divorced,Exec-managerial,Husband,White,Female,0,0,58,United-States,<=50K,GA,05469,5,Other,Yes,Yes,No
CEN-71816,54,Private,10th,6,Divorced,Craft-repair,Unmarried,White,Female,0,395,52,South-Korea,>50K,MI,16634,4,With Family,Yes,No,No
CEN-71817,35,Federal-gov,Bachelors,13,Never-married,Other-service,Unmarried,Amer-Indian-Eskimo,Male,0,0,42,United-States,>50K,IL,13623,2,Rent,Yes,Yes,No
CEN-71818,50,Self-emp-not-inc,Assoc-voc,11,Widowed,Sales,Wife,White,Female,0,0,21,United-States,<=50K,OK,51930,7,Own,Yes,Yes,Yes
CEN-71819,74,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,47,United-States,>50K,WA,01134,7,Other,Yes,No,No
CEN-71820,46,Self-emp-inc,HS-grad,9,Married-civ-spouse,Other-service,Other-relative,White,Female,0,51,51,United-States,<=50K,IL,52922,4,Other,Yes,Yes,Yes
CEN-71821,34,Self-emp-not-inc,Doctorate,16,Divorced,Machine-op-inspct,Not-in-family,Black,Male,4294,0,26,United-States,>50K,OR,13643,2,Other,Yes,No,No
CEN-71822,72,State-gov,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,>50K,PA,45787,6,Other,No,No,No
CEN-71823,45,Local-gov,Assoc-acdm,12,Separated,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,47,United-States,<=50K,TN,16748,4,Rent,Yes,No,Yes
CEN-71824,63,Self-emp-not-inc,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K,OK,31886,2,With Family,No,Yes,No
CEN-71825,47,State-gov,Assoc-voc,11,Married-civ-spouse,Transport-moving,Not-in-family,White,Female,0,0,57,United-States,<=50K,FL,32477,7,Rent,Yes,Yes,No
CEN-71826,20,Local-gov,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Male,0,0,30,United-States,<=50K,WI,43662,3,Other,Yes,No,No
CEN-71827,35,Federal-gov,Bachelors,13,Widowed,Farming-fishing,Not-in-family,White,Female,0,0,47,United-States,<=50K,UT,43733,2,Other,Yes,No,No
CEN-71828,33,Private,10th,6,Married-civ-spouse,Farming-fishing,Other-relative,White,Female,0,0,50,United-States,<=50K,IN,35235,6,With Family,Yes,Yes,No
CEN-71829,65,Local-gov,Assoc-voc,11,Divorced,Exec-managerial,Wife,White,Female,0,0,29,United-States,<=50K,SC,42077,6,Own,No,No,No
CEN-71830,63,Self-emp-inc,10th,6,Never-married,Craft-repair,Unmarried,White,Male,0,0,46,United-States,>50K,MI,06365,5,Other,No,Yes,No
CEN-71831,78,Private,Some-college,10,Widowed,Farming-fishing,Not-in-family,White,Male,0,0,61,United-States,<=50K,MO,34325,1,With Family,Yes,No,Yes
CEN-71832,83,Self-emp-inc,Doctorate,16,Separated,Machine-op-inspct,Wife,White,Male,0,0,57,United-States,<=50K,MD,41929,6,With Family,No,Yes,Yes
CEN-71833,39,Local-gov,Prof-school,15,Separated,Machine-op-inspct,Own-child,White,Male,533,0,36,Philippines,<=50K,WA,21719,2,Own,Yes,No,No
CEN-71834,35,Self-emp-inc,Assoc-acdm,12,Never-married,Tech-support,Unmarried,White,Female,0,0,51,United-States,>50K,MO,56538,5,With Family,Yes,Yes,No
CEN-71835,90,Federal-gov,HS-grad,9,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,64,United-States,<=50K,TN,19279,1,With Family,No,Yes,No
CEN-71836,19,State-gov,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,CT,09727,2,With Family,Yes,Yes,No
CEN-71837,60,Self-emp-not-inc,Bachelors,13,Divorced,Craft-repair,Wife,White,Female,0,0,41,United-States,<=50K,MI,06487,5,Rent,Yes,No,Yes
CEN-71838,57,Private,Prof-school,15,Never-married,Craft-repair,Other-relative,White,Female,0,0,49,Germany,<=50K,TX,54817,4,Other,Yes,Yes,No
CEN-71839,89,Self-emp-inc,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,43,United-States,<=50K,AZ,52005,1,Own,Yes,No,No
CEN-71840,30,Federal-gov,HS-grad,9,Never-married,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Male,0,0,31,United-States,<=50K,OK,03817,5,With Family,Yes,Yes,No
CEN-71841,75,State-gov,Masters,14,Divorced,Tech-support,Not-in-family,White,Male,0,0,31,United-States,<=50K,CT,38883,3,Own,No,No,Yes
CEN-71842,71,Federal-gov,Some-college,10,Never-married,Machine-op-inspct,Husband,White,Male,0,0,35,United-States,>50K,CT,54838,3,Own,Yes,No,No
CEN-71843,60,Local-gov,HS-grad,9,Never-married,Farming-fishing,Wife,White,Female,0,0,38,United-States,>50K,VA,30280,2,Rent,Yes,No,No
CEN-71844,38,Federal-gov,10th,6,Divorced,Sales,Husband,Black,Female,0,0,53,United-States,<=50K,KY,28735,1,With Family,Yes,No,No
CEN-71845,81,Self-emp-inc,10th,6,Separated,Adm-clerical,Not-in-family,Black,Female,0,0,34,United-States,<=50K,CA,51514,7,With Family,Yes,No,Yes
CEN-71846,28,Self-emp-not-inc,10th,6,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,0,0,56,United-States,<=50K,IL,42430,3,With Family,Yes,No,Yes
CEN-71847,43,Self-emp-inc,10th,6,Never-married,Exec-managerial,Own-child,White,Male,0,0,26,United-States,>50K,WI,26232,3,With Family,Yes,No,No
CEN-71848,36,Private,Some-college,10,Divorced,Exec-managerial,Other-relative,White,Male,6855,0,40,United-States,>50K,AL,53401,3,With Family,No,Yes,No
CEN-71849,65,Self-emp-inc,10th,6,Divorced,Sales,Wife,Black,Female,0,0,49,United-States,<=50K,VA,49074,2,Rent,Yes,No,No
CEN-71850,75,Private,10th,6,Never-married,Craft-repair,Husband,Black,Female,4233,0,58,El-Salvador,<=50K,GA,21198,6,Own,Yes,No,No
CEN-71851,83,Self-emp-not-inc,Doctorate,16,Widowed,Prof-specialty,Not-in-family,White,Female,6447,0,62,United-States,<=50K,AL,38130,2,Other,Yes,No,No
CEN-71852,79,Self-emp-inc,10th,6,Widowed,Farming-fishing,Wife,White,Male,0,0,55,United-States,<=50K,AL,31186,7,Other,Yes,Yes,No
CEN-71853,48,Local-gov,Bachelors,13,Divorced,Craft-repair,Other-relative,White,Male,0,0,38,United-States,<=50K,LA,09015,4,With Family,Yes,No,No
CEN-71854,50,Federal-gov,11th,7,Divorced,Sales,Wife,White,Female,0,0,42,United-States,>50K,IN,03170,1,Other,No,No,No
CEN-71855,34,Private,Assoc-voc,11,Divorced,Machine-op-inspct,Husband,White,Female,0,0,38,Canada,<=50K,GA,06731,5,Own,Yes,Yes,No
CEN-71856,82,Self-emp-inc,Doctorate,16,Never-married,Farming-fishing,Wife,White,Male,0,0,26,Philippines,<=50K,MN,50876,7,With Family,Yes,No,No
CEN-71857,22,Private,11th,7,Married-civ-spouse,Tech-support,Other-relative,White,Male,0,0,49,United-States,<=50K,MD,01083,1,Rent,Yes,No,No
CEN-71858,75,State-gov,10th,6,Married-civ-spouse,Farming-fishing,Own-child,White,Male,0,0,44,Canada,>50K,UT,08648,5,Own,Yes,Yes,Yes
CEN-71859,48,Self-emp-inc,Prof-school,15,Divorced,Sales,Unmarried,White,Female,0,0,23,United-States,<=50K,CO,27783,6,Rent,No,No,Yes
CEN-71860,60,Local-gov,Doctorate,16,Never-married,Farming-fishing,Wife,White,Male,0,13,39,Germany,<=50K,FL,06549,3,Rent,Yes,No,No
CEN-71861,28,Federal-gov,Doctorate,16,Divorced,Sales,Not-in-family,White,Female,0,0,41,United-States,>50K,UT,23743,5,Own,No,No,No
CEN-71862,34,Federal-gov,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,0,0,39,United-States,<=50K,NJ,37162,7,Own,Yes,No,No
CEN-71863,27,State-gov,Prof-school,15,Separated,Adm-clerical,Other-relative,White,Female,0,0,36,El-Salvador,<=50K,LA,55231,5,Rent,No,Yes,No
CEN-71864,43,Private,10th,6,Widowed,Prof-specialty,Own-child,White,Female,0,0,39,United-States,<=50K,MO,15745,4,Own,Yes,Yes,No
CEN-71865,78,Self-emp-inc,Doctorate,16,Never-married,Other-service,Wife,White,Female,0,0,32,United-States,<=50K,MI,18175,7,Own,Yes,No,No
CEN-71866,48,Self-emp-not-inc,Some-college,10,Divorced,Exec-managerial,Other-relative,White,Male,0,0,39,United-States,<=50K,AL,40462,7,Rent,Yes,No,No
CEN-71867,34,Self-emp-inc,Assoc-voc,11,Widowed,Other-service,Unmarried,Amer-Indian-Eskimo,Male,0,0,25,United-States,>50K,VA,24039,5,With Family,Yes,No,No
CEN-71868,29,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Female,0,0,33,United-States,<=50K,UT,28021,2,Rent,No,Yes,No
CEN-71869,62,Self-emp-inc,10th,6,Never-married,Transport-moving,Own-child,White,Female,0,0,56,United-States,<=50K,TN,30092,7,Rent,No,No,No
CEN-71870,71,Local-gov,Masters,14,Widowed,Machine-op-inspct,Own-child,White,Male,0,0,46,United-States,<=50K,UT,34091,6,Other,No,No,No
CEN-71871,90,State-gov,Some-college,10,Widowed,Machine-op-inspct,Not-in-family,White,Male,0,0,35,Philippines,>50K,MA,42339,2,Rent,Yes,No,No
CEN-71872,36,Private,Prof-school,15,Widowed,Prof-specialty,Other-relative,White,Male,0,0,39,United-States,<=50K,MO,35925,6,Other,Yes,No,No
CEN-71873,67,Self-emp-not-inc,HS-grad,9,Divorced,Sales,Unmarried,White,Female,8933,0,40,United-States,>50K,MO,51869,3,Other,Yes,No,No
CEN-71874,29,State-gov,Masters,14,Separated,Other-service,Wife,White,Male,0,0,39,United-States,<=50K,FL,52363,4,With Family,Yes,No,No
CEN-71875,30,Self-emp-not-inc,Masters,14,Divorced,Machine-op-inspct,Wife,White,Female,0,0,37,United-States,<=50K,PA,01054,1,With Family,Yes,Yes,No
CEN-71876,71,Private,Masters,14,Separated,Prof-specialty,Husband,White,Male,0,0,46,United-States,<=50K,IN,43848,7,With Family,Yes,No,No
CEN-71877,17,Self-emp-inc,Assoc-voc,11,Separated,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K,OH,42642,6,Other,Yes,No,No
CEN-71878,20,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Male,0,0,41,United-States,<=50K,AL,54199,1,Rent,Yes,No,Yes
CEN-71879,22,Self-emp-inc,11th,7,Never-married,Other-service,Not-in-family,White,Male,0,0,29,United-States,<=50K,SC,42033,6,Other,Yes,No,No
CEN-71880,86,Self-emp-inc,Some-college,10,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Female,0,0,45,United-States,<=50K,MA,41349,4,Own,Yes,No,No
CEN-71881,74,Self-emp-not-inc,10th,6,Separated,Prof-specialty,Unmarried,White,Female,0,0,66,United-States,>50K,TN,24181,1,Own,Yes,Yes,No
CEN-71882,43,Private,11th,7,Separated,Other-service,Own-child,Amer-Indian-Eskimo,Male,0,0,37,United-States,<=50K,MD,51927,2,With Family,Yes,No,No
CEN-71883,22,Self-emp-inc,HS-grad,9,Widowed,Adm-clerical,Not-in-family,Other,Male,0,0,44,United-States,<=50K,OH,35643,6,Rent,Yes,No,No
CEN-71884,80,Private,Assoc-voc,11,Widowed,Other-service,Other-relative,White,Female,0,0,58,United-States,<=50K,MO,05166,7,Other,Yes,Yes,No
CEN-71885,76,Self-emp-inc,Some-college,10,Separated,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K,TN,45655,1,Rent,No,No,No
CEN-71886,59,Self-emp-inc,HS-grad,9,Separated,Farming-fishing,Not-in-family,White,Female,0,0,33,United-States,<=50K,NC,39646,2,Other,Yes,No,No
CEN-71887,48,State-gov,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0,31,United-States,<=50K,IL,30174,7,Other,Yes,No,No
CEN-71888,85,Private,11th,7,Widowed,Tech-support,Own-child,Black,Female,7406,0,39,United-States,>50K,PA,45821,5,Rent,Yes,No,No
CEN-71889,55,Local-gov,Masters,14,Separated,Craft-repair,Own-child,White,Female,0,0,36,United-States,<=50K,VA,32655,4,Own,No,No,No
CEN-71890,85,Local-gov,Masters,14,Separated,Machine-op-inspct,Other-relative,White,Female,0,0,25,United-States,<=50K,NY,12784,7,Other,No,No,No
CEN-71891,39,Self-emp-inc,Some-college,10,Widowed,Craft-repair,Not-in-family,White,Male,0,0,76,United-States,<=50K,TX,16705,6,Other,No,No,No
CEN-71892,59,Self-emp-inc,10th,6,Widowed,Craft-repair,Other-relative,Asian-Pac-Islander,Male,0,0,50,United-States,<=50K,OH,35367,4,Other,Yes,No,No
CEN-71893,55,State-gov,11th,7,Never-married,Exec-managerial,Own-child,White,Female,0,0,47,China,<=50K,PA,08045,4,Own,No,No,No
CEN-71894,58,Local-gov,Doctorate,16,Divorced,Other-service,Own-child,White,Female,0,0,54,United-States,<=50K,NC,26445,7,Own,Yes,Yes,No
CEN-71895,50,Local-gov,Some-college,10,Separated,Craft-repair,Unmarried,White,Female,0,0,46,United-States,<=50K,SC,10868,6,Rent,Yes,No,No
CEN-71896,22,Self-emp-not-inc,10th,6,Widowed,Sales,Other-relative,White,Male,0,0,38,Germany,<=50K,KY,07233,3,Other,No,Yes,No
CEN-71897,35,Self-emp-inc,11th,7,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Male,0,0,34,United-States,>50K,WA,22207,2,With Family,Yes,No,No
CEN-71898,39,Self-emp-inc,Prof-school,15,Divorced,Craft-repair,Husband,White,Male,0,486,42,United-States,<=50K,MI,04299,4,Rent,Yes,No,No
CEN-71899,77,Local-gov,Assoc-acdm,12,Separated,Other-service,Husband,Black,Male,0,0,24,United-States,>50K,CT,05849,3,Own,No,No,No
CEN-71900,46,Private,10th,6,Married-civ-spouse,Tech-support,Not-in-family,White,Male,0,0,53,Japan,>50K,TX,30138,6,Own,Yes,Yes,No
CEN-71901,51,Self-emp-not-inc,11th,7,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,>50K,MA,47295,2,With Family,Yes,No,No
CEN-71902,56,State-gov,11th,7,Widowed,Sales,Own-child,White,Male,0,0,56,United-States,<=50K,NY,37181,5,Rent,Yes,Yes,No
CEN-71903,17,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,31,United-States,>50K,PA,31535,6,With Family,Yes,No,No
CEN-71904,64,Federal-gov,Bachelors,13,Married-civ-spouse,Sales,Unmarried,White,Male,0,0,41,United-States,>50K,IN,51304,1,Own,Yes,Yes,No
CEN-71905,41,Self-emp-inc,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Female,0,0,31,United-States,<=50K,UT,08544,2,Own,Yes,No,Yes
CEN-71906,79,Private,HS-grad,9,Separated,Transport-moving,Other-relative,Black,Male,0,0,58,United-States,<=50K,VA,33404,3,Other,Yes,No,No
CEN-71907,82,Self-emp-not-inc,Doctorate,16,Widowed,Sales,Wife,White,Female,0,0,55,United-States,<=50K,LA,46072,5,Other,No,Yes,No
CEN-71908,85,Local-gov,11th,7,Never-married,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,0,0,27,United-States,<=50K,WI,42177,7,With Family,No,No,No
CEN-71909,64,Self-emp-inc,Assoc-voc,11,Widowed,Adm-clerical,Own-child,White,Female,0,0,43,United-States,<=50K,UT,07202,6,With Family,Yes,No,No
CEN-71910,24,Private,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Female,8341,0,18,United-States,<=50K,SC,48568,5,With Family,Yes,No,No
CEN-71911,57,Self-emp-inc,Prof-school,15,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,6069,0,49,United-States,>50K,LA,12614,1,Rent,Yes,No,No
CEN-71912,56,Private,Assoc-acdm,12,Never-married,Sales,Unmarried,White,Female,0,0,38,United-States,<=50K,TX,42464,1,Own,Yes,No,Yes
CEN-71913,34,Federal-gov,Prof-school,15,Divorced,Other-service,Wife,Other,Female,0,0,49,United-States,<=50K,KY,45274,3,Other,No,No,No
CEN-71914,23,Self-emp-not-inc,10th,6,Separated,Machine-op-inspct,Husband,White,Male,0,0,36,United-States,<=50K,KY,12058,6,Other,No,No,No
CEN-71915,66,Federal-gov,10th,6,Never-married,Craft-repair,Husband,White,Male,0,452,35,United-States,<=50K,OH,20217,7,Own,Yes,No,Yes
CEN-71916,69,Local-gov,Assoc-acdm,12,Separated,Exec-managerial,Unmarried,White,Male,0,0,50,United-States,>50K,GA,37712,1,With Family,No,No,No
CEN-71917,21,Private,10th,6,Widowed,Prof-specialty,Other-relative,White,Male,0,0,35,United-States,<=50K,OH,15450,6,With Family,Yes,No,Yes
CEN-71918,24,Local-gov,11th,7,Widowed,Prof-specialty,Unmarried,White,Female,0,0,60,United-States,<=50K,OH,12809,6,Rent,Yes,No,Yes
CEN-71919,88,Self-emp-not-inc,Some-college,10,Separated,Adm-clerical,Husband,White,Female,0,0,29,United-States,<=50K,OR,55450,4,Own,Yes,No,No
CEN-71920,52,State-gov,10th,6,Separated,Sales,Own-child,Amer-Indian-Eskimo,Male,0,0,47,United-States,<=50K,PA,04442,3,With Family,Yes,No,No
CEN-71921,81,Federal-gov,Some-college,10,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,0,0,26,United-States,<=50K,WA,21996,4,Own,Yes,No,No
CEN-71922,40,Self-emp-inc,10th,6,Widowed,Farming-fishing,Husband,White,Male,0,0,34,England,>50K,IN,25918,4,Own,Yes,No,No
CEN-71923,32,State-gov,Assoc-voc,11,Divorced,Transport-moving,Other-relative,Asian-Pac-Islander,Male,0,0,28,United-States,<=50K,WI,47366,3,Own,Yes,No,No
CEN-71924,49,Local-gov,Assoc-acdm,12,Separated,Other-service,Husband,White,Male,0,0,63,United-States,>50K,CO,10952,4,With Family,Yes,No,No
CEN-71925,33,Federal-gov,Doctorate,16,Divorced,Farming-fishing,Unmarried,Other,Female,0,0,40,United-States,<=50K,OR,26393,3,Own,Yes,No,No
CEN-71926,56,Federal-gov,Doctorate,16,Separated,Sales,Not-in-family,Other,Female,1954,0,33,United-States,>50K,TN,24032,1,Other,Yes,No,No
CEN-71927,40,Self-emp-not-inc,Some-college,10,Widowed,Machine-op-inspct,Husband,White,Male,0,0,60,United-States,>50K,AZ,14253,1,Other,Yes,No,No
CEN-71928,22,State-gov,11th,7,Married-civ-spouse,Transport-moving,Unmarried,White,Female,3569,0,72,United-States,<=50K,MI,34176,1,Own,Yes,Yes,No
CEN-71929,81,Private,Doctorate,16,Married-civ-spouse,Transport-moving,Unmarried,White,Female,0,0,6,United-States,>50K,IL,09652,5,Rent,Yes,No,No
CEN-71930,18,Federal-gov,11th,7,Widowed,Farming-fishing,Not-in-family,White,Male,0,0,39,United-States,<=50K,IL,46429,3,Other,No,No,No
CEN-71931,53,Self-emp-inc,Prof-school,15,Separated,Adm-clerical,Own-child,White,Male,0,0,27,Jamaica,<=50K,OR,05348,2,Own,Yes,No,No
CEN-71932,43,Self-emp-not-inc,11th,7,Never-married,Sales,Own-child,White,Female,0,0,32,United-States,>50K,TX,21009,6,Other,Yes,No,No
CEN-71933,26,State-gov,11th,7,Never-married,Tech-support,Wife,Asian-Pac-Islander,Female,4618,0,35,United-States,<=50K,UT,10942,3,Own,Yes,No,No
CEN-71934,68,Federal-gov,Masters,14,Separated,Transport-moving,Wife,White,Male,0,0,54,United-States,>50K,GA,49713,7,Own,Yes,No,No
CEN-71935,59,Self-emp-not-inc,HS-grad,9,Separated,Machine-op-inspct,Own-child,Black,Female,0,0,43,Germany,>50K,WA,19384,1,With Family,Yes,No,No
CEN-71936,78,Local-gov,Bachelors,13,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,50,Germany,<=50K,GA,49474,1,Other,Yes,No,No
