country,continent,year,lifeExp,pop,gdpPercap
Austria,Europe,1957,63.81,7597316,13622.04
Austria,Europe,1962,65.28,8464215,15918.43
Austria,Europe,1967,65.39,9895807,15212.11
Austria,Europe,1972,66.18,9244324,19927.49
Austria,Europe,1977,67.2,14228812,17102.76
Austria,Europe,1982,67.92,15666806,27086.28
Austria,Europe,1987,68.99,15598237,40496.1
Austria,Europe,1992,69.65,17901355,44671.77
Austria,Europe,1997,70.42,13037711,65321.15
Austria,Europe,2002,69.87,13080039,20906.76
Austria,Europe,2007,73.0,22731395,17717.12
Belgium,Europe,1952,61.01,77494788,5709.44
Belgium,Europe,1957,61.04,86162405,5696.03
Belgium,Europe,1962,61.19,102119072,7336.88
Belgium,Europe,1967,62.39,96090173,8648.92
Belgium,Europe,1972,63.46,105466417,10412.61
Belgium,Europe,1977,64.29,97501484,6449.22
Belgium,Europe,1982,65.04,120706366,16398.22
Belgium,Europe,1987,65.59,189539514,6857.96
Belgium,Europe,1992,66.68,244647554,11387.66
Belgium,Europe,1997,67.33,173982309,30998.54
Belgium,Europe,2002,68.34,156076015,9023.46
Belgium,Europe,2007,69.27,161622723,45247.11
Bosnia,Europe,1952,69.52,46148954,6847.08
Bosnia,Europe,1957,71.31,50611772,7953.63
Bosnia,Europe,1962,73.18,55977013,7271.74
Bosnia,Europe,1967,74.17,66723602,12112.89
Bosnia,Europe,1972,76.02,78944118,12119.84
Bosnia,Europe,1977,76.75,85687782,11856.06
Bosnia,Europe,1982,78.0,82848059,9892.99
Bosnia,Europe,1987,80.52,114416278,23303.08
Bosnia,Europe,1992,81.14,94054117,8892.8
Bosnia,Europe,1997,82.0,78245022,12064.32
Bosnia,Europe,2002,82.0,154584638,19365.77
Bosnia,Europe,2007,82.0,178935156,14408.96
Bulgaria,Europe,1952,63.23,50560960,4860.05
Bulgaria,Europe,1957,64.18,58779062,5262.19
Bulgaria,Europe,1962,65.42,68023028,6931.86
Bulgaria,Europe,1967,65.62,79514847,8004.44
Bulgaria,Europe,1972,67.1,89567022,5395.23
Bulgaria,Europe,1977,68.52,80561729,8954.49
Bulgaria,Europe,1982,69.26,113165983,12328.66
Bulgaria,Europe,1987,71.35,113524286,9674.44
Bulgaria,Europe,1992,72.25,91504369,20389.4
Bulgaria,Europe,1997,73.15,174539600,7658.73
Bulgaria,Europe,2002,73.88,122321696,10117.24
Bulgaria,Europe,2007,75.14,254567398,41095.65
Croatia,Europe,1952,64.36,19309197,13585.17
Croatia,Europe,1957,65.89,19822928,14848.58
Croatia,Europe,1962,67.37,22363986,16361.65
Croatia,Europe,1967,68.51,26985776,15504.44
Croatia,Europe,1972,69.2,29378315,22488.82
Croatia,Europe,1977,70.45,24763688,18430.48
Croatia,Europe,1982,70.98,33672465,16562.14
Croatia,Europe,1987,72.04,33290487,26488.57
Croatia,Europe,1992,73.62,31792661,56974.38
Croatia,Europe,1997,74.41,66252609,22912.13
Croatia,Europe,2002,75.81,60675272,90327.91
Croatia,Europe,2007,78.23,90785926,59407.53
Czech Republic,Europe,1952,61.45,79443596,6486.43
Czech Republic,Europe,1957,61.37,91639880,7062.28
Czech Republic,Europe,1962,61.78,102697714,6890.89
Czech Republic,Europe,1967,63.43,95240219,9012.76
Czech Republic,Europe,1972,62.75,126683652,7881.59
Czech Republic,Europe,1977,63.0,114175128,16400.54
Czech Republic,Europe,1982,64.62,147224978,19890.26
Czech Republic,Europe,1987,65.24,159246330,24825.12
Czech Republic,Europe,1992,65.16,154696905,20333.88
Czech Republic,Europe,1997,66.5,143455821,17651.9
Czech Republic,Europe,2002,66.95,150381700,33022.1
Czech Republic,Europe,2007,66.45,199481024,47242.54
Denmark,Europe,1952,68.36,30282399,4203.49
Denmark,Europe,1957,69.81,33119407,5092.19
Denmark,Europe,1962,70.92,41265283,5742.7
Denmark,Europe,1967,70.68,45238296,5855.81
Denmark,Europe,1972,72.23,39608027,6128.08
Denmark,Europe,1977,72.87,63254827,8086.63
Denmark,Europe,1982,74.38,68803102,12789.64
Denmark,Europe,1987,74.54,74506586,9146.61
Denmark,Europe,1992,74.91,53528288,14252.39
Denmark,Europe,1997,75.63,54237981,13360.21
Denmark,Europe,2002,76.4,64410371,26727.05
Denmark,Europe,2007,77.3,83103072,5666.6
Finland,Europe,1952,68.05,62974355,9400.26
Finland,Europe,1957,69.62,68936865,10834.76
Finland,Europe,1962,70.34,83108417,12020.76
Finland,Europe,1967,71.67,95243384,13801.33
Finland,Europe,1972,72.11,96060025,19670.0
Finland,Europe,1977,72.1,119321812,16429.03
Finland,Europe,1982,71.7,153017117,19316.8
Finland,Europe,1987,72.84,104698399,16319.02
Finland,Europe,1992,74.27,140780942,17566.1
Finland,Europe,1997,74.42,97647433,11715.91
Finland,Europe,2002,74.49,213178397,16429.25
Finland,Europe,2007,76.04,220644884,13916.73
France,Europe,1952,61.91,73198404,5868.49
France,Europe,1957,63.2,79879778,6670.87
France,Europe,1962,63.82,91303551,7774.02
France,Europe,1967,64.61,97323265,8486.66
France,Europe,1972,65.01,105908857,13108.27
France,Europe,1977,65.88,106844348,14475.47
France,Europe,1982,66.38,118541705,9624.65
France,Europe,1987,67.46,127428187,8373.07
France,Europe,1992,69.12,126655133,14749.42
France,Europe,1997,69.58,269636953,29891.04
France,Europe,2002,68.77,140632924,21163.43
France,Europe,2007,70.44,172479458,8631.88
Germany,Europe,1952,64.23,58911872,12641.63
Germany,Europe,1957,64.59,62687162,14254.29
Germany,Europe,1962,65.53,65987881,13709.87
Germany,Europe,1967,65.89,75178665,21577.67
Germany,Europe,1972,68.17,93392792,16330.9
Germany,Europe,1977,67.3,98566002,23868.53
Germany,Europe,1982,67.56,106642404,15417.26
Germany,Europe,1987,68.05,94839159,37443.32
Germany,Europe,1992,68.83,132470641,34835.64
Germany,Europe,1997,70.08,137274189,25562.98
Germany,Europe,2002,69.81,228094202,33405.75
Germany,Europe,2007,69.99,159215581,60417.16
Greece,Europe,1952,60.92,66591469,8134.99
Greece,Europe,1957,61.28,70475600,8267.95
Greece,Europe,1962,62.22,80841757,8888.05
Greece,Europe,1967,63.46,90127704,11680.54
Greece,Europe,1972,63.93,86772419,12674.4
Greece,Europe,1977,62.94,109803019,9392.67
Greece,Europe,1982,64.19,138101071,15013.61
Greece,Europe,1987,65.44,118208364,10026.48
Greece,Europe,1992,65.85,170374599,35986.98
Greece,Europe,1997,65.08,236099142,22975.26
Greece,Europe,2002,67.23,204825612,42104.43
Greece,Europe,2007,66.62,258472698,13802.12
Hungary,Europe,1952,67.0,49123487,11199.98
Hungary,Europe,1957,68.6,54675044,13048.42
Hungary,Europe,1962,70.66,54195244,11787.93
Hungary,Europe,1967,72.59,68793545,19104.96
Hungary,Europe,1972,72.52,76022068,21865.55
Hungary,Europe,1977,74.18,69866747,15746.89
Hungary,Europe,1982,74.5,100537702,19956.15
Hungary,Europe,1987,77.87,109970497,18558.45
Hungary,Europe,1992,79.77,100079142,28306.27
Hungary,Europe,1997,80.99,141788440,35926.28
Hungary,Europe,2002,81.92,105748626,61874.91
Hungary,Europe,2007,82.0,105052587,58763.68
Iceland,Europe,1952,62.05,15521050,6904.95
Iceland,Europe,1957,62.91,17435985,7354.65
Iceland,Europe,1962,64.21,19161828,7595.51
Iceland,Europe,1967,64.47,23037623,8028.93
Iceland,Europe,1972,64.87,20057445,9876.99
Iceland,Europe,1977,65.77,19635185,13033.75
Iceland,Europe,1982,67.33,30428347,19071.97
Iceland,Europe,1987,67.61,33553841,10724.85
Iceland,Europe,1992,69.2,28244484,21569.08
Iceland,Europe,1997,69.81,45077337,11375.2
Iceland,Europe,2002,70.68,30054250,20152.55
Iceland,Europe,2007,70.97,53292190,28182.58
Ireland,Europe,1952,65.4,31953644,4172.84
Ireland,Europe,1957,68.13,33811595,4243.52
Ireland,Europe,1962,68.15,37937794,4698.39
Ireland,Europe,1967,70.48,37412537,6821.41
Ireland,Europe,1972,71.83,46764094,6032.37
Ireland,Europe,1977,74.15,55427655,7026.29
Ireland,Europe,1982,75.4,58315699,5502.9
Ireland,Europe,1987,76.05,83463056,7373.6
Ireland,Europe,1992,77.69,50457071,14892.77
Ireland,Europe,1997,78.08,96960788,20109.07
Ireland,Europe,2002,80.73,57319524,5474.41
Ireland,Europe,2007,81.42,92541880,21800.83
Italy,Europe,1952,62.32,6657085,4843.45
Italy,Europe,1957,63.48,7311682,5523.8
Italy,Europe,1962,64.65,7821103,5286.17
Italy,Europe,1967,64.82,8129342,5460.39
Italy,Europe,1972,66.57,11659426,6098.0
Italy,Europe,1977,66.65,12064366,11175.84
Italy,Europe,1982,68.65,11966361,5631.72
Italy,Europe,1987,69.48,16534220,7766.25
Italy,Europe,1992,70.98,14739079,17623.59
Italy,Europe,1997,71.39,15629852,17766.23
Italy,Europe,2002,72.59,18238550,16078.71
Italy,Europe,2007,72.07,24040284,15784.78
Netherlands,Europe,1952,69.82,21056862,9441.41
Netherlands,Europe,1957,70.37,22947647,11811.72
Netherlands,Europe,1962,70.81,28442590,10237.79
Netherlands,Europe,1967,73.09,31781728,14371.43
Netherlands,Europe,1972,73.57,31257758,21012.43
Netherlands,Europe,1977,73.73,42985294,24782.19
Netherlands,Europe,1982,75.02,30434577,26825.42
Netherlands,Europe,1987,76.02,44770495,24121.54
Netherlands,Europe,1992,77.63,46894987,16152.42
Netherlands,Europe,1997,78.5,42591511,13644.38
Netherlands,Europe,2002,79.13,46599898,66667.68
Netherlands,Europe,2007,79.66,69383786,21245.44
Norway,Europe,1952,62.98,30983737,6158.95
Norway,Europe,1957,63.14,34533375,6610.04
Norway,Europe,1962,64.37,40185697,8689.57
Norway,Europe,1967,65.82,42472189,9809.15
Norway,Europe,1972,66.72,42857961,9009.22
Norway,Europe,1977,68.87,63058906,7631.43
Norway,Europe,1982,69.62,43483359,16159.75
Norway,Europe,1987,71.45,63592596,16940.45
Norway,Europe,1992,72.91,56670532,14368.91
Norway,Europe,1997,73.61,100834236,9208.22
Norway,Europe,2002,75.96,93998607,12441.83
Norway,Europe,2007,76.08,90148976,10307.19
Poland,Europe,1952,70.15,70944640,6249.94
Poland,Europe,1957,70.51,81370725,6709.0
Poland,Europe,1962,72.42,78776282,8934.21
Poland,Europe,1967,73.47,102915525,8560.42
Poland,Europe,1972,74.39,101016080,10916.68
Poland,Europe,1977,76.56,127333259,7602.45
Poland,Europe,1982,79.25,130136821,7329.05
Poland,Europe,1987,79.94,132792646,11040.56
Poland,Europe,1992,81.41,116850337,9843.35
Poland,Europe,1997,82.0,213790931,16196.55
Poland,Europe,2002,82.0,247698807,11074.76
Poland,Europe,2007,82.0,279529487,49678.32
Portugal,Europe,1952,60.71,12218716,8265.55
Portugal,Europe,1957,61.9,13691419,8891.85
Portugal,Europe,1962,63.31,16150198,9890.28
Portugal,Europe,1967,62.79,18943157,10849.82
Portugal,Europe,1972,64.37,17256467,14409.06
Portugal,Europe,1977,63.79,23173147,15809.7
Portugal,Europe,1982,66.12,19922858,13883.66
Portugal,Europe,1987,66.44,28927810,26343.76
Portugal,Europe,1992,67.45,38423901,34251.88
Portugal,Europe,1997,67.45,25499207,45337.67
Portugal,Europe,2002,67.44,45846879,57563.65
Portugal,Europe,2007,67.58,56194843,11380.12
Romania,Europe,1952,64.32,51819823,14776.44
Romania,Europe,1957,64.64,56640386,16599.54
Romania,Europe,1962,65.3,68553248,20620.61
Romania,Europe,1967,66.22,68122335,15814.51
Romania,Europe,1972,66.93,63902172,30654.81
Romania,Europe,1977,66.95,104268871,27647.14
Romania,Europe,1982,68.01,88894515,26918.02
Romania,Europe,1987,68.98,107468383,50870.31
Romania,Europe,1992,69.07,135685196,25182.99
Romania,Europe,1997,69.69,131169333,40746.48
Romania,Europe,2002,71.7,134231229,30215.93
Romania,Europe,2007,71.74,108970580,24875.64
Serbia,Europe,1952,65.65,20055470,5171.88
Serbia,Europe,1957,66.14,21517717,5609.98
Serbia,Europe,1962,66.57,22425855,7512.71
Serbia,Europe,1967,67.79,25860847,6082.67
Serbia,Europe,1972,68.94,26795039,8698.38
Serbia,Europe,1977,69.66,37485266,14174.47
Serbia,Europe,1982,70.06,32455725,15229.42
Serbia,Europe,1987,71.87,45353498,11301.66
Serbia,Europe,1992,72.24,50187431,9333.22
Serbia,Europe,1997,72.04,76945830,24954.63
Serbia,Europe,2002,73.65,34947824,7874.71
Serbia,Europe,2007,75.34,43415830,10014.76
Slovakia,Europe,1952,70.04,19721278,14404.11
Slovakia,Europe,1957,69.96,21914186,17029.54
Slovakia,Europe,1962,70.62,23372114,16272.82
Slovakia,Europe,1967,71.35,24373170,21971.59
Slovakia,Europe,1972,71.25,25351638,30687.69
Slovakia,Europe,1977,74.12,29966314,23920.01
Slovakia,Europe,1982,73.98,28737318,25720.18
Slovakia,Europe,1987,73.61,29048253,20349.29
Slovakia,Europe,1992,74.92,59065017,19803.13
Slovakia,Europe,1997,75.24,45001983,20731.51
Slovakia,Europe,2002,76.27,41767047,29865.76
Slovakia,Europe,2007,76.99,40558257,21445.58
Slovenia,Europe,1952,63.69,10502415,8458.38
Slovenia,Europe,1957,64.65,12144732,9144.15
Slovenia,Europe,1962,65.9,12240983,9882.46
Slovenia,Europe,1967,67.56,15607952,14158.96
Slovenia,Europe,1972,67.85,14942980,15318.95
Slovenia,Europe,1977,69.47,20959578,10938.37
Slovenia,Europe,1982,70.34,15663254,13090.06
Slovenia,Europe,1987,71.3,22127571,32444.2
Slovenia,Europe,1992,71.37,20321878,32589.59
Slovenia,Europe,1997,74.16,37495175,30887.3
Slovenia,Europe,2002,74.82,46227541,11583.95
Slovenia,Europe,2007,75.6,35997429,23009.48
Spain,Europe,1952,63.57,32226139,12525.37
Spain,Europe,1957,64.11,37718783,14753.54
Spain,Europe,1962,65.03,40140166,17259.7
Spain,Europe,1967,65.67,49197657,19216.45
Spain,Europe,1972,66.64,43743480,25487.22
Spain,Europe,1977,67.63,47938294,27334.3
Spain,Europe,1982,68.38,51937792,15245.88
Spain,Europe,1987,68.95,83832853,21348.29
Spain,Europe,1992,70.56,89671245,23539.74
Spain,Europe,1997,70.86,75121856,26227.48
Spain,Europe,2002,71.39,60465076,21311.03
Spain,Europe,2007,73.15,105822932,24984.23
Sweden,Europe,1952,61.99,39177732,5548.16
Sweden,Europe,1957,63.54,43423656,5772.42
Sweden,Europe,1962,63.84,52860574,7541.48
Sweden,Europe,1967,65.39,56193012,6782.42
Sweden,Europe,1972,67.26,51941706,7377.14
Sweden,Europe,1977,68.31,70302165,8427.06
Sweden,Europe,1982,70.06,72841798,13549.65
Sweden,Europe,1987,70.22,107088076,7074.27
Sweden,Europe,1992,72.15,66949245,13530.0
Sweden,Europe,1997,73.43,87174734,7821.74
Sweden,Europe,2002,75.12,174095717,7758.68
Sweden,Europe,2007,76.28,146083990,49664.93
Switzerland,Europe,1952,67.85,6713802,6528.99
Switzerland,Europe,1957,68.34,7200903,7503.69
Switzerland,Europe,1962,70.53,8955447,7211.33
Switzerland,Europe,1967,69.43,9939275,9038.91
Switzerland,Europe,1972,71.77,9203557,13674.49
Switzerland,Europe,1977,72.25,9028117,14644.15
Switzerland,Europe,1982,73.67,12202473,12862.8
Switzerland,Europe,1987,73.62,18252876,12310.58
Switzerland,Europe,1992,74.9,11972969,9794.35
Switzerland,Europe,1997,75.03,11722249,19115.21
Switzerland,Europe,2002,76.43,14699229,22871.11
Switzerland,Europe,2007,77.84,30085533,9901.35
Turkey,Europe,1952,69.91,54364796,7878.49
Turkey,Europe,1957,69.99,58589968,8631.86
Turkey,Europe,1962,71.98,63545270,10077.25
Turkey,Europe,1967,72.32,71004240,13085.53
Turkey,Europe,1972,75.17,78250734,12147.03
Turkey,Europe,1977,76.3,91763664,9451.07
Turkey,Europe,1982,77.07,111437811,13904.81
Turkey,Europe,1987,77.71,114767544,9974.42
Turkey,Europe,1992,80.68,152304966,22972.36
Turkey,Europe,1997,81.93,105453335,33944.25
Turkey,Europe,2002,82.0,243481173,24812.4
Turkey,Europe,2007,82.0,157256713,27603.75
United Kingdom,Europe,1952,68.03,14026162,11036.46
United Kingdom,Europe,1957,68.91,14650061,11656.33
United Kingdom,Europe,1962,70.35,15972920,11896.06
United Kingdom,Europe,1967,69.28,18064879,17931.44
United Kingdom,Europe,1972,70.28,18152731,12102.41
United Kingdom,Europe,1977,70.74,22474830,12503.65
United Kingdom,Europe,1982,71.99,33906759,27415.61
United Kingdom,Europe,1987,72.71,33185424,43556.46
United Kingdom,Europe,1992,73.32,28243865,49211.21
United Kingdom,Europe,1997,74.76,24826158,48113.35
United Kingdom,Europe,2002,75.15,45445613,44076.72
United Kingdom,Europe,2007,74.98,59157906,63948.9
Australia,Oceania,1952,65.09,10357767,7894.7
Australia,Oceania,1957,65.47,11904745,9325.58
Australia,Oceania,1962,66.2,13177847,8803.18
Australia,Oceania,1967,66.36,13537564,12149.92
Australia,Oceania,1972,67.63,17199355,12411.57
Australia,Oceania,1977,67.25,14762730,9862.64
Australia,Oceania,1982,68.49,18296585,9822.38
Australia,Oceania,1987,69.5,27504237,18523.96
Australia,Oceania,1992,70.28,15540680,10877.31
Australia,Oceania,1997,70.23,33381518,11548.16
Australia,Oceania,2002,70.98,28018584,17544.2
Australia,Oceania,2007,72.15,25438868,52674.84
New Zealand,Oceania,1952,72.03,11675896,18994.44
New Zealand,Oceania,1957,71.02,12698763,21210.04
New Zealand,Oceania,1962,72.52,14875065,21481.56
New Zealand,Oceania,1967,71.88,17024910,27997.22
New Zealand,Oceania,1972,72.57,21182620,40810.09
New Zealand,Oceania,1977,72.98,18791115,28639.85
New Zealand,Oceania,1982,73.55,24436376,23440.39
New Zealand,Oceania,1987,73.0,26856446,22922.22
New Zealand,Oceania,1992,73.39,21248375,43277.97
New Zealand,Oceania,1997,75.0,23981983,39867.56
New Zealand,Oceania,2002,74.31,28819682,62369.71
New Zealand,Oceania,2007,75.24,34654297,98497.93
Papua New Guinea,Oceania,1952,66.81,9277814,9092.04
Papua New Guinea,Oceania,1957,66.36,9969418,9249.31
Papua New Guinea,Oceania,1962,66.93,11248648,10600.71
Papua New Guinea,Oceania,1967,67.29,12842689,11648.8
Papua New Guinea,Oceania,1972,68.0,13367538,11465.74
Papua New Guinea,Oceania,1977,68.24,18410928,13914.71
Papua New Guinea,Oceania,1982,68.29,13887860,12613.65
Papua New Guinea,Oceania,1987,69.43,14544629,31905.0
Papua New Guinea,Oceania,1992,69.78,26897454,21505.19
Papua New Guinea,Oceania,1997,71.07,26510399,11895.14
Papua New Guinea,Oceania,2002,70.99,24424216,14055.07
Papua New Guinea,Oceania,2007,71.21,21757982,16985.24
Fiji,Oceania,1952,66.69,8224571,16575.84
Fiji,Oceania,1957,67.09,9262547,19360.21
Fiji,Oceania,1962,67.53,10848175,22223.08
Fiji,Oceania,1967,68.36,12458145,25297.29
Fiji,Oceania,1972,69.32,10185794,18747.07
Fiji,Oceania,1977,70.58,15180743,35111.8
Fiji,Oceania,1982,71.1,14173123,33504.07
Fiji,Oceania,1987,71.38,14581514,56017.59
Fiji,Oceania,1992,72.05,12700953,23158.73
Fiji,Oceania,1997,73.47,25207241,59920.69
Fiji,Oceania,2002,73.8,23853201,46981.89
Fiji,Oceania,2007,75.16,18054814,34385.7
