fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,type
7.2,0.42,0.36,0.1,0.064,-5,148,0.9922,3.49,0.51,11.2,7,white
7.5,0.25,0.41,10.0,0.051,67,174,0.9954,3.01,0.5,8.5,6,white
6.7,0.38,0.33,5.8,0.044,29,178,0.996,2.89,0.4,12.0,6,white
7.0,0.38,0.34,4.8,0.027,46,167,0.9987,3.05,0.58,10.7,7,white
7.0,0.5,0.31,6.1,0.065,38,116,0.9949,3.2,0.61,9.0,5,white
5.7,0.32,0.33,2.3,0.005,71,142,0.9909,3.29,0.64,8.7,6,white
6.3,0.18,0.18,7.8,0.067,17,137,0.9962,3.11,0.56,10.6,5,white
7.7,0.2,0.22,2.5,0.027,53,205,0.991,3.31,0.45,10.2,6,white
8.5,0.31,0.33,7.5,0.038,67,97,0.995,3.14,0.48,10.1,5,white
6.9,0.02,0.34,8.4,0.075,15,117,0.999,3.17,0.39,10.7,6,white
6.7,0.32,0.32,7.1,0.074,32,219,0.9947,3.18,0.51,11.5,7,white
6.4,0.34,0.2,3.8,0.053,41,197,0.9962,2.99,0.52,9.6,6,white
4.8,0.43,0.45,13.5,0.053,48,140,0.9895,3.13,0.54,7.9,6,white
8.2,0.1,0.37,-2.5,0.04,45,131,0.9981,3.18,0.64,10.6,7,white
6.2,0.17,0.36,8.8,0.067,53,178,0.986,3.11,0.5,10.5,5,white
5.4,0.29,0.33,15.1,0.058,36,184,0.9992,3.1,0.41,10.7,5,white
7.1,0.28,0.21,12.0,0.061,42,138,1.0003,3.22,0.47,9.8,6,white
6.8,0.28,0.13,0.8,0.024,15,221,0.9931,2.94,0.53,10.6,5,white
8.6,0.38,0.34,2.8,0.05,18,133,0.9926,3.35,0.57,12.1,7,white
7.3,0.31,0.25,5.9,0.043,34,147,0.9936,3.4,0.45,9.9,5,white
8.2,0.43,0.26,0.5,0.028,29,203,0.9975,3.15,0.45,9.9,6,white
7.5,0.4,0.41,2.8,0.046,47,133,0.9893,3.26,0.56,10.6,7,white
6.3,0.21,0.31,-1.1,0.078,4,216,0.9934,3.3,0.4,11.8,6,white
9.0,0.31,0.41,9.8,0.057,43,172,0.995,3.36,0.54,9.5,5,white
8.2,0.34,0.25,11.9,0.043,48,113,0.9988,3.19,0.59,10.8,5,white
7.3,0.47,0.29,2.9,0.037,-2,202,0.9911,3.33,0.49,9.1,6,white
7.8,0.3,0.31,4.6,0.037,64,118,0.9958,3.29,0.56,12.0,4,white
7.1,0.34,0.11,1.5,0.05,69,90,0.9948,3.1,0.37,9.1,7,white
7.0,0.23,0.24,9.3,0.045,54,140,0.9971,3.05,0.46,9.4,6,white
7.3,0.34,0.49,2.7,0.07,32,113,0.9968,3.03,0.39,9.6,6,white
8.6,0.17,0.25,1.5,0.036,31,128,0.9921,2.97,0.55,10.3,6,white
7.9,0.22,0.35,10.1,0.069,25,119,1.0032,3.14,0.22,8.7,6,white
6.9,0.41,0.24,12.5,0.036,35,102,0.9986,3.22,0.58,12.0,6,white
7.0,0.37,0.24,7.0,0.07,28,69,0.9907,3.08,0.42,10.4,6,white
5.5,0.42,0.36,-2.2,0.095,41,173,0.9919,3.1,0.4,10.0,7,white
7.0,0.51,0.19,12.1,0.096,36,165,0.9963,3.03,0.63,10.6,6,white
7.4,0.38,0.42,-1.8,0.073,45,164,0.9926,3.32,0.47,11.3,6,white
7.2,0.31,0.42,-0.0,0.094,29,150,0.9936,3.22,0.44,9.6,6,white
7.0,0.23,0.4,4.4,0.025,18,102,0.9992,3.26,0.52,12.0,6,white
6.3,0.23,0.08,7.8,0.026,55,156,0.9975,3.14,0.51,10.4,5,white
7.6,0.28,0.33,4.1,0.049,18,113,0.993,3.14,0.48,9.3,6,white
7.7,0.28,0.55,13.0,0.06,32,107,0.9933,3.19,0.61,8.6,6,white
6.9,0.37,0.11,7.7,0.045,33,56,0.9879,2.98,0.24,9.7,5,white
6.9,0.19,0.52,6.6,0.049,37,181,0.9954,3.19,0.37,8.5,6,white
6.8,0.22,0.03,-0.4,0.067,33,106,0.9876,3.15,0.38,8.7,5,white
7.1,0.32,0.4,13.2,0.042,29,164,0.9909,2.98,0.67,9.3,8,white
7.3,0.13,0.13,5.6,0.034,39,82,0.9904,3.11,0.64,12.3,6,white
5.5,0.43,0.35,1.2,0.057,19,107,0.9971,3.13,0.51,12.1,6,white
6.5,0.37,0.46,3.1,0.054,32,188,0.995,3.07,0.48,10.6,4,white
5.8,0.3,0.17,13.4,0.037,37,176,0.9958,3.39,0.45,9.7,7,white
6.4,0.18,0.58,7.7,0.036,5,192,0.9898,3.35,0.6,11.5,5,white
7.9,0.27,0.19,5.3,0.06,57,119,0.9979,3.16,0.36,10.9,4,white
6.0,0.35,0.37,3.6,0.031,71,94,0.9941,3.24,0.59,10.9,6,white
5.5,0.22,0.2,8.9,0.015,46,157,0.9902,3.14,0.67,10.8,4,white
5.7,0.12,0.48,-0.8,0.017,29,72,0.9928,3.18,0.51,11.7,6,white
7.1,0.33,0.54,7.1,0.019,30,113,0.9993,3.3,0.52,9.8,6,white
7.5,0.31,0.28,3.9,0.02,18,106,0.9918,3.04,0.51,10.7,4,white
6.9,0.23,0.52,-0.8,0.055,62,203,0.9951,3.12,0.44,11.1,5,white
5.1,0.51,0.36,4.6,0.039,13,111,0.9942,3.2,0.31,9.4,6,white
6.3,0.2,0.29,-1.1,0.06,51,146,0.992,3.03,0.51,12.3,7,white
8.2,0.42,0.2,3.4,0.049,27,83,0.9957,3.24,0.42,9.5,5,white
6.9,0.35,0.24,-4.8,0.045,58,183,0.9955,3.36,0.39,10.2,7,white
5.1,0.32,0.44,3.0,0.05,47,169,0.9936,3.3,0.47,10.7,7,white
6.2,0.51,0.24,0.2,0.062,50,121,0.9935,3.3,0.57,10.3,5,white
5.1,0.4,0.41,6.0,0.03,38,181,0.9911,3.07,0.54,9.1,5,white
6.4,0.21,0.29,5.4,0.057,64,199,0.9892,3.19,0.53,11.0,5,white
6.9,0.22,0.52,7.7,0.054,8,120,0.9966,3.34,0.56,9.0,6,white
6.7,0.2,0.25,12.5,0.068,6,186,0.992,3.03,0.53,11.3,5,white
6.5,0.31,0.13,12.6,0.001,9,138,0.9954,3.0,0.59,12.7,6,white
8.6,0.21,0.18,4.5,0.059,27,81,0.995,3.19,0.61,11.2,6,white
7.0,0.07,0.39,6.4,0.057,23,154,0.9943,3.16,0.59,10.0,7,white
6.6,0.23,0.32,1.2,0.03,26,116,1.0,3.37,0.41,12.3,6,white
7.5,0.37,0.33,5.5,0.035,63,84,0.99,3.35,0.58,9.0,5,white
7.5,0.42,0.41,13.3,0.03,25,148,0.9932,3.2,0.44,9.8,5,white
7.2,0.37,0.19,1.7,0.038,51,155,0.9939,3.16,0.38,11.6,5,white
9.2,0.27,0.25,16.4,0.062,37,223,0.9956,3.14,0.42,10.8,7,white
6.2,0.39,0.28,-3.8,0.035,54,133,0.9936,3.03,0.39,11.3,6,white
7.9,0.48,0.35,7.2,0.081,42,86,0.9917,3.1,0.58,9.5,7,white
7.8,0.33,0.23,2.0,0.023,41,119,0.9897,3.0,0.52,8.9,7,white
5.6,0.29,0.27,-5.4,0.004,31,183,0.993,3.16,0.61,10.2,5,white
7.3,0.46,0.27,11.1,0.023,20,219,0.9904,3.11,0.61,10.0,7,white
6.0,0.22,0.14,6.8,0.042,8,176,0.9963,3.26,0.48,10.7,7,white
6.9,0.36,0.27,8.6,0.051,46,157,0.9898,3.34,0.57,11.6,7,white
7.9,-0.03,0.38,2.5,0.054,67,120,0.9946,3.26,0.33,9.7,6,white
7.0,0.24,0.19,10.4,0.02,26,117,0.9986,3.26,0.39,10.2,7,white
5.0,0.06,0.15,4.1,0.044,35,160,0.9977,3.32,0.33,11.0,6,white
7.5,0.36,0.29,11.3,0.038,18,148,0.9948,3.2,0.39,8.0,5,white
5.5,0.2,0.25,3.9,0.075,33,72,0.9935,3.52,0.4,11.4,6,white
6.5,0.35,0.1,11.3,0.035,30,86,0.9966,3.29,0.43,8.2,4,white
7.9,0.22,0.1,8.5,0.055,24,128,0.9991,3.12,0.44,9.2,5,white
5.9,0.23,0.44,14.1,0.05,18,141,0.9911,3.11,0.41,12.5,5,white
7.3,0.22,0.24,8.5,0.076,53,112,0.9898,3.07,0.37,11.1,5,white
6.2,0.34,0.43,12.2,0.057,53,153,0.9908,3.19,0.6,11.5,5,white
5.0,0.32,0.4,8.1,0.023,59,150,0.9925,2.98,0.47,9.4,4,white
6.2,0.19,0.53,11.0,0.091,50,155,0.9933,3.16,0.55,9.8,5,white
6.3,0.27,0.36,6.9,0.051,20,176,0.9992,2.8,0.41,10.1,6,white
5.8,0.21,0.25,6.8,0.077,25,92,0.9946,3.38,0.37,11.0,4,white
6.9,0.24,0.41,13.0,0.054,41,144,0.9927,3.18,0.6,11.4,5,white
6.9,0.23,0.07,6.9,0.047,22,147,0.999,3.56,0.62,11.2,6,white
6.5,0.23,0.44,-1.6,0.051,61,168,0.9936,3.19,0.52,10.7,4,white
6.5,0.35,0.55,8.4,0.006,35,138,0.9967,3.17,0.48,10.6,5,white
7.4,0.35,0.19,13.3,0.023,20,102,0.9912,3.03,0.67,10.4,6,white
5.7,0.13,0.3,6.8,0.054,46,136,0.9978,3.16,0.61,10.0,7,white
7.9,0.26,0.34,6.3,0.084,49,137,0.9934,3.48,0.46,8.7,7,white
6.3,0.54,0.28,3.8,0.025,43,141,0.9931,3.23,0.38,9.9,6,white
6.5,0.41,0.31,3.4,0.06,50,200,0.9885,3.36,0.65,12.5,7,white
6.1,0.5,0.23,2.1,0.068,42,114,0.9922,3.2,0.22,10.1,8,white
5.9,0.18,0.25,5.3,0.059,63,149,0.99,3.42,0.48,10.1,6,white
7.7,0.25,0.68,-0.6,0.035,53,60,0.9946,3.31,0.44,10.2,5,white
6.1,0.2,0.34,-3.6,0.052,24,103,0.991,3.08,0.41,9.9,6,white
7.3,0.29,0.02,6.0,0.005,24,117,0.989,3.28,0.4,10.1,6,white
7.2,0.31,0.26,10.5,0.091,33,123,0.9958,3.36,0.48,9.4,6,white
6.6,0.34,0.28,-1.6,0.097,35,182,0.9917,2.88,0.61,10.7,4,white
7.8,0.24,0.52,17.8,0.05,24,182,0.9916,3.09,0.4,11.3,6,white
6.9,0.22,0.5,11.0,0.043,18,54,1.0016,2.94,0.66,9.3,6,white
5.0,0.19,0.34,7.6,0.053,31,129,0.9921,3.33,0.45,11.4,6,white
6.3,0.27,0.19,14.4,0.081,24,181,0.997,3.28,0.34,10.9,6,white
9.2,0.34,0.36,4.3,0.05,36,149,0.9904,3.17,0.4,9.0,5,white
6.9,0.36,0.22,6.6,0.03,-4,133,0.9949,3.18,0.43,11.6,6,white
6.8,0.41,0.37,-1.7,0.059,54,119,0.9958,3.23,0.43,10.9,5,white
7.7,0.32,0.45,7.0,0.051,30,13,0.9886,3.24,0.37,9.3,5,white
8.1,0.36,0.26,9.4,0.05,41,139,0.99,3.55,0.56,10.2,7,white
6.1,0.14,0.35,5.0,0.055,-5,66,0.9976,3.16,0.56,11.7,4,white
6.9,0.39,0.42,5.2,0.031,37,129,0.9927,3.21,0.47,10.6,6,white
6.8,0.4,0.39,0.5,0.03,33,193,0.9942,3.28,0.36,9.9,6,white
5.6,0.46,0.13,14.2,0.004,34,164,0.9972,3.33,0.42,10.8,7,white
6.7,0.5,0.32,-2.8,0.039,39,100,0.9979,3.21,0.49,9.7,6,white
7.0,0.17,-0.03,15.1,0.036,26,143,0.9921,3.24,0.34,10.2,6,white
6.7,0.38,0.37,2.4,0.034,42,194,0.9939,3.19,0.35,10.4,7,white
8.6,0.25,0.43,-2.2,0.066,-10,127,0.9924,3.15,0.46,12.5,6,white
7.5,0.24,0.38,5.3,0.084,40,157,0.9934,3.63,0.32,9.6,7,white
7.1,0.25,0.37,5.4,0.018,38,156,0.9921,3.21,0.56,11.9,7,white
6.9,0.24,0.37,6.9,0.071,62,144,0.9927,3.43,0.5,7.2,6,white
7.5,0.27,0.4,3.0,0.032,40,124,0.9999,3.15,0.64,10.3,7,white
6.7,0.24,0.22,14.4,0.041,-4,234,0.9924,3.04,0.35,10.9,5,white
5.5,0.33,0.25,9.7,0.033,27,204,0.9859,2.98,0.41,11.5,7,white
5.8,0.36,0.34,6.8,0.028,27,143,0.9932,3.14,0.57,11.1,4,white
7.1,0.4,0.48,4.9,0.074,34,125,0.9886,2.89,0.57,7.1,7,white
7.9,0.34,0.39,19.4,0.028,29,159,0.995,3.39,0.31,12.0,8,white
6.5,0.28,0.42,4.9,0.076,36,223,0.9934,3.16,0.66,9.3,6,white
7.6,0.36,0.29,5.9,0.059,19,153,1.0003,3.22,0.4,9.4,6,white
7.2,0.39,0.34,4.4,0.058,62,184,0.997,3.05,0.64,8.6,7,white
7.8,0.35,0.32,12.4,0.029,33,104,0.9875,2.98,0.46,11.2,6,white
5.9,0.34,0.18,6.8,0.095,72,160,0.99,3.03,0.59,11.0,4,white
5.9,0.56,0.37,1.8,0.046,12,206,0.993,3.37,0.26,10.0,6,white
8.4,0.23,0.31,9.0,0.027,28,183,0.9947,3.33,0.93,9.1,5,white
5.4,0.38,0.44,9.8,0.04,48,195,0.9967,3.17,0.49,10.8,6,white
7.2,0.3,0.15,3.1,0.04,10,131,0.9957,3.01,0.63,8.4,5,white
8.2,0.12,0.27,9.3,0.043,56,118,0.9955,3.2,0.5,14.0,7,white
7.2,0.11,0.11,17.4,0.051,38,183,0.9924,3.37,0.53,10.6,6,white
8.1,0.1,0.38,14.4,0.04,38,109,0.9929,3.48,0.6,12.2,5,white
8.0,0.29,0.43,12.4,0.023,58,203,0.995,3.53,0.68,11.4,6,white
7.6,0.13,0.38,7.2,0.019,27,182,0.9949,3.24,0.49,10.2,6,white
7.2,0.28,0.57,6.9,0.048,26,222,0.9954,3.08,0.67,9.6,7,white
5.9,0.3,0.4,12.2,-0.005,28,119,0.9913,3.23,0.49,11.7,6,white
5.6,0.24,0.22,-2.6,0.087,30,99,0.9938,3.08,0.56,10.5,7,white
6.7,0.26,0.48,5.6,0.04,14,168,0.9969,3.38,0.52,11.8,5,white
5.3,0.38,0.58,2.7,0.064,42,151,0.9922,3.4,0.51,10.4,6,white
7.4,0.2,0.41,3.2,0.041,29,99,0.9955,3.16,0.47,12.6,7,white
8.9,0.29,0.24,8.3,0.076,32,173,0.9913,3.3,0.46,11.1,6,white
6.9,0.06,0.25,9.2,0.028,32,214,0.9938,3.37,0.47,9.6,4,white
7.2,0.31,0.37,2.3,0.089,49,215,0.9958,3.01,0.6,11.7,6,white
5.8,0.42,0.28,-2.1,0.047,41,136,0.9964,3.36,0.62,10.9,5,white
6.7,0.37,0.46,11.9,0.013,43,86,0.9914,3.22,0.27,9.8,7,white
6.9,0.26,0.3,7.9,0.03,32,112,0.9846,3.12,0.45,10.1,6,white
6.6,0.24,0.43,5.4,0.05,44,99,0.9981,2.99,0.3,9.5,7,white
7.2,0.45,0.41,1.5,0.034,69,106,0.9978,3.25,0.51,9.6,5,white
6.3,0.35,0.16,8.1,0.071,55,149,0.9881,3.29,0.35,11.3,5,white
7.0,0.29,0.32,2.2,0.021,19,104,0.9955,3.52,0.35,12.3,5,white
7.3,0.35,0.45,3.7,0.023,55,68,0.9943,3.07,0.45,11.0,6,white
8.0,0.23,0.31,10.9,0.026,43,98,0.9981,3.37,0.32,10.3,6,white
6.9,0.27,0.37,9.3,0.05,36,202,0.9978,3.39,0.55,10.2,7,white
6.3,0.21,0.35,8.7,0.057,49,170,0.9968,3.13,0.51,10.8,6,white
6.7,0.37,0.23,11.6,0.019,47,94,0.993,3.34,0.41,11.0,5,white
7.2,0.19,0.54,0.7,0.062,39,161,0.9868,2.99,0.54,9.2,7,white
6.1,0.23,0.24,11.0,0.062,29,139,0.9953,3.49,0.44,10.2,5,white
6.2,0.33,0.22,11.0,0.046,23,127,0.9906,3.17,0.5,11.0,7,white
7.0,0.03,0.46,12.5,0.025,49,126,0.9886,3.08,0.78,9.4,8,white
5.1,0.2,0.26,8.3,0.052,41,196,1.0027,3.18,0.46,12.4,5,white
6.7,0.19,0.34,6.8,0.031,31,101,0.9918,3.21,0.5,13.8,4,white
6.5,0.3,0.38,9.4,0.053,35,147,0.9956,3.06,0.57,11.8,6,white
7.3,0.3,0.45,12.2,0.031,29,119,0.9966,3.38,0.81,9.4,6,white
6.1,0.48,0.08,6.6,0.032,18,85,0.9953,3.25,0.42,11.2,6,white
6.5,0.19,0.31,11.1,0.016,56,182,0.9854,3.21,0.45,11.3,7,white
6.8,0.13,0.29,-10.1,0.054,38,193,0.9985,3.03,0.55,9.6,6,white
6.2,0.4,0.32,-2.4,0.041,3,142,0.9939,3.31,0.44,9.7,5,white
6.0,0.22,0.42,11.6,0.063,48,177,0.9953,3.33,0.52,9.5,5,white
6.3,0.29,0.51,8.2,0.081,41,118,0.9918,3.27,0.7,10.0,5,white
5.0,0.23,0.35,8.6,0.033,45,171,0.9913,3.18,0.46,9.0,6,white
6.0,0.34,0.24,4.1,0.018,54,137,0.9914,3.13,0.44,9.9,5,white
7.3,0.31,0.36,-2.3,0.056,33,107,0.9916,3.23,0.69,11.3,6,white
5.5,0.24,0.4,12.5,0.076,38,133,0.9922,3.22,0.44,9.5,5,white
5.9,0.28,0.36,10.1,0.025,13,138,0.9977,3.33,0.52,11.7,7,white
6.6,0.23,0.46,12.8,0.027,26,159,0.9927,3.26,0.28,9.2,5,white
7.4,0.29,0.25,-4.1,0.038,51,37,0.9956,2.93,0.56,11.3,5,white
5.8,0.23,0.26,11.7,0.081,35,121,0.9922,3.26,0.52,11.2,6,white
6.3,0.43,0.35,11.3,0.03,29,190,0.9952,3.13,0.33,10.5,5,white
8.0,0.25,0.47,9.3,0.058,40,134,0.9939,3.03,0.49,10.1,5,white
7.0,0.23,0.54,6.8,0.043,20,84,0.9921,2.99,0.59,10.6,6,white
7.4,0.1,0.39,3.1,0.074,26,182,0.9898,3.08,0.43,11.5,6,white
5.9,0.17,0.37,9.3,0.055,49,163,0.9951,2.92,0.43,9.3,5,white
6.3,0.34,0.22,4.2,0.062,6,105,0.991,3.15,0.62,10.5,6,white
7.7,0.26,0.42,10.1,0.042,27,81,0.9955,3.37,0.48,10.0,6,white
7.1,0.25,0.19,4.1,0.026,37,169,0.9893,3.19,0.57,10.6,5,white
7.3,0.35,0.46,5.1,0.059,42,123,0.9918,2.99,0.63,10.1,7,white
7.4,0.41,0.35,2.1,0.06,21,14,0.9874,3.03,0.4,11.5,6,white
7.5,0.2,0.35,6.3,0.032,44,87,0.9909,3.54,0.4,8.8,5,white
6.5,0.26,0.49,6.6,0.041,36,123,0.9926,3.22,0.53,10.2,5,white
5.9,0.07,0.35,12.8,0.057,57,215,0.9979,3.23,0.4,10.5,5,white
6.2,0.38,0.29,7.1,0.006,46,169,0.9983,3.2,0.49,9.4,7,white
6.5,0.56,0.36,-7.9,0.037,31,72,0.997,2.92,0.53,8.6,5,white
4.9,0.24,0.23,19.2,0.048,54,108,0.9957,2.93,0.57,11.6,5,white
7.2,0.24,0.36,3.4,0.043,36,200,0.9945,3.02,0.45,10.0,5,white
7.6,0.27,0.31,-2.0,0.056,42,89,0.9921,3.09,0.69,9.4,6,white
6.9,0.3,0.25,11.9,0.003,26,169,0.9933,3.05,0.78,10.7,6,white
6.3,0.31,0.62,10.8,0.047,20,102,0.9919,3.17,0.4,9.7,5,white
6.9,0.31,0.31,4.7,0.014,10,122,0.9972,3.34,0.78,9.7,4,white
5.4,0.14,0.26,0.2,0.063,26,62,0.9927,3.39,0.43,10.3,6,white
5.3,0.27,0.13,7.7,0.039,35,126,0.9973,3.11,0.33,10.0,5,white
8.3,0.34,0.24,4.4,0.025,25,126,0.9898,3.16,0.5,12.1,5,white
5.1,0.16,0.42,6.6,0.018,40,122,0.9986,3.25,0.54,10.9,7,white
7.5,0.14,0.15,6.8,0.059,32,223,0.9917,3.22,0.43,9.4,7,white
8.0,0.22,0.19,-3.3,0.046,35,174,0.9927,3.2,0.46,12.1,5,white
6.8,0.3,0.45,3.5,0.058,56,102,0.9948,3.29,0.57,10.2,5,white
6.8,0.34,0.29,4.1,0.04,60,97,0.9898,3.31,0.3,12.5,6,white
7.0,0.36,0.27,6.0,0.004,10,173,0.9939,3.33,0.48,9.3,6,white
5.0,0.19,0.34,6.5,0.076,16,91,0.9926,3.2,0.36,9.8,7,white
6.3,0.09,0.47,-2.0,0.057,38,119,0.9975,3.32,0.44,8.6,7,white
8.0,0.44,0.22,3.2,0.066,29,182,0.992,2.77,0.67,9.8,6,white
6.9,0.4,0.56,5.0,0.011,10,120,0.9982,3.21,0.52,14.9,6,white
6.7,0.24,0.34,5.2,0.105,42,109,0.9943,3.29,0.75,10.2,5,white
6.9,0.36,0.32,11.7,0.063,17,109,0.9916,3.03,0.43,11.2,5,white
6.2,0.31,0.41,10.0,0.1,47,101,0.9948,3.36,0.63,9.7,6,white
5.8,0.26,0.07,20.6,0.047,52,183,0.9944,2.87,0.59,10.3,8,white
7.6,0.46,0.36,0.9,0.054,55,146,0.9908,2.92,0.3,10.6,6,white
6.0,0.21,0.35,11.1,0.055,23,126,0.9926,3.2,0.42,11.5,8,white
8.7,0.14,0.55,8.1,0.017,36,131,0.9942,2.81,0.65,10.1,7,white
6.6,0.29,0.61,4.8,0.055,54,168,0.9977,3.2,0.54,11.8,4,white
7.1,0.22,0.35,8.2,0.051,0,117,0.998,3.39,0.4,9.6,6,white
8.2,0.3,0.34,12.4,0.048,16,138,0.993,3.19,0.31,10.3,4,white
7.2,0.25,0.31,4.9,0.042,44,98,0.9966,3.08,0.28,10.0,6,white
5.7,0.21,0.33,11.7,0.045,61,205,0.999,3.34,0.59,11.0,5,white
6.3,0.26,0.28,7.9,0.081,-6,156,0.9926,2.86,0.36,10.9,6,white
5.4,0.13,0.45,6.8,0.036,16,83,0.9922,3.26,0.67,12.5,5,white
6.6,0.13,0.5,18.5,0.041,29,114,0.9935,3.19,0.6,11.7,6,white
5.9,0.25,0.48,1.8,0.061,37,111,0.9968,2.96,0.2,10.6,8,white
6.6,0.32,0.49,10.0,0.055,68,130,0.9959,3.13,0.54,9.9,8,white
8.0,0.11,0.39,12.1,0.054,52,216,0.9937,3.19,0.41,10.1,5,white
8.2,0.33,0.42,8.7,0.044,43,118,0.9957,3.23,0.48,9.8,6,white
5.3,0.23,0.42,5.0,0.021,11,130,0.9897,3.46,0.5,10.4,7,white
5.3,0.32,0.15,7.7,0.019,35,107,0.9906,3.15,0.46,12.1,6,white
6.9,0.3,0.3,-0.5,0.052,49,144,0.9962,3.14,0.53,11.9,5,white
6.6,0.38,0.26,2.0,0.033,16,108,0.988,3.1,0.35,12.3,7,white
5.7,0.27,0.32,10.8,0.052,28,106,0.9918,3.08,0.58,9.2,5,white
6.6,0.12,0.31,3.6,0.047,33,117,0.9975,3.47,0.31,11.6,6,white
6.8,0.48,0.4,0.9,0.079,24,141,0.9949,3.35,0.45,9.5,6,white
6.5,0.29,0.28,8.4,0.038,47,130,0.9967,2.97,0.46,11.0,6,white
7.8,0.3,0.05,3.9,0.061,50,135,0.9937,3.22,0.66,10.2,5,white
7.7,0.27,0.37,9.0,0.02,21,173,1.0015,3.12,0.37,11.1,6,white
6.7,0.42,0.3,16.0,0.058,17,84,0.9994,3.22,0.53,12.1,6,white
7.9,0.16,0.39,5.8,0.063,34,144,0.9923,2.81,0.57,10.2,6,white
7.6,0.14,0.19,4.2,0.069,41,187,0.9864,2.94,0.57,9.7,6,white
6.9,0.21,0.38,1.1,0.037,67,185,0.9924,3.16,0.46,9.8,6,white
4.6,0.32,0.23,2.4,0.065,36,144,1.0021,3.3,0.55,12.0,7,white
5.6,0.21,0.13,4.3,0.079,29,165,0.9942,3.17,0.65,10.9,6,white
6.4,0.2,0.29,-1.2,0.036,22,190,0.9899,3.01,0.4,9.3,5,white
7.2,0.17,0.12,11.4,0.051,38,105,0.9949,3.26,0.45,11.0,6,white
5.7,0.37,0.25,4.8,0.056,31,122,0.9928,3.15,0.5,11.5,6,white
7.7,0.32,0.34,9.2,0.035,49,113,0.9907,3.15,0.4,13.9,5,white
8.0,0.36,0.17,8.5,0.04,39,128,0.9886,3.06,0.67,9.1,5,white
7.2,0.23,0.37,8.9,0.034,34,102,0.9923,3.41,0.46,10.6,6,white
7.2,0.27,0.16,5.2,0.051,19,119,0.9935,3.15,0.47,9.6,5,white
7.4,0.36,0.21,10.9,0.031,43,160,0.9971,3.35,0.38,12.0,7,white
7.1,0.2,0.2,11.4,0.024,33,121,0.9939,3.15,0.54,9.8,5,white
6.9,0.38,0.4,7.7,0.088,47,144,0.9945,2.93,0.57,9.8,4,white
6.7,0.32,0.35,0.3,0.058,11,105,0.9905,3.24,0.36,11.0,7,white
7.6,0.41,0.27,12.9,0.023,40,172,0.9925,3.27,0.56,10.0,6,white
7.5,0.37,0.07,3.6,0.02,48,72,0.9941,2.97,0.58,12.2,6,white
5.6,0.12,0.32,11.5,-0.005,36,128,0.9933,3.35,0.52,13.0,5,white
6.8,0.22,0.18,8.7,0.025,50,178,0.995,3.13,0.39,9.1,7,white
7.2,0.05,0.18,1.8,0.018,42,124,0.9915,3.38,0.46,11.5,6,white
5.5,0.08,0.4,8.3,0.045,25,102,0.9961,3.23,0.31,11.9,4,white
7.3,0.18,0.22,3.9,0.041,16,185,0.9982,3.08,0.34,9.8,6,white
6.6,0.41,0.33,3.7,0.016,52,107,0.9883,3.12,0.58,11.4,6,white
8.4,0.28,0.22,13.4,0.064,26,126,0.9935,3.44,0.65,12.0,5,white
7.4,0.32,0.43,0.2,0.016,33,124,0.9993,3.31,0.45,9.6,5,white
6.9,0.23,0.39,7.0,0.063,26,118,0.9886,3.23,0.55,9.6,6,white
7.2,0.25,0.45,11.4,0.025,53,186,0.9916,3.32,0.42,10.2,8,white
6.9,0.35,0.47,6.9,0.066,-3,74,0.9972,3.33,0.48,10.5,7,white
5.5,0.26,0.15,2.1,0.03,50,109,0.9945,3.36,0.54,9.9,7,white
6.8,0.26,0.57,9.4,0.03,26,133,0.9939,3.44,0.55,13.0,7,white
5.4,0.33,0.03,3.9,0.074,71,160,0.9899,3.4,0.44,10.8,6,white
6.5,0.17,0.26,4.7,0.02,51,90,0.9955,3.5,0.58,9.8,5,white
6.9,0.3,0.28,-4.0,0.072,22,165,0.9976,3.13,0.36,11.3,6,white
5.8,0.3,0.12,11.5,0.039,62,156,0.9951,3.1,0.65,9.8,7,white
6.7,0.1,0.27,9.7,0.028,24,81,0.9923,3.5,0.39,9.5,5,white
8.1,0.17,0.44,9.8,0.048,45,113,0.9935,3.24,0.55,10.9,6,white
6.3,0.21,0.34,1.7,0.056,43,127,0.9913,3.15,0.32,8.7,7,white
6.0,0.23,0.14,0.7,0.022,72,186,0.9929,3.11,0.36,10.3,6,white
7.7,0.33,0.29,8.9,0.045,19,192,0.9893,3.26,0.3,9.2,7,white
7.0,0.19,0.44,7.4,0.052,-5,171,0.9926,3.09,0.34,11.1,4,white
6.8,0.19,0.23,16.2,0.022,15,115,0.9963,3.06,0.62,10.3,6,white
7.3,0.34,0.28,9.6,0.063,36,149,0.9941,3.22,0.45,10.3,6,white
6.9,0.37,0.38,1.9,0.062,17,150,0.9934,3.23,0.56,8.8,5,white
6.2,0.38,0.42,1.5,0.052,12,88,0.9913,3.24,0.55,11.9,6,white
5.8,0.17,0.41,7.9,0.052,30,131,0.9944,3.06,0.56,10.1,7,white
8.3,0.19,0.29,9.9,0.049,51,203,0.995,3.09,0.62,10.1,6,white
7.2,0.11,0.13,12.2,0.033,-14,91,0.9917,3.33,0.46,8.4,6,white
8.1,0.02,0.36,8.4,0.049,38,152,0.9924,3.2,0.44,12.0,5,white
